"component_id","owner_object_id","parent_component_id","component_domain","component_type","canonical_label","review_status","notes"
"CMP-AWS-TRN2-GPSIMD-DMA","OBJ-AWS-TRAINIUM2-CHIP","CMP-AWS-TRN2-GPSIMD","data_movement","dma","NCv3 GPSIMD integrated DMA","draft","每核 8 个 GPSIMD 处理器合计通路"
"CMP-AWS-TRN2-DGE","OBJ-AWS-TRAINIUM2-CHIP","CMP-AWS-TRN2-NCV3","data_movement","special_function","Descriptor Generation Engine","draft","生成 DMA copy/transpose 描述符"
"CMP-AWS-TRN2-CC-CORE","OBJ-AWS-TRAINIUM2-CHIP","","special_function","network_offload","Collective Communication Core","needs_resolution","数量存在 16 与 20 的官方来源冲突"
"CMP-AWS-TRN2-HBM","OBJ-AWS-TRAINIUM2-CHIP","","memory","memory_level","Trainium2 HBM","draft","芯片级 4-stack HBM"
"CMP-AWS-TRN2-SBUF","OBJ-AWS-TRAINIUM2-CHIP","CMP-AWS-TRN2-NCV3","memory","memory_level","NCv3 SBUF","draft","每核软件管理片上 SRAM"
"CMP-AWS-TRN2-PSUM","OBJ-AWS-TRAINIUM2-CHIP","CMP-AWS-TRN2-NCV3","memory","memory_level","NCv3 PSUM","draft","每核部分和存储"
"CMP-AWS-TRN2-3XL-MEMORY","OBJ-AWS-TRN2-3XLARGE","","memory","memory_level","trn2.3xlarge accelerator memory view","needs_resolution","产品页与 EC2 通用表冲突"
"CMP-AWS-TRN2-48XL-MEMORY","OBJ-AWS-TRN2-48XLARGE","","memory","memory_level","trn2.48xlarge aggregate accelerator memory","needs_resolution","产品专页与 EC2 通用表冲突"
"CMP-AWS-TRN2U-48XL-MEMORY","OBJ-AWS-TRN2U-48XLARGE","","memory","memory_level","trn2u.48xlarge aggregate accelerator memory","draft","16 芯片聚合逻辑视图"
"CMP-AWS-TRN2-ULTRA64-MEMORY","OBJ-AWS-TRN2-ULTRASERVER-64","","memory","memory_level","Trn2 UltraServer aggregate accelerator memory","draft","64 芯片聚合逻辑视图"
"CMP-AWS-TRN2-48XL-TENSOR-AGG","OBJ-AWS-TRN2-48XLARGE","","compute","matrix","trn2.48xlarge aggregate Tensor compute","draft","实例级厂商聚合规格"
"CMP-AWS-TRN2U-48XL-TENSOR-AGG","OBJ-AWS-TRN2U-48XLARGE","","compute","matrix","trn2u.48xlarge aggregate Tensor compute","draft","实例级厂商聚合规格"
"CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","OBJ-AWS-TRN2-ULTRASERVER-64","","compute","matrix","Trn2 UltraServer aggregate Tensor compute","draft","系统级厂商聚合规格"
"CMP-AWS-TRN2-CHIP-TENSOR-AGG","OBJ-AWS-TRAINIUM2-CHIP","","compute","matrix","Trainium2 chip aggregate Tensor compute","reviewed","芯片级聚合计算视图；不表示额外物理矩阵单元。用于把整芯片规格与 NCv3 每核路径分开。"
