"card_path","object_id","fact_id","section","fact_present","reverse_locator"
"card-draft/AWS_Inferentia2_芯片实现资料卡.md","OBJ-AWS-INFERENTIA2-CHIP","FACT-M2W2-AWS-INF2-DMA-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-INF2-DMA-COUNT`"
"card-draft/AWS_Inferentia2_芯片实现资料卡.md","OBJ-AWS-INFERENTIA2-CHIP","FACT-M2W2-AWS-INF2-CC-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-INF2-CC-COUNT`"
"card-draft/AWS_Inferentia2_芯片实现资料卡.md","OBJ-AWS-INFERENTIA2-CHIP","FACT-M2W2-AWS-INF2-NEURONLINK-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-INF2-NEURONLINK-COUNT`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-COUNT`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CHIP-MX-PEAK","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CHIP-MX-PEAK`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CHIP-FP32-PEAK","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CHIP-FP32-PEAK`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-SBUF-CAPACITY","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-SBUF-CAPACITY`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-PSUM-CAPACITY","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-PSUM-CAPACITY`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GB","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GB`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-BW-49","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-BW-49`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-BW-47","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-BW-47`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-STACKS","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-STACKS`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-DMA-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-DMA-COUNT`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-DMA-BW","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-DMA-BW`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CC-COUNT-16","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CC-COUNT-16`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CC-COUNT-20","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-CC-COUNT-20`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NEURONLINK-COUNT","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NEURONLINK-COUNT`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-NEURONLINK-BW","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-NEURONLINK-BW`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-PROCESS","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-PROCESS`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-HBM-TYPE","实现事实候选","true","Markdown row containing `FACT-M2W2-AWS-TRN3-HBM-TYPE`"
"card-draft/AWS_Trainium3_芯片实现资料卡.md","OBJ-AWS-TRAINIUM3-CHIP","FACT-M2W2-AWS-TRN3-CHIP-FP8-GENERIC","实现事实候选","true","Markdown row containing FACT-M2W2-AWS-TRN3-CHIP-FP8-GENERIC"
