"manifest_row_id","table_path","pk_column","pk_value","batch_id","write_action","formal_premerge_presence","old_review_status","new_review_status","review_promotion_included","semantic_status_after","semantic_status_preserved","exclusion_reason","package_review","independent_signoff","freeze_binding_status","evidence_basis"
"LCM-M2W2-AWS-PKG-0018","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-EVIDENCE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=needs_review","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0019","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-IDENTITY","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0020","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-PHYSICAL","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=missing_public_data","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0021","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-COMPUTE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0022","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-NUMERICS","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0023","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-MEMORY","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0024","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-INTERCONNECT","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0025","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-SPECIAL_ENGINES","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0026","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-SOFTWARE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=not_applicable","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0027","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-EVIDENCE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=needs_review","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0028","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-IDENTITY","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0029","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-PHYSICAL","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0030","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-COMPUTE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0031","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-NUMERICS","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0032","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-MEMORY","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0033","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-INTERCONNECT","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0034","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-SPECIAL_ENGINES","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=partial","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0035","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-SOFTWARE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=not_applicable","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0036","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-EVIDENCE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","completeness_status=needs_review","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0037","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-NCV1","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0038","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0039","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-VECTOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0040","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-SCALAR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0041","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-CHIP-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0042","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-DRAM","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0043","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-NCV2","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0044","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-CHIP-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0045","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-HBM","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_without_review_promotion","absent","needs_resolution","needs_resolution","false","","true","未决冲突链不进入本次 reviewed 晋级；正式追加时保持 needs_resolution，且不改变 resolution/evidence 等语义状态。","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0046","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-DMA","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0047","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-NCV2","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0048","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-CHIP-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0049","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-HBM","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_without_review_promotion","absent","needs_resolution","needs_resolution","false","","true","未决冲突链不进入本次 reviewed 晋级；正式追加时保持 needs_resolution，且不改变 resolution/evidence 等语义状态。","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0050","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-DMA","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0051","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-NCV4","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0052","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0053","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-VECTOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0054","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-SCALAR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0055","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-CHIP-TENSOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0056","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-SBUF","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0057","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-PSUM","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0058","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-HBM","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_without_review_promotion","absent","needs_resolution","needs_resolution","false","","true","未决冲突链不进入本次 reviewed 晋级；正式追加时保持 needs_resolution，且不改变 resolution/evidence 等语义状态。","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0059","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-DMA","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0060","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-CC","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_without_review_promotion","absent","needs_resolution","needs_resolution","false","","true","未决冲突链不进入本次 reviewed 晋级；正式追加时保持 needs_resolution，且不改变 resolution/evidence 等语义状态。","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0061","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-CC","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0062","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-CC","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0063","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-CHIP-COMPUTE","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0064","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-CHIP-INT8","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0065","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-CHIP-FP","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0066","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-CORE-FP","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0067","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-CORE-VECTOR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0068","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-CORE-SCALAR","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0069","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF1-DEVICE-BW","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0070","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-TRN1-CHIP-INT8","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0071","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-TRN1-CHIP-MIXED","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0072","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-TRN1-CHIP-FP32","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0073","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-TRN1-DEVICE-BW","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0074","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-TRN1-DMA-BW","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
"LCM-M2W2-AWS-PKG-0075","数据/condition-sets.csv","condition_set_id","COND-M2W2-AWS-INF2-CHIP-INT8","M2-W2-AWS-PACKAGE-FACTS-REMEDIATED","append_then_promote_review_status","absent","draft","reviewed","true","","true","","pending_independent_review","pending","pending_after_final_freeze","DEC-025 candidate generated from the actual nonempty structured rows in the remediated package."
