"table_name","primary_key","batch","old_review_status","new_review_status","semantic_status_preserved","evidence_basis"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-FP16-SPARSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-FP32-DENSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-FP8-DENSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-FP8-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-FP8-SPARSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-INTRA-BW-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-MEM-BW-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-MEM-CAP-GENERIC-S15","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-MEM-CAP-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-STATUS-GA-S09","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TF32-DENSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TF32-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TF32-SPARSE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TOPO-DIMS-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TOPO-NODES-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-48XL-TOPO-TYPE-S06","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-ARCH-SW-MODEL-S07","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-ARCH-SW-RUNTIME-S14","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-COLLECTIVE-HW-LEVEL-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-COLLECTIVE-NKI-LEVEL-S08","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-DGE-DESCRIPTOR-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-DMA-COMPRESS-LEVEL-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-DMA-DECOMPRESS-LEVEL-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-DMA-TRANSPOSE-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-GPSIMD-CUSTOM-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-MOE-NKI-LEVEL-S12","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-SCALAR-NONLINEAR-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-SPARSE-MATMUL-LEVEL-S03","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-TENSOR-TRANSPOSE-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-TOPK-NKI-LEVEL-S13","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CAP-VECTOR-REDUCTION-LEVEL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CCCORE-COUNT-16-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CCCORE-COUNT-20-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-BF16-DENSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP16-DENSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP32-DENSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP8-DENSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-TF32-DENSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024-S10","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-PUB-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-BF16-DENSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-BF16-SPARSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-FP16-DENSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-FP16-SPARSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-FP32-DENSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-FP8-DENSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-FP8-SPARSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-TF32-DENSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-CORE-TF32-SPARSE-PUB-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-DGE-COUNT-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-CLOCK-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-DMA-READ-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-DMA-TOTAL-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-DMA-WRITE-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-ISSUE-WIDTH-S03","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-GPSIMD-PROC-COUNT-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-HBM-BANDWIDTH-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-HBM-BANKS-S05","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-HBM-CAPACITY-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-HBM-SHARING-S05","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-HBM-STACKS-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-MAIN-DMA-BW-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-MAIN-DMA-COUNT-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-NCV3-COUNT-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-NEURONLINK-AGG-BW-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-NEURONLINK-IF-COUNT-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-PSUM-CAPACITY-CORE-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-SBUF-CAPACITY-CHIP-AGG-S01","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-SBUF-CAPACITY-CORE-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-SBUF-GRANULARITY-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
"最小参考资料库/fact-assertions.csv","ASSERT-FACT-AWS-TRN2-SBUF-MANAGEMENT-S02","M1","draft","reviewed","extraction_status=source_checked","审计/M1_试填合并验收.md + 审计/子代理交接/m1_postmerge_audit.md + 审计/子代理交接/data_review_lifecycle_independent_review.md"
