"manifest_row_id","member_role","relative_path","sha256","bytes"
"MI455X-REBASE-FREEZE-034","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","657ddf52f1423b5b4a4c2eab7a0e4543470de61f99f0e800e7eb9085522c6273","24952"
"MI455X-REBASE-FREEZE-035","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/facts.csv","f4b00f996a666f38e671c16d979512b9216ec809d513bb48fcbc0d06683d7579","18486"
"MI455X-REBASE-FREEZE-036","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/field-requirements.csv","535c4fecfccd84a322f52466737a11ea2073596f1b5fbd86825ad3e8af525c5d","18572"
"MI455X-REBASE-FREEZE-037","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/links.csv","cf7ff2f8217b028c0a9462f17d1a0cdf1f548fd5a3d3043d479dac062329e325","822"
"MI455X-REBASE-FREEZE-038","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/memory-levels.csv","fcdd36957d307865a0f68788bb624e81dff7504c3941068a49aec247a31fd6cd","368"
"MI455X-REBASE-FREEZE-039","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/precision-paths.csv","7148521511a56620086bce59f38d5e1313b07008a1f80b25d6eacf9b55ced6d1","2436"
"MI455X-REBASE-FREEZE-040","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/requirement-evidence.csv","8e812273d5b511ddb41b06ef6dc87784bc43b9d11b5fc099ced79c1651618a28","159"
"MI455X-REBASE-FREEZE-041","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/search-log.csv","40428889c2fbe13d62473ec4b287ccee44ff0521a64636f445a3fae5083c955c","3997"
"MI455X-REBASE-FREEZE-042","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/search-results.csv","5b18d025e6f10c36228b25219e4c91bd9ca6a3de7706ed1b8af49e3bbfd59c23","7203"
"MI455X-REBASE-FREEZE-043","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/selection-members.csv","e8743cebd99b893c5ea69710931caa27f9895bcffff408f4feea1c8dd5e555c7","1537"
"MI455X-REBASE-FREEZE-044","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/selection-runs.csv","842e60b2aa5554cd3c901616c591f318c34bcdcf11cd7e2c55f6d28f83e0cfa7","495"
"MI455X-REBASE-FREEZE-045","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/source-coverage.csv","4433b0a721ce4deb1275e566a69ffd100db3db64af15102cc39f34fc9859d96d","1939"
"MI455X-REBASE-FREEZE-046","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/source-endpoints.csv","7dbc0104c20e50999d65e54a9b4c7124275519268496a596144f4aea8c7be426","1706"
"MI455X-REBASE-FREEZE-047","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/source-families.csv","457220a96ce6b35d6da2eba3c5e54d70650f936cd43a3c4127e27f854472b2a6","595"
"MI455X-REBASE-FREEZE-048","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/sources.csv","9f6076064a6078ac08da4624857737e987de464fbcca84bbce9b80caee1175bf","1079"
"MI455X-REBASE-FREEZE-049","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/source-screening.csv","47f51d2d674ebde5db02d77595097a9fb2133b7d8a3ce767a1fb6834b8993db1","2142"
"MI455X-REBASE-FREEZE-050","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/source-selected-roles.csv","f1408b1ffd25095f8841ac57d4038691cd78a28fee2def8abfe69bfb1753f00c","1356"
"MI455X-REBASE-FREEZE-051","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/special-capabilities.csv","56ba4ff669857bc4134ce2e5b609acc858ade2b61f2158ff2146d5d149638541","110"
"MI455X-REBASE-FREEZE-052","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/topologies.csv","da3fd2c50c624d995a7433bdef8ed0730017d9a824d666de6d3cd4f1fc789361","75"
"MI455X-REBASE-FREEZE-053","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/card-evidence-map.csv","d9101dcaad490e3f201dca1d6590b9a8c2215154e7eb781d5bc8fb2c000632c5","5547"
"MI455X-REBASE-FREEZE-054","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/final-readiness.json","5f96c404265c7ee8635dba5606ba6430eddc2ec2a626d70c8ad785ac20bb464d","1313"
"MI455X-REBASE-FREEZE-055","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/formal-32-csv-baseline.json","21e9d20cd1af23278e58d795a0a4c558692c9a4bef57f2e9482545a3a9b19a83","6070"
"MI455X-REBASE-FREEZE-056","staging_freeze_manifest","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/freeze-manifest.csv","56ca298d6c9b327c3b5ef2babf30a0f5dc109b519381083e5717452a01b1331b","4603"
"MI455X-REBASE-FREEZE-057","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/local-check-results.json","8f683369964e274e96113aa4333b1b4c5ba9396c42d46f660ea8e476fc83b99d","3256"
"MI455X-REBASE-FREEZE-058","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/staging-file-manifest.csv","a0fe06ffd8e0273e95ad1e23dbc2d5bdfd7c59bfffc2b7f15964fd1d8ec91be9","4489"
"MI455X-REBASE-FREEZE-059","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/text-fidelity-check.csv","3bf5b1ec7d6834c7abcf9d27ade183d51bf8a42af6ad7ffbac00640abdeed2ab","1683"
"MI455X-REBASE-FREEZE-060","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/text-protected-tokens-before.json","1e8ad4cf9116277c8fb73a119c85e0dced345a39480b09de56a45c6c6b535876","32200"
"MI455X-REBASE-FREEZE-061","staging_frozen_member","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/validation/validation-report.md","91b178cfc5514cb2d81a3abf431118a2d5e8bff9fda555ac5d21f7779f6252b8","5181"
