"signoff_row_id","target_path","pk_column","pk_value","source_path","source_file_hash_match","source_bytes_match","source_pk_count","source_line_hash_match","current_formal_pk_count","aws_authorized_write_intersection_count","aws_matching_signoff_ids","formal_table_change_since_old_baseline","current_formal_table_sha256","result"
"MI455X-SIGN-0022","数据/condition-sets.csv","condition_set_id","COND-M2W3-AMD-MI455X-CPU-GPU-BW","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/condition-sets.csv","yes","yes","1","yes","0","0","","changed","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","no_conflict"
"MI455X-SIGN-0023","数据/condition-sets.csv","condition_set_id","COND-M2W3-AMD-MI455X-LINK-BIDIR-PEAK","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/condition-sets.csv","yes","yes","1","yes","0","0","","changed","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","no_conflict"
"MI455X-SIGN-0024","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-VENDOR-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0025","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FAMILY-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0026","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-NAME-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0027","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-SKU-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0028","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-OBJECT-TYPE-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0029","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-RELEASE-DATE-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0030","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-STATUS-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0031","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-PROCESS-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0032","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-PACKAGE-MI400","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0033","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-XCD-COUNT-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0034","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-IOD-COUNT-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0035","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-TRANSISTORS-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0036","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-CLOCK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0037","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FORM-FACTOR-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0038","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-COOLING-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0039","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM-STACKS-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0040","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-RAS-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0041","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-WGP-COUNT-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0042","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM4-CAPACITY-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0043","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-L2-CAPACITY-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0044","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM4-BW-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0045","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-MXFP4-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0046","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-MXFP6-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0047","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-MXFP8-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0048","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP8-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0049","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0050","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0051","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0052","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0053","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0054","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0055","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0056","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0057","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-INT8-MATRIX-SPARSE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0058","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0059","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-BF16-MATRIX-SPARSE-PEAK-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0060","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-CPU-GPU-BW-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0061","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-SCALEUP-BW-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0062","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-SCALEOUT-BW-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0063","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FAMILY-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0064","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-NAME-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0065","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-SKU-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0066","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-PROCESS-BROCHURE","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0067","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-CLOCK-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0068","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-FORM-FACTOR-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0069","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-COOLING-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0070","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM-STACKS-MI400","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0071","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM4-CAPACITY-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
"MI455X-SIGN-0072","最小参考资料库/fact-assertions.csv","assertion_id","ASSERT-M2W3-AMD-MI455X-HBM4-BW-PRODUCT","审计/子代理交接/m2_staging/M2-W3-AMD-MI455X-MODULE/structured/fact-assertions.csv","yes","yes","1","yes","0","0","","changed","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","no_conflict"
