"relative_path","bytes","sha256","read_mode","parsed_rows","parsed_columns"
"审计/子代理交接/field_subject_contract_remediation/formal-migration-manifest.csv","21448","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","bytes_and_csv_parse","166","7"
"审计/子代理交接/field_subject_contract_remediation/isolated-validator-audit.txt","182","26c34b3d39069da6493529dd9667fc35f5f1e581e158d7c437b1045b6ff33606","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/isolated-validator-default-gate.txt","132","255a4b084ca32b90a1cbc90612ff4dca1de7aab3316d9c592e752ba2bf772aab","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/isolated-validator-gate.txt","132","255a4b084ca32b90a1cbc90612ff4dca1de7aab3316d9c592e752ba2bf772aab","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/manifest.csv","3338","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","bytes_and_csv_parse","31","3"
"审计/子代理交接/field_subject_contract_remediation/migration-build-result.json","503","6f4ed05ed5328db491a2324bd8d65dfb347a420209b3181f0272055d138d3c35","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-arch_relation_wrong_type_gate.txt","279","5e370d0f61ffd63d5ab603993f4784aa613741c74aff198848992cb25749b806","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-closure_same_target_missing_audit.txt","363","db1e012e4b59a5887468b24848bfabdaa48a867e45fc6f2ffcfb35830ceacb86","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-closure_same_target_missing_gate.txt","265","5b69faf80b1cfa5ada35a6fd658c2c10da9d55ce4e7a8f92f9ff5b91902e0a40","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-semantic_fact_kind_mismatch_audit.txt","718","7bf7f284c75e6259dff2046aebdc62d9f84933028d2a52fff8df296dd5e69c2d","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-semantic_fact_kind_mismatch_gate.txt","620","2ac26fb2873d06a05fe36356dbba68c88236b67c7ff641a29cfe036076b36f90","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-syntax_noncanonical_order.txt","432","bbf96f1e1c4de895df4f7766ab88eafdfc64c4419db40c3c9ce30c5cb085d86b","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/negative-test-results.csv","1074","77d5429975dcb370a31901227e3adbfca03507a5f8c894396649ab72da933b27","bytes_and_csv_parse","6","8"
"审计/子代理交接/field_subject_contract_remediation/progress-2026-08-13.md","907","5ded112a04894530a950173acdfcb137b3134cacf503493964f5251475296776","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/README.md","3847","dc63a97007d3bf716809bc85392d324a7ea2c3885a51cf17334020ce28135b57","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/row-overlay-proposals.csv","7025","14873ed213026d36f51df99ae6d01114db899673c1f9d22f55e56931f77e90c7","bytes_and_csv_parse","12","15"
"审计/子代理交接/field_subject_contract_remediation/Test-ValidatorNegativeCases.ps1","6145","524a24d3772ae5d7fbfc273716e5604b1f97c1b9e28e5bde166b5c1c71bdd98c","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/Validate-ResearchData.ps1","23742","db0a62b32c6de8920056e1611bfab42dab0c0a78e46c9414f3e35f4e850f230d","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/validation-summary.json","3314","69046558aba00f557e28d9324dd634801c33b88b102b82457fbadf9da7d34dfc","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/validator-audit-design.md","2805","11918b5e4944e70fca0ad85f63fc36964a5ffeceec41e35c4834cc82bb37cd4b","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation/verification-summary.json","602","b15606b4e3bd674a913fe07fdee5fa27225341759c455482c164d690e1207f0d","bytes_and_utf8_text","",""
"审计/子代理交接/field_subject_contract_remediation_independent_review/formal-migration-accept-signoff.csv","124582","10a1e1f177f41ed2845ea7a6a1c28bbc375de2deb053a25a2610d6dac3fb0d02","bytes_and_csv_parse","166","21"
"审计/子代理交接/field_subject_contract_remediation_independent_review/manifest.csv","227","aea41734f51ee13ffcf4cd86f52f96ba284eccf52355bd75fa576e47f7af9794","bytes_and_csv_parse","2","3"
"审计/子代理交接/field_subject_contract_remediation_independent_review/README.md","4390","a141b3ec75c10b86ebce31c0fe58bf5256e6d847d8466e263cde01c06d1c6499","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package.md","16726","72e164aab2dcba307ca4cd3183ceeb450f3513aa771f6ac5107172a793c62107","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package_cards/AWS_Inferentia1_芯片实现资料卡.md","7481","b056efebdfc9423c95b00605b2c62dd8ed9418198e02ff12c4c61438116c7704","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package_cards/AWS_Inferentia2_芯片实现资料卡.md","8795","c5f78d35d83a53512e252d12756c4b80bd5da78089a88c163189667f5ca0224d","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package_cards/AWS_Trainium1_芯片实现资料卡.md","8749","6addea13a0251e1bc09eb6d545327abbac9cbffe2cee16ec810d72b6f23afc99","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package_cards/AWS_Trainium3_芯片实现资料卡.md","16149","b3ad398adad27f99180371ccec74839575947d9f9d61c8a88c4c024dab53f898","bytes_and_utf8_text","",""
"审计/子代理交接/m2_final_review_aws_package_merge_signoff.csv","520948","58f2368764e4fb132fe63a5acc427f22cdace7c38538270a7457e566d19bbd05","bytes_and_csv_parse","486","26"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/backlog-disposition.csv","6622","aee3ffca9ad97f1deff30bb19568a670a349e12c88eae021579a9fd232bd45d1","bytes_and_csv_parse","24","7"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/build-summary.json","693","7e6fd2b70f75948e90b1d7cee1aad29e1374aa6054c5f08554afda9d1d14b053","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/card-fact-coverage.csv","11617","4c2b61bcda2687e4f837e049b67f4f653765175937eb9f9b2ac9bd48b023bca8","bytes_and_csv_parse","57","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/fact-requirement-map.csv","5710","fb4e9fa0ebd4fe3d74ae6266d4e24a2bc4ffb2fc6ecba14f69c10f762c4756d4","bytes_and_csv_parse","57","4"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/field-contract-change-candidate.csv","864","bda20bcb9066e49f5fa49449c539b36910e81fe7776d61773338835625d71de6","bytes_and_csv_parse","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/final-counts.json","1057","7beb0dfe5e3c03f18d9ddba330c712ce64f7398d5959511d9aa8c23e293920fa","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/formal-baseline-validation.txt","99","f1ad0eaa5e31e348acda84e5f48ed6c80d98ed3c5e9d8d3f53fa2f6b346c3961","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/formal-hash-integrity.csv","5684","d3249d360ecc57e902bd5058354101cd50cf48d1283ed2492a1f3fb3ac2c4e83","bytes_and_csv_parse","32","4"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/freeze-manifest.csv","8512","74fe487790a0d2fbcaf012c1d60b409fd065dad5480a769843c28dab070036c4","bytes_and_csv_parse","76","3"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/lifecycle-manifest-candidate.csv","201502","f2682bdaf3ee4bee58aa95e20aa60461cc96a1f1fbc20a04b93bdcd2e98bc880","bytes_and_csv_parse","457","17"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/lifecycle-manifest-candidate.sha256","66","217fd28e32d8b88e3f5152f635df15a6a4e8c9edabb0f5ea908be546ef940063","bytes","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/report-humanizer-scan.csv","966","f69a0b2921f5fe4b64cf001e8518e108adee28988829f7576fda16c362fa5811","bytes_and_csv_parse","8","3"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/reverse-removal.csv","3825","ceea60fd0e942514a06400a86d491080d0e368ab959816c0857c85bc9f2aeb43","bytes_and_csv_parse","10","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/source-endpoint-updates.csv","3424","b659b61bfa06e3dd35777f6996ee9dbb9c697dba42a22fbdd6ccae5a6b102f44","bytes_and_csv_parse","9","15"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/source-screening-updates.csv","604","d5a36ba5b6ef7f61785ef33779bc07ab454c173dbd7c699de733146c4697b875","bytes_and_csv_parse","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/source-updates.csv","3574","b0c00a0965071232cd33c2434773c78c852b2163cf5b7925df979db33f486b30","bytes_and_csv_parse","9","14"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/staging-validation-absolute.txt","237","5df16a76e5077e831f49e2bbc6094b695f527f6bb817efa4b2502d6ee6197e9e","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/staging-validation-relative.txt","237","5df16a76e5077e831f49e2bbc6094b695f527f6bb817efa4b2502d6ee6197e9e","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/audit/temporary-formal-merge-validation.txt","221","175190cde5a990ad7af9f24040d6d94459bb662994788498b124be680d619e9a","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/card-draft/AWS_Inferentia1_芯片实现资料卡.md","7428","1b9f033525fdd5b860136c62a83a679fad158514233d19ee6aa6cf1f70908ee2","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/card-draft/AWS_Inferentia2_芯片实现资料卡.md","8742","4d4960b6030609bc2803e7051a11d2db5dc2962e818ecc093ed1103f2a83f2a5","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/card-draft/AWS_Trainium1_芯片实现资料卡.md","8696","5decb11266a497110992e24c0c032f2108ac32a10c951c1e56cbecf60bb5ddfc","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/card-draft/AWS_Trainium3_芯片实现资料卡.md","16085","54d4fe8609115e9bc6fdf8bd7fe2191be22c7fe4ad4ac324fba304e2ded05ebd","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A01-inferentia-latest-2026-08-13.html","233120","76c26100a0a84ab09b4ec722b522c079e0f171c6c0730a1d02e86f6f80d822a2","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A01-inferentia-v2.31.0-2026-08-13.html","215997","8810e9d6ffa5aa84b6fd1a0a79dee9840d6972f9586dbc0c4fd5e49b3f6445ce","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A02-neuroncore-v1-v2.9.1-2026-08-13.html","62202","06d7b61ef030db81956e2f814c5266138bd317e3354951e2a2071601cdd745cd","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A03-trainium-v2.26.1-2026-08-13.html","166258","6257908ff6d5febd52f974340d35e2f5dcfe2c1c14b9c4132dcb3dc3124c7079","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A04-inferentia2-v2.29.1-2026-08-13.html","203185","cc1c79f5255f6cc851dab448098adc54fea713a626c205bba4a5a2b5ef2372dd","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A05-trainium-inferentia2-nki-v2.29.1-2026-08-13.html","292064","4d2318ec97548a8cb970ec06fb0c2f167a97aa17e361bb89563d057cb36b50cf","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A06-trainium3-v2.28.1-2026-08-13.html","206604","2fad4aca914e1a10289f636a273464d5f5f86ad6c5cc830092dfabb0bf786dcb","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A07-trainium3-nki-latest-2026-08-13.html","268399","aa22cfcffd97e35e1d1c17a14480a1f5ace87f2adf7b5f46e26ba512d0ef209f","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A07-trainium3-nki-v2.31.0-2026-08-13.html","251687","4bb6e756d37069f83f36fca4144e494688a23396728b52338385a4ee8be6a2f2","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A08-trn3-ultraservers-2025-12-02-fetched-2026-08-13.html","329595","d10e887199750363ffb679347c78d27012a2d63c2cc2bf2a49704d16aee449cb","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A10-neuroncore-v4-v2.30.0-2026-08-13.html","211890","2ab8e86e39a059e611cfca5bcdcc6b5c5b3acb8077e7006fd515d3543146a45a","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/handoff.md","4112","b5332c0c92e874745eaa2c8ba0d87af2f6ef0c19a4851b357207b4fcd1dcba2c","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/README.md","5090","30e27f44a1627673ecc421b850103013f0e3c32b8656f824d48586aae0c6b71a","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/remediation-log.md","3912","62f02b6efdaeb381269ab140d775514c00916ed7a6b880a8ee89f76263ccaafa","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/scripts/Apply-Card-Remediation.ps1","8725","f819a2e3761123d3076a4a56837e22b8477fc329ba38d2e4af285b2253dc5d9c","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/scripts/Apply-Remediation.ps1","25174","63cbdcf9a37bd12e4d142a24661fba697931fa5a48e32649d474217977f31448","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/scripts/Build-LifecycleManifestCandidate.ps1","7588","8496418d862fd71faa44dd3402215e00006b5e5e031739c8cbc04f27fc40fef0","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/scripts/Test-Staging.ps1","41551","e0ad0a50b8753c70ec11df3c39906a3e9c2a592b3f33580fd7daddc5c1418c8d","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/scripts/Test-TemporaryFormalMerge.ps1","7566","ee6837f92bfef666bc6d715ab5641639c4707458451431956aafa598369efb8e","bytes_and_utf8_text","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/source-gate/endpoint-equivalence.csv","654","d2d9f54f68667eb029a14915a93a29c465aee594c92fcd8f74be42e0b535160e","bytes_and_csv_parse","2","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/source-gate/source-freeze-register.csv","8690","3ffb419dfed86f71726182f7e5017c69b66d66293459dbda344123de409a74e5","bytes_and_csv_parse","11","17"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/card-completeness.csv","8717","8da6b5bac7dee7c4ded02ee0bb2bcf881e01638e5d2dfb31a457917ba3eb5dc4","bytes_and_csv_parse","36","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/components.csv","5151","c07df8d6b474002093e3da889a0714cdaee87b16609daadcf7bcb8f66fc50b40","bytes_and_csv_parse","27","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/condition-sets.csv","9494","42b65a66d24429505b2e829bd79f7ee33ecc867f49606bf2ca1c1e500713e7dc","bytes_and_csv_parse","29","21"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/conflict-groups.csv","1818","1231588c828de9c42a9209769c6d14965f25c868e41a114ea5fc9fe897964af8","bytes_and_csv_parse","5","18"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/conflict-members.csv","2214","c521efd91d08d6c9145bc73a2eeb0c6598095eac40fad1414ce306eb5a275c0e","bytes_and_csv_parse","10","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/derived-inputs.csv","105","20ebc78ec96bfb32e92ed90845ea56c349fdd9e79748c707ca1148e20bdae6ba","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/derived-metrics.csv","182","ec2b1e084eb72d97bbac63a5b8cbb9d346507245bdbcd5b25e5fb3626a262d4e","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/enums.csv","92","4c80d3767072e5dc135e2a04d02383fc7eb01f38a5bb5ba972b554c8237f73e6","bytes_and_csv_parse","0","0"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/fact-assertions.csv","33454","88738405349bc7e5efff1e8dd26bd2b1550a13a94d69d03a4cb16564b52a2f8c","bytes_and_csv_parse","69","18"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/facts.csv","27535","78b5250fd5512e99bdae7424fec29084abfc1247caff5d5b49f5cd3bd4f4a543","bytes_and_csv_parse","57","23"
