"condition_set_id","condition_fingerprint","precision_path_id","sparsity_mode","sparsity_pattern","operation_type","operation_count_rule","performance_basis","support_level","power_mode","frequency_value","frequency_unit","software_version","workload_stage","bandwidth_direction","aggregation_scope","traffic_basis","measurement_scope","effective_date","review_status","notes"
"COND-M2W2-AWS-INF2-DEVICE-BW","CFP-COND-M2W2-AWS-INF2-DEVICE-BW","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","单芯片 HBM；820 GiB/s 与 820 GB/s 共用相同对象条件。"
"COND-M2W2-AWS-INF2-DMA-BW","CFP-COND-M2W2-AWS-INF2-DMA-BW","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","单芯片 DMA 聚合带宽；方向未说明。"
"COND-M2W2-AWS-TRN3-CHIP-MX","CFP-COND-M2W2-AWS-TRN3-CHIP-MX","PP-M2W2-AWS-TRN3-CHIP-MX","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","","","","per_object","","draft","单芯片 MXFP8/MXFP4 组合峰值。"
"COND-M2W2-AWS-TRN3-CHIP-MIXED","CFP-COND-M2W2-AWS-TRN3-CHIP-MIXED","PP-M2W2-AWS-TRN3-CHIP-MIXED","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","","","","per_object","","draft","单芯片 BF16/FP16/TF32 稠密组合峰值。"
"COND-M2W2-AWS-TRN3-CHIP-SPARSE","CFP-COND-M2W2-AWS-TRN3-CHIP-SPARSE","PP-M2W2-AWS-TRN3-CHIP-MIXED","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","","","","per_object","","draft","单芯片 FP16/BF16/TF32 结构化稀疏峰值。"
"COND-M2W2-AWS-TRN3-CHIP-FP32","CFP-COND-M2W2-AWS-TRN3-CHIP-FP32","PP-M2W2-AWS-TRN3-CHIP-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","","","","per_object","","draft","单芯片 FP32 峰值。"
"COND-M2W2-AWS-TRN3-CORE-MX","CFP-COND-M2W2-AWS-TRN3-CORE-MX","PP-M2W2-AWS-TRN3-NCV4-MX","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron 2.31.0/2.30.0","","","","","per_component","","draft","每 NCv4 Tensor Engine MXFP8/MXFP4 峰值；Tensor 频率 2.4 GHz。"
"COND-M2W2-AWS-TRN3-CORE-MIXED","CFP-COND-M2W2-AWS-TRN3-CORE-MIXED","PP-M2W2-AWS-TRN3-NCV4-MIXED","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron 2.31.0/2.30.0","","","","","per_component","","draft","每 NCv4 Tensor Engine BF16/FP16/TF32 峰值。"
"COND-M2W2-AWS-TRN3-CORE-FP32","CFP-COND-M2W2-AWS-TRN3-CORE-FP32","PP-M2W2-AWS-TRN3-NCV4-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron 2.31.0/2.30.0","","","","","per_component","","draft","每 NCv4 Tensor Engine FP32 峰值。"
"COND-M2W2-AWS-TRN3-CORE-VECTOR","CFP-COND-M2W2-AWS-TRN3-CORE-VECTOR","PP-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","not_applicable","","vector_alu","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.30.0","","","","","per_component","","draft","每 NCv4 Vector Engine FP32 峰值。"
"COND-M2W2-AWS-TRN3-CORE-SCALAR","CFP-COND-M2W2-AWS-TRN3-CORE-SCALAR","PP-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","not_applicable","","scalar_alu","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.30.0","","","","","per_component","","draft","每 NCv4 Scalar Engine FP32 峰值。"
"COND-M2W2-AWS-TRN3-DEVICE-BW","CFP-COND-M2W2-AWS-TRN3-DEVICE-BW","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","单芯片 HBM；容量单位与带宽数值分别存在冲突。"
"COND-M2W2-AWS-TRN3-DMA-BW","CFP-COND-M2W2-AWS-TRN3-DMA-BW","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","单芯片 DMA 聚合带宽；方向未说明。"
"COND-M2W2-AWS-TRN3-NEURONLINK-BW","CFP-COND-M2W2-AWS-TRN3-NEURONLINK-BW","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron 2.28.1","","direction_not_specified","per_device_injection","not_specified","per_object","","draft","每 device 聚合带宽；方向、线路速率和有效载荷未公开。"
"COND-M2W2-AWS-TRN3-CHIP-FP8-GENERIC","CFP-COND-M2W2-AWS-TRN3-CHIP-FP8-GENERIC","PP-M2W2-AWS-TRN3-CHIP-FP8-GENERIC","not_specified","","","not_specified","vendor_label_unresolved","hardware_peak_published","","","","AWS announcement 2025-12-02","","","","","per_object","2025-12-02","draft","A08 给出单颗 Trainium3 芯片的通用 FP8 厂商定值；未说明运算类型、稠密/稀疏、是否理论峰值或运算计数规则。"
