"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRESULT-M2NA-GAP-0060-1","SEARCH-M2NA-GAP-0060","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-BF16; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0060-2","SEARCH-M2NA-GAP-0060","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-BF16; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0061-1","SEARCH-M2NA-GAP-0061","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-TF32; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0061-2","SEARCH-M2NA-GAP-0061","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-TF32; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0062-1","SEARCH-M2NA-GAP-0062","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-FP64; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0062-2","SEARCH-M2NA-GAP-0062","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-FP64; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0063-1","SEARCH-M2NA-GAP-0063","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-INT8; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0063-2","SEARCH-M2NA-GAP-0063","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-NUM-PHYSICAL-ACCUM on precision_path:PPATH-M2NA-AMPERE-TENSOR-INT8; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0109-1","SEARCH-M2NA-GAP-0109","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-REG; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0109-2","SEARCH-M2NA-GAP-0109","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-REG; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0110-1","SEARCH-M2NA-GAP-0110","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-REG; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0110-2","SEARCH-M2NA-GAP-0110","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-REG; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0111-1","SEARCH-M2NA-GAP-0111","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-L1SMEM; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0111-2","SEARCH-M2NA-GAP-0111","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-L1SMEM; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0112-1","SEARCH-M2NA-GAP-0112","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-L1SMEM; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0112-2","SEARCH-M2NA-GAP-0112","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-L1SMEM; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0113-1","SEARCH-M2NA-GAP-0113","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-L2; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0113-2","SEARCH-M2NA-GAP-0113","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-READ-BW on component:COMP-M2NA-AMPERE-L2; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0114-1","SEARCH-M2NA-GAP-0114","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-L2; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0114-2","SEARCH-M2NA-GAP-0114","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-MEM-WRITE-BW on component:COMP-M2NA-AMPERE-L2; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0163-1","SEARCH-M2NA-GAP-0163","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-LEVEL on capability:CAP-M2NA-AMPERE-MOE; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0163-2","SEARCH-M2NA-GAP-0163","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-LEVEL on capability:CAP-M2NA-AMPERE-MOE; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0164-1","SEARCH-M2NA-GAP-0164","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-LEVEL on capability:CAP-M2NA-AMPERE-TOPK; it does not provide a condition-complete value for the frozen target."
"SRESULT-M2NA-GAP-0164-2","SEARCH-M2NA-GAP-0164","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-LEVEL on capability:CAP-M2NA-AMPERE-TOPK; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-ENERGY-1","SEARCH-R1-GA100-BENCH-ENERGY","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-BENCH-ENERGY-PER-TOKEN on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-ENERGY-2","SEARCH-R1-GA100-BENCH-ENERGY","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-BENCH-ENERGY-PER-TOKEN on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-POWER-1","SEARCH-R1-GA100-BENCH-POWER","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-BENCH-POWER on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-POWER-2","SEARCH-R1-GA100-BENCH-POWER","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-BENCH-POWER on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-TPJ-1","SEARCH-R1-GA100-BENCH-TPJ","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-BENCH-TOKENS-PER-JOULE on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-TPJ-2","SEARCH-R1-GA100-BENCH-TPJ","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-BENCH-TOKENS-PER-JOULE on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-UTIL-1","SEARCH-R1-GA100-BENCH-UTIL","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-BENCH-UTILIZATION on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-BENCH-UTIL-2","SEARCH-R1-GA100-BENCH-UTIL","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-BENCH-UTILIZATION on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-ATTENTION-MOVE-1","SEARCH-R1-GA100-CAP-GAP-ATTENTION-MOVE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-ATTENTION-MOVE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-ATTENTION-MOVE-2","SEARCH-R1-GA100-CAP-GAP-ATTENTION-MOVE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-ATTENTION-MOVE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-COLLECTIVE-1","SEARCH-R1-GA100-CAP-GAP-COLLECTIVE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-COLLECTIVE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-COLLECTIVE-2","SEARCH-R1-GA100-CAP-GAP-COLLECTIVE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-COLLECTIVE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-DEQUANTIZE-1","SEARCH-R1-GA100-CAP-GAP-DEQUANTIZE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-DEQUANTIZE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-DEQUANTIZE-2","SEARCH-R1-GA100-CAP-GAP-DEQUANTIZE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-DEQUANTIZE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-KV-CACHE-1","SEARCH-R1-GA100-CAP-GAP-KV-CACHE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-KV-CACHE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-KV-CACHE-2","SEARCH-R1-GA100-CAP-GAP-KV-CACHE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-KV-CACHE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-MOE-DISPATCH-1","SEARCH-R1-GA100-CAP-GAP-MOE-DISPATCH","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-MOE-DISPATCH; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-MOE-DISPATCH-2","SEARCH-R1-GA100-CAP-GAP-MOE-DISPATCH","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-MOE-DISPATCH; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-MOE-ROUTE-1","SEARCH-R1-GA100-CAP-GAP-MOE-ROUTE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-MOE-ROUTE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-MOE-ROUTE-2","SEARCH-R1-GA100-CAP-GAP-MOE-ROUTE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-MOE-ROUTE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-QUANTIZE-1","SEARCH-R1-GA100-CAP-GAP-QUANTIZE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-QUANTIZE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-QUANTIZE-2","SEARCH-R1-GA100-CAP-GAP-QUANTIZE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-QUANTIZE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-SOFTMAX-1","SEARCH-R1-GA100-CAP-GAP-SOFTMAX","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-SOFTMAX; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-SOFTMAX-2","SEARCH-R1-GA100-CAP-GAP-SOFTMAX","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-SOFTMAX; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-TOPK-1","SEARCH-R1-GA100-CAP-GAP-TOPK","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-TOPK; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-TOPK-2","SEARCH-R1-GA100-CAP-GAP-TOPK","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-TOPK; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-TRANSPOSE-1","SEARCH-R1-GA100-CAP-GAP-TRANSPOSE","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-TRANSPOSE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-CAP-GAP-TRANSPOSE-2","SEARCH-R1-GA100-CAP-GAP-TRANSPOSE","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-IMPLEMENTATION-DETAIL on capability:CAP-R1-GA100-GAP-TRANSPOSE; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-OFA-THROUGHPUT-1","SEARCH-R1-GA100-OFA-THROUGHPUT","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-CAP-THROUGHPUT on capability:CAP-R1-GA100-OFA; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-OFA-THROUGHPUT-2","SEARCH-R1-GA100-OFA-THROUGHPUT","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","checked_no_support","draft","Checked SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0 for FIELD-CAP-THROUGHPUT on capability:CAP-R1-GA100-OFA; it does not provide a condition-complete value for the frozen target."
"SRESULT-R1-GA100-PHY-CLOCK-1","SEARCH-R1-GA100-PHY-CLOCK","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked SRC-M2NA-NVIDIA-AMPERE-WP-2020 for FIELD-PHY-CLOCK on object:OBJ-NVIDIA-GA100-DIE; it does not provide a condition-complete value for the frozen target."
