"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2NA-GAP-0113","","COMP-M2NA-AMPERE-L2","","","","","","FIELD-MEM-READ-BW","not_found","Architecture source set was checked for an implementation-independent read-bandwidth value at this memory level.","completed","2026-08-21","M2NA|component|COMP-M2NA-AMPERE-L2|FIELD-MEM-READ-BW","draft","Existing value_available rows take precedence through key de-duplication."
"REQ-M2NA-GAP-0114","","COMP-M2NA-AMPERE-L2","","","","","","FIELD-MEM-WRITE-BW","not_found","Architecture source set was checked for an implementation-independent write-bandwidth value at this memory level.","completed","2026-08-21","M2NA|component|COMP-M2NA-AMPERE-L2|FIELD-MEM-WRITE-BW","draft","Existing value_available rows take precedence through key de-duplication."
"REQ-M2NA-GAP-0163","","","","","","CAP-M2NA-AMPERE-MOE","","FIELD-CAP-IMPLEMENTATION-LEVEL","not_found","Checked for a dedicated MoE-routing or top-k module/instruction rather than a software implementation on general compute.","completed","2026-08-21","M2NA|capability|CAP-M2NA-AMPERE-MOE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","No dedicated implementation is claimed unless a first-party source states it explicitly."
"REQ-M2NA-GAP-0164","","","","","","CAP-M2NA-AMPERE-TOPK","","FIELD-CAP-IMPLEMENTATION-LEVEL","not_found","Checked for a dedicated MoE-routing or top-k module/instruction rather than a software implementation on general compute.","completed","2026-08-21","M2NA|capability|CAP-M2NA-AMPERE-TOPK|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","No dedicated implementation is claimed unless a first-party source states it explicitly."
"REQ-R1-GA100-AMPERE-BARRIER-SCHED","","COMP-M2NA-AMPERE-SM","","","","","","FIELD-COMP-CONTROL-SCHEDULING","value_available","","completed","2026-08-21","R1GA100|component|COMP-M2NA-AMPERE-SM|FIELD-COMP-CONTROL-SCHEDULING","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BARRIER-SCHED"
"REQ-R1-GA100-AMPERE-BF16-B","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BF16-B"
"REQ-R1-GA100-AMPERE-BINARY-A","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-OPERAND-A","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-A"
"REQ-R1-GA100-AMPERE-BINARY-ACC","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-ACC"
"REQ-R1-GA100-AMPERE-BINARY-B","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-B"
"REQ-R1-GA100-AMPERE-FP16-ACC16-A","","","","","PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16","","","FIELD-NUM-OPERAND-A","value_available","Whitepaper Table 3 supplies this exact path-field value.","completed","2026-08-21","precision_path|PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16|FIELD-NUM-OPERAND-A|value_available","draft",""
"REQ-R1-GA100-AMPERE-FP16-ACC16-ACC","","","","","PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16","","","FIELD-NUM-ACCUMULATION","value_available","Whitepaper Table 3 supplies this exact path-field value.","completed","2026-08-21","precision_path|PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16|FIELD-NUM-ACCUMULATION|value_available","draft",""
"REQ-R1-GA100-AMPERE-FP16-ACC16-B","","","","","PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16","","","FIELD-NUM-OPERAND-B","value_available","Whitepaper Table 3 supplies this exact path-field value.","completed","2026-08-21","precision_path|PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16|FIELD-NUM-OPERAND-B|value_available","draft",""
"REQ-R1-GA100-AMPERE-FP64-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-FP64","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP64|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-FP64-ACC"
"REQ-R1-GA100-AMPERE-FP64-B","","","","","PPATH-M2NA-AMPERE-TENSOR-FP64","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP64|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-FP64-B"
"REQ-R1-GA100-AMPERE-INT4-A","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-OPERAND-A","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-A"
"REQ-R1-GA100-AMPERE-INT4-ACC","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-ACC"
"REQ-R1-GA100-AMPERE-INT4-B","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-B"
"REQ-R1-GA100-AMPERE-INT8-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT8-ACC"
"REQ-R1-GA100-AMPERE-INT8-B","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT8-B"
"REQ-R1-GA100-AMPERE-NVLINK-FAULT","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-FAULT","value_available","","completed","2026-08-21","R1GA100|link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-FAULT","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-NVLINK-FAULT"
"REQ-R1-GA100-AMPERE-NVLINK-LR-FAULT","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-FAULT","value_available","ISSCC directly supplies the LR-PHY BER and no-FEC context.","completed","2026-08-21","link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-FAULT|value_available","draft",""
"REQ-R1-GA100-AMPERE-NVLINK-LR-PHY","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-PROTOCOL","value_available","ISSCC directly supplies the LR-PHY implementation context on the architecture link.","completed","2026-08-21","link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-PROTOCOL|value_available","draft",""
"REQ-R1-GA100-AMPERE-NVLINK-REMOTE-MEMORY","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-REMOTE-MEMORY","value_available","Whitepaper pp.52-54 directly describe peer-memory access and remote page-fault/error attribution.","completed","2026-08-21","link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-REMOTE-MEMORY|value_available","draft",""
"REQ-R1-GA100-AMPERE-REDUCE-DETAIL","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-DETAIL"
"REQ-R1-GA100-AMPERE-REDUCE-LEVEL","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-LEVEL"
"REQ-R1-GA100-AMPERE-REDUCE-LIMIT","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-LIMITATION","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-LIMITATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-LIMIT"
"REQ-R1-GA100-AMPERE-SPARSE-BF16","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-BF16"
"REQ-R1-GA100-AMPERE-SPARSE-FP16","","","","","PPATH-M2NA-AMPERE-TENSOR-FP16","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP16|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-FP16"
"REQ-R1-GA100-AMPERE-SPARSE-INT4","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-INT4"
"REQ-R1-GA100-AMPERE-SPARSE-INT8","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-INT8"
"REQ-R1-GA100-AMPERE-SPARSE-TF32","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-TF32"
"REQ-R1-GA100-AMPERE-SW-MATURITY","OBJ-NVIDIA-AMPERE-ARCH","","","","","","","FIELD-SW-SUPPORT-MATURITY","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-AMPERE-ARCH|FIELD-SW-SUPPORT-MATURITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SW-MATURITY"
"REQ-R1-GA100-AMPERE-TF32-B","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-B"
"REQ-R1-GA100-AMPERE-TF32-CONVERSION","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-CONVERSION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-CONVERSION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-CONVERSION"
"REQ-R1-GA100-AMPERE-TF32-OUTPUT","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-OUTPUT","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-OUTPUT","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-OUTPUT"
"REQ-R1-GA100-BENCH-ENERGY","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-BENCH-ENERGY-PER-TOKEN","not_found","No conditioned GA100 die energy-per-token result was found.","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-BENCH-ENERGY-PER-TOKEN","draft","No literal not_found value is stored in facts.csv."
"REQ-R1-GA100-BENCH-POWER","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-BENCH-POWER","not_found","Reviewed microbenchmarks did not report die-only measured workload power.","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-BENCH-POWER","draft","No literal not_found value is stored in facts.csv."
"REQ-R1-GA100-BENCH-TPJ","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-BENCH-TOKENS-PER-JOULE","not_found","No conditioned token-per-joule result for the frozen die subject was found.","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-BENCH-TOKENS-PER-JOULE","draft","No literal not_found value is stored in facts.csv."
"REQ-R1-GA100-BENCH-UTIL","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-BENCH-UTILIZATION","not_found","No complete MFU, HFU, MBU, or scaling-efficiency result for the die subject was found.","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-BENCH-UTILIZATION","draft","No literal not_found value is stored in facts.csv."
"REQ-R1-GA100-CAP-GAP-ATTENTION-MOVE","","","","","","CAP-R1-GA100-GAP-ATTENTION-MOVE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated Attention data movement mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-ATTENTION-MOVE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-COLLECTIVE","","","","","","CAP-R1-GA100-GAP-COLLECTIVE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated collective offload mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-COLLECTIVE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-COMPRESSION","","","","","","CAP-R1-GA100-GAP-COMPRESSION","","FIELD-CAP-IMPLEMENTATION-DETAIL","pending_verification","A100 L2 Compute Data Compression is a product-conditioned lead. Direct full-GA100 ownership and complete scope remain unresolved.","in_progress","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-COMPRESSION|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-DEQUANTIZE","","","","","","CAP-R1-GA100-GAP-DEQUANTIZE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated dequantization mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-DEQUANTIZE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-KV-CACHE","","","","","","CAP-R1-GA100-GAP-KV-CACHE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated KV cache management mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-KV-CACHE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-MOE-DISPATCH","","","","","","CAP-R1-GA100-GAP-MOE-DISPATCH","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated MoE dispatch mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-MOE-DISPATCH|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-MOE-ROUTE","","","","","","CAP-R1-GA100-GAP-MOE-ROUTE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated MoE routing mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-MOE-ROUTE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-QUANTIZE","","","","","","CAP-R1-GA100-GAP-QUANTIZE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated quantization mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-QUANTIZE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-SOFTMAX","","","","","","CAP-R1-GA100-GAP-SOFTMAX","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated Softmax mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-SOFTMAX|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-TOPK","","","","","","CAP-R1-GA100-GAP-TOPK","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated Top-k mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-TOPK|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-CAP-GAP-TRANSPOSE","","","","","","CAP-R1-GA100-GAP-TRANSPOSE","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Reviewed whitepaper, ISSCC, CUDA, PTX, MIG, RAS, and microbenchmark sections did not establish a dedicated transpose or permute mechanism.","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-GAP-TRANSPOSE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","The capability row is a structural evidence target only and is not a public-entity assertion."
"REQ-R1-GA100-COMP-COUNT-FP32","","COMP-R1-GA100-FP32","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-FP32|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-FP32"
"REQ-R1-GA100-COMP-COUNT-GPC","","COMP-R1-GA100-GPC","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-GPC|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-GPC"
