"target_table","operation","primary_key","rationale","dependency_group","risk_level","fragment_file"
"payload_files","insert","最小参考资料库/快照/NVIDIA/GA100/ras-r595-error-containment.html","Copy fixed staged payload to the stable snapshot target and verify SHA-256 and byte count before endpoint insertion.","01_payload","high","payload_copies.csv"
"payload_files","insert","最小参考资料库/快照/NVIDIA/GA100/ras-r595-gpu-memory-repair.html","Copy fixed staged payload to the stable snapshot target and verify SHA-256 and byte count before endpoint insertion.","01_payload","high","payload_copies.csv"
"payload_files","insert","最小参考资料库/快照/NVIDIA/GA100/ras-r595-row-remapping.html","Copy fixed staged payload to the stable snapshot target and verify SHA-256 and byte count before endpoint insertion.","01_payload","high","payload_copies.csv"
"payload_files","insert","最小参考资料库/快照/NVIDIA/GA100/ras-r595-supported-gpus.html","Copy fixed staged payload to the stable snapshot target and verify SHA-256 and byte count before endpoint insertion.","01_payload","high","payload_copies.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-A100-IEEE-MICRO-2021","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-A100-ISSCC-2021","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-A100-RANDOM-ACCESS-2024","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-AMPERE-MICROBENCH-2022","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-CUDA-C-PROGRAMMING-GUIDE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-GPU-MEMORY-ERROR-MGMT","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-MIG-USER-GUIDE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-PTX-ISA","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","02_source_family","medium","source-families.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-IEEE-MICRO-2021","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-ISSCC-2021","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-2024","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-2022","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-GPU-MEM-ERROR-MGMT-R595","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-MIG-USER-GUIDE-610","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-PTX-ISA-7-0","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-PTX-ISA-7-2","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","03_source","medium","sources.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-IEEE-MICRO-2021-DOI","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-IEEE-MICRO-2021-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-ISSCC-2021-DOI","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-ISSCC-2021-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-ARXIV","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-ARXIV","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001-PUBLISHER","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-CONTAINED-UCE-RESPONSE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-CONTAINMENT","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-DPO","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-REPAIR","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-ROW-REMAP","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-SUPPORTED","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-CONCEPTS","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-DEPLOYMENT","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-GETTING-STARTED","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-INTRODUCTION","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-PROFILES","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-SUPPORTED-CONFIGURATIONS","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-SUPPORTED-GPUS","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-VERSION-METADATA","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-VIRTUALIZATION","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-PTX-ISA-7-0-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-PTX-ISA-7-2-LOCAL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","04_endpoint","medium","source-endpoints.csv"
"数据/components.csv","insert","COMP-R1-GA100-FP32","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-GPC","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-L1SMEM","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-L2","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-MEMCTRL","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-OFA","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-REG","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-SM","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-TENSOR","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-TPC","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-VIDEO-DECODE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","components.csv"
"数据/links.csv","insert","LINK-R1-GA100-NVLINK-INTERFACE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","links.csv"
"数据/links.csv","insert","LINK-R1-GA100-PCIE4-X16","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","links.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-L1SMEM","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","memory-levels.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-L2","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","memory-levels.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-REG","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","memory-levels.csv"
"数据/object-relations.csv","insert","OREL-NVIDIA-GA100-IMPLEMENTS-AMPERE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","object-relations.csv"
"数据/objects.csv","insert","OBJ-NVIDIA-GA100-DIE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","objects.csv"
"数据/precision-paths.csv","update","PPATH-M2NA-AMPERE-TENSOR-INT8","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","05_entity","high","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-AMPERE-TENSOR-FP16-ACC16","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-AMPERE-TENSOR-INT4","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-TENSOR-FP16-DENSE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","precision-paths.csv"
"数据/special-capabilities.csv","update","CAP-M2NA-AMPERE-SPARSE","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-AMPERE-WARP-REDUCE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-ATTENTION-MOVE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-COLLECTIVE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-COMPRESSION","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-DEQUANTIZE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-KV-CACHE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-MOE-DISPATCH","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-MOE-ROUTE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-QUANTIZE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-SOFTMAX","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-TOPK","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-TRANSPOSE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-OFA","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-VIDEO-DECODE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","medium","special-capabilities.csv"
"数据/topologies.csv","insert","TOPO-R1-GA100-NVLINK-GAP","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","05_entity","high","topologies.csv"
"数据/condition-sets.csv","update","COND-M2NA-AMPERE-2OF4","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-BF16-SP24","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-CUDA110-SM80","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-INT4-PAIR48","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-INT8-SP24","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-NVLINK-LR-PHY","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-TF32-SP12","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-FULL-DIE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-PER-SM-MEMORY","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-CONTAINMENT","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-DPO","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-ROW-REMAP","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-SM-FP16-DENSE","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-SM-PROCESSING-BLOCK","Insert the v2 GA100 atomic entity, fact, requirement, evidence, source-decision, or completeness record after dependencies resolve.","06_condition","high","condition-sets.csv"
"数据/facts.csv","delete","FACT-M2NA-AMPERE-TENSOR-FORMATS","Delete the erroneous aggregate format list; path-specific facts replace it.","07_delete","high","facts.csv"
"数据/field-requirements.csv","delete","REQ-M2NA-AVAIL-0003","Delete the availability requirement tied to the erroneous aggregate format fact.","07_delete","high","field-requirements.csv"
"最小参考资料库/fact-assertions.csv","delete","ASSERT-M2NA-0003","Delete the assertion tied to the erroneous aggregate format fact.","07_delete","high","fact-assertions.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-ASYNC-EXEC","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-CUDA-EXEC","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-INT-A","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SM-EXEC","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SPARSE-DETAIL","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SPARSE-LEVEL","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SW","Explicitly replace the existing row with the v2 atomic semantics and return modified lifecycle state to draft or needs_resolution.","08_fact","high","facts.csv"
