"relative_path","role","in_aggregate","expected_sha256","actual_sha256","expected_bytes","actual_bytes","hash_match","bytes_match"
"rehearsal/result-positive/accepted-replay-output.txt","rehearsal_primary_evidence","true","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","88","true","true"
"rehearsal/result-positive/candidate-19-table-posthashes.csv","rehearsal_primary_evidence","true","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","14053","true","true"
"rehearsal/result-positive/candidate-validator-output.txt","rehearsal_primary_evidence","true","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","130","true","true"
"rehearsal/result-positive/commit-rollback-journal.csv","rehearsal_primary_evidence","true","39743620353422eb1977658e3a7a58d7c99851e3ffef347368eaf278bb30ce7f","39743620353422eb1977658e3a7a58d7c99851e3ffef347368eaf278bb30ce7f","10742","10742","true","true"
"rehearsal/result-positive/post-commit-validator-output.txt","rehearsal_primary_evidence","true","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","130","true","true"
"rehearsal/result-positive/preflight-output.txt","rehearsal_primary_evidence","true","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","512","true","true"
"rehearsal/result-positive/transaction-outcome.json","rehearsal_primary_evidence","true","65bb48aaee0a45cc84e78e2188aa398c6fead92e3510cdc993cdb32ca630f071","65bb48aaee0a45cc84e78e2188aa398c6fead92e3510cdc993cdb32ca630f071","546","546","true","true"
"rehearsal/result-rollback_after_2_payloads/accepted-replay-output.txt","rehearsal_primary_evidence","true","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","88","true","true"
"rehearsal/result-rollback_after_2_payloads/candidate-19-table-posthashes.csv","rehearsal_primary_evidence","true","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","14053","true","true"
"rehearsal/result-rollback_after_2_payloads/candidate-validator-output.txt","rehearsal_primary_evidence","true","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","130","true","true"
"rehearsal/result-rollback_after_2_payloads/commit-rollback-journal.csv","rehearsal_primary_evidence","true","c2198cfda55b5d1e38b4534d9da1b27251820e5fc85e76e0d0f58ed231ceb98d","c2198cfda55b5d1e38b4534d9da1b27251820e5fc85e76e0d0f58ed231ceb98d","18516","18516","true","true"
"rehearsal/result-rollback_after_2_payloads/preflight-output.txt","rehearsal_primary_evidence","true","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","512","true","true"
"rehearsal/result-rollback_after_2_payloads/transaction-outcome.json","rehearsal_primary_evidence","true","f6e16e54b25efd9b53916d14fe3d1eeba6b5fe4f88e5b2d0912365aad9274ba8","f6e16e54b25efd9b53916d14fe3d1eeba6b5fe4f88e5b2d0912365aad9274ba8","293","293","true","true"
"rehearsal/result-rollback_after_3_tables/accepted-replay-output.txt","rehearsal_primary_evidence","true","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","1a524c886bad773f8df28e9b2ff4df43ece90f4afae443bff00c4b46a92ea254","88","88","true","true"
"rehearsal/result-rollback_after_3_tables/candidate-19-table-posthashes.csv","rehearsal_primary_evidence","true","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","7f9425cae6b74fc5af5e6c6fbb86815f339ff8ef3d112f0ad87bc0aab8f6d85f","14053","14053","true","true"
"rehearsal/result-rollback_after_3_tables/candidate-validator-output.txt","rehearsal_primary_evidence","true","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","aa8ecfdf3781422f5e1fb67a126fb2f5be5a8b22df9a430a615bb0c0dc0a1194","130","130","true","true"
"rehearsal/result-rollback_after_3_tables/commit-rollback-journal.csv","rehearsal_primary_evidence","true","861fef8590399bce6053f3e388192e12538f78e05f41d3fea5397c6420b027a6","861fef8590399bce6053f3e388192e12538f78e05f41d3fea5397c6420b027a6","3023","3023","true","true"
"rehearsal/result-rollback_after_3_tables/preflight-output.txt","rehearsal_primary_evidence","true","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","5baac61fa2b293b6153d1577fa4d40fa838d838c4c3fe0387b0cf4c071206403","512","512","true","true"
"rehearsal/result-rollback_after_3_tables/transaction-outcome.json","rehearsal_primary_evidence","true","cc0e54a8c5421c307081ad00b4ac842dc0f31e2ae4e0766428a19bbdfedf0783","cc0e54a8c5421c307081ad00b4ac842dc0f31e2ae4e0766428a19bbdfedf0783","296","296","true","true"
"rehearsal/rollback_after_2_payloads-summary.json","rehearsal_summary","true","da23b2b7d727514709741deb9afc342f5843d48dab852ae669b730c0510f064f","da23b2b7d727514709741deb9afc342f5843d48dab852ae669b730c0510f064f","1050","1050","true","true"
"rehearsal/rollback_after_3_tables-summary.json","rehearsal_summary","true","70577ce72e85837ea097410c26f9f6c81059cbe8eefad5f58c2712075d5af1f7","70577ce72e85837ea097410c26f9f6c81059cbe8eefad5f58c2712075d5af1f7","1050","1050","true","true"
"rehearsal-scenarios.csv","rehearsal_summary","true","62116189c55adcb7b6263d3eedd2aeb4da7c3a582f2a5574104f1257bc718f57","62116189c55adcb7b6263d3eedd2aeb4da7c3a582f2a5574104f1257bc718f57","1668","1668","true","true"
"rehearsal-summary.json","rehearsal_summary","true","d67a543e9467443b9a8145749b6f099fcdf64cab9755b7c4b52d830194cc4333","d67a543e9467443b9a8145749b6f099fcdf64cab9755b7c4b52d830194cc4333","807","807","true","true"
"scripts/Build-MI455XCandidateOracle.ps1","execution_or_validation_script","true","3ede6c7cce19b7860923e20ed328db8313b42f6d9f68799ae551792374754c14","3ede6c7cce19b7860923e20ed328db8313b42f6d9f68799ae551792374754c14","10351","10351","true","true"
"scripts/Build-MI455XStaticContract.ps1","execution_or_validation_script","true","26ecf60629d99a42e76c1514641b5611d9ccfade9eecc9b914f71938500b280e","26ecf60629d99a42e76c1514641b5611d9ccfade9eecc9b914f71938500b280e","25231","25231","true","true"
"scripts/Invoke-MI455XFormalTransaction.ps1","execution_or_validation_script","true","3db530494b17ca9180326f9bdd5e7a76102007ff46eb4d0da7135f221ddb6da0","3db530494b17ca9180326f9bdd5e7a76102007ff46eb4d0da7135f221ddb6da0","46230","46230","true","true"
"scripts/Replay-MI455XAuthorizedRows.ps1","execution_or_validation_script","true","020db7b26d92a1ddbd373f4310cfacb370d4c842d6dd26357cee17e98edd335c","020db7b26d92a1ddbd373f4310cfacb370d4c842d6dd26357cee17e98edd335c","5606","5606","true","true"
"scripts/Test-MI455XFormalTransactionPreflight.ps1","execution_or_validation_script","true","05fb0d6ca1e60d0a7c23a9af920169ae6b351784bc108125eea2a6d8e18d9917","05fb0d6ca1e60d0a7c23a9af920169ae6b351784bc108125eea2a6d8e18d9917","15014","15014","true","true"
"scripts/Test-MI455XFormalTransactionRehearsal.ps1","execution_or_validation_script","true","7b4e27973c648fd6ff5afbbcc76c0670f004ac932ab7b8581985bd9528e37eb3","7b4e27973c648fd6ff5afbbcc76c0670f004ac932ab7b8581985bd9528e37eb3","8368","8368","true","true"
"scripts/Test-MI455XNegativeGates.ps1","execution_or_validation_script","true","b0f352a8eadcc145fbc8d01dfc84a549791b2d6659c3e32ed0cf4d969e13a879","b0f352a8eadcc145fbc8d01dfc84a549791b2d6659c3e32ed0cf4d969e13a879","6743","6743","true","true"
"static-contract-checks.json","validation_summary","true","3c829f1dc1cb6a5ba5b0ae5d3470332db210d4df23190b98ab0dfca3d9b9b05a","3c829f1dc1cb6a5ba5b0ae5d3470332db210d4df23190b98ab0dfca3d9b9b05a","1499","1499","true","true"
"static-contract-file-hashes.csv","transaction_contract_or_inventory","true","13f53041c56d0e59f0966d25424b118d886fd67bff78862dc0b955a091a5042d","13f53041c56d0e59f0966d25424b118d886fd67bff78862dc0b955a091a5042d","691","691","true","true"
"transaction-review-signoff-template.csv","transaction_contract_or_inventory","true","fc4711b76d3e333798dd1fed92b648ad58b6164a64db565403a2f97a41f56d74","fc4711b76d3e333798dd1fed92b648ad58b6164a64db565403a2f97a41f56d74","1269","1269","true","true"
"VALIDATION-RECORD.md","human_readable_contract","true","70bf8c206c738e2d9800bb8bbdb0ef5ebd4fc2ec56b755c607f06a6a06c006af","70bf8c206c738e2d9800bb8bbdb0ef5ebd4fc2ec56b755c607f06a6a06c006af","2981","2981","true","true"
