"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SEARCH-M2W2-AWS-INF2-DIE-COUNT-1","SEARCH-M2W2-AWS-INF2-DIE-COUNT","SRC-M2-GA-A04","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-DIE-COUNT-2","SEARCH-M2W2-AWS-INF2-DIE-COUNT","SRC-M2-GA-A05","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-INTERPOSER-1","SEARCH-M2W2-AWS-INF2-INTERPOSER","SRC-M2-GA-A04","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-INTERPOSER-2","SEARCH-M2W2-AWS-INF2-INTERPOSER","SRC-M2-GA-A05","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-DIE-AREA-1","SEARCH-M2W2-AWS-INF2-DIE-AREA","SRC-M2-GA-A04","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-DIE-AREA-2","SEARCH-M2W2-AWS-INF2-DIE-AREA","SRC-M2-GA-A05","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-TRANSISTORS-1","SEARCH-M2W2-AWS-INF2-TRANSISTORS","SRC-M2-GA-A04","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-INF2-TRANSISTORS-2","SEARCH-M2W2-AWS-INF2-TRANSISTORS","SRC-M2-GA-A05","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-PACKAGE-1","SEARCH-M2W2-AWS-TRN3-PACKAGE","SRC-M2-GA-A06","checked_no_support","draft","已检查与 封装方式 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-PACKAGE-2","SEARCH-M2W2-AWS-TRN3-PACKAGE","SRC-M2-GA-A07","checked_no_support","draft","已检查与 封装方式 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-PACKAGE-3","SEARCH-M2W2-AWS-TRN3-PACKAGE","SRC-M2-GA-A08","checked_no_support","draft","已检查与 封装方式 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-PACKAGE-4","SEARCH-M2W2-AWS-TRN3-PACKAGE","SRC-M2-GA-A10","checked_no_support","draft","已检查与 封装方式 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-COUNT-1","SEARCH-M2W2-AWS-TRN3-DIE-COUNT","SRC-M2-GA-A06","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-COUNT-2","SEARCH-M2W2-AWS-TRN3-DIE-COUNT","SRC-M2-GA-A07","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-COUNT-3","SEARCH-M2W2-AWS-TRN3-DIE-COUNT","SRC-M2-GA-A08","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-COUNT-4","SEARCH-M2W2-AWS-TRN3-DIE-COUNT","SRC-M2-GA-A10","checked_no_support","draft","已检查与 裸片或芯粒数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-INTERPOSER-1","SEARCH-M2W2-AWS-TRN3-INTERPOSER","SRC-M2-GA-A06","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-INTERPOSER-2","SEARCH-M2W2-AWS-TRN3-INTERPOSER","SRC-M2-GA-A07","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-INTERPOSER-3","SEARCH-M2W2-AWS-TRN3-INTERPOSER","SRC-M2-GA-A08","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-INTERPOSER-4","SEARCH-M2W2-AWS-TRN3-INTERPOSER","SRC-M2-GA-A10","checked_no_support","draft","已检查与 中介层或基板 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-AREA-1","SEARCH-M2W2-AWS-TRN3-DIE-AREA","SRC-M2-GA-A06","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-AREA-2","SEARCH-M2W2-AWS-TRN3-DIE-AREA","SRC-M2-GA-A07","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-AREA-3","SEARCH-M2W2-AWS-TRN3-DIE-AREA","SRC-M2-GA-A08","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-DIE-AREA-4","SEARCH-M2W2-AWS-TRN3-DIE-AREA","SRC-M2-GA-A10","checked_no_support","draft","已检查与 裸片面积 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-TRANSISTORS-1","SEARCH-M2W2-AWS-TRN3-TRANSISTORS","SRC-M2-GA-A06","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-TRANSISTORS-2","SEARCH-M2W2-AWS-TRN3-TRANSISTORS","SRC-M2-GA-A07","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-TRANSISTORS-3","SEARCH-M2W2-AWS-TRN3-TRANSISTORS","SRC-M2-GA-A08","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
"SEARCH-M2W2-AWS-TRN3-TRANSISTORS-4","SEARCH-M2W2-AWS-TRN3-TRANSISTORS","SRC-M2-GA-A10","checked_no_support","draft","已检查与 晶体管数量 相关的固定正文；未找到该物理构造字段的直接陈述。"
