"assertion_id","fact_id","source_id","claim_role","assertion_mode","assertion_relation","raw_value_text","raw_value_number","raw_unit","source_locator","quoted_context","extraction_status","extractor","reviewer","review_date","assertion_fingerprint","review_status","notes"
"ASRT-M2W2-AWS-TRN1-CHIP-INT8-PEAK-A03-1","FACT-M2W2-AWS-TRN1-CHIP-INT8-PEAK","SRC-M2-GA-A03","core_spec","direct_statement","supports","","380","INT8 TOPS","A03 v2.26.1 snapshot lines 1569-1573, Compute row","delivering 380 INT8 TOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-CHIP-INT8-PEAK|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1569-1573, Compute row","draft","当前版本值。"
"ASRT-M2W2-AWS-TRN1-CHIP-MIXED-PEAK-A03-1","FACT-M2W2-AWS-TRN1-CHIP-MIXED-PEAK","SRC-M2-GA-A03","core_spec","direct_statement","supports","","190","FP16/BF16/cFP8/TF32 TFLOPS","A03 v2.26.1 snapshot lines 1569-1573, Compute row","190 FP16/BF16/cFP8/TF32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-CHIP-MIXED-PEAK|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1569-1573, Compute row","draft","保持组合精度标签。"
"ASRT-M2W2-AWS-TRN1-CHIP-FP32-PEAK-A03-1","FACT-M2W2-AWS-TRN1-CHIP-FP32-PEAK","SRC-M2-GA-A03","core_spec","direct_statement","supports","","47.5","FP32 TFLOP/s","A03 v2.26.1 snapshot lines 1569-1573, Compute row","47.5 FP32 TFLOP","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-CHIP-FP32-PEAK|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1569-1573, Compute row","draft","规范化为 FLOP/s。"
"ASRT-M2W2-AWS-TRN1-HBM-CAPACITY-A03-1","FACT-M2W2-AWS-TRN1-HBM-CAPACITY","SRC-M2-GA-A03","core_spec","direct_statement","supports","","32","GiB","A03 v2.26.1 snapshot lines 1575-1578, Device Memory row","32 GiB of device memory","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-HBM-CAPACITY|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1575-1578, Device Memory row","draft","按 32×2^30 byte 规范化。"
"ASRT-M2W2-AWS-TRN1-HBM-CAPACITY-A05-2","FACT-M2W2-AWS-TRN1-HBM-CAPACITY","SRC-M2-GA-A05","core_spec","direct_statement","supports","","32","GiB","A05 v2.29.1 snapshot lines 1928-1933, device overview","total device memory capacity of 32GiB","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-HBM-CAPACITY|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1928-1933, device overview","draft","同一共享指南明确描述两类 device。"
"ASRT-M2W2-AWS-TRN1-HBM-BW-GIB-A03-1","FACT-M2W2-AWS-TRN1-HBM-BW-GIB","SRC-M2-GA-A03","conflict_evidence","direct_statement","supports","","820","GiB/sec","A03 v2.26.1 snapshot lines 1575-1578, Device Memory row","820 GiB/sec of bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-HBM-BW-GIB|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1575-1578, Device Memory row","needs_resolution","保留二进制单位标签。"
"ASRT-M2W2-AWS-TRN1-HBM-BW-GB-A05-1","FACT-M2W2-AWS-TRN1-HBM-BW-GB","SRC-M2-GA-A05","conflict_evidence","direct_statement","supports","","820","GB/s","A05 v2.29.1 snapshot lines 1928-1935, device overview","bandwidth of 820 GB/s","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-HBM-BW-GB|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1928-1935, device overview","needs_resolution","保留十进制单位标签。"
"ASRT-M2W2-AWS-TRN1-DMA-BW-A03-1","FACT-M2W2-AWS-TRN1-DMA-BW","SRC-M2-GA-A03","core_spec","direct_statement","supports","","1","TB/sec","A03 v2.26.1 snapshot lines 1580-1583, Data Movement row","1 TB/sec of DMA bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-DMA-BW|SRC-M2-GA-A03|A03 v2.26.1 snapshot lines 1580-1583, Data Movement row","draft","不复制已在架构层记录的压缩机制。"
"ASRT-M2W2-AWS-TRN1-DMA-COUNT-A05-1","FACT-M2W2-AWS-TRN1-DMA-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","32","DMA engines per device","A05 v2.29.1 snapshot lines 1931-1934, device overview","32 DMA engines","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-DMA-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1931-1934, device overview","draft","共享指南明确适用于 Trainium device。"
"ASRT-M2W2-AWS-TRN1-CC-COUNT-A05-1","FACT-M2W2-AWS-TRN1-CC-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","6","CC-Cores per device","A05 v2.29.1 snapshot lines 1933-1935, device overview","6 CC-Cores for collective communication","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-CC-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1933-1935, device overview","draft","不复制集合通信机制。"
"ASRT-M2W2-AWS-TRN1-NEURONLINK-COUNT-A05-1","FACT-M2W2-AWS-TRN1-NEURONLINK-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","4","NeuronLink-v2 interfaces per Trainium device","A05 v2.29.1 snapshot lines 1933-1935, device overview","4 (Trainium) NeuronLink-v2","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN1-NEURONLINK-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1933-1935, device overview","draft","方向与单接口速率未公开。"
"ASRT-M2W2-AWS-INF2-NCV2-COUNT-A04-1","FACT-M2W2-AWS-INF2-NCV2-COUNT","SRC-M2-GA-A04","core_spec","direct_statement","supports","","2","NeuronCore-v2 per chip","A04 v2.29.1 snapshot lines 1878-1888, Inferentia2 chip table","each with two NeuronCore-v2 cores","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-NCV2-COUNT|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1878-1888, Inferentia2 chip table","draft","实例最多 12 颗不下放。"
"ASRT-M2W2-AWS-INF2-NCV2-COUNT-A05-2","FACT-M2W2-AWS-INF2-NCV2-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","2","NeuronCore-v2 per device","A05 v2.29.1 snapshot lines 1928-1932, device overview","2 NeuronCores (v2)","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-NCV2-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1928-1932, device overview","draft","共享指南分别适用于 Trainium 与 Inferentia2。"
"ASRT-M2W2-AWS-INF2-CHIP-INT8-PEAK-A04-1","FACT-M2W2-AWS-INF2-CHIP-INT8-PEAK","SRC-M2-GA-A04","core_spec","direct_statement","supports","","380","INT8 TOPS","A04 v2.29.1 snapshot lines 1884-1888, Compute row","delivering 380 INT8 TOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-CHIP-INT8-PEAK|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1884-1888, Compute row","draft","规范化为 OP/s。"
"ASRT-M2W2-AWS-INF2-CHIP-MIXED-PEAK-A04-1","FACT-M2W2-AWS-INF2-CHIP-MIXED-PEAK","SRC-M2-GA-A04","core_spec","direct_statement","supports","","190","FP16/BF16/cFP8/TF32 TFLOPS","A04 v2.29.1 snapshot lines 1884-1888, Compute row","190 FP16/BF16/cFP8/TF32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-CHIP-MIXED-PEAK|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1884-1888, Compute row","draft","保持组合精度标签。"
"ASRT-M2W2-AWS-INF2-CHIP-FP32-PEAK-A04-1","FACT-M2W2-AWS-INF2-CHIP-FP32-PEAK","SRC-M2-GA-A04","core_spec","direct_statement","supports","","47.5","FP32 TFLOPS","A04 v2.29.1 snapshot lines 1884-1888, Compute row","47.5 FP32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-CHIP-FP32-PEAK|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1884-1888, Compute row","draft","规范化为 FLOP/s。"
"ASRT-M2W2-AWS-INF2-HBM-CAPACITY-A04-1","FACT-M2W2-AWS-INF2-HBM-CAPACITY","SRC-M2-GA-A04","core_spec","direct_statement","supports","","32","GiB","A04 v2.29.1 snapshot lines 1890-1894, Device Memory row","32GiB of high-bandwidth device memory","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-HBM-CAPACITY|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1890-1894, Device Memory row","draft","按 32×2^30 byte 规范化。"
"ASRT-M2W2-AWS-INF2-HBM-CAPACITY-A05-2","FACT-M2W2-AWS-INF2-HBM-CAPACITY","SRC-M2-GA-A05","core_spec","direct_statement","supports","","32","GiB","A05 v2.29.1 snapshot lines 1928-1933, device overview","total device memory capacity of 32GiB","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-HBM-CAPACITY|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1928-1933, device overview","draft","同一共享指南明确描述两类 device。"
"ASRT-M2W2-AWS-INF2-HBM-BW-GIB-A04-1","FACT-M2W2-AWS-INF2-HBM-BW-GIB","SRC-M2-GA-A04","conflict_evidence","direct_statement","supports","","820","GiB/sec","A04 v2.29.1 snapshot lines 1890-1894, Device Memory row","820 GiB/sec of bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-HBM-BW-GIB|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1890-1894, Device Memory row","needs_resolution","保留二进制单位标签。"
"ASRT-M2W2-AWS-INF2-HBM-BW-GB-A05-1","FACT-M2W2-AWS-INF2-HBM-BW-GB","SRC-M2-GA-A05","conflict_evidence","direct_statement","supports","","820","GB/s","A05 v2.29.1 snapshot lines 1928-1935, device overview","bandwidth of 820 GB/s","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-HBM-BW-GB|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1928-1935, device overview","needs_resolution","保留十进制单位标签。"
"ASRT-M2W2-AWS-INF2-DMA-BW-A04-1","FACT-M2W2-AWS-INF2-DMA-BW","SRC-M2-GA-A04","core_spec","direct_statement","supports","","1","TB/sec","A04 v2.29.1 snapshot lines 1896-1899, Data Movement row","1 TB/sec of DMA bandwidth","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-DMA-BW|SRC-M2-GA-A04|A04 v2.29.1 snapshot lines 1896-1899, Data Movement row","draft","不复制已在架构层记录的压缩机制。"
"ASRT-M2W2-AWS-INF2-DMA-COUNT-A05-1","FACT-M2W2-AWS-INF2-DMA-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","32","DMA engines per device","A05 v2.29.1 snapshot lines 1931-1934, device overview","32 DMA engines","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-DMA-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1931-1934, device overview","draft","共享指南明确适用于 Inferentia2 device。"
"ASRT-M2W2-AWS-INF2-CC-COUNT-A05-1","FACT-M2W2-AWS-INF2-CC-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","6","CC-Cores per device","A05 v2.29.1 snapshot lines 1933-1935, device overview","6 CC-Cores for collective communication","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-CC-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1933-1935, device overview","draft","不复制集合通信机制。"
"ASRT-M2W2-AWS-INF2-NEURONLINK-COUNT-A05-1","FACT-M2W2-AWS-INF2-NEURONLINK-COUNT","SRC-M2-GA-A05","core_spec","direct_statement","supports","","2","NeuronLink-v2 interfaces per Inferentia2 device","A05 v2.29.1 snapshot lines 1933-1935, device overview","2 (Inferentia2) NeuronLink-v2","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-INF2-NEURONLINK-COUNT|SRC-M2-GA-A05|A05 v2.29.1 snapshot lines 1933-1935, device overview","draft","方向与单接口速率未公开。"
"ASRT-M2W2-AWS-TRN3-NCV4-COUNT-A06-1","FACT-M2W2-AWS-TRN3-NCV4-COUNT","SRC-M2-GA-A06","core_spec","direct_statement","supports","","8","NeuronCore-v4 per chip","A06 v2.28.1 snapshot lines 1887-1898, Trainium3 device overview","contains eight NeuronCore-v4 cores","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-COUNT|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1887-1898, Trainium3 device overview","draft","单芯片范围。"
"ASRT-M2W2-AWS-TRN3-NCV4-COUNT-A07-2","FACT-M2W2-AWS-TRN3-NCV4-COUNT","SRC-M2-GA-A07","core_spec","direct_statement","supports","","8","NeuronCore-v4 per device","A07 v2.31.0 snapshot lines 2015-2022, device list","8 NeuronCores (v4)","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-COUNT|SRC-M2-GA-A07|A07 v2.31.0 snapshot lines 2015-2022, device list","draft","同一 source 的 latest 镜像不增加断言。"
"ASRT-M2W2-AWS-TRN3-CHIP-MX-PEAK-A06-1","FACT-M2W2-AWS-TRN3-CHIP-MX-PEAK","SRC-M2-GA-A06","core_spec","direct_statement","supports","","2517","MXFP8/MXFP4 TFLOPS","A06 v2.28.1 snapshot lines 1894-1901, Compute row","2,517 MXFP8/MXFP4 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CHIP-MX-PEAK|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1894-1901, Compute row","draft","A08 显示精度不同，不增加同一规范事实断言。"
"ASRT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK-A06-1","FACT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK","SRC-M2-GA-A06","core_spec","direct_statement","supports","","671","BF16/FP16/TF32 TFLOPS","A06 v2.28.1 snapshot lines 1894-1901, Compute row","671 BF16/FP16/TF32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1894-1901, Compute row","draft","保持组合精度标签。"
"ASRT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK-A06-1","FACT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK","SRC-M2-GA-A06","core_spec","direct_statement","supports","","2517","FP16/BF16/TF32 sparse TFLOPS","A06 v2.28.1 snapshot lines 1894-1901, Compute row","2,517 FP16/BF16/TF32 sparse TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1894-1901, Compute row","draft","条件集明确 structured_sparse。"
"ASRT-M2W2-AWS-TRN3-CHIP-FP32-PEAK-A06-1","FACT-M2W2-AWS-TRN3-CHIP-FP32-PEAK","SRC-M2-GA-A06","core_spec","direct_statement","supports","","183","FP32 TFLOPS","A06 v2.28.1 snapshot lines 1894-1901, Compute row","183 FP32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-CHIP-FP32-PEAK|SRC-M2-GA-A06|A06 v2.28.1 snapshot lines 1894-1901, Compute row","draft","规范化为 FLOP/s。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-MX-A07-1","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX","SRC-M2-GA-A07","core_spec","direct_statement","supports","","315","MXFP8/MXFP4 TFLOPS per NCv4","A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","delivers 315 MXFP8/MXFP4 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX|SRC-M2-GA-A07|A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","draft","版本化入口为首选。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-MX-A10-2","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX","SRC-M2-GA-A10","core_spec","direct_statement","supports","","315","MXFP8/MXFP4 TFLOPS per NCv4","A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","delivers 315 MXFP8/MXFP4 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX|SRC-M2-GA-A10|A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","draft","独立内容版本断言。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED-A07-1","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED","SRC-M2-GA-A07","core_spec","direct_statement","supports","","79","BF16/FP16/TF32 TFLOPS per NCv4","A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","79 BF16/FP16/TF32","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED|SRC-M2-GA-A07|A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","draft","同句单位为 TFLOPS。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED-A10-2","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED","SRC-M2-GA-A10","core_spec","direct_statement","supports","","79","BF16/FP16/TF32 TFLOPS per NCv4","A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","79 BF16/FP16/TF32","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED|SRC-M2-GA-A10|A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","draft","同句单位为 TFLOPS。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32-A07-1","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32","SRC-M2-GA-A07","core_spec","direct_statement","supports","","20","FP32 TFLOPS per NCv4","A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","20 FP32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32|SRC-M2-GA-A07|A07 v2.31.0 snapshot line 2073, Tensor Engine paragraph","draft","每 NCv4 Tensor Engine。"
"ASRT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32-A10-2","FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32","SRC-M2-GA-A10","core_spec","direct_statement","supports","","20","FP32 TFLOPS per NCv4","A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","20 FP32 TFLOPS","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32|SRC-M2-GA-A10|A10 v2.30.0 snapshot line 1930, Tensor Engine paragraph","draft","每 NCv4 Tensor Engine。"
"ASRT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32-A10-1","FACT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","SRC-M2-GA-A10","core_spec","direct_statement","supports","","1.2","FP32 TFLOPS per NCv4 Vector Engine","A10 v2.30.0 snapshot line 1936, Vector Engine paragraph","deliver a total of 1.2 TFLOPS of FP32 computations","source_checked","m2_w2_aws_package_facts","","2026-08-13","M2W2-AWS-PKG|FACT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32|SRC-M2-GA-A10|A10 v2.30.0 snapshot line 1936, Vector Engine paragraph","draft","A07 只给通路宽度和频率，不重复计为同一峰值断言。"
