"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-M2W2-AWS-TRN1-DMA-BW","","CMP-M2W2-AWS-TRN1-DMA","","","","","","FIELD-MEM-BIDIR-BW","","1000000000000","byte/s","COND-M2W2-AWS-TRN1-DMA-BW","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN1-DMA|FIELD-MEM-BIDIR-BW|1000000000000|byte/s|COND-M2W2-AWS-TRN1-DMA-BW","draft","单芯片 DMA 聚合值，方向未说明。"
"FACT-M2W2-AWS-TRN1-DMA-COUNT","","CMP-M2W2-AWS-TRN1-DMA","","","","","","FIELD-COMP-UNIT-COUNT","","32","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN1-DMA|FIELD-COMP-UNIT-COUNT|32|count|COND-NONE","draft","每 device 的 DMA engine 数量。"
"FACT-M2W2-AWS-TRN1-CC-COUNT","OBJ-AWS-TRAINIUM1-CHIP","","","","","","","FIELD-COMP-UNIT-COUNT","","6","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|object_id|OBJ-AWS-TRAINIUM1-CHIP|FIELD-COMP-UNIT-COUNT|6|count|COND-NONE","draft","单芯片 6 个 CC-Core；对象级字段 notes 固定组件语义。"
"FACT-M2W2-AWS-TRN1-NEURONLINK-COUNT","","","LINK-M2W2-AWS-TRN1-NEURONLINKV2","","","","","FIELD-INT-PHYSICAL-LINK-COUNT","","4","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|link_id|LINK-M2W2-AWS-TRN1-NEURONLINKV2|FIELD-INT-PHYSICAL-LINK-COUNT|4|count|COND-NONE","draft","每 Trainium device 的 NeuronLink-v2 接口数。"
"FACT-M2W2-AWS-INF2-NCV2-COUNT","","CMP-M2W2-AWS-INF2-NCV2","","","","","","FIELD-COMP-UNIT-COUNT","","2","count","COND-NONE","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-NCV2|FIELD-COMP-UNIT-COUNT|2|count|COND-NONE","draft","每颗 Inferentia2 芯片有 2 个 NCv2。"
"FACT-M2W2-AWS-INF2-CHIP-INT8-PEAK","","","","","PP-M2W2-AWS-INF2-CHIP-INT8","","","FIELD-COMP-THROUGHPUT","","380000000000000","OP/s","COND-M2W2-AWS-INF2-CHIP-INT8","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-INF2-CHIP-INT8|FIELD-COMP-THROUGHPUT|380000000000000|OP/s|COND-M2W2-AWS-INF2-CHIP-INT8","draft","单芯片 INT8 厂商峰值。"
"FACT-M2W2-AWS-INF2-CHIP-MIXED-PEAK","","","","","PP-M2W2-AWS-INF2-CHIP-MIXED","","","FIELD-COMP-THROUGHPUT","","190000000000000","FLOP/s","COND-M2W2-AWS-INF2-CHIP-MIXED","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-INF2-CHIP-MIXED|FIELD-COMP-THROUGHPUT|190000000000000|FLOP/s|COND-M2W2-AWS-INF2-CHIP-MIXED","draft","来源把 FP16/BF16/cFP8/TF32 合并报告。"
"FACT-M2W2-AWS-INF2-CHIP-FP32-PEAK","","","","","PP-M2W2-AWS-INF2-CHIP-FP32","","","FIELD-COMP-THROUGHPUT","","47500000000000","FLOP/s","COND-M2W2-AWS-INF2-CHIP-FP32","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-INF2-CHIP-FP32|FIELD-COMP-THROUGHPUT|47500000000000|FLOP/s|COND-M2W2-AWS-INF2-CHIP-FP32","draft","单芯片 FP32 厂商峰值。"
"FACT-M2W2-AWS-INF2-HBM-CAPACITY","","CMP-M2W2-AWS-INF2-HBM","","","","","","FIELD-MEM-CAPACITY","","34359738368","byte","COND-M2W2-AWS-INF2-DEVICE-BW","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-HBM|FIELD-MEM-CAPACITY|34359738368|byte|COND-M2W2-AWS-INF2-DEVICE-BW","draft","两份官方文档均写 32 GiB。"
"FACT-M2W2-AWS-INF2-HBM-BW-GIB","","CMP-M2W2-AWS-INF2-HBM","","","","","","FIELD-MEM-BIDIR-BW","","880468295680","byte/s","COND-M2W2-AWS-INF2-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-HBM|FIELD-MEM-BIDIR-BW|880468295680|byte/s|COND-M2W2-AWS-INF2-DEVICE-BW","needs_resolution","820 GiB/s 一侧；与 820 GB/s 并列。"
"FACT-M2W2-AWS-INF2-HBM-BW-GB","","CMP-M2W2-AWS-INF2-HBM","","","","","","FIELD-MEM-BIDIR-BW","","820000000000","byte/s","COND-M2W2-AWS-INF2-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-HBM|FIELD-MEM-BIDIR-BW|820000000000|byte/s|COND-M2W2-AWS-INF2-DEVICE-BW","needs_resolution","820 GB/s 一侧；与 820 GiB/s 并列。"
"FACT-M2W2-AWS-INF2-DMA-BW","","CMP-M2W2-AWS-INF2-DMA","","","","","","FIELD-MEM-BIDIR-BW","","1000000000000","byte/s","COND-M2W2-AWS-INF2-DMA-BW","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-DMA|FIELD-MEM-BIDIR-BW|1000000000000|byte/s|COND-M2W2-AWS-INF2-DMA-BW","draft","单芯片 DMA 聚合值，方向未说明。"
"FACT-M2W2-AWS-INF2-DMA-COUNT","","CMP-M2W2-AWS-INF2-DMA","","","","","","FIELD-COMP-UNIT-COUNT","","32","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-INF2-DMA|FIELD-COMP-UNIT-COUNT|32|count|COND-NONE","draft","每 device 的 DMA engine 数量。"
"FACT-M2W2-AWS-INF2-CC-COUNT","OBJ-AWS-INFERENTIA2-CHIP","","","","","","","FIELD-COMP-UNIT-COUNT","","6","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|object_id|OBJ-AWS-INFERENTIA2-CHIP|FIELD-COMP-UNIT-COUNT|6|count|COND-NONE","draft","单芯片 6 个 CC-Core；对象级字段 notes 固定组件语义。"
"FACT-M2W2-AWS-INF2-NEURONLINK-COUNT","","","LINK-M2W2-AWS-INF2-NEURONLINKV2","","","","","FIELD-INT-PHYSICAL-LINK-COUNT","","2","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|link_id|LINK-M2W2-AWS-INF2-NEURONLINKV2|FIELD-INT-PHYSICAL-LINK-COUNT|2|count|COND-NONE","draft","每 Inferentia2 device 的 NeuronLink-v2 接口数。"
"FACT-M2W2-AWS-TRN3-NCV4-COUNT","","CMP-M2W2-AWS-TRN3-NCV4","","","","","","FIELD-COMP-UNIT-COUNT","","8","count","COND-NONE","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-NCV4|FIELD-COMP-UNIT-COUNT|8|count|COND-NONE","draft","每颗 Trainium3 有 8 个 NCv4。"
"FACT-M2W2-AWS-TRN3-CHIP-MX-PEAK","","","","","PP-M2W2-AWS-TRN3-CHIP-MX","","","FIELD-COMP-THROUGHPUT","","2517000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CHIP-MX","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-CHIP-MX|FIELD-COMP-THROUGHPUT|2517000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CHIP-MX","draft","来源把 MXFP8 与 MXFP4 合并报告；不与 A08 的 2.52 PFLOPs 静默合并。"
"FACT-M2W2-AWS-TRN3-CHIP-MIXED-PEAK","","","","","PP-M2W2-AWS-TRN3-CHIP-MIXED","","","FIELD-COMP-THROUGHPUT","","671000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CHIP-MIXED","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-CHIP-MIXED|FIELD-COMP-THROUGHPUT|671000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CHIP-MIXED","draft","来源把 BF16/FP16/TF32 稠密峰值合并报告。"
"FACT-M2W2-AWS-TRN3-CHIP-SPARSE-PEAK","","","","","PP-M2W2-AWS-TRN3-CHIP-MIXED","","","FIELD-COMP-THROUGHPUT","","2517000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CHIP-SPARSE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-CHIP-MIXED|FIELD-COMP-THROUGHPUT|2517000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CHIP-SPARSE","draft","FP16/BF16/TF32 结构化稀疏组合峰值。"
"FACT-M2W2-AWS-TRN3-CHIP-FP32-PEAK","","","","","PP-M2W2-AWS-TRN3-CHIP-FP32","","","FIELD-COMP-THROUGHPUT","","183000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CHIP-FP32","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-CHIP-FP32|FIELD-COMP-THROUGHPUT|183000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CHIP-FP32","draft","单芯片 FP32 峰值。"
"FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MX","","","","","PP-M2W2-AWS-TRN3-NCV4-MX","","","FIELD-COMP-THROUGHPUT","","315000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CORE-MX","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-NCV4-MX|FIELD-COMP-THROUGHPUT|315000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CORE-MX","draft","每 NCv4 Tensor Engine；不乘以 8 生成第三套芯片值。"
"FACT-M2W2-AWS-TRN3-NCV4-TENSOR-MIXED","","","","","PP-M2W2-AWS-TRN3-NCV4-MIXED","","","FIELD-COMP-THROUGHPUT","","79000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CORE-MIXED","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-NCV4-MIXED|FIELD-COMP-THROUGHPUT|79000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CORE-MIXED","draft","每 NCv4 Tensor Engine BF16/FP16/TF32 组合峰值。"
"FACT-M2W2-AWS-TRN3-NCV4-TENSOR-FP32","","","","","PP-M2W2-AWS-TRN3-NCV4-FP32","","","FIELD-COMP-THROUGHPUT","","20000000000000","FLOP/s","COND-M2W2-AWS-TRN3-CORE-FP32","direct_statement","corroborated","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-NCV4-FP32|FIELD-COMP-THROUGHPUT|20000000000000|FLOP/s|COND-M2W2-AWS-TRN3-CORE-FP32","draft","每 NCv4 Tensor Engine FP32 峰值。"
"FACT-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","","","","","PP-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","","","FIELD-COMP-THROUGHPUT","","1200000000000","FLOP/s","COND-M2W2-AWS-TRN3-CORE-VECTOR","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-NCV4-VECTOR-FP32|FIELD-COMP-THROUGHPUT|1200000000000|FLOP/s|COND-M2W2-AWS-TRN3-CORE-VECTOR","draft","每 NCv4 Vector Engine FP32 峰值。"
"FACT-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","","","","","PP-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","","","FIELD-COMP-THROUGHPUT","","1200000000000","FLOP/s","COND-M2W2-AWS-TRN3-CORE-SCALAR","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|precision_path_id|PP-M2W2-AWS-TRN3-NCV4-SCALAR-FP32|FIELD-COMP-THROUGHPUT|1200000000000|FLOP/s|COND-M2W2-AWS-TRN3-CORE-SCALAR","draft","每 NCv4 Scalar Engine FP32 峰值。"
"FACT-M2W2-AWS-TRN3-NCV4-TENSOR-CLOCK","","CMP-M2W2-AWS-TRN3-TENSOR","","","","","","FIELD-PHY-CLOCK","","2400000000","Hz","COND-M2W2-AWS-TRN3-CORE-MX","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-TENSOR|FIELD-PHY-CLOCK|2400000000|Hz|COND-M2W2-AWS-TRN3-CORE-MX","draft","每 NCv4 Tensor Engine 频率。"
"FACT-M2W2-AWS-TRN3-SBUF-CAPACITY","","CMP-M2W2-AWS-TRN3-SBUF","","","","","","FIELD-MEM-CAPACITY","","33554432","byte","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-SBUF|FIELD-MEM-CAPACITY|33554432|byte|COND-NONE","draft","每 NCv4 SBUF 32 MiB。"
"FACT-M2W2-AWS-TRN3-PSUM-CAPACITY","","CMP-M2W2-AWS-TRN3-PSUM","","","","","","FIELD-MEM-CAPACITY","","2097152","byte","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-PSUM|FIELD-MEM-CAPACITY|2097152|byte|COND-NONE","draft","每 NCv4 PSUM 2 MiB。"
"FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GIB","","CMP-M2W2-AWS-TRN3-HBM","","","","","","FIELD-MEM-CAPACITY","","154618822656","byte","COND-M2W2-AWS-TRN3-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-HBM|FIELD-MEM-CAPACITY|154618822656|byte|COND-M2W2-AWS-TRN3-DEVICE-BW","needs_resolution","144 GiB 一侧，由 A06 与 A07 两份内容版本支持。"
"FACT-M2W2-AWS-TRN3-HBM-CAPACITY-GB","","CMP-M2W2-AWS-TRN3-HBM","","","","","","FIELD-MEM-CAPACITY","","144000000000","byte","COND-M2W2-AWS-TRN3-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-HBM|FIELD-MEM-CAPACITY|144000000000|byte|COND-M2W2-AWS-TRN3-DEVICE-BW","needs_resolution","144 GB 一侧；不换算后覆盖 144 GiB。"
"FACT-M2W2-AWS-TRN3-HBM-BW-49","","CMP-M2W2-AWS-TRN3-HBM","","","","","","FIELD-MEM-BIDIR-BW","","4900000000000","byte/s","COND-M2W2-AWS-TRN3-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-HBM|FIELD-MEM-BIDIR-BW|4900000000000|byte/s|COND-M2W2-AWS-TRN3-DEVICE-BW","needs_resolution","4.9 TB/s 一侧，由 A06 与 A08 支持。"
"FACT-M2W2-AWS-TRN3-HBM-BW-47","","CMP-M2W2-AWS-TRN3-HBM","","","","","","FIELD-MEM-BIDIR-BW","","4700000000000","byte/s","COND-M2W2-AWS-TRN3-DEVICE-BW","direct_statement","source_with_caveat","conflict_member","","","high","可靠 AWS 一手正文给出同对象同字段的不同值或单位标签，未强行归一。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-HBM|FIELD-MEM-BIDIR-BW|4700000000000|byte/s|COND-M2W2-AWS-TRN3-DEVICE-BW","needs_resolution","4.7 TB/s 一侧；与 4.9 TB/s 并列。"
"FACT-M2W2-AWS-TRN3-HBM-STACKS","","CMP-M2W2-AWS-TRN3-HBM","","","","","","FIELD-MEM-INSTANCE-COUNT","","4","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-HBM|FIELD-MEM-INSTANCE-COUNT|4|count|COND-NONE","draft","每 device 有 4 个 HBM stack。"
"FACT-M2W2-AWS-TRN3-DMA-COUNT","","CMP-M2W2-AWS-TRN3-DMA","","","","","","FIELD-COMP-UNIT-COUNT","","128","count","COND-NONE","direct_statement","single_source","provisional","","","high","对象、数值、单位和作用域均由固定 AWS 一手正文直接支持。","M2W2-AWS-PKG|component_id|CMP-M2W2-AWS-TRN3-DMA|FIELD-COMP-UNIT-COUNT|128|count|COND-NONE","draft","每 device 的 DMA engine 数量。"
