"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-NVIDIA-H100-FP8-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP8","","","FIELD-COMP-THROUGHPUT","","1978.9","TFLOP/s","COND-NVIDIA-H100-FP8-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP8-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP8-SPARSE-PEAK","","","","","PPATH-NVIDIA-H100-FP8","","","FIELD-COMP-THROUGHPUT","","3957.8","TFLOP/s","COND-NVIDIA-H100-FP8-SPARSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP8-SPARSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP16-TENSOR-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP16-TENSOR","","","FIELD-COMP-THROUGHPUT","","989.4","TFLOP/s","COND-NVIDIA-H100-FP16-TENSOR-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP16-TENSOR-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP16-TENSOR-SPARSE-PEAK","","","","","PPATH-NVIDIA-H100-FP16-TENSOR","","","FIELD-COMP-THROUGHPUT","","1978.9","TFLOP/s","COND-NVIDIA-H100-FP16-TENSOR-SPARSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP16-TENSOR-SPARSE-PEAK","draft",""
"FACT-NVIDIA-H100-BF16-TENSOR-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-BF16-TENSOR","","","FIELD-COMP-THROUGHPUT","","989.4","TFLOP/s","COND-NVIDIA-H100-BF16-TENSOR-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-BF16-TENSOR-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-BF16-TENSOR-SPARSE-PEAK","","","","","PPATH-NVIDIA-H100-BF16-TENSOR","","","FIELD-COMP-THROUGHPUT","","1978.9","TFLOP/s","COND-NVIDIA-H100-BF16-TENSOR-SPARSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-BF16-TENSOR-SPARSE-PEAK","draft",""
"FACT-NVIDIA-H100-TF32-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-TF32","","","FIELD-COMP-THROUGHPUT","","494.7","TFLOP/s","COND-NVIDIA-H100-TF32-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-TF32-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-TF32-SPARSE-PEAK","","","","","PPATH-NVIDIA-H100-TF32","","","FIELD-COMP-THROUGHPUT","","989.4","TFLOP/s","COND-NVIDIA-H100-TF32-SPARSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-TF32-SPARSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP64-TENSOR-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP64-TENSOR","","","FIELD-COMP-THROUGHPUT","","66.9","TFLOP/s","COND-NVIDIA-H100-FP64-TENSOR-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP64-TENSOR-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-INT8-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-INT8","","","FIELD-COMP-THROUGHPUT","","1978.9","TOPS","COND-NVIDIA-H100-INT8-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-INT8-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-INT8-SPARSE-PEAK","","","","","PPATH-NVIDIA-H100-INT8","","","FIELD-COMP-THROUGHPUT","","3957.8","TOPS","COND-NVIDIA-H100-INT8-SPARSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-INT8-SPARSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP16-CUDA-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP16-CUDA","","","FIELD-COMP-THROUGHPUT","","133.8","TFLOP/s","COND-NVIDIA-H100-FP16-CUDA-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP16-CUDA-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-BF16-CUDA-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-BF16-CUDA","","","FIELD-COMP-THROUGHPUT","","133.8","TFLOP/s","COND-NVIDIA-H100-BF16-CUDA-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-BF16-CUDA-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP32-CUDA-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP32-CUDA","","","FIELD-COMP-THROUGHPUT","","66.9","TFLOP/s","COND-NVIDIA-H100-FP32-CUDA-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP32-CUDA-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP64-CUDA-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-FP64-CUDA","","","FIELD-COMP-THROUGHPUT","","33.5","TFLOP/s","COND-NVIDIA-H100-FP64-CUDA-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP64-CUDA-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-INT32-CUDA-DENSE-PEAK","","","","","PPATH-NVIDIA-H100-INT32-CUDA","","","FIELD-COMP-THROUGHPUT","","33.5","TOPS","COND-NVIDIA-H100-INT32-CUDA-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 Table 3 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-INT32-CUDA-DENSE-PEAK","draft",""
"FACT-NVIDIA-H100-FP8-ACCUM","","","","","PPATH-NVIDIA-H100-FP8","","","FIELD-NUM-ACCUMULATION","FP16 or FP32","","","COND-NVIDIA-H100-FP8-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP8-ACCUM","draft",""
"FACT-NVIDIA-H100-FP16-TENSOR-ACCUM","","","","","PPATH-NVIDIA-H100-FP16-TENSOR","","","FIELD-NUM-ACCUMULATION","FP16 or FP32","","","COND-NVIDIA-H100-FP16-TENSOR-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-FP16-TENSOR-ACCUM","draft",""
"FACT-NVIDIA-H100-BF16-TENSOR-ACCUM","","","","","PPATH-NVIDIA-H100-BF16-TENSOR","","","FIELD-NUM-ACCUMULATION","FP32","","","COND-NVIDIA-H100-BF16-TENSOR-DENSE","direct_statement","single_source","provisional","","","medium","Whitepaper v1.04 candidate; official fixed PDF is now registered.","H100|FACT-NVIDIA-H100-BF16-TENSOR-ACCUM","draft",""
"FACT-NVIDIA-H100-REG-CAPACITY-PER-SM","","COMP-NVIDIA-H100-REGISTER-FILE","","","","","","FIELD-MEM-CAPACITY","","262144","byte","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-REG-CAPACITY-PER-SM","draft",""
"FACT-NVIDIA-H100-L1SMEM-CAPACITY-PER-SM","","COMP-NVIDIA-H100-L1-SMEM","","","","","","FIELD-MEM-CAPACITY","","262144","byte","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-L1SMEM-CAPACITY-PER-SM","draft",""
"FACT-NVIDIA-H100-L1SMEM-SHARED-MAX","","COMP-NVIDIA-H100-L1-SMEM","","","","","","FIELD-MEM-CAPACITY","","233472","byte","COND-NONE","direct_statement","corroborated","provisional","","","medium","Whitepaper and Tuning Guide candidate; fixed copies still need registration.","H100|FACT-NVIDIA-H100-L1SMEM-SHARED-MAX","draft","Maximum shared-memory carveout per SM; do not add this to the combined 256 KB resource."
"FACT-NVIDIA-H100-L2-CAPACITY","","COMP-NVIDIA-H100-L2","","","","","","FIELD-MEM-CAPACITY","","50000000","byte","COND-NONE","direct_statement","single_source","provisional","","","medium","NVIDIA states 50 MB using decimal product notation.","H100|FACT-NVIDIA-H100-L2-CAPACITY","draft",""
"FACT-NVIDIA-H100-HBM-CAPACITY","","COMP-NVIDIA-H100-HBM3","","","","","","FIELD-MEM-CAPACITY","","80000000000","byte","COND-NONE","direct_statement","corroborated","provisional","","","high","Current datasheet and whitepaper candidate.","H100|FACT-NVIDIA-H100-HBM-CAPACITY","draft",""
"FACT-NVIDIA-H100-HBM-STACKS","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-PHY-HBM-STACKS","","5","count","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-HBM-STACKS","draft",""
"FACT-NVIDIA-H100-HBM-INTERFACE","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-PHY-HBM-INTERFACE","","5120","bit","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-HBM-INTERFACE","draft",""
"FACT-NVIDIA-H100-HBM-BW-CURRENT","","COMP-NVIDIA-H100-HBM3","","","","","","FIELD-MEM-READ-BW","","3350000000000","byte/s","COND-NVIDIA-H100-HBM-CURRENT","direct_statement","single_source","provisional","2024-09-24","","high","Current H100 datasheet nameplate specification.","H100|FACT-NVIDIA-H100-HBM-BW-CURRENT","draft","Current value candidate; parent review is still required before acceptance."
"FACT-NVIDIA-H100-HBM-BW-WP104","","COMP-NVIDIA-H100-HBM3","","","","","","FIELD-MEM-READ-BW","","3352000000000","byte/s","COND-NVIDIA-H100-HBM-WP104","direct_statement","single_source","superseded","","","medium","Whitepaper Table 3 precise version; official fixed PDF is registered globally.","H100|FACT-NVIDIA-H100-HBM-BW-WP104","draft","Retained as a versioned source statement, not a current conflicting value."
"FACT-NVIDIA-H100-HBM-BW-LAUNCH","","COMP-NVIDIA-H100-HBM3","","","","","","FIELD-MEM-READ-BW","","3000000000000","byte/s","COND-NVIDIA-H100-HBM-LAUNCH","direct_statement","single_source","superseded","","","high","Fixed local Hot Chips slide includes explicit not-finalized caveat.","H100|FACT-NVIDIA-H100-HBM-BW-LAUNCH","draft","Historical preliminary specification only."
"FACT-NVIDIA-H100-NVLINK-PROTOCOL","","","LINK-NVIDIA-H100-NVLINK4","","","","","FIELD-INT-PROTOCOL","NVLink 4","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVLINK-PROTOCOL","draft",""
"FACT-NVIDIA-H100-NVLINK-LINK-COUNT","","","LINK-NVIDIA-H100-NVLINK4","","","","","FIELD-INT-PHYSICAL-LINK-COUNT","","18","count","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVLINK-LINK-COUNT","draft",""
"FACT-NVIDIA-H100-NVLINK-RATE-PERDIR","","","LINK-NVIDIA-H100-NVLINK4","","","","","FIELD-INT-PER-LINK-RATE","","200000000000","bit/s","COND-NVIDIA-H100-NVLINK-PERDIR","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVLINK-RATE-PERDIR","draft",""
"FACT-NVIDIA-H100-NVLINK-RATE-BIDIR-LINK","","","LINK-NVIDIA-H100-NVLINK4","","","","","FIELD-INT-AGGREGATE-BW","","50000000000","byte/s","COND-NVIDIA-H100-NVLINK-BIDIR-LINK","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVLINK-RATE-BIDIR-LINK","draft",""
"FACT-NVIDIA-H100-NVLINK-RATE-BIDIR-DEVICE","","","LINK-NVIDIA-H100-NVLINK4","","","","","FIELD-INT-AGGREGATE-BW","","900000000000","byte/s","COND-NVIDIA-H100-NVLINK-DEVICE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVLINK-RATE-BIDIR-DEVICE","draft",""
"FACT-NVIDIA-H100-PCIE-PROTOCOL","","","LINK-NVIDIA-H100-PCIE5X16","","","","","FIELD-INT-PROTOCOL","PCIe 5.0 x16","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-PCIE-PROTOCOL","draft",""
"FACT-NVIDIA-H100-PCIE-RATE-PERDIR","","","LINK-NVIDIA-H100-PCIE5X16","","","","","FIELD-INT-AGGREGATE-BW","","64000000000","byte/s","COND-NVIDIA-H100-PCIE-PERDIR","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-PCIE-RATE-PERDIR","draft",""
"FACT-NVIDIA-H100-PCIE-RATE-BIDIR","","","LINK-NVIDIA-H100-PCIE5X16","","","","","FIELD-INT-AGGREGATE-BW","","128000000000","byte/s","COND-NVIDIA-H100-PCIE-BIDIR","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-PCIE-RATE-BIDIR","draft",""
"FACT-NVIDIA-H100-TMA-IMPL-LEVEL","","","","","","CAP-NVIDIA-H100-TMA","","FIELD-CAP-IMPLEMENTATION-LEVEL","configurable_engine","","","COND-NONE","direct_statement","single_source","provisional","","","medium","TMA is a named hardware data-movement mechanism, but configurable_engine versus dedicated_physical_module requires parent review.","H100|FACT-NVIDIA-H100-TMA-IMPL-LEVEL","needs_resolution",""
"FACT-NVIDIA-H100-TMA-DETAIL","","","","","","CAP-NVIDIA-H100-TMA","","FIELD-CAP-IMPLEMENTATION-DETAIL","Descriptor-driven asynchronous 1D-5D copies between global and shared memory, plus copies across a thread-block cluster shared-memory region","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-TMA-DETAIL","draft",""
"FACT-NVIDIA-H100-DPX-IMPL-LEVEL","","","","","","CAP-NVIDIA-H100-DPX","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-DPX-IMPL-LEVEL","draft",""
"FACT-NVIDIA-H100-DPX-THROUGHPUT-16","","","","","","CAP-NVIDIA-H100-DPX","","FIELD-CAP-THROUGHPUT","","128","operations/cycle/SM","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-DPX-THROUGHPUT-16","draft",""
"FACT-NVIDIA-H100-TRANSFORMER-ENGINE-LEVEL","","","","","","CAP-NVIDIA-H100-TRANSFORMER-ENGINE","","FIELD-CAP-IMPLEMENTATION-LEVEL","configurable_engine","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Source describes software plus custom Hopper Tensor Core technology; parent should review whether configurable_engine is the least misleading enum.","H100|FACT-NVIDIA-H100-TRANSFORMER-ENGINE-LEVEL","needs_resolution",""
"FACT-NVIDIA-H100-TRANSFORMER-ENGINE-DETAIL","","","","","","CAP-NVIDIA-H100-TRANSFORMER-ENGINE","","FIELD-CAP-IMPLEMENTATION-DETAIL","Selects FP8 or 16-bit computation using tensor statistics and scaling factors, with scaling and recasting","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-TRANSFORMER-ENGINE-DETAIL","draft",""
"FACT-NVIDIA-H100-NVDEC-COUNT","","COMP-NVIDIA-H100-NVDEC","","","","","","FIELD-COMP-UNIT-COUNT","","7","count","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVDEC-COUNT","draft",""
"FACT-NVIDIA-H100-NVJPG-COUNT","","COMP-NVIDIA-H100-NVJPG","","","","","","FIELD-COMP-UNIT-COUNT","","7","count","COND-NONE","direct_statement","single_source","provisional","","","medium","Single selected first-party source candidate; pending parent review.","H100|FACT-NVIDIA-H100-NVJPG-COUNT","draft",""
"FACT-NVIDIA-H100-DER-COMPUTE-BW-FP64-TENSOR","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","19.97","FLOP/byte","COND-NVIDIA-H100-DER-FP64-TENSOR-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|FP64-TENSOR|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-FP64-TENSOR"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-TF32","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","147.67","FLOP/byte","COND-NVIDIA-H100-DER-TF32-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|TF32|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-TF32"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-FP64-CUDA","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","10.00","FLOP/byte","COND-NVIDIA-H100-DER-FP64-CUDA-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|FP64-CUDA|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-FP64-CUDA"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-FP16-TENSOR","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","295.34","FLOP/byte","COND-NVIDIA-H100-DER-FP16-TENSOR-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|FP16-TENSOR|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-FP16-TENSOR"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-BF16-TENSOR","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","295.34","FLOP/byte","COND-NVIDIA-H100-DER-BF16-TENSOR-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|BF16-TENSOR|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-BF16-TENSOR"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-FP32-CUDA","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","19.97","FLOP/byte","COND-NVIDIA-H100-DER-FP32-CUDA-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|FP32-CUDA|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-FP32-CUDA"
"FACT-NVIDIA-H100-DER-COMPUTE-BW-FP8","OBJ-NVIDIA-H100-SXM5-80GB","","","","","","","FIELD-DER-COMPUTE-BW-SPEC","","590.72","FLOP/byte","COND-NVIDIA-H100-DER-FP8-CURRENT-HBM","derived","corroborated","provisional","2024-09-24","","high","Direct arithmetic from a dense theoretical compute peak and current 3.35 TB/s HBM nameplate bandwidth.","H100|DER-COMPUTE-BW|FP8|current-3.35TBps","draft","Numerator precision path: PPATH-NVIDIA-H100-FP8"
"FACT-NVIDIA-GH100-PROCESS","OBJ-NVIDIA-GH100-DIE","","","","","","","FIELD-PHY-PROCESS","TSMC 4N","","","COND-NONE","direct_statement","single_source","provisional","","","high","Official NVIDIA H100 architecture whitepaper v1.04 fixed PDF.","GH100|FACT-NVIDIA-GH100-PROCESS","draft","GH100 die fact; not an H100 SXM5 module dimension."
"FACT-NVIDIA-GH100-TRANSISTORS","OBJ-NVIDIA-GH100-DIE","","","","","","","FIELD-PHY-TRANSISTORS","","80000000000","count","COND-NONE","direct_statement","single_source","provisional","","","high","Official NVIDIA H100 architecture whitepaper v1.04 fixed PDF.","GH100|FACT-NVIDIA-GH100-TRANSISTORS","draft","GH100 die fact; vendor states 80 billion transistors."
"FACT-NVIDIA-GH100-DIE-AREA","OBJ-NVIDIA-GH100-DIE","","","","","","","FIELD-PHY-DIE-AREA","","814","mm2","COND-NONE","direct_statement","single_source","provisional","","","high","Official NVIDIA H100 architecture whitepaper v1.04 fixed PDF.","GH100|FACT-NVIDIA-GH100-DIE-AREA","draft","GH100 die area; not the SXM5 module area."
"FACT-NVIDIA-H100-DSM-DETAIL","","","","","","CAP-NVIDIA-H100-DSM","","FIELD-CAP-IMPLEMENTATION-DETAIL","Thread blocks in a cluster can synchronize and access distributed shared memory; remote shared memory supports load, store and atomic operations; portable cluster size is up to 8 blocks and H100 can select a nonportable 16-block cluster","","","COND-NONE","direct_statement","corroborated","provisional","","","high","Corroborated by the official H100 architecture whitepaper and CUDA Hopper Tuning Guide.","H100|FACT-NVIDIA-H100-DSM-DETAIL","draft","DSM means Distributed Shared Memory. This is a cluster/shared-memory mechanism, not a dedicated MoE or Top-K unit."
