"condition_set_id","condition_fingerprint","precision_path_id","sparsity_mode","sparsity_pattern","operation_type","operation_count_rule","performance_basis","support_level","power_mode","frequency_value","frequency_unit","software_version","workload_stage","bandwidth_direction","aggregation_scope","traffic_basis","measurement_scope","effective_date","review_status","notes"
"COND-NVIDIA-H100-FP16-CUDA-DENSE","H100|PPATH-NVIDIA-H100-FP16-CUDA|dense|theoretical_peak|MHz","PPATH-NVIDIA-H100-FP16-CUDA","dense","","vector_fma","fma_2_ops","theoretical_peak","hardware_peak_published","","","","","not_specified","","per_endpoint","vendor_nameplate","per_object","","draft","Vendor theoretical peak for H100 SXM5; clock is retained where Table 3 states a path-specific peak clock."
"COND-NVIDIA-H100-BF16-CUDA-DENSE","H100|PPATH-NVIDIA-H100-BF16-CUDA|dense|theoretical_peak|MHz","PPATH-NVIDIA-H100-BF16-CUDA","dense","","vector_fma","fma_2_ops","theoretical_peak","hardware_peak_published","","","","","not_specified","","per_endpoint","vendor_nameplate","per_object","","draft","Vendor theoretical peak for H100 SXM5; clock is retained where Table 3 states a path-specific peak clock."
"COND-NVIDIA-H100-FP32-CUDA-DENSE","H100|PPATH-NVIDIA-H100-FP32-CUDA|dense|theoretical_peak|1980MHz","PPATH-NVIDIA-H100-FP32-CUDA","dense","","vector_fma","fma_2_ops","theoretical_peak","hardware_peak_published","","1980","MHz","","not_specified","","per_endpoint","vendor_nameplate","per_object","","draft","Vendor theoretical peak for H100 SXM5; clock is retained where Table 3 states a path-specific peak clock."
"COND-NVIDIA-H100-FP64-CUDA-DENSE","H100|PPATH-NVIDIA-H100-FP64-CUDA|dense|theoretical_peak|1980MHz","PPATH-NVIDIA-H100-FP64-CUDA","dense","","vector_fma","fma_2_ops","theoretical_peak","hardware_peak_published","","1980","MHz","","not_specified","","per_endpoint","vendor_nameplate","per_object","","draft","Vendor theoretical peak for H100 SXM5; clock is retained where Table 3 states a path-specific peak clock."
"COND-NVIDIA-H100-INT32-CUDA-DENSE","H100|PPATH-NVIDIA-H100-INT32-CUDA|dense|theoretical_peak|MHz","PPATH-NVIDIA-H100-INT32-CUDA","dense","","vector_alu","vendor_label","theoretical_peak","hardware_peak_published","","","","","not_specified","","per_endpoint","vendor_nameplate","per_object","","draft","Vendor theoretical peak for H100 SXM5; clock is retained where Table 3 states a path-specific peak clock."
"COND-NVIDIA-H100-HBM-CURRENT","H100|HBM3|current_datasheet|bidirectional_unspecified|per_object|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Current H100 datasheet names 3.35 TB/s; effective date uses the PDF metadata date recorded in the pilot."
"COND-NVIDIA-H100-HBM-WP104","H100|HBM3|whitepaper_v1.04|3352GBps|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","2619","MHz DDR","whitepaper v1.04","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","Whitepaper v1.04 Table 3 precise value; official fixed PDF is registered globally."
"COND-NVIDIA-H100-HBM-LAUNCH","H100|HBM3|HotChips34|launch_preliminary|3TBps","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Hot Chips 34","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","Preliminary launch value; slide footnote says memory data rates were not finalized."
"COND-NVIDIA-H100-NVLINK-PERDIR","H100|NVLINK-PERDIR|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","per_direction_symmetric","per_physical_link","vendor_nameplate","per_object","","draft","Direction and aggregation scope must travel with the bandwidth fact."
"COND-NVIDIA-H100-NVLINK-BIDIR-LINK","H100|NVLINK-BIDIR-LINK|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","bidirectional_aggregate","per_physical_link","vendor_nameplate","per_object","","draft","Direction and aggregation scope must travel with the bandwidth fact."
"COND-NVIDIA-H100-NVLINK-DEVICE","H100|NVLINK-DEVICE|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","bidirectional_aggregate","per_device_injection","vendor_nameplate","per_object","","draft","Direction and aggregation scope must travel with the bandwidth fact."
"COND-NVIDIA-H100-PCIE-PERDIR","H100|PCIE-PERDIR|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","per_direction_symmetric","per_endpoint","vendor_nameplate","per_object","","draft","Direction and aggregation scope must travel with the bandwidth fact."
"COND-NVIDIA-H100-PCIE-BIDIR","H100|PCIE-BIDIR|vendor_nameplate","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","","not_specified","bidirectional_aggregate","per_endpoint","vendor_nameplate","per_object","","draft","Direction and aggregation scope must travel with the bandwidth fact."
"COND-NVIDIA-H100-DER-FP64-TENSOR-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-FP64-TENSOR|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-FP64-TENSOR","dense","","matrix_mma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-TF32-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-TF32|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-TF32","dense","","matrix_mma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-FP16-TENSOR-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-FP16-TENSOR|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-FP16-TENSOR","dense","","matrix_mma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-BF16-TENSOR-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-BF16-TENSOR|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-BF16-TENSOR","dense","","matrix_mma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-FP8-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-FP8|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-FP8","dense","","matrix_mma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-FP32-CUDA-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-FP32-CUDA|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-FP32-CUDA","dense","","vector_fma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
"COND-NVIDIA-H100-DER-FP64-CUDA-CURRENT-HBM","H100|derived_compute_bw|PPATH-NVIDIA-H100-FP64-CUDA|dense|current_HBM_3.35TBps","PPATH-NVIDIA-H100-FP64-CUDA","dense","","vector_fma","fma_2_ops","public_derived","hardware_peak_published","","","","","not_specified","direction_not_specified","per_endpoint","vendor_nameplate","per_object","2024-09-24","draft","Derived specification ratio combines a dense theoretical compute peak with current 3.35 TB/s HBM3 nameplate bandwidth."
