"table_path","primary_key","field_id","target_id","actual_subject_kind","registered_allowed_subject_kinds","row_review_status","preaudit_disposition","notes"
"数据/field-requirements.csv","REQ-GROQ-LPU1-TOTAL-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GROQ-LPU1-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-HUAWEI-DV-SCALAR-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-HUAWEI-DV-VECTOR-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA1_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-INFERENTIA1-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA2_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-INFERENTIA2-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM1_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM1-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM2_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM2-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM3_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM4_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM4-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8I_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-8I-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8T_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-8T-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V3_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V4_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V4-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5E_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V5E-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5P_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V5P-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V6E_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V6E-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU7X_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-GOOGLE-TPU7X-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-NVG3-MXM-THROUGHPUT","FIELD-COMP-THROUGHPUT","OBJ-NVIDIA-GROQ3-ARCH","object","precision_path","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-COMPUTE-UNIT-COUNT","FIELD-COMP-UNIT-COUNT","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0175","FIELD-DER-COMPUTE-BW-SPEC","PP-AWS-TRN2-TENSOR-FP8","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0176","FIELD-DER-COMPUTE-BW-SPEC","PP-AWS-TRN2-TENSOR-BF16","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0177","FIELD-DER-COMPUTE-BW-SPEC","PP-AWS-TRN2-TENSOR-FP32","precision_path","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-AWS-TRN2-0178","FIELD-DER-COMPUTE-BW-SPEC","PP-AWS-TRN2-TENSOR-FP8","precision_path","object","needs_resolution","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-ARCH-RELATION","FIELD-ID-ARCH","OREL-CAMBRICON-MLU590-IMPLEMENTS-ARCH","object_relation","object","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-INTERCONNECT-BW","FIELD-INT-AGGREGATE-BW","OBJ-CAMBRICON-MLU590-CHIP","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-INTERCONNECT-BW","FIELD-INT-AGGREGATE-BW","OBJ-CAMBRICON-MLU590-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-HUAWEI-DV-INTERCONNECT-BW","FIELD-INT-AGGREGATE-BW","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA1_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-INFERENTIA1-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA2_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-INFERENTIA2-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM1_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM1-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM2_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM2-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM3_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM3-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM4_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM4-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8I_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-8I-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8T_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-8T-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V3_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V3-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V4_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V4-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5E_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V5E-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5P_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V5P-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V6E_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V6E-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU7X_ARCH-INT-AGGREGATE-BW","FIELD-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU7X-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-INTERCONNECT-PROTOCOL","FIELD-INT-PROTOCOL","OBJ-CAMBRICON-MLU590-CHIP","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-G8I-ICI-PROTOCOL-DETAIL","FIELD-INT-PROTOCOL","OBJ-GOOGLE-TPU-8I-ARCH","object","link","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-INTERCONNECT-TOPOLOGY","FIELD-INT-TOPOLOGY","OBJ-CAMBRICON-MLU590-CHIP","object","topology","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-INTERCONNECT","FIELD-INT-TOPOLOGY","OBJ-CAMBRICON-MLU590-ARCH","object","topology","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-GROQ-LPU1-TOPOLOGY","FIELD-INT-TOPOLOGY","OBJ-GROQ-LPU1-ARCH","object","topology","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-HUAWEI-DV-INTERCONNECT-TOPOLOGY","FIELD-INT-TOPOLOGY","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","object","topology","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-MEM-BW","FIELD-MEM-BIDIR-BW","OBJ-CAMBRICON-MLU590-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-OFFCHIP-CAPACITY","FIELD-MEM-CAPACITY","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-ONCHIP-CAPACITY","FIELD-MEM-CAPACITY","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-CAMBRICON-MLU590-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA1_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-INFERENTIA1-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA2_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-INFERENTIA2-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM1_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-TRAINIUM1-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM2_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-TRAINIUM2-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM3_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-TRAINIUM3-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM4_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-AWS-TRAINIUM4-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8I_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-8I-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8T_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-8T-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V3_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-V3-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V4_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-V4-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5E_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-V5E-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5P_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-V5P-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V6E_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU-V6E-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU7X_ARCH-MEM-CAPACITY","FIELD-MEM-CAPACITY","OBJ-GOOGLE-TPU7X-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-MEM-DMA","FIELD-MEM-DMA","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-MEM-HIERARCHY","FIELD-MEM-NAME","OBJ-CAMBRICON-MLU590-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-CAMBRICON-MLU590-CHIP","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA1_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-INFERENTIA1-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA2_ARCH-MEM-READ-BW","FIELD-MEM-READ-BW","OBJ-AWS-INFERENTIA2-ARCH","object","component","reviewed","needs_semantic_review","不得自动扩字段合同或迁移主体；须按字段定义和来源主语逐组裁决。"
