"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2W3-HUAWEI-ASC950PR-NAME","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-NAME","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-NAME","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-SKU","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-SKU","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-SKU","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-OBJECT-TYPE","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-OBJECT-TYPE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-OBJECT-TYPE","draft","Formal layer normalization; source also says chip."
"REQ-M2W3-HUAWEI-ASC950PR-RELEASE-DATE","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-RELEASE-DATE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-RELEASE-DATE","draft","Not availability."
"REQ-M2W3-HUAWEI-ASC950PR-STATUS","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-STATUS","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-STATUS","draft","Embedded commercial use only; no standalone delivery."
"REQ-M2W3-HUAWEI-ASC950PR-POSITIONING","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-VENDOR-POSITIONING","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-VENDOR-POSITIONING","draft","Vendor positioning only."
"REQ-M2W3-HUAWEI-ASC950PR-DEPLOYMENT","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-DEPLOYMENT","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-DEPLOYMENT","draft","No card specification transferred."
"REQ-M2W3-HUAWEI-ASC950PR-PACKAGE","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-PACKAGE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-PACKAGE","draft","No stack/interposer inference."
"REQ-M2W3-HUAWEI-ASC950PR-MEM-NAME","","COMP-M2W3-HUAWEI-ASC950PR-HIBL1","","","","","","FIELD-MEM-NAME","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950PR-HIBL1|FIELD-MEM-NAME","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-MEM-CAPACITY","","COMP-M2W3-HUAWEI-ASC950PR-HIBL1","","","","","","FIELD-MEM-CAPACITY","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950PR-HIBL1|FIELD-MEM-CAPACITY","draft","Decimal GB; maximum package value, not Atlas 350."
"REQ-M2W3-HUAWEI-ASC950PR-MEM-BW","","COMP-M2W3-HUAWEI-ASC950PR-HIBL1","","","","","","FIELD-MEM-BIDIR-BW","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950PR-HIBL1|FIELD-MEM-BIDIR-BW","draft","Direction unknown; not sustained."
"REQ-M2W3-HUAWEI-ASC950PR-VENDOR-MAX-THROUGHPUT","","","","","PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX","","","FIELD-COMP-THROUGHPUT","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950PR-VENDOR-MAX|FIELD-COMP-THROUGHPUT","draft","No matrix/vector or density inference."
"REQ-M2W3-HUAWEI-ASC950PR-INTERCONNECT-PROTOCOL","","","LINK-M2W3-HUAWEI-ASC950PR-LINGQU2","","","","","FIELD-INT-PROTOCOL","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950PR-LINGQU2|FIELD-INT-PROTOCOL","draft","Source says 灵衢2.0."
"REQ-M2W3-HUAWEI-ASC950PR-INTERCONNECT-BW","","","LINK-M2W3-HUAWEI-ASC950PR-LINGQU2","","","","","FIELD-INT-AGGREGATE-BW","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950PR-LINGQU2|FIELD-INT-AGGREGATE-BW","draft","No per-link/payload/topology inference."
"REQ-M2W3-HUAWEI-ASC950DT-VENDOR","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-VENDOR","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-VENDOR","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-FAMILY","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-FAMILY","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-FAMILY","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-NAME","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-NAME","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-NAME","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-SKU","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-SKU","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-SKU","draft",""
"REQ-M2W3-HUAWEI-ASC950DT-OBJECT-TYPE","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-OBJECT-TYPE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-OBJECT-TYPE","draft","Formal layer normalization; source also says chip."
"REQ-M2W3-HUAWEI-ASC950DT-RELEASE-DATE","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-RELEASE-DATE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-RELEASE-DATE","draft","Not availability."
"REQ-M2W3-HUAWEI-ASC950DT-STATUS","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-STATUS","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-STATUS","draft","Navigation presence does not upgrade status."
"REQ-M2W3-HUAWEI-ASC950DT-POSITIONING","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-ID-VENDOR-POSITIONING","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-ID-VENDOR-POSITIONING","draft","Roadmap only."
"REQ-M2W3-HUAWEI-ASC950DT-PACKAGE","OBJ-HUAWEI-ASCEND-950DT","","","","","","","FIELD-PHY-PACKAGE","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950DT|FIELD-PHY-PACKAGE","draft","No stack/interposer inference."
"REQ-M2W3-HUAWEI-ASC950DT-MEM-NAME","","COMP-M2W3-HUAWEI-ASC950DT-HIZQ2","","","","","","FIELD-MEM-NAME","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950DT-HIZQ2|FIELD-MEM-NAME","draft","Roadmap value."
"REQ-M2W3-HUAWEI-ASC950DT-MEM-CAPACITY","","COMP-M2W3-HUAWEI-ASC950DT-HIZQ2","","","","","","FIELD-MEM-CAPACITY","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950DT-HIZQ2|FIELD-MEM-CAPACITY","draft","Decimal GB; roadmap value."
"REQ-M2W3-HUAWEI-ASC950DT-MEM-BW","","COMP-M2W3-HUAWEI-ASC950DT-HIZQ2","","","","","","FIELD-MEM-BIDIR-BW","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950DT-HIZQ2|FIELD-MEM-BIDIR-BW","draft","Direction/sustained basis unknown; roadmap."
"REQ-M2W3-HUAWEI-ASC950DT-INTERCONNECT-BW","","","LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT","","","","","FIELD-INT-AGGREGATE-BW","value_available","Direct first-party value accepted with its condition and layer boundary.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950DT-INTERCONNECT|FIELD-INT-AGGREGATE-BW","draft","Direction/per-link/payload/topology unknown; roadmap."
"REQ-M2W3-HUAWEI-ASC950-DIE-STATUS","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-ID-STATUS","not_applicable","Shared die is not a standalone product; status belongs to PR/DT packages.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-ID-STATUS","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-AVAILABILITY","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-ID-AVAILABILITY-DATE","not_applicable","Shared die is not independently offered; availability belongs to package/product.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-ID-AVAILABILITY-DATE","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-SKU","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-ID-SKU","not_applicable","Shared physical die is not a separately named commercial SKU.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-ID-SKU","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-PROCESS","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-PHY-PROCESS","not_found","Process node absent from frozen official sources.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-PHY-PROCESS","draft","No third-party estimate."
"REQ-M2W3-HUAWEI-ASC950-DIE-DIE-AREA","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-PHY-DIE-AREA","not_found","Die area absent from frozen official sources.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-PHY-DIE-AREA","draft","No third-party estimate."
"REQ-M2W3-HUAWEI-ASC950-DIE-TRANSISTORS","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-PHY-TRANSISTORS","not_found","Transistor count absent from frozen official sources.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-PHY-TRANSISTORS","draft","No third-party estimate."
"REQ-M2W3-HUAWEI-ASC950-DIE-CLOCK","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-PHY-CLOCK","not_found","Clock absent from frozen official sources.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-PHY-CLOCK","draft","No third-party estimate."
"REQ-M2W3-HUAWEI-ASC950-DIE-POWER","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-PHY-POWER","not_found","Die power absent from frozen official sources.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-PHY-POWER","draft","No third-party estimate."
"REQ-M2W3-HUAWEI-ASC950-DIE-VECTOR-THROUGHPUT","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-COMP-THROUGHPUT","not_found","H-2 says vector processing is stronger but gives no separately conditioned vector throughput.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-COMP-THROUGHPUT","draft","No derivation from total labels."
"REQ-M2W3-HUAWEI-ASC950-DIE-FP8-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-FP8","","","FIELD-NUM-ACCUMULATION","not_found","FP8 programmer-visible accumulation format absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-FP8|FIELD-NUM-ACCUMULATION","draft","Input label is not accumulation evidence."
"REQ-M2W3-HUAWEI-ASC950-DIE-FP8-PHYSICAL-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-FP8","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","FP8 physical accumulator semantics absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-FP8|FIELD-NUM-PHYSICAL-ACCUM","draft","No inference."
"REQ-M2W3-HUAWEI-ASC950-DIE-MXFP8-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP8","","","FIELD-NUM-ACCUMULATION","not_found","MXFP8 programmer-visible accumulation format absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP8|FIELD-NUM-ACCUMULATION","draft","Input label is not accumulation evidence."
"REQ-M2W3-HUAWEI-ASC950-DIE-MXFP8-PHYSICAL-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP8","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","MXFP8 physical accumulator semantics absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP8|FIELD-NUM-PHYSICAL-ACCUM","draft","No inference."
"REQ-M2W3-HUAWEI-ASC950-DIE-HIF8-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-HIF8","","","FIELD-NUM-ACCUMULATION","not_found","HIF8 programmer-visible accumulation format absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-HIF8|FIELD-NUM-ACCUMULATION","draft","Input label is not accumulation evidence."
"REQ-M2W3-HUAWEI-ASC950-DIE-HIF8-PHYSICAL-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-HIF8","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","HIF8 physical accumulator semantics absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-HIF8|FIELD-NUM-PHYSICAL-ACCUM","draft","No inference."
"REQ-M2W3-HUAWEI-ASC950-DIE-MXFP4-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP4","","","FIELD-NUM-ACCUMULATION","not_found","MXFP4 programmer-visible accumulation format absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP4|FIELD-NUM-ACCUMULATION","draft","Input label is not accumulation evidence."
"REQ-M2W3-HUAWEI-ASC950-DIE-MXFP4-PHYSICAL-ACCUM","","","","","PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP4","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","MXFP4 physical accumulator semantics absent.","completed","2026-08-13","precision_path|PPATH-M2W3-HUAWEI-ASC950-DIE-MXFP4|FIELD-NUM-PHYSICAL-ACCUM","draft","No inference."
"REQ-M2W3-HUAWEI-ASC950-DIE-MEMORY-NAME","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-MEM-NAME","not_found","No complete on-die storage hierarchy or named cache/SRAM level.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-MEM-NAME","draft","HiBL/HiZQ are package memories."
"REQ-M2W3-HUAWEI-ASC950-DIE-MEMORY-CAPACITY","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-MEM-CAPACITY","not_found","No on-die storage capacity.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-MEM-CAPACITY","draft","Package HBM excluded."
"REQ-M2W3-HUAWEI-ASC950-DIE-MEMORY-BW","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-MEM-BIDIR-BW","not_found","No on-die storage-level bandwidth.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-MEM-BIDIR-BW","draft","128-byte granularity is not bandwidth."
"REQ-M2W3-HUAWEI-ASC950-DIE-LINK-RATE","","","LINK-M2W3-HUAWEI-ASC950-DIE-INTERCONNECT","","","","","FIELD-INT-PER-LINK-RATE","not_found","Only aggregate interconnect label is given.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950-DIE-INTERCONNECT|FIELD-INT-PER-LINK-RATE","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-LINK-COUNT","","","LINK-M2W3-HUAWEI-ASC950-DIE-INTERCONNECT","","","","","FIELD-INT-LINK-COUNT","not_found","No logical/physical link count.","completed","2026-08-13","link|LINK-M2W3-HUAWEI-ASC950-DIE-INTERCONNECT|FIELD-INT-LINK-COUNT","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-SPECIAL-DETAIL","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","No dedicated MoE routing, Top-k, attention, sampling or KV-cache block identified.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","No capability placeholder."
"REQ-M2W3-HUAWEI-ASC950-DIE-COMPILER","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-SW-COMPILER","not_found","No exact die-matched compiler/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-SW-COMPILER","draft",""
"REQ-M2W3-HUAWEI-ASC950-DIE-RUNTIME","OBJ-HUAWEI-ASCEND-950-DIE","","","","","","","FIELD-SW-RUNTIME","not_found","No exact die-matched runtime/version.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950-DIE|FIELD-SW-RUNTIME","draft",""
"REQ-M2W3-HUAWEI-ASC950PR-AVAILABILITY","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-ID-AVAILABILITY-DATE","not_found","H-2 gives Q1 2026 and H-12 dates Atlas 350, not exact standalone PR availability.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-ID-AVAILABILITY-DATE","draft","Embedded use recorded separately."
"REQ-M2W3-HUAWEI-ASC950PR-PROCESS","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-PROCESS","not_applicable","Attribute belongs to contained shared die and is not duplicated on PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-PROCESS","draft","Use OREL-HUAWEI-950PR-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950PR-DIE-AREA","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-DIE-AREA","not_applicable","Attribute belongs to contained shared die and is not duplicated on PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-DIE-AREA","draft","Use OREL-HUAWEI-950PR-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950PR-TRANSISTORS","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-TRANSISTORS","not_applicable","Attribute belongs to contained shared die and is not duplicated on PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-TRANSISTORS","draft","Use OREL-HUAWEI-950PR-CONTAINS-950-DIE."
"REQ-M2W3-HUAWEI-ASC950PR-DIE-COUNT","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-DIE-COUNT","not_found","Die quantity absent for PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-DIE-COUNT","draft","Atlas 350 values excluded."
"REQ-M2W3-HUAWEI-ASC950PR-HBM-STACKS","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-HBM-STACKS","not_found","HBM stack count absent for PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-HBM-STACKS","draft","Atlas 350 values excluded."
"REQ-M2W3-HUAWEI-ASC950PR-HBM-INTERFACE","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-HBM-INTERFACE","not_found","HBM interface width absent for PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-HBM-INTERFACE","draft","Atlas 350 values excluded."
"REQ-M2W3-HUAWEI-ASC950PR-INTERPOSER","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-INTERPOSER","not_found","Interposer/substrate absent for PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-INTERPOSER","draft","Atlas 350 values excluded."
"REQ-M2W3-HUAWEI-ASC950PR-POWER","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-POWER","not_found","Package power absent for PR package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-POWER","draft","Atlas 350 values excluded."
"REQ-M2W3-HUAWEI-ASC950PR-COOLING","OBJ-HUAWEI-ASCEND-950PR","","","","","","","FIELD-PHY-COOLING","not_applicable","Cooling in available material belongs to card/system, not package.","completed","2026-08-13","object|OBJ-HUAWEI-ASCEND-950PR|FIELD-PHY-COOLING","draft","Atlas 350 passive cooling excluded."
"REQ-M2W3-HUAWEI-ASC950PR-MEM-LATENCY","","COMP-M2W3-HUAWEI-ASC950PR-HIBL1","","","","","","FIELD-MEM-LATENCY","not_found","No HiBL 1.0 latency.","completed","2026-08-13","component|COMP-M2W3-HUAWEI-ASC950PR-HIBL1|FIELD-MEM-LATENCY","draft",""
