"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"CC-M2W3-HUAWEI-ASC950-PR-SOFTWARE","OBJ-HUAWEI-ASCEND-950PR","software","missing_public_data","2026-08-13","m2_w3_huawei_asc950_physical","draft","PR software assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-PR-EVIDENCE","OBJ-HUAWEI-ASCEND-950PR","evidence","complete","2026-08-13","m2_w3_huawei_asc950_physical","draft","PR evidence assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-IDENTITY","OBJ-HUAWEI-ASCEND-950DT","identity","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT identity assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-PHYSICAL","OBJ-HUAWEI-ASCEND-950DT","physical","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT physical assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-COMPUTE","OBJ-HUAWEI-ASCEND-950DT","compute","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT compute assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-NUMERICS","OBJ-HUAWEI-ASCEND-950DT","numerics","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT numerics assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-MEMORY","OBJ-HUAWEI-ASCEND-950DT","memory","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT memory assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-INTERCONNECT","OBJ-HUAWEI-ASCEND-950DT","interconnect","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT interconnect assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-SPECIAL_ENGINES","OBJ-HUAWEI-ASCEND-950DT","special_engines","missing_public_data","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT special_engines assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-SOFTWARE","OBJ-HUAWEI-ASCEND-950DT","software","missing_public_data","2026-08-13","m2_w3_huawei_asc950_physical","draft","DT software assessed against H-2/H-6/H-7/H-12; scope and missing-data states preserved."
"CC-M2W3-HUAWEI-ASC950-DT-EVIDENCE","OBJ-HUAWEI-ASCEND-950DT","evidence","partial","2026-08-13","m2_w3_huawei_asc950_physical","draft","H-2 is the only DT body source; H-6 DT route renders PR body; no GA/delivery evidence."
