"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2W3-AMD-MI350P-FP32-VECTOR-PEAK","","","","","PPATH-M2W3-AMD-MI350P-FP32-VECTOR","","","FIELD-COMP-THROUGHPUT","value_available","Selected object-matched first-party evidence supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI350P-FP32-VECTOR.","completed","2026-08-13","M2W3|MI350P|precision_path_id|PPATH-M2W3-AMD-MI350P-FP32-VECTOR|FIELD-COMP-THROUGHPUT","draft","Canonical fact(s): FACT-M2W3-AMD-MI350P-FP32-VECTOR-PEAK."
"REQ-M2W3-AMD-MI350P-FP64-VECTOR-PEAK","","","","","PPATH-M2W3-AMD-MI350P-FP64-VECTOR","","","FIELD-COMP-THROUGHPUT","value_available","Selected object-matched first-party evidence supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI350P-FP64-VECTOR.","completed","2026-08-13","M2W3|MI350P|precision_path_id|PPATH-M2W3-AMD-MI350P-FP64-VECTOR|FIELD-COMP-THROUGHPUT","draft","Canonical fact(s): FACT-M2W3-AMD-MI350P-FP64-VECTOR-PEAK."
"REQ-M2W3-AMD-MI350P-RELEASE-DATE","OBJ-AMD-MI350P","","","","","","","FIELD-ID-RELEASE-DATE","not_found","A product release or launch date is relevant, but D-1 has no launchDate and the dated article is not identified as the product release event.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-ID-RELEASE-DATE|not-found-2026-08-13","draft","Do not substitute the article publication date for a release date."
"REQ-M2W3-AMD-MI350P-AVAILABILITY-DATE","OBJ-AMD-MI350P","","","","","","","FIELD-ID-AVAILABILITY-DATE","not_found","The exact article establishes available status by 2026-05-07 but does not state the first availability date.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-ID-AVAILABILITY-DATE|not-found-2026-08-13","draft","The status valid_from is an earliest evidenced date, not a first-supply date."
"REQ-M2W3-AMD-MI350P-HBM-STACKS","OBJ-AMD-MI350P","","","","","","","FIELD-PHY-HBM-STACKS","not_found","HBM stack count is relevant, but capacity and interface width do not establish a public physical stack count.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-PHY-HBM-STACKS|not-found-2026-08-13","draft","Do not infer stacks from 144 GB or 4096-bit interface width."
"REQ-M2W3-AMD-MI350P-DIE-AREA","OBJ-AMD-MI350P","","","","","","","FIELD-PHY-DIE-AREA","not_found","XCD or IOD area is relevant, but no selected first-party source gives an area value.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-PHY-DIE-AREA|not-found-2026-08-13","draft","Do not estimate from package images or neighboring MI350 OAM products."
"REQ-M2W3-AMD-MI350P-OPERAND-A","","COMP-M2W3-AMD-MI350P-MATRIX","","","","","","FIELD-NUM-OPERAND-A","not_found","The product peak labels name formats, but they do not define a common MI350P A-operand encoding contract for the published matrix paths.","completed","2026-08-13","M2W3|MI350P|component_id|COMP-M2W3-AMD-MI350P-MATRIX|FIELD-NUM-OPERAND-A|not-found-2026-08-13","draft","CDNA 4 instruction formats remain architecture-scoped and are not copied to product peaks."
"REQ-M2W3-AMD-MI350P-OPERAND-B","","","","","PPATH-M2W3-AMD-MI350P-OCP-FP8-MATRIX","","","FIELD-NUM-OPERAND-B","not_found","The OCP-FP8 product peak row names E5M2/E4M3, but it does not define the exact B-operand encoding or A/B pairing for this path.","completed","2026-08-13","M2W3|MI350P|precision_path_id|PPATH-M2W3-AMD-MI350P-OCP-FP8-MATRIX|FIELD-NUM-OPERAND-B|not-found-2026-08-13","draft","Representative exact path gap; do not assume A and B have the same format from a row label."
"REQ-M2W3-AMD-MI350P-PRODUCT-FORMAT","","COMP-M2W3-AMD-MI350P-MATRIX","","","","","","FIELD-NUM-PRODUCT","not_found","The selected product sources do not state a product/intermediate format for the published matrix peak rows.","completed","2026-08-13","M2W3|MI350P|component_id|COMP-M2W3-AMD-MI350P-MATRIX|FIELD-NUM-PRODUCT|not-found-2026-08-13","draft","Input-format names do not determine product precision."
"REQ-M2W3-AMD-MI350P-ACCUMULATION","","COMP-M2W3-AMD-MI350P-MATRIX","","","","","","FIELD-NUM-ACCUMULATION","not_found","The selected product sources do not state a product/path-specific programmer-visible accumulation format.","completed","2026-08-13","M2W3|MI350P|component_id|COMP-M2W3-AMD-MI350P-MATRIX|FIELD-NUM-ACCUMULATION|not-found-2026-08-13","draft","Architecture-level C/D semantics are referenced through CDNA 4; they are not copied as MI350P product facts."
"REQ-M2W3-AMD-MI350P-PHYSICAL-ACCUM","","COMP-M2W3-AMD-MI350P-MATRIX","","","","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","The selected sources do not predicate physical internal accumulator width or semantics on the MI350P product.","completed","2026-08-13","M2W3|MI350P|component_id|COMP-M2W3-AMD-MI350P-MATRIX|FIELD-NUM-PHYSICAL-ACCUM|not-found-2026-08-13","draft","Do not infer physical width from input, output or advertised throughput."
"REQ-M2W3-AMD-MI350P-OUTPUT-FORMAT","","","","","PPATH-M2W3-AMD-MI350P-OCP-FP8-MATRIX","","","FIELD-NUM-OUTPUT","not_found","The OCP-FP8 product peak rows name E5M2/E4M3 but do not state the output encoding or conversion conditions.","completed","2026-08-13","M2W3|MI350P|precision_path_id|PPATH-M2W3-AMD-MI350P-OCP-FP8-MATRIX|FIELD-NUM-OUTPUT|not-found-2026-08-13","draft","Representative exact path gap; no output format is generalized from the performance label."
"REQ-M2W3-AMD-MI350P-SPECIAL-IMPLEMENTATION","OBJ-AMD-MI350P","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","Dedicated MoE routing, Top-K or related product-level hardware would be relevant, but no selected source identifies one.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-CAP-IMPLEMENTATION-DETAIL|not-found-2026-08-13","draft","No placeholder capability entity is created; general matrix or sparsity support is not treated as a dedicated routing engine."
"REQ-M2W3-AMD-MI350P-RUNTIME-VERSION","OBJ-AMD-MI350P","","","","","","","FIELD-SW-RUNTIME","not_found","The sources name ROCm and software stacks but do not establish a minimum MI350P runtime, compiler or library version.","completed","2026-08-13","M2W3|MI350P|object_id|OBJ-AMD-MI350P|FIELD-SW-RUNTIME|not-found-2026-08-13","draft","No current version is inferred from the architecture documents or live ecosystem."
