"signoff_row_id","binding_kind","source_path","source_sha256","source_bytes","target_path","pk_column","pk_value","source_review_status","authorized_review_status","semantic_status_column","semantic_status_before","semantic_status_after","source_line_sha256","freeze_manifest_sha256","freeze_manifest_bytes","freeze_aggregate_sha256","formal_baseline_manifest_sha256","formal_baseline_manifest_bytes","formal_baseline_aggregate_sha256","temporary_merge_validator_checks","verdict","reviewer","review_date","notes"
"ASC950-SIGN-0011","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-PHYSICAL","draft","reviewed","","","","147aefb2edf748d6e71afa2c6730f1eabf344b09520a0553ef90d5ec679500eb","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0012","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-COMPUTE","draft","reviewed","","","","7560b178a723eb3edef233776b86ea5259d7d5d41a38190bfa22aac7dfb2f20b","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0013","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-NUMERICS","draft","reviewed","","","","27c6135905720ca812c594d372e7d0aaef646b540a4b13b7caa560c3df07bfb5","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0014","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-MEMORY","draft","reviewed","","","","5f0bb2485385f034fe4f7caba9360935a20ef76287c67fe8d4ef7c730918bbef","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0015","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-INTERCONNECT","draft","reviewed","","","","c30a44f18e84c4680804d5b2771b4883ce6521b4c55c5af05d90282e3f01a1ac","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0016","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-SPECIAL_ENGINES","draft","reviewed","","","","3b08b619f3c5ee80b9a076ee4a11f65705700cd0a2deb254b58f6de6959d7883","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0017","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-SOFTWARE","draft","reviewed","","","","a022354262d1a87089abc0aeb8a90379094e00a9b6a7e8b3aee59cc8f2fd7a32","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0018","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-PR-EVIDENCE","draft","reviewed","","","","7c5add810a7ddbb981db339b631a329be1f9d3dec2d7495082784f2abb4a7b1a","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0019","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-IDENTITY","draft","reviewed","","","","a53ad46f3e45b1312fd1590a787b71a6a48215ae3da12516d7f41ffdeb23d5e8","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0020","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-PHYSICAL","draft","reviewed","","","","689ae51853b01139af23e2a506c3ba74f68440e8ba12ec0ab264ca5227c34857","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0021","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-COMPUTE","draft","reviewed","","","","93ee2af0a542108113014c5155594c3b4c478d84845af8bcd2c75a74aa25a3e8","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0022","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-NUMERICS","draft","reviewed","","","","da29a4e2dca79d9995858fcb7c2153f2820b7f1157e2cadc8508810de6f2d433","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0023","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-MEMORY","draft","reviewed","","","","b5697e33c702e98d3c3670a3ef3efcab7379fd2d4e132889fe5b2f5b4956e9e3","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0024","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-INTERCONNECT","draft","reviewed","","","","e225eb20ae3966eb03a047044aafd19e3572ab9686c758ff7c03724ed0af6f32","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0025","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-SPECIAL_ENGINES","draft","reviewed","","","","8b6e8b501084fd16d063b2af72594268347860ad4dc8345ced5f484334a557b1","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0026","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-SOFTWARE","draft","reviewed","","","","7b81e1c6f3e57eec3e27218522f01be4fcfebb023cbbb03753a29fe6422ac860","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0027","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/card-completeness.csv","c58424d5e9af992122aa2421516be5c64c4570ce8ad60d9c9bf5d773cf1b5de3","6444","数据/card-completeness.csv","card_completeness_id","CC-M2W3-HUAWEI-ASC950-DT-EVIDENCE","draft","reviewed","","","","49db66fa397ff34e5a922dab0a693a45875ad27569520573ec79448fb870621d","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
"ASC950-SIGN-0028","lifecycle_pk_write","审计/子代理交接/m2_staging/M2-W3-HUAWEI-ASCEND950-PHYSICAL/structured/components.csv","a5a7989496d1c687328925502cfe81aeaaf975fa8f7f1dce50e85d0de8b70abd","1269","数据/components.csv","component_id","COMP-M2W3-HUAWEI-ASC950-DIE-AI-PEAK","draft","reviewed","","","","bfeb0d7b48d0ec4933af64f886ab94dfcadc5ae665694f8fb4f35f1c95529d4a","ec23f82850e0c72fc2eb8d60d72d08dfed9fbc0237e27dbea7e3fb87041c36c7","7096","d10ba0c4437c8f10c044149015101e066688d0cf8b1a43d7379529eed940dd87","e2a5c9ed328fb280854b57a4b46f8212db724d311c4843e679511fbf0a574036","3542","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","115461","accept","m2_final_review_ascend950","2026-08-13","仅授权该主键按冻结来源行追加，并把 review_status 从 draft 改为 reviewed；所有其余列保持冻结值。"
