"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2NA-AVAIL-0018","","","","","","CAP-M2NA-AMPERE-SPARSE","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-AMPERE-SPARSE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-M2NA-AMPERE-SPARSE-DETAIL"
"REQ-M2NA-AVAIL-0019","","","","","","CAP-M2NA-AMPERE-ASYNC","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-AMPERE-ASYNC|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-AMPERE-ASYNC-LEVEL"
"REQ-M2NA-AVAIL-0020","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-AMPERE-NVLINK-PROTOCOL"
"REQ-M2NA-AVAIL-0021","OBJ-NVIDIA-AMPERE-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|object|OBJ-NVIDIA-AMPERE-ARCH|FIELD-SW-PROGRAMMING-MODEL","draft","Supporting staged fact_id: FACT-M2NA-AMPERE-SW"
"REQ-M2NA-AVAIL-0022","","COMP-M2NA-ADA-SM","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-ADA-SM|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-ADA-SM-EXEC"
"REQ-M2NA-AVAIL-0023","","COMP-M2NA-ADA-TENSOR","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-ADA-TENSOR|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-ADA-TENSOR-EXEC"
"REQ-M2NA-AVAIL-0024","","COMP-M2NA-ADA-TENSOR","","","","","","FIELD-COMP-SHARED-RESOURCE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-ADA-TENSOR|FIELD-COMP-SHARED-RESOURCE","draft","Supporting staged fact_id: FACT-M2NA-ADA-TENSOR-FORMATS"
"REQ-M2NA-AVAIL-0025","","COMP-M2NA-ADA-L1SMEM","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-ADA-L1SMEM|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-ADA-L1SMEM-MGMT"
"REQ-M2NA-AVAIL-0026","","COMP-M2NA-ADA-L1SMEM","","","","","","FIELD-MEM-LOCALITY-SCOPE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-ADA-L1SMEM|FIELD-MEM-LOCALITY-SCOPE","draft","Supporting staged fact_id: FACT-M2NA-ADA-L1SMEM-SCOPE"
"REQ-M2NA-AVAIL-0027","","","","","PPATH-M2NA-ADA-TENSOR-FP8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-FP8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-ADA-FP8-A"
"REQ-M2NA-AVAIL-0028","","","","","PPATH-M2NA-ADA-TENSOR-FP8","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-FP8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-ADA-FP8-ACC"
"REQ-M2NA-AVAIL-0029","","","","","PPATH-M2NA-ADA-TENSOR-FP16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-FP16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-ADA-FP16-ACC"
"REQ-M2NA-AVAIL-0030","","","","","PPATH-M2NA-ADA-TENSOR-BF16","","","FIELD-NUM-ACCUMULATION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-BF16|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-M2NA-ADA-BF16-ACC"
"REQ-M2NA-AVAIL-0031","","","","","PPATH-M2NA-ADA-TENSOR-TF32","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-TF32|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-ADA-TF32-A"
"REQ-M2NA-AVAIL-0032","","","","","PPATH-M2NA-ADA-TENSOR-INT8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-ADA-TENSOR-INT8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-ADA-INT-A"
"REQ-M2NA-AVAIL-0033","","","","","","CAP-M2NA-ADA-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-ADA-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-ADA-SPARSE-LEVEL"
"REQ-M2NA-AVAIL-0034","OBJ-NVIDIA-ADA-LOVELACE-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","not_found","The selected Ada architecture whitepaper does not make a directly locatable programming-model statement; CUDA Core naming is not sufficient evidence for this field.","completed","2026-08-12","M2NA|object|OBJ-NVIDIA-ADA-LOVELACE-ARCH|FIELD-SW-PROGRAMMING-MODEL","needs_resolution","Former supporting fact FACT-M2NA-ADA-SW was removed during assertion-evidence remediation. See SEARCH-M2NA-0126."
"REQ-M2NA-AVAIL-0035","","COMP-M2NA-BLACKWELL-TENSOR","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TENSOR|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TENSOR-EXEC"
"REQ-M2NA-AVAIL-0036","","COMP-M2NA-BLACKWELL-TENSOR","","","","","","FIELD-COMP-SHARED-RESOURCE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TENSOR|FIELD-COMP-SHARED-RESOURCE","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TENSOR-FORMATS"
"REQ-M2NA-AVAIL-0037","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP4-A"
"REQ-M2NA-AVAIL-0038","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-SCALING-MODE","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-SCALING-MODE","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP4-SCALE"
"REQ-M2NA-AVAIL-0039","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-SCALING-GRANULARITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-SCALING-GRANULARITY","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP4-GRAN"
"REQ-M2NA-AVAIL-0040","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP6","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP6|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP6-A"
"REQ-M2NA-AVAIL-0041","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP8","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP8|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP8-A"
"REQ-M2NA-AVAIL-0042","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP16BF16","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP16BF16|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-FP16-A"
"REQ-M2NA-AVAIL-0043","","","","","PPATH-M2NA-BLACKWELL-TENSOR-HIGH","","","FIELD-NUM-OPERAND-A","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-HIGH|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-HIGH-A"
"REQ-M2NA-AVAIL-0044","","","","","PPATH-M2NA-BLACKWELL-TENSOR-SPARSE","","","FIELD-NUM-SPARSITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-TENSOR-SPARSE|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-SPARSE-MODE"
"REQ-M2NA-AVAIL-0045","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-MANAGEMENT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-MANAGEMENT","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMEM-MGMT"
"REQ-M2NA-AVAIL-0046","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-CAPACITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMEM-LOGICAL-SPACE. Direct canonical-unit normalization: 512 columns × 128 rows × 32 bit/cell ÷ 8 bit/byte = 262144 byte per CTA logical address space; this is not physical SRAM capacity."
"REQ-M2NA-AVAIL-0047","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-GRANULARITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-GRANULARITY","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMEM-GRAN"
"REQ-M2NA-AVAIL-0048","","COMP-M2NA-BLACKWELL-TMA","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-TMA|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMA-EXEC"
"REQ-M2NA-AVAIL-0049","","","LINK-M2NA-BLACKWELL-NVHBI","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-BLACKWELL-NVHBI|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-NVHBI-PROTOCOL"
"REQ-M2NA-AVAIL-0050","","","LINK-M2NA-BLACKWELL-NVLINK5","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-BLACKWELL-NVLINK5|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-NVLINK5-PROTOCOL"
"REQ-M2NA-AVAIL-0051","","","","","","CAP-M2NA-BLACKWELL-TE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-TE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TE-LEVEL"
"REQ-M2NA-AVAIL-0052","","","","","","CAP-M2NA-BLACKWELL-TE","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-TE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TE-DETAIL"
"REQ-M2NA-AVAIL-0053","","","","","","CAP-M2NA-BLACKWELL-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-SPARSE-LEVEL"
"REQ-M2NA-AVAIL-0054","","","","","","CAP-M2NA-BLACKWELL-TMA","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-TMA|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMA-LEVEL"
"REQ-M2NA-AVAIL-0055","","","","","","CAP-M2NA-BLACKWELL-TMA","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-TMA|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-TMA-DETAIL"
"REQ-M2NA-AVAIL-0056","OBJ-NVIDIA-BLACKWELL-ARCH","","","","","","","FIELD-RAS-CAPABILITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|object|OBJ-NVIDIA-BLACKWELL-ARCH|FIELD-RAS-CAPABILITY","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-RAS"
"REQ-M2NA-AVAIL-0057","OBJ-NVIDIA-BLACKWELL-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|object|OBJ-NVIDIA-BLACKWELL-ARCH|FIELD-SW-PROGRAMMING-MODEL","draft","Supporting staged fact_id: FACT-M2NA-BLACKWELL-SW"
"REQ-M2NA-AVAIL-0058","","COMP-M2NA-BLACKWELL-ULTRA-SFU","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-BLACKWELL-ULTRA-SFU|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-ULTRA-SFU-EXEC"
"REQ-M2NA-AVAIL-0059","","","","","PPATH-M2NA-BLACKWELL-ULTRA-EXP","","","FIELD-COMP-THROUGHPUT","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-BLACKWELL-ULTRA-EXP|FIELD-COMP-THROUGHPUT","draft","Supporting staged fact_id: FACT-M2NA-ULTRA-EXP-REL"
"REQ-M2NA-AVAIL-0060","","","","","","CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-ULTRA-SOFTMAX-LEVEL"
"REQ-M2NA-AVAIL-0061","","","","","","CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-M2NA-ULTRA-SOFTMAX-DETAIL"
"REQ-M2NA-AVAIL-0062","","COMP-M2NA-RUBIN-TENSOR","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-RUBIN-TENSOR|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-TENSOR-EXEC"
"REQ-M2NA-AVAIL-0063","","","","","PPATH-M2NA-RUBIN-LUT3","","","FIELD-NUM-OPERAND-B","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-RUBIN-LUT3|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-LUT3-B"
"REQ-M2NA-AVAIL-0064","","","","","PPATH-M2NA-RUBIN-ACT-SPARSE","","","FIELD-NUM-SPARSITY","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|precision_path|PPATH-M2NA-RUBIN-ACT-SPARSE|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-SPARSE-MODE"
"REQ-M2NA-AVAIL-0065","","COMP-M2NA-RUBIN-TMA","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-RUBIN-TMA|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-TMA-EXEC"
"REQ-M2NA-AVAIL-0066","","COMP-M2NA-RUBIN-SFU","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-RUBIN-SFU|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-SFU-EXEC"
"REQ-M2NA-AVAIL-0067","","COMP-M2NA-RUBIN-COMPRESS","","","","","","FIELD-COMP-EXECUTION","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|component|COMP-M2NA-RUBIN-COMPRESS|FIELD-COMP-EXECUTION","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-COMPRESS-EXEC"
"REQ-M2NA-AVAIL-0069","","","LINK-M2NA-RUBIN-NVLINK","","","","","FIELD-INT-PROTOCOL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|link|LINK-M2NA-RUBIN-NVLINK|FIELD-INT-PROTOCOL","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-NVLINK-PROTOCOL"
"REQ-M2NA-AVAIL-0070","","","","","","CAP-M2NA-RUBIN-TMA","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-RUBIN-TMA|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-TMA-LEVEL"
"REQ-M2NA-AVAIL-0071","","","","","","CAP-M2NA-RUBIN-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","At least one staged atomic fact supplies this subject-field pair.","completed","2026-08-12","M2NA|capability|CAP-M2NA-RUBIN-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-M2NA-RUBIN-SPARSE-LEVEL"
