"requirement_evidence_id","requirement_id","source_id","evidence_relation","source_locator","quoted_context","reviewer","review_date","review_status","notes"
"REVID-M2NA-0018","REQ-M2NA-GAP-0026","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0019","REQ-M2NA-GAP-0027","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0020","REQ-M2NA-GAP-0028","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0021","REQ-M2NA-GAP-0031","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Do not promote product aggregate TOPS/TFLOPS into the architecture object."
"REVID-M2NA-0022","REQ-M2NA-GAP-0032","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0023","REQ-M2NA-GAP-0033","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0024","REQ-M2NA-GAP-0034","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0025","REQ-M2NA-GAP-0037","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Do not promote product aggregate TOPS/TFLOPS into the architecture object."
"REVID-M2NA-0026","REQ-M2NA-GAP-0038","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0027","REQ-M2NA-GAP-0039","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0028","REQ-M2NA-GAP-0040","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0029","REQ-M2NA-GAP-0043","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Do not promote product aggregate TOPS/TFLOPS into the architecture object."
"REVID-M2NA-0030","REQ-M2NA-GAP-0044","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0031","REQ-M2NA-GAP-0045","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0032","REQ-M2NA-GAP-0046","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0033","REQ-M2NA-GAP-0047","SRC-M2NA-AMD-CDNA5-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Do not promote product aggregate TOPS/TFLOPS into the architecture object."
"REVID-M2NA-0034","REQ-M2NA-GAP-0048","SRC-M2NA-AMD-CDNA5-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0035","REQ-M2NA-GAP-0049","SRC-M2NA-AMD-CDNA5-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0036","REQ-M2NA-GAP-0050","SRC-M2NA-AMD-CDNA5-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0037","REQ-M2NA-GAP-0053","SRC-M2NA-AMD-CES2026-RELEASE","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Do not promote product aggregate TOPS/TFLOPS into the architecture object."
"REVID-M2NA-0038","REQ-M2NA-GAP-0054","SRC-M2NA-AMD-CES2026-RELEASE","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0039","REQ-M2NA-GAP-0055","SRC-M2NA-AMD-CES2026-RELEASE","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0040","REQ-M2NA-GAP-0056","SRC-M2NA-AMD-CES2026-RELEASE","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Physical implementation values remain in later object packages or the implementation backlog."
"REVID-M2NA-0041","REQ-M2NA-GAP-0064","SRC-M2NA-NVIDIA-AMPERE-WP-2020","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Programmer-visible result format remains in the path facts where available."
"REVID-M2NA-0042","REQ-M2NA-GAP-0070","SRC-M2NA-NVIDIA-ADA-WP-2022","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Programmer-visible result format remains in the path facts where available."
"REVID-M2NA-0043","REQ-M2NA-GAP-0077","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Programmer-visible result format remains in the path facts where available."
"REVID-M2NA-0044","REQ-M2NA-GAP-0078","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Programmer-visible result format remains in the path facts where available."
"REVID-M2NA-0045","REQ-M2NA-GAP-0081","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Programmer-visible result format remains in the path facts where available."
"REVID-M2NA-0046","REQ-M2NA-GAP-0151","SRC-M2NA-NVIDIA-AMPERE-WP-2020","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0047","REQ-M2NA-GAP-0152","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0048","REQ-M2NA-GAP-0153","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0050","REQ-M2NA-GAP-0155","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0051","REQ-M2NA-GAP-0156","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0052","REQ-M2NA-GAP-0157","SRC-M2NA-AMD-CDNA2-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0053","REQ-M2NA-GAP-0158","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0054","REQ-M2NA-GAP-0159","SRC-M2NA-AMD-CDNA3-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0055","REQ-M2NA-GAP-0160","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0056","REQ-M2NA-GAP-0161","SRC-M2NA-AMD-CDNA4-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
"REVID-M2NA-0057","REQ-M2NA-GAP-0162","SRC-M2NA-AMD-CDNA5-WP","supports_not_applicable","Architecture/implementation boundary in the selected first-party source","","m2_arch_nvidia_amd","2026-08-12","draft","Keep the protocol/mechanism definition; stage numeric implementation values separately."
