"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"CC-M2NA-AMD-CDNA3-ARCH-PHYSICAL","OBJ-AMD-CDNA3-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-AMD-CDNA3-ARCH-COMPUTE","OBJ-AMD-CDNA3-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 CU、稠密/4:2 稀疏 MFMA 与格式范围；缺同口径矩阵/向量吞吐对。"
"CC-M2NA-AMD-CDNA3-ARCH-NUMERICS","OBJ-AMD-CDNA3-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP8/BF8、FP16/BF16、INT8 的 C/D 格式和稀疏语义；物理累加器位宽未找到。"
"CC-M2NA-AMD-CDNA3-ARCH-MEMORY","OBJ-AMD-CDNA3-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录每 CU 的 LDS/L1、每 XCD 的 L2 及 Infinity Cache 角色；部分写带宽和存算比缺失。"
"CC-M2NA-AMD-CDNA3-ARCH-INTERCONNECT","OBJ-AMD-CDNA3-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-AMD-CDNA3-ARCH-SPECIAL_ENGINES","OBJ-AMD-CDNA3-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 4:2 稀疏 V_SMFMAC；专用 MoE routing/top-k 实现未找到。"
"CC-M2NA-AMD-CDNA3-ARCH-SOFTWARE","OBJ-AMD-CDNA3-ARCH","software","complete","2026-08-12","m2_arch_nvidia_amd","draft","白皮书直接确认 ROCm 与 HIP 编程映射。"
"CC-M2NA-AMD-CDNA3-ARCH-EVIDENCE","OBJ-AMD-CDNA3-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-AMD-CDNA6-ARCH-IDENTITY","OBJ-AMD-CDNA6-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-AMD-CDNA6-ARCH-PHYSICAL","OBJ-AMD-CDNA6-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-AMD-CDNA6-ARCH-COMPUTE","OBJ-AMD-CDNA6-ARCH","compute","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前只有名称与 announced 状态，没有公开执行组织或吞吐。"
"CC-M2NA-AMD-CDNA6-ARCH-NUMERICS","OBJ-AMD-CDNA6-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前来源没有公开输入格式、累加接口或稀疏语义。"
"CC-M2NA-AMD-CDNA6-ARCH-MEMORY","OBJ-AMD-CDNA6-ARCH","memory","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前来源没有公开 CDNA 6 架构存储层次、容量或带宽。"
"CC-M2NA-AMD-CDNA6-ARCH-INTERCONNECT","OBJ-AMD-CDNA6-ARCH","interconnect","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前来源没有公开 CDNA 6 架构互联机制或带宽。"
"CC-M2NA-AMD-CDNA6-ARCH-SPECIAL_ENGINES","OBJ-AMD-CDNA6-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前来源没有公开专用算子、MoE routing 或 top-k 模块。"
"CC-M2NA-AMD-CDNA6-ARCH-SOFTWARE","OBJ-AMD-CDNA6-ARCH","software","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","当前来源没有公开 CDNA 6 的独立软件映射。"
"CC-M2NA-AMD-CDNA6-ARCH-EVIDENCE","OBJ-AMD-CDNA6-ARCH","evidence","partial","2026-08-12","m2_arch_nvidia_amd","draft","一篇官方新闻稿只能支撑名称和 announced 状态；没有固定版架构白皮书。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-IDENTITY","OBJ-NVIDIA-HOPPER-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-PHYSICAL","OBJ-NVIDIA-HOPPER-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-COMPUTE","OBJ-NVIDIA-HOPPER-ARCH","compute","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","本卡不复制 Hopper 架构事实；只列 M1 H100/GH100 实现事实供总控建立显式复用或重新抽取。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-NUMERICS","OBJ-NVIDIA-HOPPER-ARCH","numerics","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","现列 FP8/FP16/BF16 累加标识来自 H100 实现，不能无关系上卷为 Hopper 代际事实。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-MEMORY","OBJ-NVIDIA-HOPPER-ARCH","memory","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","现列寄存器、L1/共享内存与 L2 数值属于 H100 实现；Hopper 架构层需总控决定复用方式。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-INTERCONNECT","OBJ-NVIDIA-HOPPER-ARCH","interconnect","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","NVLink 协议可作架构线索，但带宽是 H100 模组事实；本卡不复制。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-HOPPER-ARCH","special_engines","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","TMA、DPX、Transformer Engine 和 DSM 目前均引用 M1 H100 事实；需显式复用裁决。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-SOFTWARE","OBJ-NVIDIA-HOPPER-ARCH","software","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","Hopper Tuning Guide 已登记为正式来源，但本包没有新增架构层软件事实。"
"CC-M2NA-NVIDIA-HOPPER-ARCH-EVIDENCE","OBJ-NVIDIA-HOPPER-ARCH","evidence","needs_review","2026-08-12","m2_arch_nvidia_amd","draft","M1 来源链可复用，但现有事实目标是 GH100/H100；总控需避免把实现证据自动改写成架构事实。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-IDENTITY","OBJ-NVIDIA-AMPERE-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-PHYSICAL","OBJ-NVIDIA-AMPERE-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-COMPUTE","OBJ-NVIDIA-AMPERE-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 SM、Tensor Core、CUDA 标量路径和异步复制；没有可跨实现使用的架构总吞吐。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-NUMERICS","OBJ-NVIDIA-AMPERE-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP16/BF16/TF32/FP64/整数输入及程序员可见累加格式；物理累加器位宽未找到。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-MEMORY","OBJ-NVIDIA-AMPERE-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录统一 L1/共享内存的管理与作用域；寄存器、L1、L2 的架构级带宽未找到。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-INTERCONNECT","OBJ-NVIDIA-AMPERE-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-AMPERE-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 2:4 稀疏和异步复制指令；专用 MoE routing/top-k 实现未找到。"
"CC-M2NA-NVIDIA-AMPERE-ARCH-SOFTWARE","OBJ-NVIDIA-AMPERE-ARCH","software","partial","2026-08-12","m2_arch_nvidia_amd","draft","CUDA asynchronous-copy and barrier mapping is supported; compiler, runtime and library claims were not retained."
"CC-M2NA-NVIDIA-AMPERE-ARCH-EVIDENCE","OBJ-NVIDIA-AMPERE-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-AMD-CDNA2-ARCH-IDENTITY","OBJ-AMD-CDNA2-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-AMD-CDNA2-ARCH-PHYSICAL","OBJ-AMD-CDNA2-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-AMD-CDNA2-ARCH-COMPUTE","OBJ-AMD-CDNA2-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 Wave64 CU、4×16-wide SIMD、矩阵与向量路径及每 CU 吞吐；没有独立于实现的芯片总峰值。"
"CC-M2NA-AMD-CDNA2-ARCH-NUMERICS","OBJ-AMD-CDNA2-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP64、FP16/BF16 到 FP32 的 MFMA 接口；物理累加器位宽未找到。"
"CC-M2NA-AMD-CDNA2-ARCH-MEMORY","OBJ-AMD-CDNA2-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 LDS 管理和 FP64 原子能力；LDS/L1/L2 架构级读写带宽未找到。"
"CC-M2NA-AMD-CDNA2-ARCH-INTERCONNECT","OBJ-AMD-CDNA2-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-AMD-CDNA2-ARCH-SPECIAL_ENGINES","OBJ-AMD-CDNA2-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","区分专用模块、专用指令、可配置引擎和通用计算路径。"
"CC-M2NA-AMD-CDNA2-ARCH-SOFTWARE","OBJ-AMD-CDNA2-ARCH","software","complete","2026-08-12","m2_arch_nvidia_amd","draft","白皮书直接给出 ROCm、HIP、编译器、运行时和库的映射。"
"CC-M2NA-AMD-CDNA2-ARCH-EVIDENCE","OBJ-AMD-CDNA2-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-IDENTITY","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-PHYSICAL","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-COMPUTE","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","只直接记录 SFU 的 MUFU.EX2 路径及相对 Blackwell 的指数吞吐比；共有计算路径不做无关系复用。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-NUMERICS","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","增量来源没有直接公开 Ultra 的矩阵输入、累加格式或物理位宽；未建立关系前不复用 Blackwell。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-MEMORY","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","memory","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","增量来源没有直接公开 Ultra 存储层次或带宽；未建立关系前不复用 Blackwell。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-INTERCONNECT","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","interconnect","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","增量来源没有直接公开 Ultra 互联机制或带宽；未建立关系前不复用 Blackwell。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已确认一般 SFU 指数指令加速 softmax 的指数阶段；来源没有声称存在完整固定功能 softmax 单元。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-SOFTWARE","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","software","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","增量来源说明内核映射，但本包没有建立独立的 Ultra 软件平台事实。"
"CC-M2NA-NVIDIA-BLACKWELL-ULTRA-ARCH-EVIDENCE","OBJ-NVIDIA-BLACKWELL-ULTRA-ARCH","evidence","partial","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-IDENTITY","OBJ-NVIDIA-ADA-LOVELACE-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-PHYSICAL","OBJ-NVIDIA-ADA-LOVELACE-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-COMPUTE","OBJ-NVIDIA-ADA-LOVELACE-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 SM 与第四代 Tensor Core；架构对象没有可独立于具体 GPU 的总吞吐。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-NUMERICS","OBJ-NVIDIA-ADA-LOVELACE-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP8/FP16/BF16/TF32/INT8/INT4 及可见累加格式；物理累加器位宽未找到。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-MEMORY","OBJ-NVIDIA-ADA-LOVELACE-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录统一 L1/共享内存的管理与作用域；L1/L2 架构级容量和带宽未采用 RTX 4090 数字补齐。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-INTERCONNECT","OBJ-NVIDIA-ADA-LOVELACE-ARCH","interconnect","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-ADA-LOVELACE-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 Tensor Core 稀疏指令；专用 MoE routing/top-k 实现未找到。"
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-SOFTWARE","OBJ-NVIDIA-ADA-LOVELACE-ARCH","software","missing_public_data","2026-08-12","m2_arch_nvidia_amd","draft","Selected Ada whitepaper lacks a directly locatable programming-model statement; see REQ-M2NA-AVAIL-0034 and SEARCH-M2NA-0126."
"CC-M2NA-NVIDIA-ADA-LOVELACE-ARCH-EVIDENCE","OBJ-NVIDIA-ADA-LOVELACE-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-AMD-CDNA5-ARCH-IDENTITY","OBJ-AMD-CDNA5-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-AMD-CDNA5-ARCH-PHYSICAL","OBJ-AMD-CDNA5-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-AMD-CDNA5-ARCH-COMPUTE","OBJ-AMD-CDNA5-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 Wave32 WGP、四 SIMD/四标量单元、WMMA/SWMMAC、transcendental 与 TDM；绝对矩阵/向量吞吐未形成同口径对。"
"CC-M2NA-AMD-CDNA5-ARCH-NUMERICS","OBJ-AMD-CDNA5-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP4/FP8/INT8 的 C/D 格式、block scale、RNE 和 2:4 稀疏；物理累加器位宽未找到。"
"CC-M2NA-AMD-CDNA5-ARCH-MEMORY","OBJ-AMD-CDNA5-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录每 WGP LDS、向量/常量/指令缓存容量和 TDM 搬运；各层读写带宽未找到。"
"CC-M2NA-AMD-CDNA5-ARCH-INTERCONNECT","OBJ-AMD-CDNA5-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-AMD-CDNA5-ARCH-SPECIAL_ENGINES","OBJ-AMD-CDNA5-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 SWMMAC、通用 transcendental 路径与 TDM；没有证据把 TDM 解释为 expert routing/top-k。"
"CC-M2NA-AMD-CDNA5-ARCH-SOFTWARE","OBJ-AMD-CDNA5-ARCH","software","complete","2026-08-12","m2_arch_nvidia_amd","draft","白皮书直接给出 ROCm、HIP、编译器、运行时、库和框架映射。"
"CC-M2NA-AMD-CDNA5-ARCH-EVIDENCE","OBJ-AMD-CDNA5-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-IDENTITY","OBJ-NVIDIA-BLACKWELL-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-PHYSICAL","OBJ-NVIDIA-BLACKWELL-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-COMPUTE","OBJ-NVIDIA-BLACKWELL-ARCH","compute","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录第五代 Tensor Core 与 TMA 搬运路径；架构总峰值和完整向量吞吐未采用具体 GPU 值补齐。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-NUMERICS","OBJ-NVIDIA-BLACKWELL-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 FP4/FP6/FP8 等输入、micro-tensor 缩放与稀疏语义；累加接口和物理累加器位宽仍缺。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-MEMORY","OBJ-NVIDIA-BLACKWELL-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 PTX 条件下每 CTA Tensor Memory 的逻辑组织；不能解释为全芯片物理容量，L1/L2 带宽也未找到。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-INTERCONNECT","OBJ-NVIDIA-BLACKWELL-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 NV-HBI 与 NVLink 5 机制；双裸片及 10 TB/s 已下沉 implementation backlog。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-BLACKWELL-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 Transformer Engine、TMA、结构化稀疏和 RAS；GB200 解压实现已下沉，MoE routing/top-k 未找到。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-SOFTWARE","OBJ-NVIDIA-BLACKWELL-ARCH","software","complete","2026-08-12","m2_arch_nvidia_amd","draft","PTX 9.3 直接给出 Tensor Memory 与 tcgen05 指令的程序员映射。"
"CC-M2NA-NVIDIA-BLACKWELL-ARCH-EVIDENCE","OBJ-NVIDIA-BLACKWELL-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
"CC-M2NA-AMD-CDNA4-ARCH-IDENTITY","OBJ-AMD-CDNA4-ARCH","identity","complete","2026-08-12","m2_arch_nvidia_amd","draft","对象身份与范围已固定。"
"CC-M2NA-AMD-CDNA4-ARCH-PHYSICAL","OBJ-AMD-CDNA4-ARCH","physical","not_applicable","2026-08-12","m2_arch_nvidia_amd","draft","这是架构代际对象，物理实现字段单独判定。"
"CC-M2NA-AMD-CDNA4-ARCH-COMPUTE","OBJ-AMD-CDNA4-ARCH","compute","complete","2026-08-12","m2_arch_nvidia_amd","draft","白皮书给出 CU 内矩阵、向量、超越函数和转换路径，并提供同口径每 CU 吞吐。"
"CC-M2NA-AMD-CDNA4-ARCH-NUMERICS","OBJ-AMD-CDNA4-ARCH","numerics","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录 OCP MX 格式、FP8/FP16/INT8 累加和 TF32 软件模拟；物理累加器位宽未公开。"
"CC-M2NA-AMD-CDNA4-ARCH-MEMORY","OBJ-AMD-CDNA4-ARCH","memory","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录每 CU LDS/L1、每 XCD L2 的容量与部分带宽；LDS 写带宽、L1 带宽和 Infinity Cache 定值缺失。"
"CC-M2NA-AMD-CDNA4-ARCH-INTERCONNECT","OBJ-AMD-CDNA4-ARCH","interconnect","partial","2026-08-12","m2_arch_nvidia_amd","draft","只评价架构级互联机制，不混入产品或系统聚合值。"
"CC-M2NA-AMD-CDNA4-ARCH-SPECIAL_ENGINES","OBJ-AMD-CDNA4-ARCH","special_engines","partial","2026-08-12","m2_arch_nvidia_amd","draft","已记录稀疏 MFMA、格式转换和通用 transcendental 路径；softmax 不是完整固定功能单元，MoE routing/top-k 未找到。"
"CC-M2NA-AMD-CDNA4-ARCH-SOFTWARE","OBJ-AMD-CDNA4-ARCH","software","complete","2026-08-12","m2_arch_nvidia_amd","draft","白皮书直接给出 ROCm、HIP、框架与自定义内核映射。"
"CC-M2NA-AMD-CDNA4-ARCH-EVIDENCE","OBJ-AMD-CDNA4-ARCH","evidence","complete","2026-08-12","m2_arch_nvidia_amd","draft","只使用一手来源，并保留筛选与反向移除记录。"
