"endpoint_id","source_id","endpoint_type","url","local_path","sha256","page_count","mime_type","access_date","http_status","snapshot_date","is_preferred_endpoint","accessibility_status","review_status","notes"
"END-M2NA-NVIDIA-BLACKWELL-TUNING-12-8-LOCAL","SRC-M2NA-NVIDIA-BLACKWELL-TUNING-12-8","local_pdf","","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2025_NVIDIA_Blackwell_Tuning_Guide.pdf","d155a5a0d01bf641d4631a9d8fcce3af97c615e8b1a5149e045256f5fcce6e91","20","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-BLACKWELL-DATASHEET-OCT25-REMOTE","SRC-M2NA-NVIDIA-BLACKWELL-DATASHEET-OCT25","publisher_page","https://nvdam.widen.net/s/wwnsxrhm2w/blackwell-datasheet-3384703","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-BLACKWELL-DATASHEET-OCT25-LOCAL","SRC-M2NA-NVIDIA-BLACKWELL-DATASHEET-OCT25","local_pdf","","论文/NVIDIA_GPU/90_官方白皮书与技术资料/2025_NVIDIA_Blackwell_Datasheet_4204213_OCT25.pdf","ad8ed65e64974278670d8e6904c0e3020391027925e339bf28e75fdfe2d307d7","10","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026-REMOTE","SRC-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026","html_page","https://developer.nvidia.com/blog/making-softmax-more-efficient-with-nvidia-blackwell-ultra/","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-RUBIN-BLOG-20260721-REMOTE","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","html_page","https://developer.nvidia.com/blog/inside-nvidia-rubin-gpu-architecture-powering-the-era-of-agentic-ai/","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA2-WP-REMOTE","SRC-M2NA-AMD-CDNA2-WP","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-business-docs/white-papers/amd-cdna2-white-paper.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA2-WP-LOCAL","SRC-M2NA-AMD-CDNA2-WP","local_pdf","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna2-white-paper.pdf","62125a4a3f00e653556ca98c178712496b241e5c3d8a4edadee7578944c2cc6d","17","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-AMD-CDNA2-ISA-REMOTE","SRC-M2NA-AMD-CDNA2-ISA","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/instinct-mi200-cdna2-instruction-set-architecture.pdf","","","","application/pdf","2026-08-12","","","true","restricted","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA3-WP-REMOTE","SRC-M2NA-AMD-CDNA3-WP","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/white-papers/amd-cdna-3-white-paper.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA3-WP-LOCAL","SRC-M2NA-AMD-CDNA3-WP","local_pdf","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna-3-white-paper.pdf","a0811d04f101f9127bd183d6e228f462b6fd988b0e0e6d263a25e4bed712f593","28","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-AMD-CDNA3-ISA-REMOTE","SRC-M2NA-AMD-CDNA3-ISA","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-mi300-cdna3-instruction-set-architecture.pdf","","","","application/pdf","2026-08-12","","","true","restricted","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA4-WP-REMOTE","SRC-M2NA-AMD-CDNA4-WP","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/white-papers/amd-cdna-4-architecture-whitepaper.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA4-WP-LOCAL","SRC-M2NA-AMD-CDNA4-WP","local_pdf","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna-4-architecture-whitepaper.pdf","7ebf89edb9b82198b9edea7bb37eb7fe7c998842257eb21ef7a459a87774a4b2","21","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-AMD-CDNA4-ISA-REMOTE","SRC-M2NA-AMD-CDNA4-ISA","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-cdna4-instruction-set-architecture.pdf","","","","application/pdf","2026-08-12","","","true","restricted","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA5-WP-REMOTE","SRC-M2NA-AMD-CDNA5-WP","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/products/technologies/cdna/amd-cdna5-whitepaper.pdf","","","","application/pdf","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA5-WP-LOCAL","SRC-M2NA-AMD-CDNA5-WP","local_pdf","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/amd-cdna5-whitepaper.pdf","2381d60185f79989d3d5e4260c86f72504fcab256b40bb85fe4a6dd782afb3ef","24","application/pdf","2026-08-12","","2026-08-12","true","accessible","draft","Fixed local PDF; hash and page count checked."
"END-M2NA-AMD-CDNA5-ISA-REMOTE","SRC-M2NA-AMD-CDNA5-ISA","pdf_direct","https://www.amd.com/content/dam/amd/en/documents/instinct-tech-docs/instruction-set-architectures/amd-instinct-cdna5-instruction-set-architecture.pdf","","","","application/pdf","2026-08-12","","","true","restricted","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CDNA-LANDING-REMOTE","SRC-M2NA-AMD-CDNA-LANDING","html_page","https://www.amd.com/en/technologies/cdna.html","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-AMD-CES2026-RELEASE-REMOTE","SRC-M2NA-AMD-CES2026-RELEASE","html_page","https://www.amd.com/en/newsroom/press-releases/2026-1-5-amd-and-its-partners-share-their-vision-for-ai-ev.html","","","","text/html","2026-08-12","200","","false","accessible","draft","Official publisher endpoint checked at the fixed cutoff date."
"END-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026-SNAPSHOT","SRC-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026","web_snapshot","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/web-snapshots/nvidia-blackwell-ultra-softmax-2026-08-12.html","1ff2d6a189da948c69e2b578386814b6009c3f688b64d0a41acd7b277161cc3d","","text/html","2026-08-12","","2026-08-12","true","accessible","draft","Official raw HTML snapshot captured 2026-08-12; 273475 bytes."
"END-M2NA-NVIDIA-RUBIN-BLOG-20260721-SNAPSHOT","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","web_snapshot","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/web-snapshots/nvidia-rubin-architecture-2026-08-12.html","6e31747831a9e985becfd3f395414bbf69c1fde9da4a8182b1abda5b20ed9c83","","text/html","2026-08-12","","2026-08-12","true","accessible","draft","Official raw HTML snapshot captured 2026-08-12; 344864 bytes."
"END-M2NA-AMD-CES2026-RELEASE-SNAPSHOT","SRC-M2NA-AMD-CES2026-RELEASE","web_snapshot","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/web-snapshots/amd-ces2026-cdna6-2026-08-12.html","c2d36db9db2f7d269dc4db51ba4125e4556dd666270c010ac715eed0d9e6009f","","text/html","2026-08-12","","2026-08-12","true","accessible","draft","Official raw HTML snapshot captured 2026-08-12; 120072 bytes."
"END-M2NA-AMD-CDNA-LANDING-SNAPSHOT","SRC-M2NA-AMD-CDNA-LANDING","web_snapshot","","审计/子代理交接/m2_staging/M2-NA-ARCH/fixed-candidates/web-snapshots/amd-cdna-landing-2026-08-12.html","894598db3beaab36631f476b3a618b53169f0ac59cdb0b6d5d494a4153ed0f71","","text/html","2026-08-12","","2026-08-12","true","accessible","draft","Official raw HTML snapshot captured 2026-08-12; 238514 bytes."
