"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-M2NA-AMPERE-BF16-A","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-OPERAND-A","BF16","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-OPERAND-A|BF16|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-BF16-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-ACCUMULATION","FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-ACCUMULATION|FP32|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-TF32-A","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-OPERAND-A","TF32 derived from FP32 input","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-OPERAND-A|TF32 derived from FP32 input|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-TF32-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-ACCUMULATION","FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-ACCUMULATION|FP32|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-FP64-A","","","","","PPATH-M2NA-AMPERE-TENSOR-FP64","","","FIELD-NUM-OPERAND-A","IEEE FP64","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-FP64|FIELD-NUM-OPERAND-A|IEEE FP64|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-INT-A","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-OPERAND-A","INT8, INT4 or binary depending on instruction mode","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-OPERAND-A|INT8, INT4 or binary depending on instruction mode|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-SPARSE-LEVEL","","","","","","CAP-M2NA-AMPERE-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-M2NA-AMPERE-2OF4","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-AMPERE-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_instruction|||COND-M2NA-AMPERE-2OF4","draft",""
"FACT-M2NA-AMPERE-SPARSE-DETAIL","","","","","","CAP-M2NA-AMPERE-SPARSE","","FIELD-CAP-IMPLEMENTATION-DETAIL","Hardware selects two nonzero values from each group of four and skips multiplication by the structured zeros.","","","COND-M2NA-AMPERE-2OF4","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-AMPERE-SPARSE|FIELD-CAP-IMPLEMENTATION-DETAIL|Hardware selects two nonzero values from each group of four and skips multiplication by the structured zeros.|||COND-M2NA-AMPERE-2OF4","draft",""
"FACT-M2NA-AMPERE-ASYNC-LEVEL","","","","","","CAP-M2NA-AMPERE-ASYNC","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-AMPERE-ASYNC|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_instruction|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-NVLINK-PROTOCOL","","","LINK-M2NA-AMPERE-NVLINK3","","","","","FIELD-INT-PROTOCOL","Third-generation NVLink","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","link|LINK-M2NA-AMPERE-NVLINK3|FIELD-INT-PROTOCOL|Third-generation NVLink|||COND-NONE","draft",""
"FACT-M2NA-AMPERE-SW","OBJ-NVIDIA-AMPERE-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","CUDA exposes Ampere asynchronous-copy and barrier capabilities.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","object|OBJ-NVIDIA-AMPERE-ARCH|FIELD-SW-PROGRAMMING-MODEL|CUDA exposes Ampere asynchronous-copy and barrier capabilities.|||COND-NONE","draft","Narrowed to the CUDA exposure explicitly described by the source; the prior compiler/library/runtime summary was broader than the located passage."
"FACT-M2NA-ADA-SM-EXEC","","COMP-M2NA-ADA-SM","","","","","","FIELD-COMP-EXECUTION","SIMT Streaming Multiprocessor with CUDA ALU, Tensor Core and special-function paths.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-ADA-SM|FIELD-COMP-EXECUTION|SIMT Streaming Multiprocessor with CUDA ALU, Tensor Core and special-function paths.|||COND-NONE","draft",""
"FACT-M2NA-ADA-TENSOR-EXEC","","COMP-M2NA-ADA-TENSOR","","","","","","FIELD-COMP-EXECUTION","Fourth-generation Tensor Core with FP8 support.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-ADA-TENSOR|FIELD-COMP-EXECUTION|Fourth-generation Tensor Core with FP8 support.|||COND-NONE","draft",""
"FACT-M2NA-ADA-TENSOR-FORMATS","","COMP-M2NA-ADA-TENSOR","","","","","","FIELD-COMP-SHARED-RESOURCE","FP8, FP16, BF16, TF32, INT8 and INT4 matrix formats.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-ADA-TENSOR|FIELD-COMP-SHARED-RESOURCE|FP8, FP16, BF16, TF32, INT8 and INT4 matrix formats.|||COND-NONE","draft",""
"FACT-M2NA-ADA-L1SMEM-MGMT","","COMP-M2NA-ADA-L1SMEM","","","","","","FIELD-MEM-MANAGEMENT","mixed","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-ADA-L1SMEM|FIELD-MEM-MANAGEMENT|mixed|||COND-NONE","draft",""
"FACT-M2NA-ADA-L1SMEM-SCOPE","","COMP-M2NA-ADA-L1SMEM","","","","","","FIELD-MEM-LOCALITY-SCOPE","core","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-ADA-L1SMEM|FIELD-MEM-LOCALITY-SCOPE|core|||COND-NONE","draft",""
"FACT-M2NA-ADA-FP8-A","","","","","PPATH-M2NA-ADA-TENSOR-FP8","","","FIELD-NUM-OPERAND-A","FP8","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-FP8|FIELD-NUM-OPERAND-A|FP8|||COND-NONE","draft",""
"FACT-M2NA-ADA-FP8-ACC","","","","","PPATH-M2NA-ADA-TENSOR-FP8","","","FIELD-NUM-ACCUMULATION","FP16 or FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-FP8|FIELD-NUM-ACCUMULATION|FP16 or FP32|||COND-NONE","draft",""
"FACT-M2NA-ADA-FP16-ACC","","","","","PPATH-M2NA-ADA-TENSOR-FP16","","","FIELD-NUM-ACCUMULATION","FP16 or FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-FP16|FIELD-NUM-ACCUMULATION|FP16 or FP32|||COND-NONE","draft",""
"FACT-M2NA-ADA-BF16-ACC","","","","","PPATH-M2NA-ADA-TENSOR-BF16","","","FIELD-NUM-ACCUMULATION","FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-BF16|FIELD-NUM-ACCUMULATION|FP32|||COND-NONE","draft",""
"FACT-M2NA-ADA-TF32-A","","","","","PPATH-M2NA-ADA-TENSOR-TF32","","","FIELD-NUM-OPERAND-A","TF32","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-TF32|FIELD-NUM-OPERAND-A|TF32|||COND-NONE","draft",""
"FACT-M2NA-ADA-INT-A","","","","","PPATH-M2NA-ADA-TENSOR-INT8","","","FIELD-NUM-OPERAND-A","INT8 or INT4","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-ADA-TENSOR-INT8|FIELD-NUM-OPERAND-A|INT8 or INT4|||COND-NONE","draft",""
"FACT-M2NA-ADA-SPARSE-LEVEL","","","","","","CAP-M2NA-ADA-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-ADA-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_instruction|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TENSOR-EXEC","","COMP-M2NA-BLACKWELL-TENSOR","","","","","","FIELD-COMP-EXECUTION","Fifth-generation Tensor Core matrix path with micro-tensor scaling and structured-sparse instruction forms.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-TENSOR|FIELD-COMP-EXECUTION|Fifth-generation Tensor Core matrix path with micro-tensor scaling and structured-sparse instruction forms.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TENSOR-FORMATS","","COMP-M2NA-BLACKWELL-TENSOR","","","","","","FIELD-COMP-SHARED-RESOURCE","FP64, FP32, TF32, FP16, BF16, FP8, INT8, FP6 and FP4.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-TENSOR|FIELD-COMP-SHARED-RESOURCE|FP64, FP32, TF32, FP16, BF16, FP8, INT8, FP6 and FP4.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP4-A","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-OPERAND-A","FP4","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-OPERAND-A|FP4|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP4-SCALE","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-SCALING-MODE","per_block","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-SCALING-MODE|per_block|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP4-GRAN","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP4","","","FIELD-NUM-SCALING-GRANULARITY","Micro-tensor block with scale factors on fixed vectors. Exact instruction granularity depends on PTX form.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP4|FIELD-NUM-SCALING-GRANULARITY|Micro-tensor block with scale factors on fixed vectors. Exact instruction granularity depends on PTX form.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP6-A","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP6","","","FIELD-NUM-OPERAND-A","FP6","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP6|FIELD-NUM-OPERAND-A|FP6|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP8-A","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP8","","","FIELD-NUM-OPERAND-A","FP8","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP8|FIELD-NUM-OPERAND-A|FP8|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-FP16-A","","","","","PPATH-M2NA-BLACKWELL-TENSOR-FP16BF16","","","FIELD-NUM-OPERAND-A","FP16 or BF16","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-FP16BF16|FIELD-NUM-OPERAND-A|FP16 or BF16|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-HIGH-A","","","","","PPATH-M2NA-BLACKWELL-TENSOR-HIGH","","","FIELD-NUM-OPERAND-A","TF32, FP32 or FP64","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-HIGH|FIELD-NUM-OPERAND-A|TF32, FP32 or FP64|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-SPARSE-MODE","","","","","PPATH-M2NA-BLACKWELL-TENSOR-SPARSE","","","FIELD-NUM-SPARSITY","structured_sparse","","","COND-M2NA-BLACKWELL-SPARSE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-TENSOR-SPARSE|FIELD-NUM-SPARSITY|structured_sparse|||COND-M2NA-BLACKWELL-SPARSE","draft",""
"FACT-M2NA-BLACKWELL-TMEM-MGMT","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-MANAGEMENT","software_scratchpad","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-MANAGEMENT|software_scratchpad|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TMEM-LOGICAL-SPACE","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-CAPACITY","","262144","byte","COND-M2NA-BLACKWELL-TMEM-CC100","direct_statement","single_source","provisional","","","high","Exact canonical-unit normalization of a direct PTX programming-model statement; the value is per-CTA logical address space, not physical SRAM capacity.","component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-CAPACITY||262144|byte|COND-M2NA-BLACKWELL-TMEM-CC100","draft","Direct normalization, not a derived performance metric: 512 columns × 128 rows × 32 bit/cell ÷ 8 bit/byte = 262144 byte per CTA logical address space. Do not aggregate as physical or GPU-wide capacity."
"FACT-M2NA-BLACKWELL-TMEM-GRAN","","COMP-M2NA-BLACKWELL-TMEM","","","","","","FIELD-MEM-GRANULARITY","","4","byte","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-TMEM|FIELD-MEM-GRANULARITY||4|byte|COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TMA-EXEC","","COMP-M2NA-BLACKWELL-TMA","","","","","","FIELD-COMP-EXECUTION","Tensor-map-driven asynchronous tensor copy among global and shared state spaces, supporting one to five dimensions.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-TMA|FIELD-COMP-EXECUTION|Tensor-map-driven asynchronous tensor copy among global and shared state spaces, supporting one to five dimensions.|||COND-NONE","draft","Removed the conflation with tcgen05.cp, which is a separate shared-to-Tensor-Memory copy instruction."
"FACT-M2NA-BLACKWELL-NVHBI-PROTOCOL","","","LINK-M2NA-BLACKWELL-NVHBI","","","","","FIELD-INT-PROTOCOL","NV-HBI coherent die-to-die interface mechanism.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","link|LINK-M2NA-BLACKWELL-NVHBI|FIELD-INT-PROTOCOL|NV-HBI coherent die-to-die interface mechanism.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-NVLINK5-PROTOCOL","","","LINK-M2NA-BLACKWELL-NVLINK5","","","","","FIELD-INT-PROTOCOL","Fifth-generation NVLink","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","link|LINK-M2NA-BLACKWELL-NVLINK5|FIELD-INT-PROTOCOL|Fifth-generation NVLink|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TE-LEVEL","","","","","","CAP-M2NA-BLACKWELL-TE","","FIELD-CAP-IMPLEMENTATION-LEVEL","configurable_engine","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-TE|FIELD-CAP-IMPLEMENTATION-LEVEL|configurable_engine|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TE-DETAIL","","","","","","CAP-M2NA-BLACKWELL-TE","","FIELD-CAP-IMPLEMENTATION-DETAIL","Second-generation Transformer Engine combines Tensor Core hardware, micro-tensor scaling and software format management.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-TE|FIELD-CAP-IMPLEMENTATION-DETAIL|Second-generation Transformer Engine combines Tensor Core hardware, micro-tensor scaling and software format management.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-SPARSE-LEVEL","","","","","","CAP-M2NA-BLACKWELL-SPARSE","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-M2NA-BLACKWELL-SPARSE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-SPARSE|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_instruction|||COND-M2NA-BLACKWELL-SPARSE","draft",""
"FACT-M2NA-BLACKWELL-TMA-LEVEL","","","","","","CAP-M2NA-BLACKWELL-TMA","","FIELD-CAP-IMPLEMENTATION-LEVEL","configurable_engine","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-TMA|FIELD-CAP-IMPLEMENTATION-LEVEL|configurable_engine|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-TMA-DETAIL","","","","","","CAP-M2NA-BLACKWELL-TMA","","FIELD-CAP-IMPLEMENTATION-DETAIL","Descriptor-driven tensor mover used by tiled kernels.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-TMA|FIELD-CAP-IMPLEMENTATION-DETAIL|Descriptor-driven tensor mover used by tiled kernels.|||COND-NONE","draft","Unsupported exclusion language removed during independent-review remediation; this fact now records only the positively stated mechanism."
"FACT-M2NA-BLACKWELL-RAS","OBJ-NVIDIA-BLACKWELL-ARCH","","","","","","","FIELD-RAS-CAPABILITY","Dedicated RAS engine plus internal error detection and containment mechanisms described at architecture level.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","object|OBJ-NVIDIA-BLACKWELL-ARCH|FIELD-RAS-CAPABILITY|Dedicated RAS engine plus internal error detection and containment mechanisms described at architecture level.|||COND-NONE","draft",""
"FACT-M2NA-BLACKWELL-SW","OBJ-NVIDIA-BLACKWELL-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","PTX exposes fifth-generation TensorCore and Tensor Memory instructions.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","object|OBJ-NVIDIA-BLACKWELL-ARCH|FIELD-SW-PROGRAMMING-MODEL|PTX exposes fifth-generation TensorCore and Tensor Memory instructions.|||COND-NONE","draft","Removed CUDA, compiler and library claims not stated by the selected PTX ISA source."
"FACT-M2NA-ULTRA-SFU-EXEC","","COMP-M2NA-BLACKWELL-ULTRA-SFU","","","","","","FIELD-COMP-EXECUTION","MUFU.EX2 exponential instruction path used inside optimized softmax kernels.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","component|COMP-M2NA-BLACKWELL-ULTRA-SFU|FIELD-COMP-EXECUTION|MUFU.EX2 exponential instruction path used inside optimized softmax kernels.|||COND-NONE","draft",""
"FACT-M2NA-ULTRA-EXP-REL","","","","","PPATH-M2NA-BLACKWELL-ULTRA-EXP","","","FIELD-COMP-THROUGHPUT","","2","ratio","COND-M2NA-ULTRA-EXP-REL","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","precision_path|PPATH-M2NA-BLACKWELL-ULTRA-EXP|FIELD-COMP-THROUGHPUT||2|ratio|COND-M2NA-ULTRA-EXP-REL","draft",""
"FACT-M2NA-ULTRA-SOFTMAX-LEVEL","","","","","","CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX","","FIELD-CAP-IMPLEMENTATION-LEVEL","dedicated_instruction","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX|FIELD-CAP-IMPLEMENTATION-LEVEL|dedicated_instruction|||COND-NONE","draft",""
"FACT-M2NA-ULTRA-SOFTMAX-DETAIL","","","","","","CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX","","FIELD-CAP-IMPLEMENTATION-DETAIL","MUFU.EX2 accelerates the exponential stage used by softmax.","","","COND-NONE","direct_statement","single_source","provisional","","","high","Direct first-party architecture statement.","capability|CAP-M2NA-BLACKWELL-ULTRA-SOFTMAX|FIELD-CAP-IMPLEMENTATION-DETAIL|MUFU.EX2 accelerates the exponential stage used by softmax.|||COND-NONE","draft","Unsupported exclusion language removed during independent-review remediation; this fact now records only the positively stated mechanism."
"FACT-M2NA-RUBIN-TENSOR-EXEC","","COMP-M2NA-RUBIN-TENSOR","","","","","","FIELD-COMP-EXECUTION","Third-generation Transformer Engine with doubled Tensor Core K-dimension throughput per clock and a 3-bit LUT matrix-B mode.","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Direct first-party architecture statement.","component|COMP-M2NA-RUBIN-TENSOR|FIELD-COMP-EXECUTION|Third-generation Transformer Engine with doubled Tensor Core K-dimension throughput per clock and a 3-bit LUT matrix-B mode.|||COND-NONE","draft",""
"FACT-M2NA-RUBIN-LUT3-B","","","","","PPATH-M2NA-RUBIN-LUT3","","","FIELD-NUM-OPERAND-B","3-bit LUT-encoded matrix B","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Direct first-party architecture statement.","precision_path|PPATH-M2NA-RUBIN-LUT3|FIELD-NUM-OPERAND-B|3-bit LUT-encoded matrix B|||COND-NONE","draft",""
"FACT-M2NA-RUBIN-SPARSE-MODE","","","","","PPATH-M2NA-RUBIN-ACT-SPARSE","","","FIELD-NUM-SPARSITY","structured_sparse","","","COND-NONE","direct_statement","single_source","provisional","","","medium","Direct first-party architecture statement.","precision_path|PPATH-M2NA-RUBIN-ACT-SPARSE|FIELD-NUM-SPARSITY|structured_sparse|||COND-NONE","draft","The fixed snapshot explicitly calls the compressed form structured 2:4 sparse."
