"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRESULT-M2NA-0012","SEARCH-M2NA-0007","SRC-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0013","SEARCH-M2NA-0008","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0014","SEARCH-M2NA-0008","SRC-M2NA-NVIDIA-BLACKWELL-ULTRA-SOFTMAX-2026","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0015","SEARCH-M2NA-0009","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0016","SEARCH-M2NA-0010","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0017","SEARCH-M2NA-0011","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0018","SEARCH-M2NA-0011","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0019","SEARCH-M2NA-0012","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0020","SEARCH-M2NA-0012","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0021","SEARCH-M2NA-0013","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0022","SEARCH-M2NA-0013","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0023","SEARCH-M2NA-0014","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0024","SEARCH-M2NA-0014","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0025","SEARCH-M2NA-0015","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0026","SEARCH-M2NA-0015","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0027","SEARCH-M2NA-0015","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0028","SEARCH-M2NA-0016","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0029","SEARCH-M2NA-0016","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0030","SEARCH-M2NA-0016","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0031","SEARCH-M2NA-0017","SRC-M2NA-AMD-CES2026-RELEASE","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0032","SEARCH-M2NA-0018","SRC-M2NA-AMD-CES2026-RELEASE","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0033","SEARCH-M2NA-0019","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0034","SEARCH-M2NA-0020","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0035","SEARCH-M2NA-0021","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0036","SEARCH-M2NA-0022","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0037","SEARCH-M2NA-0023","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0038","SEARCH-M2NA-0024","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0039","SEARCH-M2NA-0025","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0040","SEARCH-M2NA-0026","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0041","SEARCH-M2NA-0027","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0042","SEARCH-M2NA-0028","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0043","SEARCH-M2NA-0029","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0044","SEARCH-M2NA-0029","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0045","SEARCH-M2NA-0029","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0046","SEARCH-M2NA-0030","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0047","SEARCH-M2NA-0030","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0048","SEARCH-M2NA-0030","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0049","SEARCH-M2NA-0031","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0050","SEARCH-M2NA-0031","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0051","SEARCH-M2NA-0031","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0052","SEARCH-M2NA-0032","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0053","SEARCH-M2NA-0032","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0054","SEARCH-M2NA-0032","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0055","SEARCH-M2NA-0033","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0056","SEARCH-M2NA-0033","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0057","SEARCH-M2NA-0033","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0058","SEARCH-M2NA-0034","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0059","SEARCH-M2NA-0034","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0060","SEARCH-M2NA-0034","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0061","SEARCH-M2NA-0035","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0062","SEARCH-M2NA-0036","SRC-M2NA-NVIDIA-RUBIN-BLOG-20260721","checked_no_support","needs_resolution","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0063","SEARCH-M2NA-0037","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0064","SEARCH-M2NA-0037","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0065","SEARCH-M2NA-0038","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0066","SEARCH-M2NA-0038","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0067","SEARCH-M2NA-0039","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0068","SEARCH-M2NA-0039","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0069","SEARCH-M2NA-0040","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0070","SEARCH-M2NA-0040","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0071","SEARCH-M2NA-0041","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0072","SEARCH-M2NA-0041","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0073","SEARCH-M2NA-0042","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0074","SEARCH-M2NA-0042","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0075","SEARCH-M2NA-0043","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0076","SEARCH-M2NA-0043","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0077","SEARCH-M2NA-0044","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0078","SEARCH-M2NA-0044","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0079","SEARCH-M2NA-0045","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0080","SEARCH-M2NA-0045","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0081","SEARCH-M2NA-0046","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0082","SEARCH-M2NA-0046","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0083","SEARCH-M2NA-0047","SRC-M2NA-AMD-CDNA3-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0084","SEARCH-M2NA-0047","SRC-M2NA-AMD-CDNA3-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0085","SEARCH-M2NA-0048","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0086","SEARCH-M2NA-0048","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0087","SEARCH-M2NA-0049","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0088","SEARCH-M2NA-0049","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0089","SEARCH-M2NA-0050","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0090","SEARCH-M2NA-0050","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0091","SEARCH-M2NA-0051","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0092","SEARCH-M2NA-0051","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0093","SEARCH-M2NA-0052","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0094","SEARCH-M2NA-0052","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0095","SEARCH-M2NA-0053","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0096","SEARCH-M2NA-0053","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0097","SEARCH-M2NA-0054","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0098","SEARCH-M2NA-0054","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0099","SEARCH-M2NA-0055","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0100","SEARCH-M2NA-0055","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0101","SEARCH-M2NA-0056","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0102","SEARCH-M2NA-0056","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0103","SEARCH-M2NA-0057","SRC-M2NA-AMD-CDNA4-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0104","SEARCH-M2NA-0057","SRC-M2NA-AMD-CDNA4-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0105","SEARCH-M2NA-0058","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0106","SEARCH-M2NA-0058","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0107","SEARCH-M2NA-0058","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0108","SEARCH-M2NA-0059","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0109","SEARCH-M2NA-0059","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0110","SEARCH-M2NA-0059","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0111","SEARCH-M2NA-0060","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0112","SEARCH-M2NA-0060","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0113","SEARCH-M2NA-0060","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0114","SEARCH-M2NA-0061","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0115","SEARCH-M2NA-0061","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0116","SEARCH-M2NA-0061","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0117","SEARCH-M2NA-0062","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0118","SEARCH-M2NA-0062","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0119","SEARCH-M2NA-0062","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0120","SEARCH-M2NA-0063","SRC-M2NA-AMD-CDNA5-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0121","SEARCH-M2NA-0063","SRC-M2NA-AMD-CDNA5-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0122","SEARCH-M2NA-0063","SRC-M2NA-AMD-CDNA-LANDING","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0123","SEARCH-M2NA-0064","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0124","SEARCH-M2NA-0065","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0125","SEARCH-M2NA-0066","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0126","SEARCH-M2NA-0067","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0127","SEARCH-M2NA-0068","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0128","SEARCH-M2NA-0069","SRC-M2NA-NVIDIA-AMPERE-WP-2020","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0129","SEARCH-M2NA-0070","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0130","SEARCH-M2NA-0071","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0131","SEARCH-M2NA-0072","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0132","SEARCH-M2NA-0073","SRC-M2NA-NVIDIA-ADA-WP-2022","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0133","SEARCH-M2NA-0074","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0134","SEARCH-M2NA-0074","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0135","SEARCH-M2NA-0074","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0136","SEARCH-M2NA-0075","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0137","SEARCH-M2NA-0075","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0138","SEARCH-M2NA-0075","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0139","SEARCH-M2NA-0076","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0140","SEARCH-M2NA-0076","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0141","SEARCH-M2NA-0076","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0142","SEARCH-M2NA-0077","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0143","SEARCH-M2NA-0077","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0144","SEARCH-M2NA-0077","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0145","SEARCH-M2NA-0078","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0146","SEARCH-M2NA-0078","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0147","SEARCH-M2NA-0078","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0148","SEARCH-M2NA-0079","SRC-M2NA-NVIDIA-BLACKWELL-BRIEF-V2-1","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0149","SEARCH-M2NA-0079","SRC-M2NA-NVIDIA-BLACKWELL-HC36-2024","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0150","SEARCH-M2NA-0079","SRC-M2NA-NVIDIA-PTX-ISA-9-3","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0151","SEARCH-M2NA-0080","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0152","SEARCH-M2NA-0080","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0153","SEARCH-M2NA-0081","SRC-M2NA-AMD-CDNA2-WP","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
"SRESULT-M2NA-0154","SEARCH-M2NA-0081","SRC-M2NA-AMD-CDNA2-ISA","checked_no_support","draft","Checked for this exact field and subject scope; no reliable direct support was found."
