"precision_path_id","component_id","canonical_label","operation_class","review_status","notes"
"PP-AWS-TRN2-48XL-FP16","CMP-AWS-TRN2-48XL-TENSOR-AGG","trn2.48xlarge aggregate FP16 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-48XL-TF32","CMP-AWS-TRN2-48XL-TENSOR-AGG","trn2.48xlarge aggregate TF32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-48XL-FP32","CMP-AWS-TRN2-48XL-TENSOR-AGG","trn2.48xlarge aggregate FP32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2U-48XL-FP8","CMP-AWS-TRN2U-48XL-TENSOR-AGG","trn2u.48xlarge aggregate FP8 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2U-48XL-BF16","CMP-AWS-TRN2U-48XL-TENSOR-AGG","trn2u.48xlarge aggregate BF16/FP16/TF32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2U-48XL-FP16","CMP-AWS-TRN2U-48XL-TENSOR-AGG","trn2u.48xlarge aggregate FP16 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2U-48XL-TF32","CMP-AWS-TRN2U-48XL-TENSOR-AGG","trn2u.48xlarge aggregate TF32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2U-48XL-FP32","CMP-AWS-TRN2U-48XL-TENSOR-AGG","trn2u.48xlarge aggregate FP32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-ULTRA64-FP8","CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","Trn2 UltraServer aggregate FP8 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-ULTRA64-BF16","CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","Trn2 UltraServer aggregate BF16/FP16/TF32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-ULTRA64-FP16","CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","Trn2 UltraServer aggregate FP16 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-ULTRA64-TF32","CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","Trn2 UltraServer aggregate TF32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-ULTRA64-FP32","CMP-AWS-TRN2-ULTRA64-TENSOR-AGG","Trn2 UltraServer aggregate FP32 matrix path","matrix","draft","Trainium2 试填结构化候选"
"PP-AWS-TRN2-CHIP-TENSOR-FP8","CMP-AWS-TRN2-CHIP-TENSOR-AGG","Trainium2 chip aggregate Tensor FP8 matrix path","matrix","reviewed","芯片聚合精度路径；与 NCv3 每核路径分开，避免 scope 混用。"
"PP-AWS-TRN2-CHIP-TENSOR-BF16","CMP-AWS-TRN2-CHIP-TENSOR-AGG","Trainium2 chip aggregate Tensor BF16 matrix path","matrix","reviewed","芯片聚合精度路径；与 NCv3 每核路径分开，避免 scope 混用。"
"PP-AWS-TRN2-CHIP-TENSOR-FP16","CMP-AWS-TRN2-CHIP-TENSOR-AGG","Trainium2 chip aggregate Tensor FP16 matrix path","matrix","reviewed","芯片聚合精度路径；与 NCv3 每核路径分开，避免 scope 混用。"
"PP-AWS-TRN2-CHIP-TENSOR-TF32","CMP-AWS-TRN2-CHIP-TENSOR-AGG","Trainium2 chip aggregate Tensor TF32 matrix path","matrix","reviewed","芯片聚合精度路径；与 NCv3 每核路径分开，避免 scope 混用。"
"PP-AWS-TRN2-CHIP-TENSOR-FP32","CMP-AWS-TRN2-CHIP-TENSOR-AGG","Trainium2 chip aggregate Tensor FP32 matrix path","matrix","reviewed","芯片聚合精度路径；与 NCv3 每核路径分开，避免 scope 混用。"
"PP-GROQ-LPU1-MXM-INT8","CMP-GROQ-LPU1-MXM","第一代 MXM INT8→INT32","matrix","draft","ISCA 2020 p.9：320-element sum 在矩阵操作末尾只发生一次舍入；这是舍入阶段说明，不是 rounding_mode 枚举"
"PP-GROQ-LPU1-MXM-FP16","CMP-GROQ-LPU1-MXM","第一代 MXM FP16→FP32","matrix","draft","ISCA 2020 p.9：320-element sum 在矩阵操作末尾只发生一次舍入；这是舍入阶段说明，不是 rounding_mode 枚举"
"PP-GROQ-LPU1-VXM-FP16","CMP-GROQ-LPU1-VXM","第一代 VXM FP16","vector","draft","产品简报 v1.7"
"PP-GROQ-LPU1-VXM-FP32","CMP-GROQ-LPU1-VXM","第一代 VXM FP32","vector","draft","产品简报 v1.7"
"PP-HUAWEI-DV-CUBE-FP16","CMP-HUAWEI-DV-CUBE","Da Vinci Cube FP16 source / FP32 destination","matrix","draft","HPCA 2021 p.3 只直接说明 source format 与 destination format；不据此推出累加格式"
"PP-HUAWEI-DV-CUBE-INT8","CMP-HUAWEI-DV-CUBE","Da Vinci Cube INT8 source support","matrix","draft","HPCA 2021 p.3 说明 INT8 source 支持；destination、累加和物理中间格式仍未找到"
"PP-NVG3-320B-VECTOR","CMP-NVG3-VXM","NVIDIA Groq 3 320-byte architecture vector","vector","draft","用于承接 320-byte 计算/通信粒度；原始断言保留跨计算与通信的完整范围"
"PP-HUAWEI-DV-VECTOR-CONVERSION","CMP-HUAWEI-DV-VECTOR","Da Vinci vector format conversion path","vector","draft","INT32、FP16 与 INT8 之间的格式转换；不推断转换方向、舍入或缩放"
"PP-M2GA-GV3-BF16","CMP-M2GA-GV3-MXU","BF16 matrix input with FP32 accumulation","matrix","draft",""
"PP-M2GA-GV4-BF16","CMP-M2GA-GV4-MXU","BF16 matrix input with FP32 accumulation","matrix","draft",""
"PP-M2GA-GV4-INT8","CMP-M2GA-GV4-MXU","INT8 matrix path","matrix","draft",""
"PP-M2GA-GV5E-BF16","CMP-M2GA-GV5E-MXU","BF16 matrix input with FP32 accumulation","matrix","draft",""
"PP-M2GA-GV5E-INT8","CMP-M2GA-GV5E-MXU","INT8 matrix path","matrix","draft",""
"PP-M2GA-GV5P-BF16","CMP-M2GA-GV5P-MXU","BF16 matrix input with FP32 accumulation","matrix","draft",""
"PP-M2GA-GV5P-FP8","CMP-M2GA-GV5P-MXU","FP8/BF8 matrix path","matrix","draft",""
"PP-M2GA-GV6E-BF16","CMP-M2GA-GV6E-MXU","BF16 matrix input with FP32 accumulation","matrix","draft",""
"PP-M2GA-GV6E-INT8","CMP-M2GA-GV6E-MXU","INT8 matrix path","matrix","draft",""
"PP-M2GA-G7X-BF16","CMP-M2GA-G7X-MXU","BF16 matrix path","matrix","draft",""
"PP-M2GA-G7X-FP8","CMP-M2GA-G7X-MXU","FP8 matrix path","matrix","draft",""
"PP-M2GA-G8T-FP4","CMP-M2GA-G8T-MXU","Native FP4 matrix path; accumulation undisclosed","matrix","draft",""
"PP-M2GA-G8I-FP4","CMP-M2GA-G8I-TC","Published FP4 TensorCore path; internal organization undisclosed","matrix","draft",""
"PP-M2GA-AIF1-FP16BF16","CMP-M2GA-AIF1-TENSOR","FP16/BF16 Tensor Engine path with FP32 result","matrix","draft",""
"PP-M2GA-AIF1-INT8","CMP-M2GA-AIF1-TENSOR","INT8 Tensor Engine path with INT32 result","matrix","draft",""
"PP-M2GA-ATRN1-BF16FP16","CMP-M2GA-ATRN1-TENSOR","BF16/FP16 Tensor Engine path with FP32 accumulation","matrix","draft",""
"PP-M2GA-ATRN1-CFP8TF32","CMP-M2GA-ATRN1-TENSOR","cFP8/TF32 Tensor Engine path with FP32 accumulation","matrix","draft",""
"PP-M2GA-AIF2-BF16FP16","CMP-M2GA-AIF2-TENSOR","BF16/FP16 Tensor Engine path with FP32 accumulation","matrix","draft",""
"PP-M2GA-AIF2-CFP8TF32","CMP-M2GA-AIF2-TENSOR","cFP8/TF32 Tensor Engine path with FP32 accumulation","matrix","draft",""
"PP-M2GA-ATRN3-MX","CMP-M2GA-ATRN3-TENSOR","MXFP8/MXFP4 Tensor Engine path with FP32 internal accumulation","matrix","draft",""
"PP-M2GA-ATRN3-BF16","CMP-M2GA-ATRN3-TENSOR","BF16/FP16/TF32 Tensor Engine path with FP32 accumulation","matrix","draft",""
"PP-M2GA-ATRN3-VECTOR","CMP-M2GA-ATRN3-VECTOR","NCv4 vector path","vector","draft",""
"PP-M2GA-ATRN3-SCALAR","CMP-M2GA-ATRN3-SCALAR","NCv4 scalar path","scalar","draft",""
"PPATH-M2NA-AMPERE-TENSOR-FP16","COMP-M2NA-AMPERE-TENSOR","Ampere Tensor Core FP16 matrix path","matrix","draft","FP16 operands with FP32 programmer-visible accumulation."
"PPATH-M2NA-AMPERE-TENSOR-BF16","COMP-M2NA-AMPERE-TENSOR","Ampere Tensor Core BF16 matrix path","matrix","draft","BF16 operands with FP32 programmer-visible accumulation."
"PPATH-M2NA-AMPERE-TENSOR-TF32","COMP-M2NA-AMPERE-TENSOR","Ampere Tensor Core TF32 matrix path","matrix","draft","FP32 inputs are rounded to TF32 for multiply with FP32 output interface."
"PPATH-M2NA-AMPERE-TENSOR-FP64","COMP-M2NA-AMPERE-TENSOR","Ampere Tensor Core IEEE FP64 matrix path","matrix","draft","First Tensor Core generation with IEEE FP64 matrix support."
"PPATH-M2NA-AMPERE-TENSOR-INT8","COMP-M2NA-AMPERE-TENSOR","Ampere Tensor Core INT8 and narrower integer path","matrix","draft","Includes INT8, INT4 and binary input support. Accumulation details remain separated."
"PPATH-M2NA-AMPERE-CUDA-FP32","COMP-M2NA-AMPERE-CUDA","Ampere SIMT FP32 ALU path","scalar","needs_resolution","Per-thread CUDA ALU path, not a separately published vector aggregate."
"PPATH-M2NA-ADA-TENSOR-FP8","COMP-M2NA-ADA-TENSOR","Ada Tensor Core FP8 matrix path","matrix","draft","Supports FP16 or FP32 C and D formats."
"PPATH-M2NA-ADA-TENSOR-FP16","COMP-M2NA-ADA-TENSOR","Ada Tensor Core FP16 matrix path","matrix","draft","Supports FP16 or FP32 C and D formats."
"PPATH-M2NA-ADA-TENSOR-BF16","COMP-M2NA-ADA-TENSOR","Ada Tensor Core BF16 matrix path","matrix","draft","Uses FP32 C and D formats in the architecture whitepaper table."
"PPATH-M2NA-ADA-TENSOR-TF32","COMP-M2NA-ADA-TENSOR","Ada Tensor Core TF32 matrix path","matrix","draft","Programmer-visible accumulation details follow the architecture table."
"PPATH-M2NA-ADA-TENSOR-INT8","COMP-M2NA-ADA-TENSOR","Ada Tensor Core INT8 and INT4 matrix path","matrix","draft","Accumulation format is not filled without a direct locator."
"PPATH-M2NA-ADA-CUDA-FP32","COMP-M2NA-ADA-CUDA","Ada SIMT FP32 ALU path","scalar","needs_resolution","Per-thread CUDA ALU path, not a separately published vector aggregate."
"PPATH-M2NA-BLACKWELL-TENSOR-FP4","COMP-M2NA-BLACKWELL-TENSOR","Blackwell micro-tensor FP4 matrix path","matrix","draft","Uses micro-tensor scaling. Program-visible and physical accumulator semantics remain separate."
"PPATH-M2NA-BLACKWELL-TENSOR-FP6","COMP-M2NA-BLACKWELL-TENSOR","Blackwell micro-tensor FP6 matrix path","matrix","draft","Uses micro-tensor scaling."
"PPATH-M2NA-BLACKWELL-TENSOR-FP8","COMP-M2NA-BLACKWELL-TENSOR","Blackwell Tensor Core FP8 matrix path","matrix","draft","Fifth-generation Tensor Core path."
"PPATH-M2NA-BLACKWELL-TENSOR-FP16BF16","COMP-M2NA-BLACKWELL-TENSOR","Blackwell Tensor Core FP16 and BF16 matrix path","matrix","draft","Grouped only for the architecture format inventory. Per-format peaks remain SKU-specific."
"PPATH-M2NA-BLACKWELL-TENSOR-HIGH","COMP-M2NA-BLACKWELL-TENSOR","Blackwell Tensor Core TF32 FP32 and FP64 matrix paths","matrix","draft","Grouped architecture support statement. Accumulator semantics need instruction-level evidence."
"PPATH-M2NA-BLACKWELL-TENSOR-SPARSE","COMP-M2NA-BLACKWELL-TENSOR","Blackwell tcgen05 structured-sparse MMA path","matrix","draft","PTX documents 1:2, 2:4 and 4:8 structured sparsity rules depending on instruction form."
"PPATH-M2NA-BLACKWELL-CUDA","COMP-M2NA-BLACKWELL-CUDA","Blackwell SIMT CUDA ALU path","scalar","needs_resolution","No independent architecture-wide vector throughput is published."
"PPATH-M2NA-BLACKWELL-ULTRA-EXP","COMP-M2NA-BLACKWELL-ULTRA-SFU","Blackwell Ultra MUFU.EX2 exponential path","special_function","draft","Official developer article reports two times Blackwell throughput for softmax-related exponentials."
"PPATH-M2NA-RUBIN-LUT3","COMP-M2NA-RUBIN-TENSOR","Rubin 3-bit LUT matrix-B path","matrix","draft","Observation-level instruction capability. Full format and accumulation matrix is pending."
"PPATH-M2NA-RUBIN-ACT-SPARSE","COMP-M2NA-RUBIN-TENSOR","Rubin activation-sparse matrix path","matrix","draft","Works with activation sparse compression according to the official architecture article."
"PPATH-M2NA-RUBIN-EXP","COMP-M2NA-RUBIN-SFU","Rubin exponential special-function path","special_function","draft","Relative rate only."
"PPATH-M2NA-CDNA2-MFMA-FP64","COMP-M2NA-CDNA2-MATRIX","CDNA 2 MFMA FP64 matrix path","matrix","draft","Wave-wide FP64 matrix fused multiply-add."
"PPATH-M2NA-CDNA2-MFMA-FP16","COMP-M2NA-CDNA2-MATRIX","CDNA 2 MFMA FP16 to FP32 path","matrix","draft","ISA operand naming puts C and D format first and A and B format last."
"PPATH-M2NA-CDNA2-MFMA-BF16","COMP-M2NA-CDNA2-MATRIX","CDNA 2 MFMA BF16 to FP32 path","matrix","draft","BF16 matrix support has the same throughput class as FP16."
"PPATH-M2NA-CDNA2-VECTOR-FP64","COMP-M2NA-CDNA2-VECTOR","CDNA 2 vector FP64 FMA path","vector","draft","FP64 rate matches vector FP32 in the architecture whitepaper."
"PPATH-M2NA-CDNA2-VECTOR-PACKED-FP32","COMP-M2NA-CDNA2-VECTOR","CDNA 2 packed vector FP32 path","vector","draft","Packed FP32 doubles the ordinary vector FP32 operations per clock."
"PPATH-M2NA-CDNA3-MFMA-FP8","COMP-M2NA-CDNA3-MATRIX","CDNA 3 MFMA FP8 and BF8 to FP32 path","matrix","draft","C and D are FP32 in the ISA forms used here."
"PPATH-M2NA-CDNA3-MFMA-FP16BF16","COMP-M2NA-CDNA3-MATRIX","CDNA 3 MFMA FP16 and BF16 to FP32 path","matrix","draft","C and D are FP32 in the ISA forms used here."
"PPATH-M2NA-CDNA3-MFMA-INT8","COMP-M2NA-CDNA3-MATRIX","CDNA 3 MFMA INT8 to INT32 path","matrix","draft","C and D are INT32."
"PPATH-M2NA-CDNA3-MFMA-HIGH","COMP-M2NA-CDNA3-MATRIX","CDNA 3 FP64 FP32 and TF32 matrix paths","matrix","draft","Grouped architecture format inventory. Per-path accumulation statements must be separately sourced."
"PPATH-M2NA-CDNA3-SMFMAC","COMP-M2NA-CDNA3-MATRIX","CDNA 3 4:2 structured-sparse matrix path","matrix","draft","Two of every four values are zero in the supported sparse operand grouping."
"PPATH-M2NA-CDNA3-VECTOR","COMP-M2NA-CDNA3-VECTOR","CDNA 3 FP16 FP32 and FP64 vector paths","vector","draft","Grouped vector format inventory."
"PPATH-M2NA-CDNA4-MX","COMP-M2NA-CDNA4-MATRIX","CDNA 4 MXFP4 MXFP6 and MXFP8 matrix path","matrix","draft","Hardware microscaling support with block-of-32 scale semantics in the whitepaper."
"PPATH-M2NA-CDNA4-MFMA-FP8","COMP-M2NA-CDNA4-MATRIX","CDNA 4 FP8 and BF8 matrix path","matrix","draft","Dense and supported structured-sparse forms accumulate through FP32 C and D interfaces."
"PPATH-M2NA-CDNA4-MFMA-FP16BF16","COMP-M2NA-CDNA4-MATRIX","CDNA 4 FP16 and BF16 matrix path","matrix","draft","Dense and structured-sparse formats."
"PPATH-M2NA-CDNA4-MFMA-INT8","COMP-M2NA-CDNA4-MATRIX","CDNA 4 INT8 to INT32 matrix path","matrix","draft","Dense and structured-sparse formats."
"PPATH-M2NA-CDNA4-MFMA-FP32","COMP-M2NA-CDNA4-MATRIX","CDNA 4 FP32 matrix path","matrix","draft","256 FLOP per clock per CU in the whitepaper comparison table."
"PPATH-M2NA-CDNA4-MFMA-FP64","COMP-M2NA-CDNA4-MATRIX","CDNA 4 FP64 matrix path","matrix","draft","128 FLOP per clock per CU in the whitepaper comparison table."
"PPATH-M2NA-CDNA4-TF32-EMU","COMP-M2NA-CDNA4-MATRIX","CDNA 4 TF32 software-emulation path","matrix","draft","TF32 is moved out of hardware and emulated using BF16."
"PPATH-M2NA-CDNA4-VECTOR-FP16","COMP-M2NA-CDNA4-VECTOR","CDNA 4 vector FP16 path","vector","draft","256 FLOP per clock per CU."
"PPATH-M2NA-CDNA4-VECTOR-FP32","COMP-M2NA-CDNA4-VECTOR","CDNA 4 vector FP32 path","vector","draft","256 FLOP per clock per CU."
"PPATH-M2NA-CDNA4-VECTOR-FP64","COMP-M2NA-CDNA4-VECTOR","CDNA 4 vector FP64 path","vector","draft","128 FLOP per clock per CU."
"PPATH-M2NA-CDNA5-WMMA-FP4","COMP-M2NA-CDNA5-MATRIX","CDNA 5 scaled FP4 WMMA to FP32 path","matrix","draft","ISA exposes block-size-16 and block-size-32 forms with FP32 C and D."
"PPATH-M2NA-CDNA5-WMMA-FP8-F32","COMP-M2NA-CDNA5-MATRIX","CDNA 5 FP8 and BF8 WMMA to FP32 path","matrix","draft","C and D are FP32."
"PPATH-M2NA-CDNA5-WMMA-FP8-F16","COMP-M2NA-CDNA5-MATRIX","CDNA 5 FP8 and BF8 WMMA to FP16 path","matrix","draft","C and D are FP16."
"PPATH-M2NA-CDNA5-WMMA-INT8","COMP-M2NA-CDNA5-MATRIX","CDNA 5 INT8 WMMA to INT32 path","matrix","draft","Signed or unsigned 8-bit operands with signed 32-bit C and D."
"PPATH-M2NA-CDNA5-SWMMAC","COMP-M2NA-CDNA5-MATRIX","CDNA 5 2:4 sparse SWMMAC path","matrix","draft","Sparse A matrix stores half the dense elements. ISA documents FP16 BF16 FP8 BF8 and INT8 forms."
"PPATH-M2NA-CDNA5-VECTOR-BF16","COMP-M2NA-CDNA5-VECTOR","CDNA 5 native BF16 vector path","vector","draft","New native vector datatype support described in the architecture whitepaper."
"PPATH-M2W2-AMD-HELIOS-AI-UNSPEC","COMP-M2W2-AMD-HELIOS-COMPUTE-AGG","Helios rack vendor-labeled AI exaflops path","other","needs_resolution","CES 2026 says up to 3 AI exaflops without a datatype or operation-count definition; keep separate from MXFP4/MXFP8."
"PPATH-M2W2-AMD-HELIOS-MXFP4","COMP-M2W2-AMD-HELIOS-COMPUTE-AGG","Helios rack peak OCP MXFP4 matrix path","matrix","reviewed","Separate OCP MXFP4 matrix path. It shares COND-M2W2-AMD-HELIOS-OCP-MXFP-PEAK with MXFP8; AMD labels the rack value peak theoretical, system-manufacturer configurations may vary, and dense versus sparse is not stated."
"PPATH-M2W2-AMD-HELIOS-MXFP8","COMP-M2W2-AMD-HELIOS-COMPUTE-AGG","Helios rack peak OCP MXFP8 matrix path","matrix","reviewed","Separate OCP MXFP8 matrix path. It shares COND-M2W2-AMD-HELIOS-OCP-MXFP-PEAK with MXFP4; AMD labels the rack value peak theoretical, system-manufacturer configurations may vary, and dense versus sparse is not stated."
"PP-M2W2-AWS-INF1-CHIP-INT8","CMP-M2W2-AWS-INF1-CHIP-TENSOR","Inferentia chip aggregate INT8 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-INF1-CHIP-FP16BF16","CMP-M2W2-AWS-INF1-CHIP-TENSOR","Inferentia chip aggregate FP16/BF16 Tensor path","matrix","reviewed","来源把 FP16 与 BF16 合并为一个峰值标签。"
"PP-M2W2-AWS-INF1-NCV1-FP16BF16","CMP-M2W2-AWS-INF1-TENSOR","NCv1 Tensor FP16/BF16 path","matrix","reviewed","每 NCv1 Tensor Engine。"
"PP-M2W2-AWS-TRN1-CHIP-INT8","CMP-M2W2-AWS-TRN1-CHIP-TENSOR","Trainium chip aggregate INT8 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-TRN1-CHIP-MIXED","CMP-M2W2-AWS-TRN1-CHIP-TENSOR","Trainium chip aggregate FP16/BF16/cFP8/TF32 Tensor path","matrix","reviewed","来源给出同一组合峰值。"
"PP-M2W2-AWS-TRN1-CHIP-FP32","CMP-M2W2-AWS-TRN1-CHIP-TENSOR","Trainium chip aggregate FP32 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-INF2-CHIP-INT8","CMP-M2W2-AWS-INF2-CHIP-TENSOR","Inferentia2 chip aggregate INT8 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-INF2-CHIP-MIXED","CMP-M2W2-AWS-INF2-CHIP-TENSOR","Inferentia2 chip aggregate FP16/BF16/cFP8/TF32 Tensor path","matrix","reviewed","来源给出同一组合峰值。"
"PP-M2W2-AWS-INF2-CHIP-FP32","CMP-M2W2-AWS-INF2-CHIP-TENSOR","Inferentia2 chip aggregate FP32 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-TRN3-CHIP-MX","CMP-M2W2-AWS-TRN3-CHIP-TENSOR","Trainium3 chip aggregate MXFP8/MXFP4 Tensor path","matrix","reviewed","来源给出 MXFP8/MXFP4 组合峰值。"
"PP-M2W2-AWS-TRN3-CHIP-MIXED","CMP-M2W2-AWS-TRN3-CHIP-TENSOR","Trainium3 chip aggregate BF16/FP16/TF32 Tensor path","matrix","reviewed","稠密与结构化稀疏用不同条件集。"
"PP-M2W2-AWS-TRN3-CHIP-FP32","CMP-M2W2-AWS-TRN3-CHIP-TENSOR","Trainium3 chip aggregate FP32 Tensor path","matrix","reviewed","厂商芯片聚合峰值标签。"
"PP-M2W2-AWS-TRN3-NCV4-MX","CMP-M2W2-AWS-TRN3-TENSOR","NCv4 Tensor MXFP8/MXFP4 path","matrix","reviewed","每 NCv4 Tensor Engine。"
"PP-M2W2-AWS-TRN3-NCV4-MIXED","CMP-M2W2-AWS-TRN3-TENSOR","NCv4 Tensor BF16/FP16/TF32 path","matrix","reviewed","每 NCv4 Tensor Engine。"
"PP-M2W2-AWS-TRN3-NCV4-FP32","CMP-M2W2-AWS-TRN3-TENSOR","NCv4 Tensor FP32 path","matrix","reviewed","每 NCv4 Tensor Engine。"
"PP-M2W2-AWS-TRN3-NCV4-VECTOR-FP32","CMP-M2W2-AWS-TRN3-VECTOR","NCv4 Vector FP32 path","vector","reviewed","每 NCv4 Vector Engine。"
"PP-M2W2-AWS-TRN3-NCV4-SCALAR-FP32","CMP-M2W2-AWS-TRN3-SCALAR","NCv4 Scalar FP32 path","scalar","reviewed","每 NCv4 Scalar Engine。"
"PP-M2W2-AWS-INF1-NCV1-VECTOR-GENERIC-FLOAT","CMP-M2W2-AWS-INF1-VECTOR","NCv1 Vector Engine generic floating-point operations per cycle","vector","reviewed","A02 未给具体浮点格式；该 precision path 只固定原文的 generic floating-point 边界。"
"PP-M2W2-AWS-INF1-NCV1-SCALAR-GENERIC-FLOAT","CMP-M2W2-AWS-INF1-SCALAR","NCv1 Scalar Engine generic floating-point operations per cycle","scalar","reviewed","A02 未给具体浮点格式；该 precision path 只固定原文的 generic floating-point 边界。"
"PP-M2W2-AWS-TRN3-CHIP-FP8-GENERIC","CMP-M2W2-AWS-TRN3-CHIP-COMPUTE","Trainium3 chip aggregate generic FP8 compute path","other","reviewed","A08 只标为 FP8；与 A06 的 MXFP8/MXFP4 标签及显示精度分别保留，不静默合并。"
