"signoff_row_id","authorization_scope","target_path","pk_column","pk_value","old_formal_target_premerge_sha256","proposed_formal_target_premerge_sha256","target_hash_changed","old_formal_baseline_aggregate_sha256","proposed_formal_baseline_aggregate_sha256","aggregate_changed","row_level_write_set_conflict","candidate_status"
"AWS-SIGN-0011","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-PHYSICAL","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0012","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-COMPUTE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0013","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-NUMERICS","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0014","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-MEMORY","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0015","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-INTERCONNECT","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0016","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-SPECIAL_ENGINES","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0017","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-SOFTWARE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0018","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN1-EVIDENCE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0019","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-IDENTITY","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0020","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-PHYSICAL","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0021","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-COMPUTE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0022","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-NUMERICS","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0023","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-MEMORY","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0024","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-INTERCONNECT","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0025","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-SPECIAL_ENGINES","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0026","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-SOFTWARE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0027","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-INF2-EVIDENCE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0028","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-IDENTITY","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0029","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-PHYSICAL","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0030","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-COMPUTE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0031","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-NUMERICS","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0032","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-MEMORY","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0033","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-INTERCONNECT","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0034","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-SPECIAL_ENGINES","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0035","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-SOFTWARE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0036","lifecycle_pk_write","数据/card-completeness.csv","card_completeness_id","COMPLETE-M2W2-AWS-TRN3-EVIDENCE","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","bc0c35e1dd5cc166cbfd65ea0f1fe5525c5340005e1005ab059e85061976f6cc","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0037","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-NCV1","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0038","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-TENSOR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0039","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-VECTOR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0040","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-SCALAR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0041","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-CHIP-TENSOR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0042","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF1-DRAM","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0043","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-NCV2","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0044","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-CHIP-TENSOR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0045","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-HBM","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0046","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-TRN1-DMA","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0047","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-NCV2","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0048","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-CHIP-TENSOR","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0049","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-HBM","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0050","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-INF2-DMA","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
"AWS-SIGN-0051","lifecycle_pk_write","数据/components.csv","component_id","CMP-M2W2-AWS-TRN3-NCV4","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","b7d7e6ccaeefad98dd6b92724eba60390b06f2da66d820e6441e15b32485d380","false","0b4c6106bde7e2a62b1ffd6a0df7246ded62177d941c7fb9303a2cbac62f92bf","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","true","false","candidate_only_not_authorized"
