"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2GA-GOOGLE_TPU_V5E_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-V5E-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5E_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5E_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V5E-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5E_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5P_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V5P-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5P_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5P_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-V5P-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5P_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5P_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-V5P-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5P_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V5P_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V5P-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V5P_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V6E_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-V6E-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V6E_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V6E_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-V6E-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V6E_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V6E_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-V6E-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V6E_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_V6E_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-V6E-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_V6E_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU7X_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU7X-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU7X_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU7X_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU7X-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU7X_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU7X_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU7X-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU7X_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU7X_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU7X-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU7X_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8T_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-8T-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8T_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8T_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-8T-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8T_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8T_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-8T-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8T_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8T_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-8T-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8T_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8I_ARCH-COMP-THROUGHPUT","OBJ-GOOGLE-TPU-8I-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8I_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8I_ARCH-MEM-CAPACITY","OBJ-GOOGLE-TPU-8I-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8I_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8I_ARCH-MEM-READ-BW","OBJ-GOOGLE-TPU-8I-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8I_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-GOOGLE_TPU_8I_ARCH-INT-AGGREGATE-BW","OBJ-GOOGLE-TPU-8I-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-GOOGLE_TPU_8I_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA1_ARCH-COMP-THROUGHPUT","OBJ-AWS-INFERENTIA1-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA1_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA1_ARCH-MEM-CAPACITY","OBJ-AWS-INFERENTIA1-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA1_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA1_ARCH-MEM-READ-BW","OBJ-AWS-INFERENTIA1-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA1_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA1_ARCH-INT-AGGREGATE-BW","OBJ-AWS-INFERENTIA1-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA1_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM1_ARCH-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM1-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM1_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM1_ARCH-MEM-CAPACITY","OBJ-AWS-TRAINIUM1-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM1_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM1_ARCH-MEM-READ-BW","OBJ-AWS-TRAINIUM1-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM1_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM1_ARCH-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM1-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM1_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA2_ARCH-COMP-THROUGHPUT","OBJ-AWS-INFERENTIA2-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA2_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA2_ARCH-MEM-CAPACITY","OBJ-AWS-INFERENTIA2-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA2_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA2_ARCH-MEM-READ-BW","OBJ-AWS-INFERENTIA2-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA2_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_INFERENTIA2_ARCH-INT-AGGREGATE-BW","OBJ-AWS-INFERENTIA2-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_INFERENTIA2_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM2_ARCH-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM2-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM2_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM2_ARCH-MEM-CAPACITY","OBJ-AWS-TRAINIUM2-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM2_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM2_ARCH-MEM-READ-BW","OBJ-AWS-TRAINIUM2-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM2_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM2_ARCH-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM2-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM2_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM3_ARCH-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM3-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM3_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM3_ARCH-MEM-CAPACITY","OBJ-AWS-TRAINIUM3-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM3_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM3_ARCH-MEM-READ-BW","OBJ-AWS-TRAINIUM3-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM3_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM3_ARCH-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM3-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM3_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM4_ARCH-COMP-THROUGHPUT","OBJ-AWS-TRAINIUM4-ARCH","","","","","","","FIELD-COMP-THROUGHPUT","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM4_ARCH-FIELD-COMP-THROUGHPUT","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM4_ARCH-MEM-CAPACITY","OBJ-AWS-TRAINIUM4-ARCH","","","","","","","FIELD-MEM-CAPACITY","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM4_ARCH-FIELD-MEM-CAPACITY","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM4_ARCH-MEM-READ-BW","OBJ-AWS-TRAINIUM4-ARCH","","","","","","","FIELD-MEM-READ-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM4_ARCH-FIELD-MEM-READ-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-AWS_TRAINIUM4_ARCH-INT-AGGREGATE-BW","OBJ-AWS-TRAINIUM4-ARCH","","","","","","","FIELD-INT-AGGREGATE-BW","not_applicable","architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值","completed","2026-08-12","RFP-AWS_TRAINIUM4_ARCH-FIELD-INT-AGGREGATE-BW","draft","数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移"
"REQ-M2GA-G8T-ACC","","","","","PP-M2GA-G8T-FP4","","","FIELD-NUM-ACCUMULATION","not_found","一手披露只明确 native FP4，未给累加语义","completed","2026-08-12","RFP-M2GA-G8T-ACC","draft","计划检索后仍无一手定值"
"REQ-M2GA-G8I-ACC","","","","","PP-M2GA-G8I-FP4","","","FIELD-NUM-ACCUMULATION","not_found","一手披露未给 FP4 累加语义","completed","2026-08-12","RFP-M2GA-G8I-ACC","draft","计划检索后仍无一手定值"
"REQ-M2GA-TRN4-MICRO","OBJ-AWS-TRAINIUM4-ARCH","","","","","","","FIELD-COMP-EXECUTION","not_found","只有前瞻性相对指标，没有执行组织披露","completed","2026-08-12","RFP-M2GA-TRN4-MICRO","draft","计划检索后仍无一手定值"
"REQ-M2GA-GV3-MOE-HW","OBJ-GOOGLE-TPU-V3-ARCH","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router","completed","2026-08-12","RFP-M2GA-GV3-MOE-HW","draft","本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion"
"REQ-M2GA-GV4-MOE-HW","OBJ-GOOGLE-TPU-V4-ARCH","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router","completed","2026-08-12","RFP-M2GA-GV4-MOE-HW","draft","本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion"
"REQ-M2GA-GV5E-MOE-HW","OBJ-GOOGLE-TPU-V5E-ARCH","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router","completed","2026-08-12","RFP-M2GA-GV5E-MOE-HW","draft","本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion"
"REQ-M2GA-GV5P-MOE-HW","OBJ-GOOGLE-TPU-V5P-ARCH","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router","completed","2026-08-12","RFP-M2GA-GV5P-MOE-HW","draft","本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion"
