"endpoint_id","source_id","endpoint_type","url","local_path","sha256","page_count","mime_type","access_date","http_status","snapshot_date","is_preferred_endpoint","accessibility_status","review_status","notes"
"END-M2-GA-G04-PRIMARY","SRC-M2-GA-G04","local_pdf","","论文/Google_TPU/01_厂商直接架构论文/2025_Ironwood_HotChips37.pdf","328ef921c6931a2a56dfbf06043f596ba73c21b6e4f1162754e6f11711e2132b","26","application/pdf","2026-08-12","","","true","accessible","draft","现有固定 PDF 候选"
"END-M2-GA-G05-PRIMARY","SRC-M2-GA-G05","html_page","https://docs.cloud.google.com/tpu/docs/system-architecture-tpu-vm","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G06-PRIMARY","SRC-M2-GA-G06","html_page","https://docs.cloud.google.com/tpu/docs/v3","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G07-PRIMARY","SRC-M2-GA-G07","html_page","https://docs.cloud.google.com/tpu/docs/v4","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G08-PRIMARY","SRC-M2-GA-G08","html_page","https://docs.cloud.google.com/tpu/docs/v5e","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G09-PRIMARY","SRC-M2-GA-G09","html_page","https://docs.cloud.google.com/tpu/docs/v5p","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G10-PRIMARY","SRC-M2-GA-G10","html_page","https://docs.cloud.google.com/tpu/docs/v6e","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G11-PRIMARY","SRC-M2-GA-G11","html_page","https://docs.cloud.google.com/tpu/docs/tpu7x","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G12-PRIMARY","SRC-M2-GA-G12","html_page","https://docs.cloud.google.com/tpu/docs/performance-guide","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G13-PRIMARY","SRC-M2-GA-G13","html_page","https://cloud.google.com/blog/products/compute/tpu-8t-and-tpu-8i-technical-deep-dive","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G14-PRIMARY","SRC-M2-GA-G14","html_page","https://cloud.google.com/blog/products/compute/ai-infrastructure-at-next26","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
"END-M2-GA-G15-PRIMARY","SRC-M2-GA-G15","html_page","https://openxla.org/xla/sparsecore","","","","text/html","2026-08-12","200","","true","accessible","draft","动态网页需按截止日保存快照候选"
