"source_id","source_family_id","title","author_or_organization","source_type","publication_date","version_label","language","source_authority","source_status","content_fingerprint","last_verified_date","review_status","notes"
"SRC-M2-GA-G03","SFAM-M2-GA-G03","TPU v4: An Optically Reconfigurable Supercomputer for Machine Learning","Google","architecture_paper","","2023","en","first_party","current","sha256:94f08ac4cd041e46e5037876793761df8043296ac374aa5372af7afb0bdf3ce2","2026-08-12","draft","14 页；表 4 在 PDF 第 7 页，文本抽取与页面定位已核对"
"SRC-M2-GA-G04","SFAM-M2-GA-G04","Ironwood: Delivering Best in Class perf/TCO and perf/Watt","Google","conference_talk","","Hot Chips 37, 2025","en","first_party","current","sha256:328ef921c6931a2a56dfbf06043f596ba73c21b6e4f1162754e6f11711e2132b","2026-08-12","draft","26 页"
"SRC-M2-GA-G05","SFAM-M2-GA-G05","TPU architecture","Google Cloud","cloud_service_documentation","","cutoff 2026-08-12","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G05","2026-08-12","draft","需保存网页快照候选；动态页面必须带截止日"
"SRC-M2-GA-G06","SFAM-M2-GA-G06","TPU v3","Google Cloud","cloud_service_documentation","","last updated 2026-07-10","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G06","2026-08-12","draft","系统/Pod 聚合数据排除"
"SRC-M2-GA-G07","SFAM-M2-GA-G07","TPU v4","Google Cloud","cloud_service_documentation","","cutoff 2026-08-12","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G07","2026-08-12","draft","系统/Pod 聚合数据排除"
"SRC-M2-GA-G08","SFAM-M2-GA-G08","TPU v5e","Google Cloud","cloud_service_documentation","","last updated 2026-08-04","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G08","2026-08-12","draft","需快照候选"
"SRC-M2-GA-G09","SFAM-M2-GA-G09","TPU v5p","Google Cloud","cloud_service_documentation","","last updated 2026-08-05","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G09","2026-08-12","draft","不把 Pod 规模或系统聚合值写入卡"
"SRC-M2-GA-G10","SFAM-M2-GA-G10","TPU v6e","Google Cloud","cloud_service_documentation","","last updated 2026-08-05","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G10","2026-08-12","draft","动态网页快照候选"
"SRC-M2-GA-G11","SFAM-M2-GA-G11","TPU7x","Google Cloud","cloud_service_documentation","","last updated 2026-07-22","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G11","2026-08-12","draft","系统级 3D torus 只保留为芯片外边界，不写成片内拓扑"
"SRC-M2-GA-G12","SFAM-M2-GA-G12","Ironwood performance guide","Google Cloud","cloud_service_documentation","","cutoff 2026-08-12","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G12","2026-08-12","draft","仅架构相关小节"
"SRC-M2-GA-G13","SFAM-M2-GA-G13","TPU 8t and TPU 8i technical deep dive","Google Cloud","press_release","2026-04-22","2026-04-22","en","first_party","current","web-cutoff-2026-08-12:SRC-M2-GA-G13","2026-08-12","draft","Boardfly、Virgo、Pod 和机架聚合内容不下放到芯片卡"
"SRC-M2-GA-G14","SFAM-M2-GA-G14","AI infrastructure at Next '26","Google Cloud","press_release","2026-04-22","2026-04-22","en","first_party","current","web-cutoff-2026-08-12:SRC-M2-GA-G14","2026-08-12","draft","状态为 announced/pending availability，不写成已商用"
"SRC-M2-GA-G15","SFAM-M2-GA-G15","A deep dive into SparseCore for Large Embedding Models","OpenXLA Project","developer_documentation","","cutoff 2026-08-12","en","first_party","dynamic_unfrozen","web-cutoff-2026-08-12:SRC-M2-GA-G15","2026-08-12","draft","OpenXLA 官方文档；动态页面快照候选"
