"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V4-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-MEMORY","OBJ-GOOGLE-TPU-V4-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V4-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V4-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V4-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V4-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V5E-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V5E-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V5E-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V5E-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-MEMORY","OBJ-GOOGLE-TPU-V5E-ARCH","memory","missing_public_data","2026-08-12","m2_arch_google_aws","draft","产品页列出 HBM，但本代 VMEM 管理和 DMA 未由入选来源直接建立"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V5E-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V5E-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_google_aws","draft","没有找到 v5e 专用 SparseCore、MoE router 或硬件 Top-K 证据"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V5E-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","入选来源未形成可归属于 v5e 的软件栈事实"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V5E-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V5P-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V5P-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V5P-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V5P-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-MEMORY","OBJ-GOOGLE-TPU-V5P-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V5P-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V5P-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V5P-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V5P-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V6E-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V6E-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V6E-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V6E-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-MEMORY","OBJ-GOOGLE-TPU-V6E-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V6E-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V6E-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V6E-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","入选来源未形成可归属于 v6e 的软件栈事实"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V6E-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-IDENTITY","OBJ-GOOGLE-TPU7X-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-PHYSICAL","OBJ-GOOGLE-TPU7X-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-COMPUTE","OBJ-GOOGLE-TPU7X-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-NUMERICS","OBJ-GOOGLE-TPU7X-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-MEMORY","OBJ-GOOGLE-TPU7X-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU7X-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU7X-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-SOFTWARE","OBJ-GOOGLE-TPU7X-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-EVIDENCE","OBJ-GOOGLE-TPU7X-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-IDENTITY","OBJ-GOOGLE-TPU-8T-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-8T-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-COMPUTE","OBJ-GOOGLE-TPU-8T-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-NUMERICS","OBJ-GOOGLE-TPU-8T-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_google_aws","draft","只明确 native FP4，累加/输出语义未找到"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-MEMORY","OBJ-GOOGLE-TPU-8T-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-8T-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-8T-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-8T-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-8T-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-IDENTITY","OBJ-GOOGLE-TPU-8I-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-8I-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-COMPUTE","OBJ-GOOGLE-TPU-8I-ARCH","compute","missing_public_data","2026-08-12","m2_arch_google_aws","draft","没有公开矩阵、向量、标量内部组织"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-NUMERICS","OBJ-GOOGLE-TPU-8I-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_google_aws","draft","FP4 存在，累加和输出语义未找到"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-MEMORY","OBJ-GOOGLE-TPU-8I-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-8I-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-8I-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-8I-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8I_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-8I-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-IDENTITY","OBJ-AWS-INFERENTIA1-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-PHYSICAL","OBJ-AWS-INFERENTIA1-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-COMPUTE","OBJ-AWS-INFERENTIA1-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-NUMERICS","OBJ-AWS-INFERENTIA1-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-MEMORY","OBJ-AWS-INFERENTIA1-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-INTERCONNECT","OBJ-AWS-INFERENTIA1-ARCH","interconnect","missing_public_data","2026-08-12","m2_arch_google_aws","draft","所选一手架构资料没有给芯片间互联机制"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-SPECIAL_ENGINES","OBJ-AWS-INFERENTIA1-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_google_aws","draft","未找到专用 MoE routing/router Top-K 硬件"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-SOFTWARE","OBJ-AWS-INFERENTIA1-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","所选一手架构页没有直接说明编译器或运行时映射"
"COMPLETE-M2GA-AWS_INFERENTIA1_ARCH-EVIDENCE","OBJ-AWS-INFERENTIA1-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-IDENTITY","OBJ-AWS-TRAINIUM1-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-PHYSICAL","OBJ-AWS-TRAINIUM1-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-COMPUTE","OBJ-AWS-TRAINIUM1-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-NUMERICS","OBJ-AWS-TRAINIUM1-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-MEMORY","OBJ-AWS-TRAINIUM1-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-INTERCONNECT","OBJ-AWS-TRAINIUM1-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-SPECIAL_ENGINES","OBJ-AWS-TRAINIUM1-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-SOFTWARE","OBJ-AWS-TRAINIUM1-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM1_ARCH-EVIDENCE","OBJ-AWS-TRAINIUM1-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-IDENTITY","OBJ-AWS-INFERENTIA2-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-PHYSICAL","OBJ-AWS-INFERENTIA2-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-COMPUTE","OBJ-AWS-INFERENTIA2-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-NUMERICS","OBJ-AWS-INFERENTIA2-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-MEMORY","OBJ-AWS-INFERENTIA2-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-INTERCONNECT","OBJ-AWS-INFERENTIA2-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-SPECIAL_ENGINES","OBJ-AWS-INFERENTIA2-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-SOFTWARE","OBJ-AWS-INFERENTIA2-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_INFERENTIA2_ARCH-EVIDENCE","OBJ-AWS-INFERENTIA2-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-IDENTITY","OBJ-AWS-TRAINIUM2-ARCH","identity","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-PHYSICAL","OBJ-AWS-TRAINIUM2-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象不承载芯片工艺、封装、核心/HBM 数量"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-COMPUTE","OBJ-AWS-TRAINIUM2-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-NUMERICS","OBJ-AWS-TRAINIUM2-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-MEMORY","OBJ-AWS-TRAINIUM2-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-INTERCONNECT","OBJ-AWS-TRAINIUM2-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-SPECIAL_ENGINES","OBJ-AWS-TRAINIUM2-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-SOFTWARE","OBJ-AWS-TRAINIUM2-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","仅有 Trainium2 当前芯片实现投影；本包未复制或自动上卷为架构自身事实"
"COMPLETE-M2GA-AWS_TRAINIUM2_ARCH-EVIDENCE","OBJ-AWS-TRAINIUM2-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","投影链可回到 M1 正式事实，但不等于架构自身覆盖"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-IDENTITY","OBJ-AWS-TRAINIUM3-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-PHYSICAL","OBJ-AWS-TRAINIUM3-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-COMPUTE","OBJ-AWS-TRAINIUM3-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-NUMERICS","OBJ-AWS-TRAINIUM3-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-MEMORY","OBJ-AWS-TRAINIUM3-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-INTERCONNECT","OBJ-AWS-TRAINIUM3-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-SPECIAL_ENGINES","OBJ-AWS-TRAINIUM3-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-SOFTWARE","OBJ-AWS-TRAINIUM3-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM3_ARCH-EVIDENCE","OBJ-AWS-TRAINIUM3-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-IDENTITY","OBJ-AWS-TRAINIUM4-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-PHYSICAL","OBJ-AWS-TRAINIUM4-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-COMPUTE","OBJ-AWS-TRAINIUM4-ARCH","compute","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-NUMERICS","OBJ-AWS-TRAINIUM4-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-MEMORY","OBJ-AWS-TRAINIUM4-ARCH","memory","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-INTERCONNECT","OBJ-AWS-TRAINIUM4-ARCH","interconnect","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-SPECIAL_ENGINES","OBJ-AWS-TRAINIUM4-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-SOFTWARE","OBJ-AWS-TRAINIUM4-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-AWS_TRAINIUM4_ARCH-EVIDENCE","OBJ-AWS-TRAINIUM4-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
