"schema_column_id","table_path","column_name","ordinal","data_type","is_nullable","is_primary_key","foreign_table_path","foreign_column_name","enum_name","semicolon_forbidden","definition","review_status","notes"
"SCOL-COMPONENTS-CSV-006","数据/components.csv","canonical_label","6","text","false","false","","","","false","列 canonical_label，所属表 数据/components.csv","approved",""
"SCOL-COMPONENTS-CSV-007","数据/components.csv","review_status","7","text","false","false","","","review_status","false","列 review_status，所属表 数据/components.csv","approved",""
"SCOL-COMPONENTS-CSV-008","数据/components.csv","notes","8","text","true","false","","","","false","列 notes，所属表 数据/components.csv","approved",""
"SCOL-CONDITION-SETS-CSV-001","数据/condition-sets.csv","condition_set_id","1","text","false","true","","","","false","列 condition_set_id，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-002","数据/condition-sets.csv","condition_fingerprint","2","text","false","false","","","","false","列 condition_fingerprint，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-003","数据/condition-sets.csv","precision_path_id","3","text","true","false","数据/precision-paths.csv","precision_path_id","","true","列 precision_path_id，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-004","数据/condition-sets.csv","sparsity_mode","4","text","true","false","","","sparsity_mode","false","列 sparsity_mode，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-005","数据/condition-sets.csv","sparsity_pattern","5","text","true","false","","","","false","列 sparsity_pattern，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-006","数据/condition-sets.csv","operation_type","6","text","true","false","","","operation_type","false","列 operation_type，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-007","数据/condition-sets.csv","operation_count_rule","7","text","true","false","","","operation_count_rule","false","列 operation_count_rule，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-008","数据/condition-sets.csv","performance_basis","8","text","true","false","","","performance_basis","false","列 performance_basis，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-009","数据/condition-sets.csv","support_level","9","text","true","false","","","support_level","false","列 support_level，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-010","数据/condition-sets.csv","power_mode","10","text","true","false","","","","false","列 power_mode，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-011","数据/condition-sets.csv","frequency_value","11","number","true","false","","","","false","列 frequency_value，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-012","数据/condition-sets.csv","frequency_unit","12","text","true","false","","","","false","列 frequency_unit，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-013","数据/condition-sets.csv","software_version","13","text","true","false","","","","false","列 software_version，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-014","数据/condition-sets.csv","workload_stage","14","text","true","false","","","workload_stage","false","列 workload_stage，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-015","数据/condition-sets.csv","bandwidth_direction","15","text","true","false","","","bandwidth_direction","false","列 bandwidth_direction，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-016","数据/condition-sets.csv","aggregation_scope","16","text","true","false","","","aggregation_scope","false","列 aggregation_scope，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-017","数据/condition-sets.csv","traffic_basis","17","text","true","false","","","traffic_basis","false","列 traffic_basis，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-018","数据/condition-sets.csv","measurement_scope","18","text","true","false","","","measurement_scope","false","列 measurement_scope，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-019","数据/condition-sets.csv","effective_date","19","date","true","false","","","","false","列 effective_date，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-020","数据/condition-sets.csv","review_status","20","text","false","false","","","review_status","false","列 review_status，所属表 数据/condition-sets.csv","approved",""
"SCOL-CONDITION-SETS-CSV-021","数据/condition-sets.csv","notes","21","text","true","false","","","","false","列 notes，所属表 数据/condition-sets.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-001","数据/derived-inputs.csv","derived_input_id","1","text","false","true","","","","false","列 derived_input_id，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-002","数据/derived-inputs.csv","derived_fact_id","2","text","false","false","数据/facts.csv","fact_id","","true","列 derived_fact_id，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-003","数据/derived-inputs.csv","input_order","3","integer","false","false","","","","false","列 input_order，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-004","数据/derived-inputs.csv","input_fact_id","4","text","false","false","数据/facts.csv","fact_id","","true","列 input_fact_id，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-005","数据/derived-inputs.csv","input_role","5","text","false","false","","","derived_input_role","false","列 input_role，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-006","数据/derived-inputs.csv","review_status","6","text","false","false","","","review_status","false","列 review_status，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-INPUTS-CSV-007","数据/derived-inputs.csv","notes","7","text","true","false","","","","false","列 notes，所属表 数据/derived-inputs.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-001","数据/derived-metrics.csv","derived_metric_id","1","text","false","true","","","","false","列 derived_metric_id，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-002","数据/derived-metrics.csv","derived_fact_id","2","text","false","false","数据/facts.csv","fact_id","","true","列 derived_fact_id，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-003","数据/derived-metrics.csv","formula_id","3","text","false","false","","","","false","列 formula_id，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-004","数据/derived-metrics.csv","formula_expression","4","text","false","false","","","","false","列 formula_expression，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-005","数据/derived-metrics.csv","output_unit","5","text","false","false","","","","false","列 output_unit，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-006","数据/derived-metrics.csv","scope_check_status","6","text","false","false","","","check_status","false","列 scope_check_status，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-007","数据/derived-metrics.csv","precision_check_status","7","text","false","false","","","check_status","false","列 precision_check_status，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-008","数据/derived-metrics.csv","direction_check_status","8","text","false","false","","","check_status","false","列 direction_check_status，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-009","数据/derived-metrics.csv","review_status","9","text","false","false","","","review_status","false","列 review_status，所属表 数据/derived-metrics.csv","approved",""
"SCOL-DERIVED-METRICS-CSV-010","数据/derived-metrics.csv","notes","10","text","true","false","","","","false","列 notes，所属表 数据/derived-metrics.csv","approved",""
"SCOL-ENUMS-CSV-001","数据/enums.csv","enum_value_id","1","text","false","true","","","","false","列 enum_value_id，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-002","数据/enums.csv","enum_name","2","text","false","false","","","","false","列 enum_name，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-003","数据/enums.csv","enum_value","3","text","false","false","","","","false","列 enum_value，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-004","数据/enums.csv","sort_order","4","integer","false","false","","","","false","列 sort_order，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-005","数据/enums.csv","definition","5","text","false","false","","","","false","列 definition，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-006","数据/enums.csv","review_status","6","text","false","false","","","review_status","false","列 review_status，所属表 数据/enums.csv","approved",""
"SCOL-ENUMS-CSV-007","数据/enums.csv","notes","7","text","true","false","","","","false","列 notes，所属表 数据/enums.csv","approved",""
"SCOL-FACTS-CSV-001","数据/facts.csv","fact_id","1","text","false","true","","","","false","列 fact_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-002","数据/facts.csv","object_id","2","text","true","false","数据/objects.csv","object_id","","true","列 object_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-003","数据/facts.csv","component_id","3","text","true","false","数据/components.csv","component_id","","true","列 component_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-004","数据/facts.csv","link_id","4","text","true","false","数据/links.csv","link_id","","true","列 link_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-005","数据/facts.csv","object_relation_id","5","text","true","false","数据/object-relations.csv","object_relation_id","","true","列 object_relation_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-006","数据/facts.csv","precision_path_id","6","text","true","false","数据/precision-paths.csv","precision_path_id","","true","列 precision_path_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-007","数据/facts.csv","capability_id","7","text","true","false","数据/special-capabilities.csv","capability_id","","true","列 capability_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-008","数据/facts.csv","topology_id","8","text","true","false","数据/topologies.csv","topology_id","","true","列 topology_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-009","数据/facts.csv","field_id","9","text","false","false","数据/fields.csv","field_id","","true","列 field_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-010","数据/facts.csv","normalized_value_text","10","text","true","false","","","","false","列 normalized_value_text，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-011","数据/facts.csv","normalized_value_number","11","number","true","false","","","","false","列 normalized_value_number，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-012","数据/facts.csv","normalized_unit","12","text","true","false","","","","false","列 normalized_unit，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-013","数据/facts.csv","condition_set_id","13","text","false","false","数据/condition-sets.csv","condition_set_id","","true","列 condition_set_id，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-014","数据/facts.csv","fact_kind","14","text","false","false","","","fact_kind","false","列 fact_kind，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-015","数据/facts.csv","evidence_state","15","text","false","false","","","evidence_state","false","列 evidence_state，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-016","数据/facts.csv","resolution_state","16","text","false","false","","","fact_resolution_state","false","列 resolution_state，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-017","数据/facts.csv","valid_from","17","date","true","false","","","","false","列 valid_from，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-018","数据/facts.csv","valid_to","18","date","true","false","","","","false","列 valid_to，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-019","数据/facts.csv","confidence","19","text","false","false","","","confidence","false","列 confidence，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-020","数据/facts.csv","confidence_reason","20","text","false","false","","","","false","列 confidence_reason，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-021","数据/facts.csv","fact_fingerprint","21","text","false","false","","","","false","列 fact_fingerprint，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-022","数据/facts.csv","review_status","22","text","false","false","","","review_status","false","列 review_status，所属表 数据/facts.csv","approved",""
"SCOL-FACTS-CSV-023","数据/facts.csv","notes","23","text","true","false","","","","false","列 notes，所属表 数据/facts.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-001","数据/field-requirements.csv","requirement_id","1","text","false","true","","","","false","列 requirement_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-002","数据/field-requirements.csv","object_id","2","text","true","false","数据/objects.csv","object_id","","true","列 object_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-003","数据/field-requirements.csv","component_id","3","text","true","false","数据/components.csv","component_id","","true","列 component_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-004","数据/field-requirements.csv","link_id","4","text","true","false","数据/links.csv","link_id","","true","列 link_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-005","数据/field-requirements.csv","object_relation_id","5","text","true","false","数据/object-relations.csv","object_relation_id","","true","列 object_relation_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-006","数据/field-requirements.csv","precision_path_id","6","text","true","false","数据/precision-paths.csv","precision_path_id","","true","列 precision_path_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-007","数据/field-requirements.csv","capability_id","7","text","true","false","数据/special-capabilities.csv","capability_id","","true","列 capability_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-008","数据/field-requirements.csv","topology_id","8","text","true","false","数据/topologies.csv","topology_id","","true","列 topology_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-009","数据/field-requirements.csv","field_id","9","text","false","false","数据/fields.csv","field_id","","true","列 field_id，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-010","数据/field-requirements.csv","requirement_status","10","text","false","false","","","requirement_status","false","列 requirement_status，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-011","数据/field-requirements.csv","applicability_reason","11","text","true","false","","","","false","列 applicability_reason，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-012","数据/field-requirements.csv","search_status","12","text","false","false","","","search_status","false","列 search_status，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-013","数据/field-requirements.csv","last_searched_date","13","date","true","false","","","","false","列 last_searched_date，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-014","数据/field-requirements.csv","requirement_fingerprint","14","text","false","false","","","","false","列 requirement_fingerprint，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-015","数据/field-requirements.csv","review_status","15","text","false","false","","","review_status","false","列 review_status，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELD-REQUIREMENTS-CSV-016","数据/field-requirements.csv","notes","16","text","true","false","","","","false","列 notes，所属表 数据/field-requirements.csv","approved",""
"SCOL-FIELDS-CSV-001","数据/fields.csv","field_id","1","text","false","true","","","","false","列 field_id，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-002","数据/fields.csv","field_domain","2","text","false","false","","","field_domain","false","列 field_domain，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-003","数据/fields.csv","field_name_zh","3","text","false","false","","","","false","列 field_name_zh，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-004","数据/fields.csv","definition","4","text","false","false","","","","false","列 definition，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-005","数据/fields.csv","value_kind","5","text","false","false","","","value_kind","false","列 value_kind，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-006","数据/fields.csv","canonical_unit","6","text","true","false","","","","false","列 canonical_unit，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-007","数据/fields.csv","value_enum_name","7","text","true","false","","","","false","列 value_enum_name，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-008","数据/fields.csv","allowed_subject_kinds","8","text","false","false","","","","false","列 allowed_subject_kinds，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-009","数据/fields.csv","condition_schema","9","text","false","false","","","condition_schema","false","列 condition_schema，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-010","数据/fields.csv","required_tier","10","text","false","false","","","required_tier","false","列 required_tier，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-011","数据/fields.csv","review_status","11","text","false","false","","","review_status","false","列 review_status，所属表 数据/fields.csv","approved",""
"SCOL-FIELDS-CSV-012","数据/fields.csv","notes","12","text","true","false","","","","false","列 notes，所属表 数据/fields.csv","approved",""
"SCOL-LINKS-CSV-001","数据/links.csv","link_id","1","text","false","true","","","","false","列 link_id，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-002","数据/links.csv","owner_object_id","2","text","false","false","数据/objects.csv","object_id","","true","列 owner_object_id，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-003","数据/links.csv","endpoint_a_id","3","text","true","false","数据/objects.csv","object_id","","true","列 endpoint_a_id，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-004","数据/links.csv","endpoint_b_id","4","text","true","false","数据/objects.csv","object_id","","true","列 endpoint_b_id，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-005","数据/links.csv","link_level","5","text","false","false","","","link_level","false","列 link_level，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-006","数据/links.csv","canonical_label","6","text","false","false","","","","false","列 canonical_label，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-007","数据/links.csv","review_status","7","text","false","false","","","review_status","false","列 review_status，所属表 数据/links.csv","approved",""
"SCOL-LINKS-CSV-008","数据/links.csv","notes","8","text","true","false","","","","false","列 notes，所属表 数据/links.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-001","数据/memory-levels.csv","memory_level_id","1","text","false","true","数据/components.csv","component_id","","true","列 memory_level_id，所属表 数据/memory-levels.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-002","数据/memory-levels.csv","parent_memory_level_id","2","text","true","false","数据/memory-levels.csv","memory_level_id","","true","列 parent_memory_level_id，所属表 数据/memory-levels.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-003","数据/memory-levels.csv","level_class","3","text","false","false","","","memory_level_class","false","列 level_class，所属表 数据/memory-levels.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-004","数据/memory-levels.csv","canonical_label","4","text","false","false","","","","false","列 canonical_label，所属表 数据/memory-levels.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-005","数据/memory-levels.csv","review_status","5","text","false","false","","","review_status","false","列 review_status，所属表 数据/memory-levels.csv","approved",""
"SCOL-MEMORY-LEVELS-CSV-006","数据/memory-levels.csv","notes","6","text","true","false","","","","false","列 notes，所属表 数据/memory-levels.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-001","数据/object-relations.csv","object_relation_id","1","text","false","true","","","","false","列 object_relation_id，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-002","数据/object-relations.csv","subject_object_id","2","text","false","false","数据/objects.csv","object_id","","true","列 subject_object_id，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-003","数据/object-relations.csv","relation_type","3","text","false","false","","","relation_type","false","列 relation_type，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-004","数据/object-relations.csv","object_object_id","4","text","false","false","数据/objects.csv","object_id","","true","列 object_object_id，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-005","数据/object-relations.csv","relation_fingerprint","5","text","false","false","","","","false","列 relation_fingerprint，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-006","数据/object-relations.csv","review_status","6","text","false","false","","","review_status","false","列 review_status，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECT-RELATIONS-CSV-007","数据/object-relations.csv","notes","7","text","true","false","","","","false","列 notes，所属表 数据/object-relations.csv","approved",""
"SCOL-OBJECTS-CSV-001","数据/objects.csv","object_id","1","text","false","true","","","","false","列 object_id，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-002","数据/objects.csv","vendor_id","2","text","false","false","数据/vendors.csv","vendor_id","","true","列 vendor_id，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-003","数据/objects.csv","canonical_label","3","text","false","false","","","","false","列 canonical_label，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-004","数据/objects.csv","object_type","4","text","false","false","","","object_type","false","列 object_type，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-005","数据/objects.csv","curator_slug","5","text","false","false","","","","false","列 curator_slug，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-006","数据/objects.csv","review_status","6","text","false","false","","","review_status","false","列 review_status，所属表 数据/objects.csv","approved",""
"SCOL-OBJECTS-CSV-007","数据/objects.csv","notes","7","text","true","false","","","","false","列 notes，所属表 数据/objects.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-001","数据/precision-paths.csv","precision_path_id","1","text","false","true","","","","false","列 precision_path_id，所属表 数据/precision-paths.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-002","数据/precision-paths.csv","component_id","2","text","false","false","数据/components.csv","component_id","","true","列 component_id，所属表 数据/precision-paths.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-003","数据/precision-paths.csv","canonical_label","3","text","false","false","","","","false","列 canonical_label，所属表 数据/precision-paths.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-004","数据/precision-paths.csv","operation_class","4","text","false","false","","","operation_class","false","列 operation_class，所属表 数据/precision-paths.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-005","数据/precision-paths.csv","review_status","5","text","false","false","","","review_status","false","列 review_status，所属表 数据/precision-paths.csv","approved",""
"SCOL-PRECISION-PATHS-CSV-006","数据/precision-paths.csv","notes","6","text","true","false","","","","false","列 notes，所属表 数据/precision-paths.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-001","数据/schema-columns.csv","schema_column_id","1","text","false","true","","","","false","列 schema_column_id，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-002","数据/schema-columns.csv","table_path","2","text","false","false","","","","false","列 table_path，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-003","数据/schema-columns.csv","column_name","3","text","false","false","","","","false","列 column_name，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-004","数据/schema-columns.csv","ordinal","4","integer","false","false","","","","false","列 ordinal，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-005","数据/schema-columns.csv","data_type","5","text","false","false","","","data_type","false","列 data_type，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-006","数据/schema-columns.csv","is_nullable","6","boolean","false","false","","","boolean","false","列 is_nullable，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-007","数据/schema-columns.csv","is_primary_key","7","boolean","false","false","","","boolean","false","列 is_primary_key，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-008","数据/schema-columns.csv","foreign_table_path","8","text","true","false","","","","false","列 foreign_table_path，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-009","数据/schema-columns.csv","foreign_column_name","9","text","true","false","","","","false","列 foreign_column_name，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-010","数据/schema-columns.csv","enum_name","10","text","true","false","","","","false","列 enum_name，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-011","数据/schema-columns.csv","semicolon_forbidden","11","boolean","false","false","","","boolean","false","列 semicolon_forbidden，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-012","数据/schema-columns.csv","definition","12","text","false","false","","","","false","列 definition，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-013","数据/schema-columns.csv","review_status","13","text","false","false","","","review_status","false","列 review_status，所属表 数据/schema-columns.csv","approved",""
"SCOL-SCHEMA-COLUMNS-CSV-014","数据/schema-columns.csv","notes","14","text","true","false","","","","false","列 notes，所属表 数据/schema-columns.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-001","数据/special-capabilities.csv","capability_id","1","text","false","true","","","","false","列 capability_id，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-002","数据/special-capabilities.csv","owner_object_id","2","text","false","false","数据/objects.csv","object_id","","true","列 owner_object_id，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-003","数据/special-capabilities.csv","component_id","3","text","true","false","数据/components.csv","component_id","","true","列 component_id，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-004","数据/special-capabilities.csv","capability_type","4","text","false","false","","","capability_type","false","列 capability_type，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-005","数据/special-capabilities.csv","canonical_label","5","text","false","false","","","","false","列 canonical_label，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-006","数据/special-capabilities.csv","review_status","6","text","false","false","","","review_status","false","列 review_status，所属表 数据/special-capabilities.csv","approved",""
"SCOL-SPECIAL-CAPABILITIES-CSV-007","数据/special-capabilities.csv","notes","7","text","true","false","","","","false","列 notes，所属表 数据/special-capabilities.csv","approved",""
