"source_path","signoff_references","expected_sha256","actual_sha256","bytes","hash_match","extension","encoding","bom","rows_if_csv","columns_if_csv"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A02-neuroncore-v1-v2.9.1-2026-08-13.html","1","06d7b61ef030db81956e2f814c5266138bd317e3354951e2a2071601cdd745cd","06d7b61ef030db81956e2f814c5266138bd317e3354951e2a2071601cdd745cd","62202","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A03-trainium-v2.26.1-2026-08-13.html","1","6257908ff6d5febd52f974340d35e2f5dcfe2c1c14b9c4132dcb3dc3124c7079","6257908ff6d5febd52f974340d35e2f5dcfe2c1c14b9c4132dcb3dc3124c7079","166258","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A04-inferentia2-v2.29.1-2026-08-13.html","1","cc1c79f5255f6cc851dab448098adc54fea713a626c205bba4a5a2b5ef2372dd","cc1c79f5255f6cc851dab448098adc54fea713a626c205bba4a5a2b5ef2372dd","203185","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A05-trainium-inferentia2-nki-v2.29.1-2026-08-13.html","1","4d2318ec97548a8cb970ec06fb0c2f167a97aa17e361bb89563d057cb36b50cf","4d2318ec97548a8cb970ec06fb0c2f167a97aa17e361bb89563d057cb36b50cf","292064","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A06-trainium3-v2.28.1-2026-08-13.html","1","2fad4aca914e1a10289f636a273464d5f5f86ad6c5cc830092dfabb0bf786dcb","2fad4aca914e1a10289f636a273464d5f5f86ad6c5cc830092dfabb0bf786dcb","206604","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A07-trainium3-nki-latest-2026-08-13.html","1","aa22cfcffd97e35e1d1c17a14480a1f5ace87f2adf7b5f46e26ba512d0ef209f","aa22cfcffd97e35e1d1c17a14480a1f5ace87f2adf7b5f46e26ba512d0ef209f","268399","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A07-trainium3-nki-v2.31.0-2026-08-13.html","1","4bb6e756d37069f83f36fca4144e494688a23396728b52338385a4ee8be6a2f2","4bb6e756d37069f83f36fca4144e494688a23396728b52338385a4ee8be6a2f2","251687","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A08-trn3-ultraservers-2025-12-02-fetched-2026-08-13.html","1","d10e887199750363ffb679347c78d27012a2d63c2cc2bf2a49704d16aee449cb","d10e887199750363ffb679347c78d27012a2d63c2cc2bf2a49704d16aee449cb","329595","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/fixed-candidates/A10-neuroncore-v4-v2.30.0-2026-08-13.html","1","2ab8e86e39a059e611cfca5bcdcc6b5c5b3acb8077e7006fd515d3543146a45a","2ab8e86e39a059e611cfca5bcdcc6b5c5b3acb8077e7006fd515d3543146a45a","211890","true",".html","utf8","none","",""
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/card-completeness.csv","40","8da6b5bac7dee7c4ded02ee0bb2bcf881e01638e5d2dfb31a457917ba3eb5dc4","8da6b5bac7dee7c4ded02ee0bb2bcf881e01638e5d2dfb31a457917ba3eb5dc4","8717","true",".csv","utf8","utf8_bom","36","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/components.csv","27","c07df8d6b474002093e3da889a0714cdaee87b16609daadcf7bcb8f66fc50b40","c07df8d6b474002093e3da889a0714cdaee87b16609daadcf7bcb8f66fc50b40","5151","true",".csv","utf8","utf8_bom","27","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/condition-sets.csv","29","42b65a66d24429505b2e829bd79f7ee33ecc867f49606bf2ca1c1e500713e7dc","42b65a66d24429505b2e829bd79f7ee33ecc867f49606bf2ca1c1e500713e7dc","9494","true",".csv","utf8","utf8_bom","29","21"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/conflict-groups.csv","5","1231588c828de9c42a9209769c6d14965f25c868e41a114ea5fc9fe897964af8","1231588c828de9c42a9209769c6d14965f25c868e41a114ea5fc9fe897964af8","1818","true",".csv","utf8","utf8_bom","5","18"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/conflict-members.csv","10","c521efd91d08d6c9145bc73a2eeb0c6598095eac40fad1414ce306eb5a275c0e","c521efd91d08d6c9145bc73a2eeb0c6598095eac40fad1414ce306eb5a275c0e","2214","true",".csv","utf8","utf8_bom","10","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/fact-assertions.csv","69","88738405349bc7e5efff1e8dd26bd2b1550a13a94d69d03a4cb16564b52a2f8c","88738405349bc7e5efff1e8dd26bd2b1550a13a94d69d03a4cb16564b52a2f8c","33454","true",".csv","utf8","utf8_bom","69","18"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/facts.csv","57","78b5250fd5512e99bdae7424fec29084abfc1247caff5d5b49f5cd3bd4f4a543","78b5250fd5512e99bdae7424fec29084abfc1247caff5d5b49f5cd3bd4f4a543","27535","true",".csv","utf8","utf8_bom","57","23"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/field-requirements.csv","71","ced6829dd1ce7a2b84551cb20d2274e23762eb35906e903aad12519c119199b3","ced6829dd1ce7a2b84551cb20d2274e23762eb35906e903aad12519c119199b3","29188","true",".csv","utf8","utf8_bom","71","16"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/links.csv","3","4b589255aea59a874df6208f4f1f2163f93650720648495569d9ad8ece3c1a12","4b589255aea59a874df6208f4f1f2163f93650720648495569d9ad8ece3c1a12","806","true",".csv","utf8","none","3","8"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/memory-levels.csv","6","8ec3436551ac0d88701b94458e303670dbe4dd306e902c9929a4ab60913fcf5c","8ec3436551ac0d88701b94458e303670dbe4dd306e902c9929a4ab60913fcf5c","781","true",".csv","utf8","none","6","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/precision-paths.csv","20","aa7f0020bffb9db4dd8b9f19b4770839e25f6ea008b786b8f95f5ab3259017c0","aa7f0020bffb9db4dd8b9f19b4770839e25f6ea008b786b8f95f5ab3259017c0","3502","true",".csv","utf8","utf8_bom","20","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/search-log.csv","20","ccf3fd04881774519db36861549811c73fc9126e9e0d57bd660cbc867c5ab3c4","ccf3fd04881774519db36861549811c73fc9126e9e0d57bd660cbc867c5ab3c4","9158","true",".csv","utf8","utf8_bom","20","9"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/search-results.csv","50","298a116507e7c80c0eca389770463cabe542011b1810bfc1f77f1508cb75c948","298a116507e7c80c0eca389770463cabe542011b1810bfc1f77f1508cb75c948","11019","true",".csv","utf8","utf8_bom","50","6"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/selection-members.csv","8","762d714a2c2ce89df65cd6c0f3927979914c858770a0b0f5368f28a72c3f1266","762d714a2c2ce89df65cd6c0f3927979914c858770a0b0f5368f28a72c3f1266","3740","true",".csv","utf8","utf8_bom","8","7"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/selection-runs.csv","2","67f8ff425f08a70612a02d6bb29b1e1b5f443d5e5958443bb74f0f62b2dbaa9e","67f8ff425f08a70612a02d6bb29b1e1b5f443d5e5958443bb74f0f62b2dbaa9e","608","true",".csv","utf8","utf8_bom","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-coverage.csv","1","81a24effa2a951bf47e2225bcf926128e91041468f8ebbdbe6b30f8c1580a041","81a24effa2a951bf47e2225bcf926128e91041468f8ebbdbe6b30f8c1580a041","560","true",".csv","utf8","utf8_bom","1","10"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-endpoints.csv","11","6d18baeecf762def635fe170cff31829fab3d4d93780bb70e61863cf1af323c4","6d18baeecf762def635fe170cff31829fab3d4d93780bb70e61863cf1af323c4","6863","true",".csv","utf8","utf8_bom","11","15"
"审计/子代理交接/m2_staging/M2-W2-AWS-PACKAGE-FACTS-REMEDIATED/structured/source-selected-roles.csv","14","1691b9268b12f21fd7905d0e203930cbabe6a6a4b7e80228f42101d044312b69","1691b9268b12f21fd7905d0e203930cbabe6a6a4b7e80228f42101d044312b69","3378","true",".csv","utf8","utf8_bom","14","6"
"数据/object-relations.csv","4","9bbe32227f7022a5f9e4fe379d805e60780c15d6987e5b20e3b94ac3241fa353","9bbe32227f7022a5f9e4fe379d805e60780c15d6987e5b20e3b94ac3241fa353","7633","true",".csv","utf8","none","27","7"
"数据/objects.csv","4","54800b32b2ee08b45bf0b9ad0aa569b406133a1f74be26d5301ee5de750a1ec7","54800b32b2ee08b45bf0b9ad0aa569b406133a1f74be26d5301ee5de750a1ec7","16349","true",".csv","utf8","none","78","7"
