"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"COMP-M2W2-TRN2CORR-TRN2-48XLARGE-EVIDENCE","OBJ-AWS-TRN2-48XLARGE","evidence","complete","2026-08-13","m2_trn2_correction","draft","41 条三卡映射中的本对象 20 条已闭合到 S06/S07/S09/S10/S15；S15 两条审计声明不计入最小集分母"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-IDENTITY","OBJ-AWS-TRN2U-48XLARGE","identity","partial","2026-08-13","m2_trn2_correction","draft","SKU、家族和 16 芯片组成已确认；首次可用日期和当前状态待核"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-PHYSICAL","OBJ-AWS-TRN2U-48XLARGE","physical","not_applicable","2026-08-13","m2_trn2_correction","draft","package 与系统物理字段不在云实例卡"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-COMPUTE","OBJ-AWS-TRN2U-48XLARGE","compute","partial","2026-08-13","m2_trn2_correction","draft","当前实例峰值有一手值；S10 未直接命名该 SKU，已移除全部伪历史冲突；持续工作负载性能未找到"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-NUMERICS","OBJ-AWS-TRN2U-48XLARGE","numerics","partial","2026-08-13","m2_trn2_correction","draft","格式峰值标签可确认；实现精度只引用架构事实"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-MEMORY","OBJ-AWS-TRN2U-48XLARGE","memory","partial","2026-08-13","m2_trn2_correction","draft","容量和带宽有值；方向与持续性条件不完整"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-INTERCONNECT","OBJ-AWS-TRN2U-48XLARGE","interconnect","partial","2026-08-13","m2_trn2_correction","draft","torus、节点数、实例内带宽和实例 EFAv3 注入带宽有值；UltraServer 系统 ring 继续排除"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-SPECIAL_ENGINES","OBJ-AWS-TRN2U-48XLARGE","special_engines","not_applicable","2026-08-13","m2_trn2_correction","draft","架构和软件能力仅引用"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-SOFTWARE","OBJ-AWS-TRN2U-48XLARGE","software","partial","2026-08-13","m2_trn2_correction","draft","共享软件链可引用，未抽取实例专属版本"
"COMP-M2W2-TRN2CORR-TRN2U-48XLARGE-EVIDENCE","OBJ-AWS-TRN2U-48XLARGE","evidence","partial","2026-08-13","m2_trn2_correction","draft","S06 固定版本与 S07 2026-08-13 快照覆盖 17 条实例事实；固定首次可用日期仍缺失"
