"table_path","pk","field_id","actual_kind","registered_allowed","semantic_subject_assessment","proposed_action","proposed_allowed_kinds","proposed_target","evidence_basis","confidence","blocking_reason","review_status"
"数据/field-requirements.csv","REQ-M2GA-ATRN1-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-AWS-TRAINIUM1-ARCH[AWS Trainium first-generation architecture]; search_status=completed; reason=检索专用 MoE routing/router Top-K 物理模块；软件排序、collective 或 SparseCore 通用操作不能替代硬件模块证据; notes=not_found 表示本轮适当一手来源未找到，不表示厂商从未实现","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-ATRN3-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-AWS-TRAINIUM3-ARCH[AWS Trainium3 architecture]; search_status=completed; reason=检索专用 MoE routing/router Top-K 物理模块；软件排序、collective 或 SparseCore 通用操作不能替代硬件模块证据; notes=not_found 表示本轮适当一手来源未找到，不表示厂商从未实现","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-G7X-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU7X-ARCH[Google TPU7x Ironwood architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-G8T-LDE-DETAIL","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","该缺口已有明确的下级实体：CAP-M2GA-G8T-LDE（LLM Decoder Engine）。现有 object 目标过宽，迁到该实体后仍保留 not_found，不补写未知值。","retarget_row","","CAP-M2GA-G8T-LDE","requirement_status=not_found; target=OBJ-GOOGLE-TPU-8T-ARCH[Google TPU 8t architecture]; search_status=completed; reason=LLM Decoder Engine 的存在有一手正证据；内部算子集合与架构细节在所选材料中未找到; notes=不把未披露判断写进 direct fact；SEARCH-M2GA-G8T-LDE-DETAIL 记录检索; existing_target=CAP-M2GA-G8T-LDE[LLM Decoder Engine]","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GV3-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU-V3-ARCH[Google TPU v3 architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GV4-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU-V4-ARCH[Google TPU v4 architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GV5E-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU-V5E-ARCH[Google TPU v5e architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GV5P-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU-V5P-ARCH[Google TPU v5p architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GV6E-MOE-HW","FIELD-CAP-IMPLEMENTATION-DETAIL","object","capability","未找到专用能力时不能凭空建立 capability；object 是“是否存在该能力”的检索覆盖目标。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-GOOGLE-TPU-V6E-ARCH[Google TPU v6e Trillium architecture]; search_status=completed; reason=检索专用 MoE routing/router 物理模块；G01 的跨代 Top-K 叙述只作边界，不得据此判定专用 MoE router; notes=本轮一手资料未找到专用 MoE routing/router 证据；not_found 不表示厂商从未实现。G01 Top-K 原文没有逐代归属，未建立 capability、fact 或 assertion","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-MATRIX","FIELD-COMP-ARRAY-SHAPE","object","component","尚未识别可承接阵列形状的组件；object 记录完整卡片范围内的 not_found。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-ARCH[Cambricon MLUarch05]; search_status=completed; notes=未找到矩阵执行单元形态","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-EXECUTION","FIELD-COMP-EXECUTION","object","component","未公开执行组织，或尚无可唯一指向的执行组件；object 记录检索覆盖。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-ARCH[Cambricon MLUarch05]; search_status=completed; notes=可访问一手资料只给 MLUarch05 名称和软件构建目标，未给执行组织","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-TRN4-MICRO","FIELD-COMP-EXECUTION","object","component","未公开执行组织，或尚无可唯一指向的执行组件；object 记录检索覆盖。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-AWS-TRAINIUM4-ARCH[AWS Trainium4 architecture]; search_status=completed; reason=只有前瞻性相对指标，没有执行组织披露; notes=计划检索后仍无一手定值","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-VECTOR","FIELD-COMP-INSTRUCTION-TILE","object","precision_path","没有可核验的精度路径或指令路径可承接该缺口；object 只表示覆盖范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-ARCH[Cambricon MLUarch05]; search_status=completed; notes=未找到向量路径宽度或组织","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-SCALAR","FIELD-COMP-ISSUE-WIDTH","object","component","尚无可唯一指向的标量或发射组件；object 记录检索覆盖。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-ARCH[Cambricon MLUarch05]; search_status=completed; notes=未找到标量路径组织","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-COMPUTE-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","没有满足精度和计数规则的已建路径；未来找到值时必须按 precision_path 拆分，当前 object 仅记录缺口范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-CHIP[Cambricon MLU590 chip]; search_status=completed; reason=No first-party matrix, vector or scalar peak with precision and counting rule was found.; notes=A future source must be split by path.","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","没有满足精度和计数规则的已建路径；未来找到值时必须按 precision_path 拆分，当前 object 仅记录缺口范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-ARCH[Cambricon MLUarch05]; search_status=completed; notes=未找到架构级矩阵路径吞吐","high","","reviewed"
"数据/field-requirements.csv","REQ-GROQ-LPU1-TOTAL-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GROQ-LPU1-ARCH[Groq first-generation LPU architecture]; search_status=completed; reason=architecture_generation 不承接具体 die/package/card 的固定实现规格；候选值已移入 implementation-object-backlog.csv。; notes=820 TeraOps/s 为首版实现口径","high","","reviewed"
"数据/field-requirements.csv","REQ-HUAWEI-DV-SCALAR-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","没有满足精度和计数规则的已建路径；未来找到值时必须按 precision_path 拆分，当前 object 仅记录缺口范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH[Huawei Da Vinci initial architecture]; search_status=completed; notes=未找到标量峰值；按总控规则在架构 object 上提问，具体 scalar/vector 范围保留在 requirement_id","high","","reviewed"
"数据/field-requirements.csv","REQ-HUAWEI-DV-VECTOR-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","没有满足精度和计数规则的已建路径；未来找到值时必须按 precision_path 拆分，当前 object 仅记录缺口范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH[Huawei Da Vinci initial architecture]; search_status=completed; notes=未找到向量路径独立峰值；按总控规则在架构 object 上提问，具体 scalar/vector 范围保留在 requirement_id","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA1_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-INFERENTIA1-ARCH[AWS Inferentia first-generation architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_INFERENTIA2_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-INFERENTIA2-ARCH[AWS Inferentia2 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM1_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-TRAINIUM1-ARCH[AWS Trainium first-generation architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM2_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-TRAINIUM2-ARCH[AWS Trainium2 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM3_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-TRAINIUM3-ARCH[AWS Trainium3 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-AWS_TRAINIUM4_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-AWS-TRAINIUM4-ARCH[AWS Trainium4 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8I_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-8I-ARCH[Google TPU 8i architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_8T_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-8T-ARCH[Google TPU 8t architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V3_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-V3-ARCH[Google TPU v3 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V4_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-V4-ARCH[Google TPU v4 architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5E_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-V5E-ARCH[Google TPU v5e architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V5P_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-V5P-ARCH[Google TPU v5p architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU_V6E_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU-V6E-ARCH[Google TPU v6e Trillium architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-M2GA-GOOGLE_TPU7X_ARCH-COMP-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-GOOGLE-TPU7X-ARCH[Google TPU7x Ironwood architecture]; search_status=completed; reason=architecture_generation 不承载具体芯片/云加速器的峰值、容量或带宽实现数值; notes=数值候选保存在 deferred_implementation_facts.csv，待目标实现对象建立后迁移","high","","reviewed"
"数据/field-requirements.csv","REQ-NVG3-MXM-THROUGHPUT","FIELD-COMP-THROUGHPUT","object","precision_path","该行声明当前 object 作用域不承载实现层数值或机制；object 是“不适用”的判定范围，迁到下级实体会改变原裁决。","no_change_with_rationale","","","requirement_status=not_applicable; target=OBJ-NVIDIA-GROQ3-ARCH[NVIDIA Groq 3 LPU architecture]; search_status=completed; reason=architecture_generation 不承接具体 Groq 3 die/package/LPU 实现定值；per-LPU 数字已移入 implementation-object-backlog.csv。; notes=官方只有 tray/rack 聚合 FP8 标签，既不能建立单芯片精度路径，也不能投射为架构定值；按总控规则在架构 object 上提问，具体 MXM/VXM 范围保留在 requirement_id 与 notes","high","","reviewed"
"数据/field-requirements.csv","REQ-CAMBRICON-MLU590-COMPUTE-UNIT-COUNT","FIELD-COMP-UNIT-COUNT","object","component","未找到全芯片计算单元数量，也没有可据此建立的组件计数事实；object 是缺口覆盖范围。","no_change_with_rationale","","","requirement_status=not_found; target=OBJ-CAMBRICON-MLU590-CHIP[Cambricon MLU590 chip]; search_status=completed; reason=No MLU590 whole-chip core or cluster count was found in an accessible first-party source.; notes=Do not interpret mtp_592.{18} as a count.","high","","reviewed"
"数据/field-requirements.csv","REQ-AWS-TRN2-0175","FIELD-DER-COMPUTE-BW-SPEC","precision_path","object","该要求原先仍指向 NCv3 单核精度路径，但对应派生事实已经迁到芯片聚合路径 PP-AWS-TRN2-CHIP-TENSOR-FP8。迁移只修正目标，不改变字段、数值状态或生命周期。","retarget_row","","PP-AWS-TRN2-CHIP-TENSOR-FP8","requirement_status=value_available; target=PP-AWS-TRN2-TENSOR-FP8[NCv3 Tensor FP8 matrix path]; search_status=completed; reason=Trainium2 试填资料卡明确覆盖的字段; notes=由已录事实生成的候选要求行; existing_target=PP-AWS-TRN2-CHIP-TENSOR-FP8[Trainium2 chip aggregate Tensor FP8 matrix path]","high","","reviewed"
"数据/field-requirements.csv","REQ-AWS-TRN2-0176","FIELD-DER-COMPUTE-BW-SPEC","precision_path","object","该要求原先仍指向 NCv3 单核精度路径，但对应派生事实已经迁到芯片聚合路径 PP-AWS-TRN2-CHIP-TENSOR-BF16。迁移只修正目标，不改变字段、数值状态或生命周期。","retarget_row","","PP-AWS-TRN2-CHIP-TENSOR-BF16","requirement_status=value_available; target=PP-AWS-TRN2-TENSOR-BF16[NCv3 Tensor BF16 matrix path]; search_status=completed; reason=Trainium2 试填资料卡明确覆盖的字段; notes=由已录事实生成的候选要求行; existing_target=PP-AWS-TRN2-CHIP-TENSOR-BF16[Trainium2 chip aggregate Tensor BF16 matrix path]","high","","reviewed"
"数据/field-requirements.csv","REQ-AWS-TRN2-0177","FIELD-DER-COMPUTE-BW-SPEC","precision_path","object","该要求原先仍指向 NCv3 单核精度路径，但对应派生事实已经迁到芯片聚合路径 PP-AWS-TRN2-CHIP-TENSOR-FP32。迁移只修正目标，不改变字段、数值状态或生命周期。","retarget_row","","PP-AWS-TRN2-CHIP-TENSOR-FP32","requirement_status=value_available; target=PP-AWS-TRN2-TENSOR-FP32[NCv3 Tensor FP32 matrix path]; search_status=completed; reason=Trainium2 试填资料卡明确覆盖的字段; notes=由已录事实生成的候选要求行; existing_target=PP-AWS-TRN2-CHIP-TENSOR-FP32[Trainium2 chip aggregate Tensor FP32 matrix path]","high","","reviewed"
