"target_path","pk_column","pk_value","column_name","old_value","new_value","change_kind"
"数据/fields.csv","field_id","FIELD-INT-TOPOLOGY-DIMENSIONS","allowed_requirement_target_kinds","","topology","add_cell"
"数据/fields.csv","field_id","FIELD-INT-TOPOLOGY-NODE-COUNT","allowed_requirement_target_kinds","","topology","add_cell"
"数据/fields.csv","field_id","FIELD-INT-TOPOLOGY-ROUTING","allowed_requirement_target_kinds","","topology","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-AGGREGATION-VALIDITY","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-BANKS","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-BIDIR-BW","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-CAPACITY","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-COMPRESSION","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-CONSISTENCY","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-DMA","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-GRANULARITY","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-INSTANCE-COUNT","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-LATENCY","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-LOCALITY-SCOPE","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-MANAGEMENT","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-NAME","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-POOLING-MODE","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-PORTS","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-READ-BW","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-READ-TRANSFER-PER-CYCLE","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-READ-WRITE-MODEL","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-VIRTUAL-MEMORY","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-WRITE-BW","allowed_requirement_target_kinds","","object;component","add_cell"
"数据/fields.csv","field_id","FIELD-MEM-WRITE-TRANSFER-PER-CYCLE","allowed_requirement_target_kinds","","component","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-ACCUMULATION","allowed_requirement_target_kinds","","object;component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-CONVERSION","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-OPERAND-A","allowed_requirement_target_kinds","","object;component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-OPERAND-B","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-OUTPUT","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-PHYSICAL-ACCUM","allowed_requirement_target_kinds","","object;component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-PRODUCT","allowed_requirement_target_kinds","","component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-ROUNDING","allowed_requirement_target_kinds","","object;component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-SATURATION","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-SCALING-GRANULARITY","allowed_requirement_target_kinds","","object;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-SCALING-MODE","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-SPARSITY","allowed_requirement_target_kinds","","object;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-NUM-SUBNORMAL","allowed_requirement_target_kinds","","precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-CLOCK","allowed_requirement_target_kinds","","object;component;precision_path","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-CLOCK","allowed_subject_kinds","object","object;component","update_cell"
"数据/fields.csv","field_id","FIELD-PHY-COOLING","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-DIE-AREA","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-DIE-COUNT","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-FORM-FACTOR","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-FOUNDRY","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-HBM-INTERFACE","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-HBM-STACKS","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-INTERPOSER","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-PACKAGE","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-POWER","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-PROCESS","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-PHY-TRANSISTORS","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-RAS-CAPABILITY","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-RAS-ECC","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-RAS-FAULT-ISOLATION","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-RAS-SILENT-DATA-ERROR","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-REL-QUANTITY","allowed_requirement_target_kinds","","object_relation","add_cell"
"数据/fields.csv","field_id","FIELD-SW-COMMUNICATION-LIBRARY","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-COMPILER","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-CUSTOM-OPERATOR","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-DYNAMIC-SHAPE","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-OPERATOR-LIBRARY","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-PROGRAMMING-MODEL","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-QUANTIZATION-TOOL","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-SW-RUNTIME","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-VIRT-MULTI-TENANCY","allowed_requirement_target_kinds","","object","add_cell"
"数据/fields.csv","field_id","FIELD-VIRT-PARTITIONING","allowed_requirement_target_kinds","","object","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","column_name","","allowed_requirement_target_kinds","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","data_type","","text","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","definition","","字段要求允许覆盖的目标类型；使用规范顺序的分号多值集合，与事实主体合同分离。","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","is_nullable","","false","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","is_primary_key","","false","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","notes","","字段主体合同修正版新增。","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","ordinal","","13","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","review_status","","approved","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","schema_column_id","","SCOL-FIELDS-CSV-013","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","semicolon_forbidden","","false","add_cell"
"数据/schema-columns.csv","schema_column_id","SCOL-FIELDS-CSV-013","table_path","","数据/fields.csv","add_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0175","precision_path_id","PP-AWS-TRN2-TENSOR-FP8","PP-AWS-TRN2-CHIP-TENSOR-FP8","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0175","requirement_fingerprint","RFP-AWS-TRN2-FACT-AWS-TRN2-DER-BALANCE-FP8","REQ-AWS-TRN2-0175|||||PP-AWS-TRN2-CHIP-TENSOR-FP8|||FIELD-DER-COMPUTE-BW-SPEC","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0176","precision_path_id","PP-AWS-TRN2-TENSOR-BF16","PP-AWS-TRN2-CHIP-TENSOR-BF16","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0176","requirement_fingerprint","RFP-AWS-TRN2-FACT-AWS-TRN2-DER-BALANCE-BF16","REQ-AWS-TRN2-0176|||||PP-AWS-TRN2-CHIP-TENSOR-BF16|||FIELD-DER-COMPUTE-BW-SPEC","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0177","precision_path_id","PP-AWS-TRN2-TENSOR-FP32","PP-AWS-TRN2-CHIP-TENSOR-FP32","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0177","requirement_fingerprint","RFP-AWS-TRN2-FACT-AWS-TRN2-DER-BALANCE-FP32","REQ-AWS-TRN2-0177|||||PP-AWS-TRN2-CHIP-TENSOR-FP32|||FIELD-DER-COMPUTE-BW-SPEC","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0178","precision_path_id","PP-AWS-TRN2-TENSOR-FP8","PP-AWS-TRN2-CHIP-TENSOR-FP8","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-AWS-TRN2-0178","requirement_fingerprint","RFP-AWS-TRN2-FACT-AWS-TRN2-DER-BALANCE-FP8-SPARSE","REQ-AWS-TRN2-0178|||||PP-AWS-TRN2-CHIP-TENSOR-FP8|||FIELD-DER-COMPUTE-BW-SPEC","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-GROQ-LPU1-ROUNDING-MODE","component_id","","CMP-GROQ-LPU1-MXM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-GROQ-LPU1-ROUNDING-MODE","object_id","OBJ-GROQ-LPU1-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-GROQ-LPU1-ROUNDING-MODE","requirement_fingerprint","M2-GHC-ARCH|REQ-GROQ-LPU1-ROUNDING-MODE","REQ-GROQ-LPU1-ROUNDING-MODE||CMP-GROQ-LPU1-MXM||||||FIELD-NUM-ROUNDING","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-FP4-ACCUM","object_id","OBJ-GOOGLE-TPU-8I-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-FP4-ACCUM","precision_path_id","","PP-M2GA-G8I-FP4","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-FP4-ACCUM","requirement_fingerprint","RFP-M2GA-G8I-FP4-ACCUM","REQ-M2GA-G8I-FP4-ACCUM|||||PP-M2GA-G8I-FP4|||FIELD-NUM-ACCUMULATION","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-ICI-PROTOCOL-DETAIL","link_id","","LINK-M2GA-G8I-ICI","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-ICI-PROTOCOL-DETAIL","object_id","OBJ-GOOGLE-TPU-8I-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8I-ICI-PROTOCOL-DETAIL","requirement_fingerprint","RFP-M2GA-G8I-ICI-PROTOCOL-DETAIL","REQ-M2GA-G8I-ICI-PROTOCOL-DETAIL|||LINK-M2GA-G8I-ICI|||||FIELD-INT-PROTOCOL","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8T-LDE-DETAIL","capability_id","","CAP-M2GA-G8T-LDE","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8T-LDE-DETAIL","object_id","OBJ-GOOGLE-TPU-8T-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-M2GA-G8T-LDE-DETAIL","requirement_fingerprint","RFP-M2GA-G8T-LDE-DETAIL","REQ-M2GA-G8T-LDE-DETAIL||||||CAP-M2GA-G8T-LDE||FIELD-CAP-IMPLEMENTATION-DETAIL","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-ACCUM","component_id","","CMP-NVG3-MXM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-ACCUM","object_id","OBJ-NVIDIA-GROQ3-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-ACCUM","requirement_fingerprint","M2-GHC-ARCH|REQ-NVG3-MXM-ACCUM","REQ-NVG3-MXM-ACCUM||CMP-NVG3-MXM||||||FIELD-NUM-ACCUMULATION","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-EXACT-FORMATS","component_id","","CMP-NVG3-MXM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-EXACT-FORMATS","object_id","OBJ-NVIDIA-GROQ3-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-EXACT-FORMATS","requirement_fingerprint","M2-GHC-ARCH|REQ-NVG3-MXM-EXACT-FORMATS","REQ-NVG3-MXM-EXACT-FORMATS||CMP-NVG3-MXM||||||FIELD-NUM-OPERAND-A","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-PHYSICAL-ACCUM","component_id","","CMP-NVG3-MXM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-PHYSICAL-ACCUM","object_id","OBJ-NVIDIA-GROQ3-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-MXM-PHYSICAL-ACCUM","requirement_fingerprint","M2-GHC-ARCH|REQ-NVG3-MXM-PHYSICAL-ACCUM","REQ-NVG3-MXM-PHYSICAL-ACCUM||CMP-NVG3-MXM||||||FIELD-NUM-PHYSICAL-ACCUM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-VXM-FORMATS","component_id","","CMP-NVG3-VXM","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-VXM-FORMATS","object_id","OBJ-NVIDIA-GROQ3-ARCH","","update_cell"
"数据/field-requirements.csv","requirement_id","REQ-NVG3-VXM-FORMATS","requirement_fingerprint","M2-GHC-ARCH|REQ-NVG3-VXM-FORMATS","REQ-NVG3-VXM-FORMATS||CMP-NVG3-VXM||||||FIELD-NUM-OPERAND-A","update_cell"
"scripts/validation/Validate-ResearchData.ps1","file","Validate-ResearchData.ps1","file_bytes","15816","23742","replace_file"
