"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"COMPLETE-AWS-TRN2-IDENTITY","OBJ-AWS-TRAINIUM2-CHIP","identity","partial","2026-08-12","root_postmerge_remediation","reviewed","架构、芯片和部署关系已确认；部分实例与 UltraServer 状态仍有未决项。"
"COMPLETE-AWS-TRN2-PHYSICAL","OBJ-AWS-TRAINIUM2-CHIP","physical","missing_public_data","2026-08-12","root_postmerge_remediation","reviewed","工艺、面积、晶体管、功耗和封装细节无一手定值。"
"COMPLETE-AWS-TRN2-COMPUTE","OBJ-AWS-TRAINIUM2-CHIP","compute","partial","2026-08-12","root_postmerge_remediation","reviewed","芯片与每核矩阵直值已分层；汇聚规则和芯片向量/标量峰值仍未解决。"
"COMPLETE-AWS-TRN2-NUMERICS","OBJ-AWS-TRAINIUM2-CHIP","numerics","partial","2026-08-12","root_postmerge_remediation","reviewed","主要格式和 FP32 累加语义可确认；内部位宽与舍入点未公开。"
"COMPLETE-AWS-TRN2-MEMORY","OBJ-AWS-TRAINIUM2-CHIP","memory","partial","2026-08-12","root_postmerge_remediation","reviewed","HBM、SBUF、PSUM 容量和主 DMA 有证据；片上带宽与延迟缺失。"
"COMPLETE-AWS-TRN2-INTERCONNECT","OBJ-AWS-TRAINIUM2-CHIP","interconnect","partial","2026-08-12","root_postmerge_remediation","reviewed","NeuronLink 拓扑和聚合值已覆盖；方向、有效载荷、延迟与 EFA 范围仍有缺口。"
"COMPLETE-AWS-TRN2-SPECIAL_ENGINES","OBJ-AWS-TRAINIUM2-CHIP","special_engines","partial","2026-08-12","root_postmerge_remediation","reviewed","稀疏、转置、DGE 与集合通信有证据；部分实现层级暂定。"
"COMPLETE-AWS-TRN2-SOFTWARE","OBJ-AWS-TRAINIUM2-CHIP","software","partial","2026-08-12","root_postmerge_remediation","reviewed","Neuron SDK、NKI 与主要框架有版本证据；软件能力不反推专用硬件。"
"COMPLETE-AWS-TRN2-EVIDENCE","OBJ-AWS-TRAINIUM2-CHIP","evidence","complete","2026-08-12","root_postmerge_remediation","reviewed","正式断言、筛选角色和反向移除已落表；动态状态与冲突按版本保留。"
"CC-CAMBRICON-MLU590-ARCH-IDENTITY","OBJ-CAMBRICON-MLU590-ARCH","identity","complete","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-PHYSICAL","OBJ-CAMBRICON-MLU590-ARCH","physical","not_applicable","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-COMPUTE","OBJ-CAMBRICON-MLU590-ARCH","compute","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-NUMERICS","OBJ-CAMBRICON-MLU590-ARCH","numerics","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-MEMORY","OBJ-CAMBRICON-MLU590-ARCH","memory","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-INTERCONNECT","OBJ-CAMBRICON-MLU590-ARCH","interconnect","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-SPECIAL_ENGINES","OBJ-CAMBRICON-MLU590-ARCH","special_engines","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-SOFTWARE","OBJ-CAMBRICON-MLU590-ARCH","software","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-CAMBRICON-MLU590-ARCH-EVIDENCE","OBJ-CAMBRICON-MLU590-ARCH","evidence","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-IDENTITY","OBJ-GROQ-LPU1-ARCH","identity","complete","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-PHYSICAL","OBJ-GROQ-LPU1-ARCH","physical","not_applicable","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-COMPUTE","OBJ-GROQ-LPU1-ARCH","compute","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-NUMERICS","OBJ-GROQ-LPU1-ARCH","numerics","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-MEMORY","OBJ-GROQ-LPU1-ARCH","memory","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-INTERCONNECT","OBJ-GROQ-LPU1-ARCH","interconnect","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-SPECIAL_ENGINES","OBJ-GROQ-LPU1-ARCH","special_engines","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-SOFTWARE","OBJ-GROQ-LPU1-ARCH","software","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-GROQ-LPU1-ARCH-EVIDENCE","OBJ-GROQ-LPU1-ARCH","evidence","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-IDENTITY","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","identity","complete","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-PHYSICAL","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","physical","not_applicable","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-COMPUTE","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","compute","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-NUMERICS","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","numerics","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-MEMORY","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","memory","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-INTERCONNECT","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","interconnect","not_applicable","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-SPECIAL_ENGINES","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","special_engines","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-SOFTWARE","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","software","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-HUAWEI-DA-VINCI-INITIAL-ARCH-EVIDENCE","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","evidence","complete","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-IDENTITY","OBJ-NVIDIA-GROQ3-ARCH","identity","complete","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-PHYSICAL","OBJ-NVIDIA-GROQ3-ARCH","physical","not_applicable","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-COMPUTE","OBJ-NVIDIA-GROQ3-ARCH","compute","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-NUMERICS","OBJ-NVIDIA-GROQ3-ARCH","numerics","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-MEMORY","OBJ-NVIDIA-GROQ3-ARCH","memory","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-INTERCONNECT","OBJ-NVIDIA-GROQ3-ARCH","interconnect","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-SPECIAL_ENGINES","OBJ-NVIDIA-GROQ3-ARCH","special_engines","missing_public_data","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-SOFTWARE","OBJ-NVIDIA-GROQ3-ARCH","software","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"CC-NVIDIA-GROQ3-ARCH-EVIDENCE","OBJ-NVIDIA-GROQ3-ARCH","evidence","partial","2026-08-12","M2-GHC-ARCH","draft","architecture_generation 口径；具体实现规格不计入代际卡完整度"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V3-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V3-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V3-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V3-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-MEMORY","OBJ-GOOGLE-TPU-V3-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V3-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V3-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V3-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V3_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V3-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V4-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V4-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V4-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V4-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-MEMORY","OBJ-GOOGLE-TPU-V4-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V4-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V4-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V4-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V4_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V4-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V5E-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V5E-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V5E-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V5E-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-MEMORY","OBJ-GOOGLE-TPU-V5E-ARCH","memory","missing_public_data","2026-08-12","m2_arch_google_aws","draft","产品页列出 HBM，但本代 VMEM 管理和 DMA 未由入选来源直接建立"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V5E-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V5E-ARCH","special_engines","missing_public_data","2026-08-12","m2_arch_google_aws","draft","没有找到 v5e 专用 SparseCore、MoE router 或硬件 Top-K 证据"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V5E-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","入选来源未形成可归属于 v5e 的软件栈事实"
"COMPLETE-M2GA-GOOGLE_TPU_V5E_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V5E-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V5P-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V5P-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V5P-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V5P-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-MEMORY","OBJ-GOOGLE-TPU-V5P-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V5P-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V5P-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V5P-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V5P_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V5P-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-IDENTITY","OBJ-GOOGLE-TPU-V6E-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-V6E-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-COMPUTE","OBJ-GOOGLE-TPU-V6E-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-NUMERICS","OBJ-GOOGLE-TPU-V6E-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-MEMORY","OBJ-GOOGLE-TPU-V6E-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-V6E-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-V6E-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-V6E-ARCH","software","missing_public_data","2026-08-12","m2_arch_google_aws","draft","入选来源未形成可归属于 v6e 的软件栈事实"
"COMPLETE-M2GA-GOOGLE_TPU_V6E_ARCH-EVIDENCE","OBJ-GOOGLE-TPU-V6E-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-IDENTITY","OBJ-GOOGLE-TPU7X-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-PHYSICAL","OBJ-GOOGLE-TPU7X-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-COMPUTE","OBJ-GOOGLE-TPU7X-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-NUMERICS","OBJ-GOOGLE-TPU7X-ARCH","numerics","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-MEMORY","OBJ-GOOGLE-TPU7X-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU7X-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU7X-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-SOFTWARE","OBJ-GOOGLE-TPU7X-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU7X_ARCH-EVIDENCE","OBJ-GOOGLE-TPU7X-ARCH","evidence","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-IDENTITY","OBJ-GOOGLE-TPU-8T-ARCH","identity","complete","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-PHYSICAL","OBJ-GOOGLE-TPU-8T-ARCH","physical","not_applicable","2026-08-12","m2_arch_google_aws","draft","架构对象只写物理实现边界，定值下沉"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-COMPUTE","OBJ-GOOGLE-TPU-8T-ARCH","compute","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-NUMERICS","OBJ-GOOGLE-TPU-8T-ARCH","numerics","missing_public_data","2026-08-12","m2_arch_google_aws","draft","只明确 native FP4，累加/输出语义未找到"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-MEMORY","OBJ-GOOGLE-TPU-8T-ARCH","memory","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-INTERCONNECT","OBJ-GOOGLE-TPU-8T-ARCH","interconnect","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-SPECIAL_ENGINES","OBJ-GOOGLE-TPU-8T-ARCH","special_engines","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
"COMPLETE-M2GA-GOOGLE_TPU_8T_ARCH-SOFTWARE","OBJ-GOOGLE-TPU-8T-ARCH","software","partial","2026-08-12","m2_arch_google_aws","draft","按架构对象公开程度评估"
