"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRESULT-CAMBRICON-MLU590-MEM-READ-BW","SEARCH-CAMBRICON-MLU590-MEM-READ-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-MEM-WRITE-BW","SEARCH-CAMBRICON-MLU590-MEM-WRITE-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-MEM-DMA","SEARCH-CAMBRICON-MLU590-MEM-DMA","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-PROTOCOL","SEARCH-CAMBRICON-MLU590-INTERCONNECT-PROTOCOL","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-BW","SEARCH-CAMBRICON-MLU590-INTERCONNECT-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-INTERCONNECT-TOPOLOGY","SEARCH-CAMBRICON-MLU590-INTERCONNECT-TOPOLOGY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-TOPK-SOFTWARE","SEARCH-CAMBRICON-MLU590-TOPK-SOFTWARE","SRC-CAMBRICON-CNNL-1-23-2-RELEASE-NOTES","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-TOPK-HARDWARE","SEARCH-CAMBRICON-MLU590-TOPK-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-MOE-HARDWARE","SEARCH-CAMBRICON-MLU590-MOE-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-ATTENTION-HARDWARE","SEARCH-CAMBRICON-MLU590-ATTENTION-HARDWARE","SRC-CAMBRICON-MLU-OPS-COMMIT-67B3707F","checked_no_support","draft","The fixed repository was checked but does not provide an MLU590-specific hardware mechanism for this requirement."
"SRESULT-CAMBRICON-MLU590-OPERATOR-LIBRARY","SEARCH-CAMBRICON-MLU590-OPERATOR-LIBRARY","SRC-CAMBRICON-CNNL-1-23-2-RELEASE-NOTES","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-COMPILER","SEARCH-CAMBRICON-MLU590-COMPILER","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-NAME","SEARCH-CAMBRICON-MLU590-H8-NAME","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-OBJECT-TYPE","SEARCH-CAMBRICON-MLU590-H8-OBJECT-TYPE","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-H8-FORM-FACTOR","SEARCH-CAMBRICON-MLU590-H8-FORM-FACTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-POWER","SEARCH-CAMBRICON-MLU590-H8-POWER","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-COOLING","SEARCH-CAMBRICON-MLU590-H8-COOLING","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-H8-STATUS","SEARCH-CAMBRICON-MLU590-H8-STATUS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-NAME","SEARCH-CAMBRICON-MLU590-M9-NAME","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-M9-OBJECT-TYPE","SEARCH-CAMBRICON-MLU590-M9-OBJECT-TYPE","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","Known versioned first-party source could not be read in full; no confirming assertion was created."
"SRESULT-CAMBRICON-MLU590-M9-FORM-FACTOR","SEARCH-CAMBRICON-MLU590-M9-FORM-FACTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-POWER","SEARCH-CAMBRICON-MLU590-M9-POWER","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-COOLING","SEARCH-CAMBRICON-MLU590-M9-COOLING","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
"SRESULT-CAMBRICON-MLU590-M9-STATUS","SEARCH-CAMBRICON-MLU590-M9-STATUS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","The WAIC page was checked; it does not establish this absolute specification or current status."
