"table_path","before_sha256","after_sha256","unchanged"
"最小参考资料库/conflict-groups.csv","a4323d659716a5aec1fc678bdc9d2db42858224ce5da2a3b38e1e927f71ddaed","a4323d659716a5aec1fc678bdc9d2db42858224ce5da2a3b38e1e927f71ddaed","true"
"最小参考资料库/conflict-members.csv","34c3d8a6fd34c8d4a481fd4198c271e1c7180bff59fec74e920a90755d2f2409","34c3d8a6fd34c8d4a481fd4198c271e1c7180bff59fec74e920a90755d2f2409","true"
"最小参考资料库/fact-assertions.csv","173bb2406374c25767aaff6404bc2e9854e5ef133a154668ab167e9be367c0bf","173bb2406374c25767aaff6404bc2e9854e5ef133a154668ab167e9be367c0bf","true"
"最小参考资料库/requirement-evidence.csv","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","true"
"最小参考资料库/search-log.csv","8a15366bb59f960e318491b4f4ccb01887accbefbdf316a535fc07c7f30decca","8a15366bb59f960e318491b4f4ccb01887accbefbdf316a535fc07c7f30decca","true"
"最小参考资料库/search-results.csv","1bcab32728aba2505307c993bd45c2974acfce3a2e10190301e4f68621cedc70","1bcab32728aba2505307c993bd45c2974acfce3a2e10190301e4f68621cedc70","true"
"最小参考资料库/selection-members.csv","92adb3f75751890bd2058c543fa46533466446b6f133ab0f2ecadc58e46448d6","92adb3f75751890bd2058c543fa46533466446b6f133ab0f2ecadc58e46448d6","true"
"最小参考资料库/selection-runs.csv","b5fc490c624b30c74518d5c1367a4d178a3c1a80bf063a4819020dff03cbd392","b5fc490c624b30c74518d5c1367a4d178a3c1a80bf063a4819020dff03cbd392","true"
"最小参考资料库/source-coverage.csv","ecf62408eb204638ba7277f3bfe48de88e04a96601fa43f5e13f7a09e11524e3","ecf62408eb204638ba7277f3bfe48de88e04a96601fa43f5e13f7a09e11524e3","true"
"最小参考资料库/source-endpoints.csv","8de1ee64763e2f2c7e24c995e776d343033d782f3c0458c1e4be2b3515df8d1a","8de1ee64763e2f2c7e24c995e776d343033d782f3c0458c1e4be2b3515df8d1a","true"
"最小参考资料库/source-families.csv","230cf8575a4028cb4be820a44ff6c6ab7ad56899aafa3e9e0c4526d53fd9ad04","230cf8575a4028cb4be820a44ff6c6ab7ad56899aafa3e9e0c4526d53fd9ad04","true"
"最小参考资料库/sources.csv","3fff1fbfa2a880525432ff414cfb5cceb2db8baa474d43a4be97ada767580c22","3fff1fbfa2a880525432ff414cfb5cceb2db8baa474d43a4be97ada767580c22","true"
"最小参考资料库/source-screening.csv","c06ea015aa97627f7324f518dbf58080f227521e81960f275c2cfca2fd49f968","c06ea015aa97627f7324f518dbf58080f227521e81960f275c2cfca2fd49f968","true"
"最小参考资料库/source-selected-roles.csv","c0ae7c4716d7336a4ac0beb8d3a41e6a32cc1794029dc624146093d0ba71f53a","c0ae7c4716d7336a4ac0beb8d3a41e6a32cc1794029dc624146093d0ba71f53a","true"
