"signoff_row_id","authorization_scope","action_type","target_path","pk_column","pk_value","column_name","old_value","new_value","source_path","formal_target_premerge_sha256","expected_target_postmerge_sha256","formal_target_premerge_bytes","expected_target_postmerge_bytes","formal_baseline_aggregate_sha256","remediation_package_manifest_sha256","formal_migration_manifest_sha256","reviewer","review_date","verdict","notes"
"FCR-SIGN-0013","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-ISSUE-WIDTH","allowed_requirement_target_kinds","","object;component","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0014","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-SHARED-RESOURCE","allowed_requirement_target_kinds","","component","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0015","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-THROUGHPUT","allowed_requirement_target_kinds","","object;precision_path","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0016","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-UNIT-COUNT","allowed_requirement_target_kinds","","object;component","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0017","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-UNIT-NAME","allowed_requirement_target_kinds","","component","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0018","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-UTILIZATION-LIMIT","allowed_requirement_target_kinds","","component","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0019","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-COMP-VENDOR-AI-TOPS","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0020","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-CAPACITY-COMPUTE","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0021","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-COMPUTE-BW-SPEC","allowed_requirement_target_kinds","","object;precision_path","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0022","exact_cell_change","update_cell","数据/fields.csv","field_id","FIELD-DER-COMPUTE-BW-SPEC","allowed_subject_kinds","object","object;precision_path","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0023","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-COMPUTE-BW-SUSTAINED","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0024","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-INTERCONNECT-COMPUTE","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0025","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-MATRIX-VECTOR","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0026","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-DER-MOVE-MATRIX","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0027","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-ARCH","allowed_requirement_target_kinds","","object;object_relation","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0028","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-AVAILABILITY-DATE","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0029","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-DATA-CUTOFF","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0030","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-DEPLOYMENT","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0031","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-FAMILY","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0032","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-NAME","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0033","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-OBJECT-TYPE","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
"FCR-SIGN-0034","exact_cell_change","add_cell","数据/fields.csv","field_id","FIELD-ID-REGION","allowed_requirement_target_kinds","","object","审计/子代理交接/field_subject_contract_remediation/candidate-fields.csv","7cf5442800a7e453b34bbda4ac335ccf101ce5cac2dde297be657d4f56a02cae","1723cd5ef441ea12c53e785a4d2e2101f81ecdc5ce10872a02152cfb6539e2ee","23396","25032","97ebb17a2518e3a43b18a382dcfc879c1f5e2b08118a6149c8fa984e65017453","16d721dde2c39154d40d6c3cef6f6525ac8fd24ef5e3c7ad29c2daef94fa0239","f10921f8eee6fe7dc7c2799cf9c7c753c9d9584a4efa2835d6f15fd5d03f8e25","field_contract_remediation_review","2026-08-13","accept","只授权本行所列精确变更；未列出的文件、行和单元格不得修改。"
