"assertion_id","fact_id","source_id","claim_role","assertion_mode","assertion_relation","raw_value_text","raw_value_number","raw_unit","source_locator","quoted_context","extraction_status","extractor","reviewer","review_date","assertion_fingerprint","review_status","notes"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP8-OUTPUT-S04","FACT-AWS-TRN2-TENSOR-FP8-OUTPUT","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types and Memory types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP8-OUTPUT-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OPERAND-A-S04","FACT-AWS-TRN2-TENSOR-BF16-OPERAND-A","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","BF16","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OPERAND-A-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OPERAND-B-S04","FACT-AWS-TRN2-TENSOR-BF16-OPERAND-B","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","BF16","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OPERAND-B-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-BF16-ACCUM-S04","FACT-AWS-TRN2-TENSOR-BF16-ACCUM","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-BF16-ACCUM-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OUTPUT-S04","FACT-AWS-TRN2-TENSOR-BF16-OUTPUT","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types and Memory types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-BF16-OUTPUT-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OPERAND-A-S04","FACT-AWS-TRN2-TENSOR-FP16-OPERAND-A","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP16","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OPERAND-A-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OPERAND-B-S04","FACT-AWS-TRN2-TENSOR-FP16-OPERAND-B","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP16","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OPERAND-B-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP16-ACCUM-S04","FACT-AWS-TRN2-TENSOR-FP16-ACCUM","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP16-ACCUM-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OUTPUT-S04","FACT-AWS-TRN2-TENSOR-FP16-OUTPUT","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types and Memory types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP16-OUTPUT-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OPERAND-A-S04","FACT-AWS-TRN2-TENSOR-TF32-OPERAND-A","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","TF32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OPERAND-A-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OPERAND-B-S04","FACT-AWS-TRN2-TENSOR-TF32-OPERAND-B","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","TF32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OPERAND-B-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-TF32-ACCUM-S04","FACT-AWS-TRN2-TENSOR-TF32-ACCUM","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-TF32-ACCUM-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OUTPUT-S04","FACT-AWS-TRN2-TENSOR-TF32-OUTPUT","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types and Memory types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-TF32-OUTPUT-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OPERAND-A-S04","FACT-AWS-TRN2-TENSOR-FP32-OPERAND-A","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OPERAND-A-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OPERAND-B-S04","FACT-AWS-TRN2-TENSOR-FP32-OPERAND-B","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OPERAND-B-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP32-ACCUM-S04","FACT-AWS-TRN2-TENSOR-FP32-ACCUM","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP32-ACCUM-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OUTPUT-S04","FACT-AWS-TRN2-TENSOR-FP32-OUTPUT","SRC-AWS-TRN2-S04","architecture_mechanism","direct_statement","supports","FP32","","","Data types and Memory types","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP32-OUTPUT-S04","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP8-ROUNDING-S03","FACT-AWS-TRN2-TENSOR-FP8-ROUNDING","SRC-AWS-TRN2-S03","architecture_mechanism","direct_statement","supports","RNE and stochastic rounding","","","Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP8-ROUNDING-S03","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-FP8-SCALING-S03","FACT-AWS-TRN2-TENSOR-FP8-SCALING","SRC-AWS-TRN2-S03","architecture_mechanism","direct_statement","supports","configurable exponent bias","","","Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-FP8-SCALING-S03","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-SPARSITY-MODES-S03","FACT-AWS-TRN2-SPARSITY-MODES","SRC-AWS-TRN2-S03","architecture_mechanism","direct_statement","supports","4:16, 4:12, 4:8, 2:8, 2:4, 1:4, 1:2","","","Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-SPARSITY-MODES-S03","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP8-DENSE-PUB-S01","FACT-AWS-TRN2-CHIP-FP8-DENSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","1299","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP8-DENSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-FP8-DENSE-PUB-S02","FACT-AWS-TRN2-CORE-FP8-DENSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","158","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-FP8-DENSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-BF16-DENSE-PUB-S01","FACT-AWS-TRN2-CHIP-BF16-DENSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","667","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-BF16-DENSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-BF16-DENSE-PUB-S02","FACT-AWS-TRN2-CORE-BF16-DENSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","79","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-BF16-DENSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP16-DENSE-PUB-S01","FACT-AWS-TRN2-CHIP-FP16-DENSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","667","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP16-DENSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-FP16-DENSE-PUB-S02","FACT-AWS-TRN2-CORE-FP16-DENSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","79","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-FP16-DENSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-TF32-DENSE-PUB-S01","FACT-AWS-TRN2-CHIP-TF32-DENSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","667","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-TF32-DENSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-TF32-DENSE-PUB-S02","FACT-AWS-TRN2-CORE-TF32-DENSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","79","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-TF32-DENSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP32-DENSE-PUB-S01","FACT-AWS-TRN2-CHIP-FP32-DENSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","181","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP32-DENSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-FP32-DENSE-PUB-S02","FACT-AWS-TRN2-CORE-FP32-DENSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","20","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-FP32-DENSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-PUB-S01","FACT-AWS-TRN2-CHIP-FP8-SPARSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","2563","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-FP8-SPARSE-PUB-S02","FACT-AWS-TRN2-CORE-FP8-SPARSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","316","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-FP8-SPARSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024-S10","FACT-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024","SRC-AWS-TRN2-S10","conflict_evidence","direct_statement","supports","","5.2","PFLOPS","launch post sparse compute claim","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024-S10","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-PUB-S01","FACT-AWS-TRN2-CHIP-BF16-SPARSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","2563","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-BF16-SPARSE-PUB-S02","FACT-AWS-TRN2-CORE-BF16-SPARSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","316","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-BF16-SPARSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024-S10","FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","SRC-AWS-TRN2-S10","conflict_evidence","direct_statement","supports","","5.2","PFLOPS","launch post sparse compute claim","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024-S10","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-PUB-S01","FACT-AWS-TRN2-CHIP-FP16-SPARSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","2563","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-FP16-SPARSE-PUB-S02","FACT-AWS-TRN2-CORE-FP16-SPARSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","316","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-FP16-SPARSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024-S10","FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","SRC-AWS-TRN2-S10","conflict_evidence","direct_statement","supports","","5.2","PFLOPS","launch post sparse compute claim","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024-S10","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-PUB-S01","FACT-AWS-TRN2-CHIP-TF32-SPARSE-PUB","SRC-AWS-TRN2-S01","conflict_evidence","direct_statement","supports","","2563","TFLOPS","Trainium2 chip components / Compute","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-PUB-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CORE-TF32-SPARSE-PUB-S02","FACT-AWS-TRN2-CORE-TF32-SPARSE-PUB","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","316","TFLOPS","Table 11 / Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CORE-TF32-SPARSE-PUB-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024-S10","FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","SRC-AWS-TRN2-S10","conflict_evidence","direct_statement","supports","","5.2","PFLOPS","launch post sparse compute claim","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024-S10","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-VECTOR-FP32-CORE-S02","FACT-AWS-TRN2-VECTOR-FP32-CORE","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","1.0","TFLOPS","Table 11 / Vector Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-VECTOR-FP32-CORE-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-SCALAR-FP32-CORE-S02","FACT-AWS-TRN2-SCALAR-FP32-CORE","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","1.2","TFLOPS","Table 11 / Scalar Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-SCALAR-FP32-CORE-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-TENSOR-CLOCK-S02","FACT-AWS-TRN2-TENSOR-CLOCK","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","2.4","GHz","Tensor Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-TENSOR-CLOCK-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-VECTOR-CLOCK-S02","FACT-AWS-TRN2-VECTOR-CLOCK","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","0.96","GHz","Vector Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-VECTOR-CLOCK-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-SCALAR-CLOCK-S02","FACT-AWS-TRN2-SCALAR-CLOCK","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","1.2","GHz","Scalar Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-SCALAR-CLOCK-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-GPSIMD-CLOCK-S02","FACT-AWS-TRN2-GPSIMD-CLOCK","SRC-AWS-TRN2-S02","core_spec","direct_statement","supports","","1.2","GHz","Gpsimd Engine","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-GPSIMD-CLOCK-S02","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-HBM-STACKS-S01","FACT-AWS-TRN2-HBM-STACKS","SRC-AWS-TRN2-S01","core_spec","direct_statement","supports","","4","count","Trainium2 chip components","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-HBM-STACKS-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-HBM-CAPACITY-S01","FACT-AWS-TRN2-HBM-CAPACITY","SRC-AWS-TRN2-S01","core_spec","direct_statement","supports","","96","GiB","Memory","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-HBM-CAPACITY-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-HBM-BANDWIDTH-S01","FACT-AWS-TRN2-HBM-BANDWIDTH","SRC-AWS-TRN2-S01","core_spec","direct_statement","supports","","2.9","TB/s","Memory","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-HBM-BANDWIDTH-S01","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-HBM-BANKS-S05","FACT-AWS-TRN2-HBM-BANKS","SRC-AWS-TRN2-S05","architecture_mechanism","direct_statement","supports","","4","count","LNC=1/2","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-HBM-BANKS-S05","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
"ASSERT-FACT-AWS-TRN2-HBM-SHARING-S05","FACT-AWS-TRN2-HBM-SHARING","SRC-AWS-TRN2-S05","architecture_mechanism","direct_statement","supports","two physical NCv3 cores per bank","","","LNC=1/2","","source_checked","trainium2_pilot","","","AFP-ASSERT-FACT-AWS-TRN2-HBM-SHARING-S05","draft","从试填草稿的证据定位结构化；未在本任务重新联网"
