"condition_set_id","condition_fingerprint","precision_path_id","sparsity_mode","sparsity_pattern","operation_type","operation_count_rule","performance_basis","support_level","power_mode","frequency_value","frequency_unit","software_version","workload_stage","bandwidth_direction","aggregation_scope","traffic_basis","measurement_scope","effective_date","review_status","notes"
"COND-AWS-TRN2-CHIP-FP8-SPARSE-DER8","CFP-COND-AWS-TRN2-CHIP-FP8-SPARSE-DER8","PP-AWS-TRN2-TENSOR-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","public_derived","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 稀疏峰值简单乘算候选"
"COND-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024","CFP-COND-AWS-TRN2-CHIP-FP8-SPARSE-HIST2024","PP-AWS-TRN2-TENSOR-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_object","2024-12-03","draft","S10 2024-12-03 历史发布博客稀疏口径"
"COND-AWS-TRN2-CHIP-BF16-SPARSE-PUB","CFP-COND-AWS-TRN2-CHIP-BF16-SPARSE-PUB","PP-AWS-TRN2-TENSOR-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_object","","draft","S1 当前芯片结构化稀疏聚合峰值"
"COND-AWS-TRN2-CORE-BF16-SPARSE-PUB","CFP-COND-AWS-TRN2-CORE-BF16-SPARSE-PUB","PP-AWS-TRN2-TENSOR-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_component","","draft","S2 每 NCv3 结构化稀疏峰值"
"COND-AWS-TRN2-CHIP-BF16-SPARSE-DER8","CFP-COND-AWS-TRN2-CHIP-BF16-SPARSE-DER8","PP-AWS-TRN2-TENSOR-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","public_derived","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 稀疏峰值简单乘算候选"
"COND-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-CHIP-BF16-SPARSE-HIST2024","PP-AWS-TRN2-TENSOR-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_object","2024-12-03","draft","S10 2024-12-03 历史发布博客稀疏口径"
"COND-AWS-TRN2-CHIP-FP16-SPARSE-PUB","CFP-COND-AWS-TRN2-CHIP-FP16-SPARSE-PUB","PP-AWS-TRN2-TENSOR-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_object","","draft","S1 当前芯片结构化稀疏聚合峰值"
"COND-AWS-TRN2-CORE-FP16-SPARSE-PUB","CFP-COND-AWS-TRN2-CORE-FP16-SPARSE-PUB","PP-AWS-TRN2-TENSOR-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_component","","draft","S2 每 NCv3 结构化稀疏峰值"
"COND-AWS-TRN2-CHIP-FP16-SPARSE-DER8","CFP-COND-AWS-TRN2-CHIP-FP16-SPARSE-DER8","PP-AWS-TRN2-TENSOR-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","public_derived","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 稀疏峰值简单乘算候选"
"COND-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-CHIP-FP16-SPARSE-HIST2024","PP-AWS-TRN2-TENSOR-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_object","2024-12-03","draft","S10 2024-12-03 历史发布博客稀疏口径"
"COND-AWS-TRN2-CHIP-TF32-SPARSE-PUB","CFP-COND-AWS-TRN2-CHIP-TF32-SPARSE-PUB","PP-AWS-TRN2-TENSOR-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_object","","draft","S1 当前芯片结构化稀疏聚合峰值"
"COND-AWS-TRN2-CORE-TF32-SPARSE-PUB","CFP-COND-AWS-TRN2-CORE-TF32-SPARSE-PUB","PP-AWS-TRN2-TENSOR-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_component","","draft","S2 每 NCv3 结构化稀疏峰值"
"COND-AWS-TRN2-CHIP-TF32-SPARSE-DER8","CFP-COND-AWS-TRN2-CHIP-TF32-SPARSE-DER8","PP-AWS-TRN2-TENSOR-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","public_derived","hardware_peak_published","","2400000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 稀疏峰值简单乘算候选"
"COND-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","CFP-COND-AWS-TRN2-CHIP-TF32-SPARSE-HIST2024","PP-AWS-TRN2-TENSOR-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_object","2024-12-03","draft","S10 2024-12-03 历史发布博客稀疏口径"
"COND-AWS-TRN2-VECTOR-FP32-CORE","CFP-COND-AWS-TRN2-VECTOR-FP32-CORE","PP-AWS-TRN2-VECTOR-FP32","dense","","vector_fma","not_specified","theoretical_peak","hardware_peak_published","","960000000","Hz","Neuron docs 2.29.1","","","","","per_component","","draft","S2 每 NCv3 Vector Engine"
"COND-AWS-TRN2-VECTOR-FP32-DER8","CFP-COND-AWS-TRN2-VECTOR-FP32-DER8","PP-AWS-TRN2-VECTOR-FP32","dense","","vector_fma","not_specified","public_derived","hardware_peak_published","","960000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 的简单乘算候选"
"COND-AWS-TRN2-SCALAR-FP32-CORE","CFP-COND-AWS-TRN2-SCALAR-FP32-CORE","PP-AWS-TRN2-SCALAR-FP32","dense","","scalar_fma","not_specified","theoretical_peak","hardware_peak_published","","1200000000","Hz","Neuron docs 2.29.1","","","","","per_component","","draft","S2 每 NCv3 Scalar Engine"
"COND-AWS-TRN2-SCALAR-FP32-DER8","CFP-COND-AWS-TRN2-SCALAR-FP32-DER8","PP-AWS-TRN2-SCALAR-FP32","dense","","scalar_fma","not_specified","public_derived","hardware_peak_published","","1200000000","Hz","Neuron docs 2.29.1","","","","","per_object","","draft","8 个 NCv3 的简单乘算候选"
"COND-AWS-TRN2-48XL-FP8-DENSE","CFP-COND-AWS-TRN2-48XL-FP8-DENSE","PP-AWS-TRN2-48XL-FP8","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-48XL-BF16-DENSE","CFP-COND-AWS-TRN2-48XL-BF16-DENSE","PP-AWS-TRN2-48XL-BF16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-48XL-FP16-DENSE","CFP-COND-AWS-TRN2-48XL-FP16-DENSE","PP-AWS-TRN2-48XL-FP16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-48XL-TF32-DENSE","CFP-COND-AWS-TRN2-48XL-TF32-DENSE","PP-AWS-TRN2-48XL-TF32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-48XL-FP32-DENSE","CFP-COND-AWS-TRN2-48XL-FP32-DENSE","PP-AWS-TRN2-48XL-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-48XL-FP8-SPARSE","CFP-COND-AWS-TRN2-48XL-FP8-SPARSE","PP-AWS-TRN2-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-BF16-SPARSE","CFP-COND-AWS-TRN2-48XL-BF16-SPARSE","PP-AWS-TRN2-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-FP16-SPARSE","CFP-COND-AWS-TRN2-48XL-FP16-SPARSE","PP-AWS-TRN2-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-TF32-SPARSE","CFP-COND-AWS-TRN2-48XL-TF32-SPARSE","PP-AWS-TRN2-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-DENSE","PP-AWS-TRN2U-48XL-FP8","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-DENSE","PP-AWS-TRN2U-48XL-BF16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-DENSE","PP-AWS-TRN2U-48XL-FP16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-DENSE","PP-AWS-TRN2U-48XL-TF32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP32-DENSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP32-DENSE","PP-AWS-TRN2U-48XL-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE","PP-AWS-TRN2U-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE","PP-AWS-TRN2U-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE","PP-AWS-TRN2U-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE","PP-AWS-TRN2U-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_instance","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP8-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP8-DENSE","PP-AWS-TRN2-ULTRA64-FP8","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-BF16-DENSE","CFP-COND-AWS-TRN2-ULTRA64-BF16-DENSE","PP-AWS-TRN2-ULTRA64-BF16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP16-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP16-DENSE","PP-AWS-TRN2-ULTRA64-FP16","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-TF32-DENSE","CFP-COND-AWS-TRN2-ULTRA64-TF32-DENSE","PP-AWS-TRN2-ULTRA64-TF32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP32-DENSE","CFP-COND-AWS-TRN2-ULTRA64-FP32-DENSE","PP-AWS-TRN2-ULTRA64-FP32","dense","","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP8-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-FP8-SPARSE","PP-AWS-TRN2-ULTRA64-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-BF16-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-BF16-SPARSE","PP-AWS-TRN2-ULTRA64-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-FP16-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-FP16-SPARSE","PP-AWS-TRN2-ULTRA64-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-ULTRA64-TF32-SPARSE","CFP-COND-AWS-TRN2-ULTRA64-TF32-SPARSE","PP-AWS-TRN2-ULTRA64-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","","","","per_system","","draft","S6 对象级结构化稀疏聚合峰值"
"COND-AWS-TRN2-48XL-FP8-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-FP8-SPARSE-HIST2024","PP-AWS-TRN2-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-BF16-SPARSE-HIST2024","PP-AWS-TRN2-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-FP16-SPARSE-HIST2024","PP-AWS-TRN2-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","CFP-COND-AWS-TRN2-48XL-TF32-SPARSE-HIST2024","PP-AWS-TRN2-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-FP8-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-FP8","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-BF16-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-BF16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-FP16-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-FP16","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","CFP-COND-AWS-TRN2-TRN2U-48XL-TF32-SPARSE-HIST2024","PP-AWS-TRN2U-48XL-TF32","structured_sparse","M:N vendor-supported modes","matrix_multiply","not_specified","vendor_label_unresolved","hardware_peak_published","","","","","","","","","per_instance","2024-12-03","draft","S10 历史实例稀疏峰值"
"COND-AWS-TRN2-BW-CHIP","CFP-COND-AWS-TRN2-BW-CHIP","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_object","","draft","芯片级容量或带宽条件"
"COND-AWS-TRN2-BW-PER-COMP","CFP-COND-AWS-TRN2-BW-PER-COMP","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_component","","draft","每组件容量或带宽条件"
"COND-AWS-TRN2-BW-GPSIMD-TOTAL","CFP-COND-AWS-TRN2-BW-GPSIMD-TOTAL","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","bidirectional_aggregate","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 总计"
"COND-AWS-TRN2-BW-GPSIMD-READ","CFP-COND-AWS-TRN2-BW-GPSIMD-READ","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","rx","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 读方向"
"COND-AWS-TRN2-BW-GPSIMD-WRITE","CFP-COND-AWS-TRN2-BW-GPSIMD-WRITE","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","tx","per_endpoint","vendor_nameplate","per_component","","draft","每 NCv3 GPSIMD DMA 写方向"
"COND-AWS-TRN2-BW-INSTANCE","CFP-COND-AWS-TRN2-BW-INSTANCE","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","per_endpoint","vendor_nameplate","per_instance","","draft","实例级聚合带宽"
"COND-AWS-TRN2-BW-SYSTEM","CFP-COND-AWS-TRN2-BW-SYSTEM","","not_applicable","","data_move","not_specified","theoretical_peak","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","system_total","vendor_nameplate","per_system","","draft","系统级聚合带宽"
"COND-AWS-TRN2-BW-SYSTEM-SCOPE-UNRESOLVED","CFP-COND-AWS-TRN2-BW-SYSTEM-SCOPE-UNRESOLVED","","not_applicable","","data_move","not_specified","vendor_label_unresolved","hardware_peak_published","","","","Neuron docs 2.29.1","","direction_not_specified","not_specified","vendor_nameplate","per_system","","draft","UltraServer EFA 报告值；聚合范围未由 S6 说明"
