"sequence","timestamp_utc","phase","kind","relative_path","observed_sha256","details"
"11","2026-08-13T07:49:52.8002535Z","commit_complete","csv_replace","数据/field-requirements.csv","5c9acf64b111c2fc1fe353d4a27def3b224f91bbf4d3a17cab5a3ec6d705ef66","commit_index=5"
"12","2026-08-13T07:49:52.8041070Z","commit_begin","csv_replace","数据/links.csv","71dc144abeae14c1607c75ef060f0305aa910e05823159ce4dca1b5105e9b51e","registered_before_move;candidate=dd0debe263bea2931acb64e14346e336521d00e8505ccb86b4de1320c43d18eb"
"13","2026-08-13T07:49:52.8296286Z","commit_complete","csv_replace","数据/links.csv","dd0debe263bea2931acb64e14346e336521d00e8505ccb86b4de1320c43d18eb","commit_index=6"
"14","2026-08-13T07:49:52.8332630Z","commit_begin","csv_replace","数据/memory-levels.csv","e1e6f95da738de7ae3c673ebd66707e2ddf13c411afd72c6383fd375697398fa","registered_before_move;candidate=c8c0873b297f56bdf02fa97aca775b637108529a8424970a8f3b279c78409745"
"15","2026-08-13T07:49:52.8611249Z","commit_complete","csv_replace","数据/memory-levels.csv","c8c0873b297f56bdf02fa97aca775b637108529a8424970a8f3b279c78409745","commit_index=7"
"16","2026-08-13T07:49:52.8666589Z","commit_begin","csv_replace","数据/precision-paths.csv","477cc547e061fd7fd2d418c38ee4c74eb56c17ec70df956666040fde04292431","registered_before_move;candidate=7dc243503f2b0938ca71e33283d2b7195635d5c306b314df61a8f2220beecd1f"
"17","2026-08-13T07:49:52.8904357Z","commit_complete","csv_replace","数据/precision-paths.csv","7dc243503f2b0938ca71e33283d2b7195635d5c306b314df61a8f2220beecd1f","commit_index=8"
"18","2026-08-13T07:49:52.8949134Z","commit_begin","csv_replace","最小参考资料库/fact-assertions.csv","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","registered_before_move;candidate=5139d4a0b9fa0cb2e22b13aad3d4d4fa43fd7fe77f9f35bc3ed4c9e2485db4c3"
"19","2026-08-13T07:49:52.9210564Z","commit_complete","csv_replace","最小参考资料库/fact-assertions.csv","5139d4a0b9fa0cb2e22b13aad3d4d4fa43fd7fe77f9f35bc3ed4c9e2485db4c3","commit_index=9"
"20","2026-08-13T07:49:52.9254376Z","commit_begin","csv_replace","最小参考资料库/requirement-evidence.csv","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","registered_before_move;candidate=e11d052d9900f3092d8d1bd90c3c727687d7a319586d86f6092f6da3ba489959"
"21","2026-08-13T07:49:52.9517770Z","commit_complete","csv_replace","最小参考资料库/requirement-evidence.csv","e11d052d9900f3092d8d1bd90c3c727687d7a319586d86f6092f6da3ba489959","commit_index=10"
"22","2026-08-13T07:49:52.9562632Z","commit_begin","csv_replace","最小参考资料库/search-log.csv","f7c501584f0b685b26aaaa913a9fd975e4d94474a9fac38b95d74fe0513bc23d","registered_before_move;candidate=95b55a16268a7de09f9dbeefb07a4e10397ac061ad8f8a532b2c731b153166bf"
"23","2026-08-13T07:49:52.9827213Z","commit_complete","csv_replace","最小参考资料库/search-log.csv","95b55a16268a7de09f9dbeefb07a4e10397ac061ad8f8a532b2c731b153166bf","commit_index=11"
"24","2026-08-13T07:49:52.9877315Z","commit_begin","csv_replace","最小参考资料库/search-results.csv","92aec74a85406ffa96c826348ffe298dba702639ecdf956160bf655db48cc40f","registered_before_move;candidate=44100e3663d7fb488e34c831cdc91d6b736b7e7fc26fde40efbe6dcd94ec1d25"
"25","2026-08-13T07:49:53.0146285Z","commit_complete","csv_replace","最小参考资料库/search-results.csv","44100e3663d7fb488e34c831cdc91d6b736b7e7fc26fde40efbe6dcd94ec1d25","commit_index=12"
"26","2026-08-13T07:49:53.0193823Z","commit_begin","csv_replace","最小参考资料库/selection-members.csv","073cba4b5671f2273f75e99a355259444c7c28c2a2da4006b19535b3f030ce0b","registered_before_move;candidate=78e72cd165269eebc50a0aaa4f334c0a133f8a83df886edebbdc4adb9eb94cd7"
"27","2026-08-13T07:49:53.0429923Z","commit_complete","csv_replace","最小参考资料库/selection-members.csv","78e72cd165269eebc50a0aaa4f334c0a133f8a83df886edebbdc4adb9eb94cd7","commit_index=13"
"28","2026-08-13T07:49:53.0468595Z","commit_begin","csv_replace","最小参考资料库/selection-runs.csv","4397260840ab286e7d4274f963eb037eb70a2dfd951ac55d43fdd35aa85e7ee0","registered_before_move;candidate=87267f0d763f3296d978e032fa51c24f3d3c45657c80381906975e07671a5c57"
"29","2026-08-13T07:49:53.0643278Z","commit_complete","csv_replace","最小参考资料库/selection-runs.csv","87267f0d763f3296d978e032fa51c24f3d3c45657c80381906975e07671a5c57","commit_index=14"
"30","2026-08-13T07:49:53.0736512Z","commit_begin","csv_replace","最小参考资料库/source-coverage.csv","88bf789e45a70271bab97a4f1d69034e675418bf340c82d01751d50f07e8ba21","registered_before_move;candidate=92bc73137de9309ab69526d1f11db63223e38d6f39c8ffa3c4e3464cf30d6f09"
"31","2026-08-13T07:49:53.0917977Z","commit_complete","csv_replace","最小参考资料库/source-coverage.csv","92bc73137de9309ab69526d1f11db63223e38d6f39c8ffa3c4e3464cf30d6f09","commit_index=15"
"32","2026-08-13T07:49:53.1048099Z","commit_begin","csv_replace","最小参考资料库/source-endpoints.csv","644a9dc2249c717c7e16121d5164184bd5dd9804b9be4983019bb1ad48bc9f6f","registered_before_move;candidate=2404014f924499e4a507a195047a61b231151538d7751c89a8e12b4f6bb3734e"
"33","2026-08-13T07:49:53.1337431Z","commit_complete","csv_replace","最小参考资料库/source-endpoints.csv","2404014f924499e4a507a195047a61b231151538d7751c89a8e12b4f6bb3734e","commit_index=16"
"34","2026-08-13T07:49:53.1383110Z","commit_begin","csv_replace","最小参考资料库/source-families.csv","358869eac543ca7769129a0525834a366fb3abb5c3fba858b556bb414ed0b061","registered_before_move;candidate=c32adbe0e0562cd7d3f7522a0b5bbb923436c3996aa5572fa2af8b791bb356d7"
"35","2026-08-13T07:49:53.1661888Z","commit_complete","csv_replace","最小参考资料库/source-families.csv","c32adbe0e0562cd7d3f7522a0b5bbb923436c3996aa5572fa2af8b791bb356d7","commit_index=17"
"36","2026-08-13T07:49:53.1713777Z","commit_begin","csv_replace","最小参考资料库/sources.csv","43c72603ecf52b78aa0e737840190320accf567b0d3d769c1c8b64ce223a84fc","registered_before_move;candidate=d2f69e112a09205a4ad84510e20bdf24067981cc6e1769a1ec00fbd458dfd08e"
"37","2026-08-13T07:49:53.1989130Z","commit_complete","csv_replace","最小参考资料库/sources.csv","d2f69e112a09205a4ad84510e20bdf24067981cc6e1769a1ec00fbd458dfd08e","commit_index=18"
"38","2026-08-13T07:49:53.2032273Z","commit_begin","csv_replace","最小参考资料库/source-screening.csv","b4d12751bc347739b415feb2349d56297920a0cd2deab9887cb0c7b5a9377823","registered_before_move;candidate=d111bc6da995c9dd235e7cd235b9d0e13995a7c69fa8e9bf81df4ea6ceba7d48"
"39","2026-08-13T07:49:53.2308909Z","commit_complete","csv_replace","最小参考资料库/source-screening.csv","d111bc6da995c9dd235e7cd235b9d0e13995a7c69fa8e9bf81df4ea6ceba7d48","commit_index=19"
"40","2026-08-13T07:49:53.2355367Z","commit_begin","csv_replace","最小参考资料库/source-selected-roles.csv","5974d3615274baf78482815586f0fed10da3639532b7e8ba681a16ac59af2c57","registered_before_move;candidate=6229a37689312e51b119ded93b16b26344c5128ee5741a4dc6fd0dfc3fc77e9b"
"41","2026-08-13T07:49:53.2636474Z","commit_complete","csv_replace","最小参考资料库/source-selected-roles.csv","6229a37689312e51b119ded93b16b26344c5128ee5741a4dc6fd0dfc3fc77e9b","commit_index=20"
"42","2026-08-13T07:49:53.2684061Z","commit_begin","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","","registered_before_copy;expected=a291d3ce26c0f8958454eb9917ec742ef8fb51f39a1204c052c759baf89220c9"
"43","2026-08-13T07:49:53.2800299Z","commit_complete","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","a291d3ce26c0f8958454eb9917ec742ef8fb51f39a1204c052c759baf89220c9","commit_index=1"
"44","2026-08-13T07:49:53.2885750Z","commit_begin","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","","registered_before_copy;expected=06c18287b35958d51492a6c55e170cc891aa0b005c4ddb4850b7144832940b66"
"45","2026-08-13T07:49:53.3033507Z","commit_complete","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","06c18287b35958d51492a6c55e170cc891aa0b005c4ddb4850b7144832940b66","commit_index=2"
"46","2026-08-13T07:49:53.3106997Z","commit_begin","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950DT_封装资料卡.md","","registered_before_copy;expected=5cbe7d6169869ae94e355d1b90a1be0bf39fb1f6319b4cded7ca584ccca0e958"
"47","2026-08-13T07:49:53.3250310Z","commit_complete","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950DT_封装资料卡.md","5cbe7d6169869ae94e355d1b90a1be0bf39fb1f6319b4cded7ca584ccca0e958","commit_index=3"
"48","2026-08-13T07:49:53.3346086Z","commit_begin","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/huawei-connect-2025-ascend-roadmap-2026-08-13.html","","registered_before_copy;expected=8bf0f453e143562c7b5f3ead61f54a35da6020689dbc20aede772da0d00d7499"
"49","2026-08-13T07:49:53.5585741Z","commit_complete","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/huawei-connect-2025-ascend-roadmap-2026-08-13.html","8bf0f453e143562c7b5f3ead61f54a35da6020689dbc20aede772da0d00d7499","commit_index=4"
"50","2026-08-13T07:49:53.5610846Z","commit_begin","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-processor-2026-08-13.html","","registered_before_copy;expected=33f477a551103a772c6e7e8b1ca24f3d17af590088927e7cbf0005e5a0ba7102"
"51","2026-08-13T07:49:53.6478626Z","commit_complete","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-processor-2026-08-13.html","33f477a551103a772c6e7e8b1ca24f3d17af590088927e7cbf0005e5a0ba7102","commit_index=5"
"52","2026-08-13T07:49:53.6506877Z","commit_begin","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-processor-950dt-2026-08-13.html","","registered_before_copy;expected=6bc823f2bf7328f8fa9838f6b7b7f6ee1cde23e9ccb8b41f0d9a4067e7706b07"
"53","2026-08-13T07:49:53.7386505Z","commit_complete","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-processor-950dt-2026-08-13.html","6bc823f2bf7328f8fa9838f6b7b7f6ee1cde23e9ccb8b41f0d9a4067e7706b07","commit_index=6"
"54","2026-08-13T07:49:53.7412915Z","commit_begin","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-accelerator-card-2026-08-13.html","","registered_before_copy;expected=3cfdeba7221d272ac307a3a2ca6404433804b9d6c7922677f56216bf24c4d978"
"55","2026-08-13T07:49:53.8832549Z","commit_complete","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-accelerator-card-2026-08-13.html","3cfdeba7221d272ac307a3a2ca6404433804b9d6c7922677f56216bf24c4d978","commit_index=7"
"56","2026-08-13T07:49:53.8872826Z","commit_begin","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-atlas350-launch-2026-08-13.html","","registered_before_copy;expected=bdf89863ce0321f24f6c42ebfebda09d62cfad3468ef953e1277f6bda240a9dd"
"57","2026-08-13T07:49:53.9807792Z","commit_complete","payload_copy","最小参考资料库/快照/华为/Ascend950/2026-08-13/hiascend-atlas350-launch-2026-08-13.html","bdf89863ce0321f24f6c42ebfebda09d62cfad3468ef953e1277f6bda240a9dd","commit_index=8"
"58","2026-08-13T07:50:15.0014271Z","commit_complete","transaction","","b84ce89dbdf96accb7861e61cedbfb33618ed8793d33188030f7ef51f15efe73","545_writes_5_guards_115509_checks"
