"target_table","operation","primary_key","rationale","dependency_group","risk_level","fragment_file"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-CUDA-C-PROGRAMMING-GUIDE","Register one work-level family before its content versions.","02_source_registry","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-GPU-MEMORY-ERROR-MGMT","Register one work-level family before its content versions.","02_source_registry","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-MIG-USER-GUIDE","Register one work-level family before its content versions.","02_source_registry","medium","source-families.csv"
"最小参考资料库/source-families.csv","insert","SFAM-NVIDIA-PTX-ISA","Register one work-level family before its content versions.","02_source_registry","medium","source-families.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-IEEE-MICRO-2021","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-ISSCC-2021","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-2024","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-2022","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-GPU-MEM-ERROR-MGMT-R595","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-MIG-USER-GUIDE-610","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-PTX-ISA-7-0","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/sources.csv","insert","SRC-NVIDIA-PTX-ISA-7-2","Register a fixed content version once, independent of endpoint count.","02_source_registry","medium","sources.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-IEEE-MICRO-2021-DOI","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-IEEE-MICRO-2021-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-ISSCC-2021-DOI","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-ISSCC-2021-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-ARXIV","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-A100-RANDOM-ACCESS-ARXIV-V1-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-ARXIV","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-AMPERE-MICROBENCH-ARXIV-V1-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-CUDA-C-PROGRAMMING-GUIDE-11-0-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-DA-09826-002-V001-PUBLISHER","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-CONTAINED-UCE-RESPONSE","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-CONTAINMENT","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-DPO","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-REPAIR","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-ROW-REMAP","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-GPU-MEM-ERROR-MGMT-R595-SUPPORTED","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-CONCEPTS","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-DEPLOYMENT","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-GETTING-STARTED","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-INTRODUCTION","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-PROFILES","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-SUPPORTED-CONFIGURATIONS","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-SUPPORTED-GPUS","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-VERSION-METADATA","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-MIG-USER-GUIDE-610-VIRTUALIZATION","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-PTX-ISA-7-0-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"最小参考资料库/source-endpoints.csv","insert","END-NVIDIA-PTX-ISA-7-2-LOCAL","Register an access endpoint under one source. Stable local paths depend on the payload-copy group.","03_endpoints","medium","source-endpoints.csv"
"数据/condition-sets.csv","update","COND-M2NA-AMPERE-2OF4","Repair the existing sparse condition with datatype and software target.","04_conditions","high","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-BF16-SP24","Add a datatype-specific sparse instruction condition.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-CUDA110-SM80","Add the software-version and target condition for Ampere programming-model facts.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-INT4-PAIR48","Add a datatype-specific sparse instruction condition.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-INT8-SP24","Add a datatype-specific sparse instruction condition.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-AMPERE-TF32-SP12","Add a datatype-specific sparse instruction condition.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-FULL-DIE","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-PER-SM-MEMORY","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-CONTAINMENT","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-DPO","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-RAS-ROW-REMAP","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-SM-FP16-DENSE","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/condition-sets.csv","insert","COND-R1-GA100-SM-PROCESSING-BLOCK","Add an explicit implementation or RAS condition set.","04_conditions","medium","condition-sets.csv"
"数据/components.csv","insert","COMP-R1-GA100-FP32","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-GPC","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-L1SMEM","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-L2","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-MEMCTRL","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-OFA","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-REG","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-SM","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-TENSOR","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-TPC","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/components.csv","insert","COMP-R1-GA100-VIDEO-DECODE","Create a source-backed implementation component or explicit fixed-function block.","04_entity_graph","medium","components.csv"
"数据/links.csv","insert","LINK-R1-GA100-PCIE4-X16","Create the real full-GA100 host-interface link required by the fact subject contract.","04_entity_graph","high","links.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-L1SMEM","Classify a real GA100 memory component without importing product capacity.","04_entity_graph","medium","memory-levels.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-L2","Classify a real GA100 memory component without importing product capacity.","04_entity_graph","medium","memory-levels.csv"
"数据/memory-levels.csv","insert","COMP-R1-GA100-REG","Classify a real GA100 memory component without importing product capacity.","04_entity_graph","medium","memory-levels.csv"
"数据/object-relations.csv","insert","OREL-NVIDIA-GA100-IMPLEMENTS-AMPERE","Connect GA100 to the already registered Ampere architecture without duplicating architecture facts.","04_entity_graph","high","object-relations.csv"
"数据/objects.csv","insert","OBJ-NVIDIA-GA100-DIE","Create the frozen full-die subject before subordinate entities.","04_entity_graph","high","objects.csv"
"数据/precision-paths.csv","update","PPATH-M2NA-AMPERE-TENSOR-INT8","Split INT8 from narrower integer and binary precision paths.","04_entity_graph","high","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","Create a datatype-specific architecture precision path.","04_entity_graph","medium","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-AMPERE-TENSOR-INT4","Create a datatype-specific architecture precision path.","04_entity_graph","medium","precision-paths.csv"
"数据/precision-paths.csv","insert","PPATH-R1-GA100-TENSOR-FP16-DENSE","Create an implementation precision path for the full-design per-SM throughput statement.","04_entity_graph","medium","precision-paths.csv"
"数据/special-capabilities.csv","update","CAP-M2NA-AMPERE-SPARSE","Remove the misleading unconditional 2:4 capability label.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-AMPERE-WARP-REDUCE","Repair the capability inventory with the directly documented Ampere warp reduction instruction.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-ATTENTION-MOVE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-COLLECTIVE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-COMPRESSION","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-DEQUANTIZE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-KV-CACHE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-MOE-DISPATCH","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-MOE-ROUTE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-QUANTIZE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-SOFTMAX","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-TOPK","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-GAP-TRANSPOSE","Create a typed evidence target so one template mechanism receives one auditable gap decision.","04_entity_graph","high","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-OFA","Create a directly published GA100 special capability.","04_entity_graph","medium","special-capabilities.csv"
"数据/special-capabilities.csv","insert","CAP-R1-GA100-VIDEO-DECODE","Create a directly published GA100 special capability.","04_entity_graph","medium","special-capabilities.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-ASYNC-EXEC","Move async copy from execution-model to memory-movement semantics.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-CUDA-EXEC","Narrow the CUDA path and repair SIMT source layering.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-INT-A","Narrow the mixed integer fact to INT8.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SM-EXEC","Repair SIMT directness with a two-source evidence chain.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SPARSE-DETAIL","Correct the sparse metadata and selection direction.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SPARSE-LEVEL","Remove unconditional 2:4 binding from the high-level sparse capability.","05_facts","high","facts.csv"
"数据/facts.csv","update","FACT-M2NA-AMPERE-SW","Bind programming-model support to official software versions and preserve the ISSCC caveat.","05_facts","high","facts.csv"
"数据/facts.csv","delete","FACT-M2NA-AMPERE-TENSOR-FORMATS","Wrong field and aggregate semantics. Replaced by datatype-specific precision-path facts.","05_facts","high",""
"数据/facts.csv","update","FACT-M2NA-AMPERE-TF32-A","Separate TF32 operand identity from FP32-to-TF32 conversion.","05_facts","high","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-BARRIER-SCHED","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-BF16-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-BINARY-A","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-BINARY-ACC","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-BINARY-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-FP64-ACC","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-FP64-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-INT4-A","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-INT4-ACC","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-INT4-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-INT8-ACC","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-INT8-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-NVLINK-FAULT","Use the legal interconnect fault field for NVLink link-level behavior.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-REDUCE-DETAIL","Add the omitted real Ampere warp-reduction capability fact.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-REDUCE-LEVEL","Add the omitted real Ampere warp-reduction capability fact.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-REDUCE-LIMIT","Add the omitted real Ampere warp-reduction capability fact.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SPARSE-BF16","Record one datatype-specific sparse contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SPARSE-FP16","Record one datatype-specific sparse contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SPARSE-INT4","Record one datatype-specific sparse contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SPARSE-INT8","Record one datatype-specific sparse contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SPARSE-TF32","Record one datatype-specific sparse contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-SW-MATURITY","Separate documented support maturity from programming-model identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-TF32-B","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-TF32-CONVERSION","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-AMPERE-TF32-OUTPUT","Complete the datatype-specific Ampere precision or control contract.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-FP32","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-GPC","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-MEMCTRL","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-SM","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-TENSOR","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-COUNT-TPC","Record one full-design component count.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-FP32","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-GPC","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-L1SMEM","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-L2","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-MEMCTRL","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-OFA","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-REG","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-SM","Record the source-native component identity.","05_facts","medium","facts.csv"
"数据/facts.csv","insert","FACT-R1-GA100-COMP-NAME-TENSOR","Record the source-native component identity.","05_facts","medium","facts.csv"
