"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2NA-GAP-0113","","COMP-M2NA-AMPERE-L2","","","","","","FIELD-MEM-READ-BW","not_found","Architecture source set was checked for an implementation-independent read-bandwidth value at this memory level.","completed","2026-08-21","M2NA|component|COMP-M2NA-AMPERE-L2|FIELD-MEM-READ-BW","draft","Existing value_available rows take precedence through key de-duplication."
"REQ-M2NA-GAP-0114","","COMP-M2NA-AMPERE-L2","","","","","","FIELD-MEM-WRITE-BW","not_found","Architecture source set was checked for an implementation-independent write-bandwidth value at this memory level.","completed","2026-08-21","M2NA|component|COMP-M2NA-AMPERE-L2|FIELD-MEM-WRITE-BW","draft","Existing value_available rows take precedence through key de-duplication."
"REQ-M2NA-GAP-0163","","","","","","CAP-M2NA-AMPERE-MOE","","FIELD-CAP-IMPLEMENTATION-LEVEL","not_found","Checked for a dedicated MoE-routing or top-k module/instruction rather than a software implementation on general compute.","completed","2026-08-21","M2NA|capability|CAP-M2NA-AMPERE-MOE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","No dedicated implementation is claimed unless a first-party source states it explicitly."
"REQ-M2NA-GAP-0164","","","","","","CAP-M2NA-AMPERE-TOPK","","FIELD-CAP-IMPLEMENTATION-LEVEL","not_found","Checked for a dedicated MoE-routing or top-k module/instruction rather than a software implementation on general compute.","completed","2026-08-21","M2NA|capability|CAP-M2NA-AMPERE-TOPK|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","No dedicated implementation is claimed unless a first-party source states it explicitly."
"REQ-R1-GA100-AMPERE-BARRIER-SCHED","","COMP-M2NA-AMPERE-SM","","","","","","FIELD-COMP-CONTROL-SCHEDULING","value_available","","completed","2026-08-21","R1GA100|component|COMP-M2NA-AMPERE-SM|FIELD-COMP-CONTROL-SCHEDULING","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BARRIER-SCHED"
"REQ-R1-GA100-AMPERE-BF16-B","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BF16-B"
"REQ-R1-GA100-AMPERE-TF32-B","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-B"
"REQ-R1-GA100-AMPERE-TF32-CONVERSION","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-CONVERSION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-CONVERSION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-CONVERSION"
"REQ-R1-GA100-AMPERE-TF32-OUTPUT","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-OUTPUT","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-OUTPUT","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-TF32-OUTPUT"
"REQ-R1-GA100-AMPERE-FP64-B","","","","","PPATH-M2NA-AMPERE-TENSOR-FP64","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP64|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-FP64-B"
"REQ-R1-GA100-AMPERE-FP64-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-FP64","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP64|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-FP64-ACC"
"REQ-R1-GA100-AMPERE-INT8-B","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT8-B"
"REQ-R1-GA100-AMPERE-INT8-ACC","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT8-ACC"
"REQ-R1-GA100-AMPERE-INT4-A","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-OPERAND-A","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-A"
"REQ-R1-GA100-AMPERE-INT4-B","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-B"
"REQ-R1-GA100-AMPERE-INT4-ACC","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-INT4-ACC"
"REQ-R1-GA100-AMPERE-BINARY-A","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-OPERAND-A","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-OPERAND-A","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-A"
"REQ-R1-GA100-AMPERE-BINARY-B","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-OPERAND-B","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-OPERAND-B","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-B"
"REQ-R1-GA100-AMPERE-BINARY-ACC","","","","","PPATH-R1-GA100-AMPERE-TENSOR-BINARY","","","FIELD-NUM-ACCUMULATION","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-BINARY|FIELD-NUM-ACCUMULATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-BINARY-ACC"
"REQ-R1-GA100-AMPERE-SPARSE-FP16","","","","","PPATH-M2NA-AMPERE-TENSOR-FP16","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-FP16|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-FP16"
"REQ-R1-GA100-AMPERE-SPARSE-BF16","","","","","PPATH-M2NA-AMPERE-TENSOR-BF16","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-BF16|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-BF16"
"REQ-R1-GA100-AMPERE-SPARSE-TF32","","","","","PPATH-M2NA-AMPERE-TENSOR-TF32","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-TF32|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-TF32"
"REQ-R1-GA100-AMPERE-SPARSE-INT8","","","","","PPATH-M2NA-AMPERE-TENSOR-INT8","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-M2NA-AMPERE-TENSOR-INT8|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-INT8"
"REQ-R1-GA100-AMPERE-SPARSE-INT4","","","","","PPATH-R1-GA100-AMPERE-TENSOR-INT4","","","FIELD-NUM-SPARSITY","value_available","","completed","2026-08-21","R1GA100|precision_path|PPATH-R1-GA100-AMPERE-TENSOR-INT4|FIELD-NUM-SPARSITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SPARSE-INT4"
"REQ-R1-GA100-AMPERE-SW-MATURITY","OBJ-NVIDIA-AMPERE-ARCH","","","","","","","FIELD-SW-SUPPORT-MATURITY","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-AMPERE-ARCH|FIELD-SW-SUPPORT-MATURITY","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-SW-MATURITY"
"REQ-R1-GA100-AMPERE-REDUCE-LEVEL","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-IMPLEMENTATION-LEVEL","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-IMPLEMENTATION-LEVEL","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-LEVEL"
"REQ-R1-GA100-AMPERE-REDUCE-DETAIL","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-IMPLEMENTATION-DETAIL","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-IMPLEMENTATION-DETAIL","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-DETAIL"
"REQ-R1-GA100-AMPERE-REDUCE-LIMIT","","","","","","CAP-R1-GA100-AMPERE-WARP-REDUCE","","FIELD-CAP-LIMITATION","value_available","","completed","2026-08-21","R1GA100|capability|CAP-R1-GA100-AMPERE-WARP-REDUCE|FIELD-CAP-LIMITATION","draft","Supporting staged fact_id: FACT-R1-GA100-AMPERE-REDUCE-LIMIT"
"REQ-R1-GA100-ID-NAME","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-ID-NAME","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-ID-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-ID-NAME"
"REQ-R1-GA100-ID-FAMILY","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-ID-FAMILY","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-ID-FAMILY","draft","Supporting staged fact_id: FACT-R1-GA100-ID-FAMILY"
"REQ-R1-GA100-ID-TYPE","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-ID-OBJECT-TYPE","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-ID-OBJECT-TYPE","draft","Supporting staged fact_id: FACT-R1-GA100-ID-TYPE"
"REQ-R1-GA100-ID-VENDOR","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-ID-VENDOR","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-ID-VENDOR","draft","Supporting staged fact_id: FACT-R1-GA100-ID-VENDOR"
"REQ-R1-GA100-PHY-FOUNDRY","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-PHY-FOUNDRY","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-PHY-FOUNDRY","draft","Supporting staged fact_id: FACT-R1-GA100-PHY-FOUNDRY"
"REQ-R1-GA100-PHY-PROCESS","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-PHY-PROCESS","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-PHY-PROCESS","draft","Supporting staged fact_id: FACT-R1-GA100-PHY-PROCESS"
"REQ-R1-GA100-PHY-AREA","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-PHY-DIE-AREA","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-PHY-DIE-AREA","draft","Supporting staged fact_id: FACT-R1-GA100-PHY-AREA"
"REQ-R1-GA100-PHY-TRANSISTORS","OBJ-NVIDIA-GA100-DIE","","","","","","","FIELD-PHY-TRANSISTORS","value_available","","completed","2026-08-21","R1GA100|object|OBJ-NVIDIA-GA100-DIE|FIELD-PHY-TRANSISTORS","draft","Supporting staged fact_id: FACT-R1-GA100-PHY-TRANSISTORS"
"REQ-R1-GA100-ID-ARCH","","","","OREL-NVIDIA-GA100-IMPLEMENTS-AMPERE","","","","FIELD-ID-ARCH","value_available","The identity value is projected from the registered implements_architecture relation.","completed","2026-08-21","R1GA100|object_relation|OREL-NVIDIA-GA100-IMPLEMENTS-AMPERE|FIELD-ID-ARCH","draft","No facts.csv row is created for relation-valued FIELD-ID-ARCH."
"REQ-R1-GA100-COMP-NAME-GPC","","COMP-R1-GA100-GPC","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-GPC|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-GPC"
"REQ-R1-GA100-COMP-NAME-TPC","","COMP-R1-GA100-TPC","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-TPC|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-TPC"
"REQ-R1-GA100-COMP-NAME-SM","","COMP-R1-GA100-SM","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-SM|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-SM"
"REQ-R1-GA100-COMP-NAME-FP32","","COMP-R1-GA100-FP32","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-FP32|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-FP32"
"REQ-R1-GA100-COMP-NAME-TENSOR","","COMP-R1-GA100-TENSOR","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-TENSOR|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-TENSOR"
"REQ-R1-GA100-COMP-NAME-MEMCTRL","","COMP-R1-GA100-MEMCTRL","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-MEMCTRL|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-MEMCTRL"
"REQ-R1-GA100-COMP-NAME-REG","","COMP-R1-GA100-REG","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-REG|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-REG"
"REQ-R1-GA100-COMP-NAME-L1SMEM","","COMP-R1-GA100-L1SMEM","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-L1SMEM|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-L1SMEM"
"REQ-R1-GA100-COMP-NAME-L2","","COMP-R1-GA100-L2","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-L2|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-L2"
"REQ-R1-GA100-COMP-NAME-OFA","","COMP-R1-GA100-OFA","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-OFA|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-OFA"
"REQ-R1-GA100-COMP-NAME-VIDEO-DECODE","","COMP-R1-GA100-VIDEO-DECODE","","","","","","FIELD-COMP-UNIT-NAME","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-VIDEO-DECODE|FIELD-COMP-UNIT-NAME","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-NAME-VIDEO-DECODE"
"REQ-R1-GA100-COMP-COUNT-GPC","","COMP-R1-GA100-GPC","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-GPC|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-GPC"
"REQ-R1-GA100-COMP-COUNT-TPC","","COMP-R1-GA100-TPC","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-TPC|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-TPC"
"REQ-R1-GA100-COMP-COUNT-SM","","COMP-R1-GA100-SM","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-SM|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-SM"
"REQ-R1-GA100-COMP-COUNT-FP32","","COMP-R1-GA100-FP32","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-FP32|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-FP32"
"REQ-R1-GA100-COMP-COUNT-TENSOR","","COMP-R1-GA100-TENSOR","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-TENSOR|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-TENSOR"
"REQ-R1-GA100-COMP-COUNT-MEMCTRL","","COMP-R1-GA100-MEMCTRL","","","","","","FIELD-COMP-UNIT-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-MEMCTRL|FIELD-COMP-UNIT-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-COMP-COUNT-MEMCTRL"
"REQ-R1-GA100-REG-CAPACITY-PER-SM","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-CAPACITY","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-REG|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-R1-GA100-REG-CAPACITY-PER-SM"
"REQ-R1-GA100-L1SMEM-CAPACITY-PER-SM","","COMP-R1-GA100-L1SMEM","","","","","","FIELD-MEM-CAPACITY","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-L1SMEM|FIELD-MEM-CAPACITY","draft","Supporting staged fact_id: FACT-R1-GA100-L1SMEM-CAPACITY-PER-SM"
"REQ-R1-GA100-REG-INSTANCE-COUNT-PER-SM","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-INSTANCE-COUNT","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-REG|FIELD-MEM-INSTANCE-COUNT","draft","Supporting staged fact_id: FACT-R1-GA100-REG-INSTANCE-COUNT-PER-SM"
"REQ-R1-GA100-REG-AGGREGATION","","COMP-R1-GA100-REG","","","","","","FIELD-MEM-AGGREGATION-VALIDITY","value_available","","completed","2026-08-21","R1GA100|component|COMP-R1-GA100-REG|FIELD-MEM-AGGREGATION-VALIDITY","draft","Supporting staged fact_id: FACT-R1-GA100-REG-AGGREGATION"
