"fact_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","normalized_value_text","normalized_value_number","normalized_unit","condition_set_id","fact_kind","evidence_state","resolution_state","valid_from","valid_to","confidence","confidence_reason","fact_fingerprint","review_status","notes"
"FACT-HUAWEI-DV-CUBE-FP16-OPERAND-B","","","","","PP-HUAWEI-DV-CUBE-FP16","","","FIELD-NUM-OPERAND-B","FP16","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-CUBE-FP16-OPERAND-B","draft","权重操作数"
"FACT-HUAWEI-DV-CUBE-FP16-OUTPUT","","","","","PP-HUAWEI-DV-CUBE-FP16","","","FIELD-NUM-OUTPUT","FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-CUBE-FP16-OUTPUT","draft","HPCA 明确 FP16 source with FP32 destination"
"FACT-HUAWEI-DV-CUBE-INT8-OPERAND-A","","","","","PP-HUAWEI-DV-CUBE-INT8","","","FIELD-NUM-OPERAND-A","INT8","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-CUBE-INT8-OPERAND-A","draft","INT8 cube 路径"
"FACT-HUAWEI-DV-NUM-CONVERSION","","","","","PP-HUAWEI-DV-VECTOR-CONVERSION","","","FIELD-NUM-CONVERSION","Conversions among INT32, FP16 and INT8 are supported in the vector path","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-NUM-CONVERSION","draft","格式转换路径；不推断缩放粒度或舍入语义"
"FACT-HUAWEI-DV-MTE-DMA","","CMP-HUAWEI-DV-MTE","","","","","","FIELD-MEM-DMA","Transfers data from L1 to L0A/L0B/L0C and supports zero decompression, img2col and transpose","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-MTE-DMA","draft","MTE 数据搬运路径"
"FACT-HUAWEI-DV-MTE-DECOMP","","","","","","CAP-HUAWEI-DV-MTE-DECOMP","","FIELD-CAP-IMPLEMENTATION-DETAIL","Zero decompression in the Memory Transfer Engine","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-MTE-DECOMP","draft","专用 MTE 能力"
"FACT-HUAWEI-DV-MTE-RESHAPE","","","","","","CAP-HUAWEI-DV-MTE-RESHAPE","","FIELD-CAP-IMPLEMENTATION-DETAIL","Img2col and transpose in the Memory Transfer Engine","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-MTE-RESHAPE","draft","专用数据重排能力"
"FACT-HUAWEI-DV-SW-PROGRAMMING","OBJ-HUAWEI-DA-VINCI-INITIAL-ARCH","","","","","","","FIELD-SW-PROGRAMMING-MODEL","TBE, TIK and CCE-C interfaces map software to Da Vinci AI Core operations","","","COND-NONE","direct_statement","single_source","provisional","","","high","华为原始架构论文固定 PDF；待总控复核对象代际边界。","M2-GHC-ARCH|FACT-HUAWEI-DV-SW-PROGRAMMING","draft","记录编程接口，不等同物理模块"
"FACT-GROQ-LPU1-VXM-FUNCTION","","CMP-GROQ-LPU1-VXM","","","","","","FIELD-COMP-EXECUTION","Vector arithmetic is executed through a lane-local ALU mesh","","","COND-NONE","direct_statement","single_source","provisional","","","high","固定一手架构来源；只保留代际机制。","M2-GHC-ARCH|FACT-GROQ-LPU1-VXM-FUNCTION","draft","不保留具体 pipeline depth 或 ALU 数量"
"FACT-GROQ-LPU1-MEM-MANAGEMENT","","CMP-GROQ-LPU1-MEM","","","","","","FIELD-MEM-MANAGEMENT","compiler_managed","","","COND-NONE","direct_statement","single_source","provisional","","","high","固定一手架构来源；只保留代际机制。","M2-GHC-ARCH|FACT-GROQ-LPU1-MEM-MANAGEMENT","draft","原始断言保留扁平全局 SRAM 和显式搬运细节；容量与带宽在实现待办"
"FACT-GROQ-LPU1-C2C-PROTOCOL","","","LINK-GROQ-LPU1-C2C","","","","","FIELD-INT-PROTOCOL","C2C send and receive instructions move architecture vectors between processors","","","COND-NONE","direct_statement","single_source","provisional","","","high","固定一手架构来源；只保留代际机制。","M2-GHC-ARCH|FACT-GROQ-LPU1-C2C-PROTOCOL","draft","链路数和线路速率移至实现对象待办"
"FACT-GROQ-LPU1-VXM-FP16-SUPPORT","","","","","PP-GROQ-LPU1-VXM-FP16","","","FIELD-NUM-OPERAND-A","FP16","","","COND-NONE","direct_statement","single_source","provisional","","","high","固定一手架构来源；只保留代际机制。","M2-GHC-ARCH|FACT-GROQ-LPU1-VXM-FP16-SUPPORT","draft","v1.7 程序员可见格式"
"FACT-GROQ-LPU1-VXM-FP32-SUPPORT","","","","","PP-GROQ-LPU1-VXM-FP32","","","FIELD-NUM-OPERAND-A","FP32","","","COND-NONE","direct_statement","single_source","provisional","","","high","固定一手架构来源；只保留代际机制。","M2-GHC-ARCH|FACT-GROQ-LPU1-VXM-FP32-SUPPORT","draft","v1.7 程序员可见格式"
