"search_result_id","search_id","source_id","result_relation","review_status","notes"
"SRES-CAMBRICON-MLUARCH05-MATRIX","SEARCH-CAMBRICON-MLUARCH05-MATRIX","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","SEARCH-CAMBRICON-MLUARCH05-MATRIX-THROUGHPUT","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-VECTOR","SEARCH-CAMBRICON-MLUARCH05-VECTOR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-SCALAR","SEARCH-CAMBRICON-MLUARCH05-SCALAR","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-FORMATS","SEARCH-CAMBRICON-MLUARCH05-FORMATS","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-ACCUM","SEARCH-CAMBRICON-MLUARCH05-ACCUM","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","SEARCH-CAMBRICON-MLUARCH05-PHYSICAL-ACCUM","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-HIERARCHY","SEARCH-CAMBRICON-MLUARCH05-MEM-HIERARCHY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-CAPACITY","SEARCH-CAMBRICON-MLUARCH05-MEM-CAPACITY","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MEM-BW","SEARCH-CAMBRICON-MLUARCH05-MEM-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-INTERCONNECT","SEARCH-CAMBRICON-MLUARCH05-INTERCONNECT","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-INTERCONNECT-BW","SEARCH-CAMBRICON-MLUARCH05-INTERCONNECT-BW","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-BANG-MAPPING","SEARCH-CAMBRICON-MLUARCH05-BANG-MAPPING","SRC-CAMBRICON-CNTOOLKIT-3-8-4-COMPONENTS","inaccessible","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-MOE-ROUTE","SEARCH-CAMBRICON-MLUARCH05-MOE-ROUTE","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-CAMBRICON-MLUARCH05-TOPK","SEARCH-CAMBRICON-MLUARCH05-TOPK","SRC-2022-CAMBRICON-WAIC-MLU590","checked_no_support","draft","本包检索结果"
"SRES-GROQ-LPU1-ROUNDING-MODE","SEARCH-GROQ-LPU1-ROUNDING-MODE","SRC-GROQ-TSP-ISCA2020","checked_no_support","draft","PDF p.9 说明舍入发生阶段，不说明舍入模式"
"SRES-HUAWEI-DV-CUBE-FP16-ACCUM","SEARCH-HUAWEI-DV-CUBE-FP16-ACCUM","SRC-HUAWEI-ASCEND-HPCA2021","checked_no_support","draft","PDF p.3 说明 source/destination 格式，不直接支持 accumulation 字段"
