"sequence","timestamp_utc","phase","kind","relative_path","observed_sha256","details"
"16","2026-08-13T08:31:19.8869394Z","commit_begin","csv_replace","数据/precision-paths.csv","477cc547e061fd7fd2d418c38ee4c74eb56c17ec70df956666040fde04292431","registered_before_move;candidate=7dc243503f2b0938ca71e33283d2b7195635d5c306b314df61a8f2220beecd1f"
"17","2026-08-13T08:31:19.9144274Z","commit_complete","csv_replace","数据/precision-paths.csv","7dc243503f2b0938ca71e33283d2b7195635d5c306b314df61a8f2220beecd1f","commit_index=8"
"18","2026-08-13T08:31:19.9204806Z","commit_begin","csv_replace","最小参考资料库/fact-assertions.csv","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","registered_before_move;candidate=5139d4a0b9fa0cb2e22b13aad3d4d4fa43fd7fe77f9f35bc3ed4c9e2485db4c3"
"19","2026-08-13T08:31:19.9482008Z","commit_complete","csv_replace","最小参考资料库/fact-assertions.csv","5139d4a0b9fa0cb2e22b13aad3d4d4fa43fd7fe77f9f35bc3ed4c9e2485db4c3","commit_index=9"
"20","2026-08-13T08:31:19.9530693Z","commit_begin","csv_replace","最小参考资料库/requirement-evidence.csv","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","registered_before_move;candidate=e11d052d9900f3092d8d1bd90c3c727687d7a319586d86f6092f6da3ba489959"
"21","2026-08-13T08:31:19.9828133Z","commit_complete","csv_replace","最小参考资料库/requirement-evidence.csv","e11d052d9900f3092d8d1bd90c3c727687d7a319586d86f6092f6da3ba489959","commit_index=10"
"22","2026-08-13T08:31:19.9885247Z","commit_begin","csv_replace","最小参考资料库/search-log.csv","f7c501584f0b685b26aaaa913a9fd975e4d94474a9fac38b95d74fe0513bc23d","registered_before_move;candidate=95b55a16268a7de09f9dbeefb07a4e10397ac061ad8f8a532b2c731b153166bf"
"23","2026-08-13T08:31:20.0209671Z","commit_complete","csv_replace","最小参考资料库/search-log.csv","95b55a16268a7de09f9dbeefb07a4e10397ac061ad8f8a532b2c731b153166bf","commit_index=11"
"24","2026-08-13T08:31:20.0252082Z","commit_begin","csv_replace","最小参考资料库/search-results.csv","92aec74a85406ffa96c826348ffe298dba702639ecdf956160bf655db48cc40f","registered_before_move;candidate=44100e3663d7fb488e34c831cdc91d6b736b7e7fc26fde40efbe6dcd94ec1d25"
"25","2026-08-13T08:31:20.0507672Z","commit_complete","csv_replace","最小参考资料库/search-results.csv","44100e3663d7fb488e34c831cdc91d6b736b7e7fc26fde40efbe6dcd94ec1d25","commit_index=12"
"26","2026-08-13T08:31:20.0549195Z","commit_begin","csv_replace","最小参考资料库/selection-members.csv","073cba4b5671f2273f75e99a355259444c7c28c2a2da4006b19535b3f030ce0b","registered_before_move;candidate=78e72cd165269eebc50a0aaa4f334c0a133f8a83df886edebbdc4adb9eb94cd7"
"27","2026-08-13T08:31:20.0771638Z","commit_complete","csv_replace","最小参考资料库/selection-members.csv","78e72cd165269eebc50a0aaa4f334c0a133f8a83df886edebbdc4adb9eb94cd7","commit_index=13"
"28","2026-08-13T08:31:20.0818746Z","commit_begin","csv_replace","最小参考资料库/selection-runs.csv","4397260840ab286e7d4274f963eb037eb70a2dfd951ac55d43fdd35aa85e7ee0","registered_before_move;candidate=87267f0d763f3296d978e032fa51c24f3d3c45657c80381906975e07671a5c57"
"29","2026-08-13T08:31:20.0969157Z","commit_complete","csv_replace","最小参考资料库/selection-runs.csv","87267f0d763f3296d978e032fa51c24f3d3c45657c80381906975e07671a5c57","commit_index=14"
"30","2026-08-13T08:31:20.1048353Z","commit_begin","csv_replace","最小参考资料库/source-coverage.csv","88bf789e45a70271bab97a4f1d69034e675418bf340c82d01751d50f07e8ba21","registered_before_move;candidate=92bc73137de9309ab69526d1f11db63223e38d6f39c8ffa3c4e3464cf30d6f09"
"31","2026-08-13T08:31:20.1170658Z","commit_complete","csv_replace","最小参考资料库/source-coverage.csv","92bc73137de9309ab69526d1f11db63223e38d6f39c8ffa3c4e3464cf30d6f09","commit_index=15"
"32","2026-08-13T08:31:20.1260517Z","commit_begin","csv_replace","最小参考资料库/source-endpoints.csv","644a9dc2249c717c7e16121d5164184bd5dd9804b9be4983019bb1ad48bc9f6f","registered_before_move;candidate=2404014f924499e4a507a195047a61b231151538d7751c89a8e12b4f6bb3734e"
"33","2026-08-13T08:31:20.1494126Z","commit_complete","csv_replace","最小参考资料库/source-endpoints.csv","2404014f924499e4a507a195047a61b231151538d7751c89a8e12b4f6bb3734e","commit_index=16"
"34","2026-08-13T08:31:20.1555836Z","commit_begin","csv_replace","最小参考资料库/source-families.csv","358869eac543ca7769129a0525834a366fb3abb5c3fba858b556bb414ed0b061","registered_before_move;candidate=c32adbe0e0562cd7d3f7522a0b5bbb923436c3996aa5572fa2af8b791bb356d7"
"35","2026-08-13T08:31:20.1852331Z","commit_complete","csv_replace","最小参考资料库/source-families.csv","c32adbe0e0562cd7d3f7522a0b5bbb923436c3996aa5572fa2af8b791bb356d7","commit_index=17"
"36","2026-08-13T08:31:20.1896981Z","commit_begin","csv_replace","最小参考资料库/sources.csv","43c72603ecf52b78aa0e737840190320accf567b0d3d769c1c8b64ce223a84fc","registered_before_move;candidate=d2f69e112a09205a4ad84510e20bdf24067981cc6e1769a1ec00fbd458dfd08e"
"37","2026-08-13T08:31:20.2238372Z","commit_complete","csv_replace","最小参考资料库/sources.csv","d2f69e112a09205a4ad84510e20bdf24067981cc6e1769a1ec00fbd458dfd08e","commit_index=18"
"38","2026-08-13T08:31:20.2279708Z","commit_begin","csv_replace","最小参考资料库/source-screening.csv","b4d12751bc347739b415feb2349d56297920a0cd2deab9887cb0c7b5a9377823","registered_before_move;candidate=d111bc6da995c9dd235e7cd235b9d0e13995a7c69fa8e9bf81df4ea6ceba7d48"
"39","2026-08-13T08:31:20.2549706Z","commit_complete","csv_replace","最小参考资料库/source-screening.csv","d111bc6da995c9dd235e7cd235b9d0e13995a7c69fa8e9bf81df4ea6ceba7d48","commit_index=19"
"40","2026-08-13T08:31:20.2597837Z","commit_begin","csv_replace","最小参考资料库/source-selected-roles.csv","5974d3615274baf78482815586f0fed10da3639532b7e8ba681a16ac59af2c57","registered_before_move;candidate=6229a37689312e51b119ded93b16b26344c5128ee5741a4dc6fd0dfc3fc77e9b"
"41","2026-08-13T08:31:20.2939287Z","commit_complete","csv_replace","最小参考资料库/source-selected-roles.csv","6229a37689312e51b119ded93b16b26344c5128ee5741a4dc6fd0dfc3fc77e9b","commit_index=20"
"42","2026-08-13T08:31:20.2985379Z","commit_begin","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","","registered_before_copy;expected=a291d3ce26c0f8958454eb9917ec742ef8fb51f39a1204c052c759baf89220c9"
"43","2026-08-13T08:31:20.3124155Z","commit_complete","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","a291d3ce26c0f8958454eb9917ec742ef8fb51f39a1204c052c759baf89220c9","commit_index=1"
"44","2026-08-13T08:31:20.3186839Z","commit_begin","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","","registered_before_copy;expected=06c18287b35958d51492a6c55e170cc891aa0b005c4ddb4850b7144832940b66"
"45","2026-08-13T08:31:20.3338229Z","commit_complete","payload_copy","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","06c18287b35958d51492a6c55e170cc891aa0b005c4ddb4850b7144832940b66","commit_index=2"
"46","2026-08-13T08:31:20.3545865Z","rollback_begin","payload_delete","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","06c18287b35958d51492a6c55e170cc891aa0b005c4ddb4850b7144832940b66","reverse_index=1"
"47","2026-08-13T08:31:20.3623814Z","rollback_complete","payload_delete","资料卡/华为昇腾/封装/华为_Ascend950PR_封装资料卡.md","","deleted_signed_transaction_payload"
"48","2026-08-13T08:31:20.3759451Z","rollback_begin","payload_delete","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","a291d3ce26c0f8958454eb9917ec742ef8fb51f39a1204c052c759baf89220c9","reverse_index=0"
"49","2026-08-13T08:31:20.3900149Z","rollback_complete","payload_delete","资料卡/华为昇腾/封装/华为_Ascend950_共享裸片资料卡.md","","deleted_signed_transaction_payload"
"50","2026-08-13T08:31:20.4051425Z","rollback_begin","csv_restore","最小参考资料库/source-selected-roles.csv","6229a37689312e51b119ded93b16b26344c5128ee5741a4dc6fd0dfc3fc77e9b","reverse_index=19"
"51","2026-08-13T08:31:20.4366086Z","rollback_complete","csv_restore","最小参考资料库/source-selected-roles.csv","5974d3615274baf78482815586f0fed10da3639532b7e8ba681a16ac59af2c57","restored_premerge_backup"
"52","2026-08-13T08:31:20.4415865Z","rollback_begin","csv_restore","最小参考资料库/source-screening.csv","d111bc6da995c9dd235e7cd235b9d0e13995a7c69fa8e9bf81df4ea6ceba7d48","reverse_index=18"
"53","2026-08-13T08:31:20.4647408Z","rollback_complete","csv_restore","最小参考资料库/source-screening.csv","b4d12751bc347739b415feb2349d56297920a0cd2deab9887cb0c7b5a9377823","restored_premerge_backup"
"54","2026-08-13T08:31:20.4685418Z","rollback_begin","csv_restore","最小参考资料库/sources.csv","d2f69e112a09205a4ad84510e20bdf24067981cc6e1769a1ec00fbd458dfd08e","reverse_index=17"
"55","2026-08-13T08:31:20.4937090Z","rollback_complete","csv_restore","最小参考资料库/sources.csv","43c72603ecf52b78aa0e737840190320accf567b0d3d769c1c8b64ce223a84fc","restored_premerge_backup"
"56","2026-08-13T08:31:20.4971042Z","rollback_begin","csv_restore","最小参考资料库/source-families.csv","c32adbe0e0562cd7d3f7522a0b5bbb923436c3996aa5572fa2af8b791bb356d7","reverse_index=16"
"57","2026-08-13T08:31:20.5220283Z","rollback_complete","csv_restore","最小参考资料库/source-families.csv","358869eac543ca7769129a0525834a366fb3abb5c3fba858b556bb414ed0b061","restored_premerge_backup"
"58","2026-08-13T08:31:20.5257446Z","rollback_begin","csv_restore","最小参考资料库/source-endpoints.csv","2404014f924499e4a507a195047a61b231151538d7751c89a8e12b4f6bb3734e","reverse_index=15"
"59","2026-08-13T08:31:20.5517613Z","rollback_complete","csv_restore","最小参考资料库/source-endpoints.csv","644a9dc2249c717c7e16121d5164184bd5dd9804b9be4983019bb1ad48bc9f6f","restored_premerge_backup"
"60","2026-08-13T08:31:20.5558822Z","rollback_begin","csv_restore","最小参考资料库/source-coverage.csv","92bc73137de9309ab69526d1f11db63223e38d6f39c8ffa3c4e3464cf30d6f09","reverse_index=14"
"61","2026-08-13T08:31:20.5722276Z","rollback_complete","csv_restore","最小参考资料库/source-coverage.csv","88bf789e45a70271bab97a4f1d69034e675418bf340c82d01751d50f07e8ba21","restored_premerge_backup"
"62","2026-08-13T08:31:20.5773293Z","rollback_begin","csv_restore","最小参考资料库/selection-runs.csv","87267f0d763f3296d978e032fa51c24f3d3c45657c80381906975e07671a5c57","reverse_index=13"
"63","2026-08-13T08:31:20.5928819Z","rollback_complete","csv_restore","最小参考资料库/selection-runs.csv","4397260840ab286e7d4274f963eb037eb70a2dfd951ac55d43fdd35aa85e7ee0","restored_premerge_backup"
"64","2026-08-13T08:31:20.6035998Z","rollback_begin","csv_restore","最小参考资料库/selection-members.csv","78e72cd165269eebc50a0aaa4f334c0a133f8a83df886edebbdc4adb9eb94cd7","reverse_index=12"
"65","2026-08-13T08:31:20.6272747Z","rollback_complete","csv_restore","最小参考资料库/selection-members.csv","073cba4b5671f2273f75e99a355259444c7c28c2a2da4006b19535b3f030ce0b","restored_premerge_backup"
"66","2026-08-13T08:31:20.6313221Z","rollback_begin","csv_restore","最小参考资料库/search-results.csv","44100e3663d7fb488e34c831cdc91d6b736b7e7fc26fde40efbe6dcd94ec1d25","reverse_index=11"
"67","2026-08-13T08:31:20.6614749Z","rollback_complete","csv_restore","最小参考资料库/search-results.csv","92aec74a85406ffa96c826348ffe298dba702639ecdf956160bf655db48cc40f","restored_premerge_backup"
"68","2026-08-13T08:31:20.6642927Z","rollback_begin","csv_restore","最小参考资料库/search-log.csv","95b55a16268a7de09f9dbeefb07a4e10397ac061ad8f8a532b2c731b153166bf","reverse_index=10"
"69","2026-08-13T08:31:20.6893835Z","rollback_complete","csv_restore","最小参考资料库/search-log.csv","f7c501584f0b685b26aaaa913a9fd975e4d94474a9fac38b95d74fe0513bc23d","restored_premerge_backup"
"70","2026-08-13T08:31:20.6928218Z","rollback_begin","csv_restore","最小参考资料库/requirement-evidence.csv","e11d052d9900f3092d8d1bd90c3c727687d7a319586d86f6092f6da3ba489959","reverse_index=9"
"71","2026-08-13T08:31:20.7171258Z","rollback_complete","csv_restore","最小参考资料库/requirement-evidence.csv","8adb26e1df3e020d1a02ab3217b894b3c489a3ecfa030d186d3615c927c95b50","restored_premerge_backup"
"72","2026-08-13T08:31:20.7208873Z","rollback_begin","csv_restore","最小参考资料库/fact-assertions.csv","5139d4a0b9fa0cb2e22b13aad3d4d4fa43fd7fe77f9f35bc3ed4c9e2485db4c3","reverse_index=8"
"73","2026-08-13T08:31:20.7523801Z","rollback_complete","csv_restore","最小参考资料库/fact-assertions.csv","7066ed9c845dadb801047b9e4cbd2ea50f7af1c9f6d0836a9d5a5115d40fc92b","restored_premerge_backup"
"74","2026-08-13T08:31:20.7561881Z","rollback_begin","csv_restore","数据/precision-paths.csv","7dc243503f2b0938ca71e33283d2b7195635d5c306b314df61a8f2220beecd1f","reverse_index=7"
"75","2026-08-13T08:31:20.7834975Z","rollback_complete","csv_restore","数据/precision-paths.csv","477cc547e061fd7fd2d418c38ee4c74eb56c17ec70df956666040fde04292431","restored_premerge_backup"
"76","2026-08-13T08:31:20.7869872Z","rollback_begin","csv_restore","数据/memory-levels.csv","c8c0873b297f56bdf02fa97aca775b637108529a8424970a8f3b279c78409745","reverse_index=6"
"77","2026-08-13T08:31:20.8128394Z","rollback_complete","csv_restore","数据/memory-levels.csv","e1e6f95da738de7ae3c673ebd66707e2ddf13c411afd72c6383fd375697398fa","restored_premerge_backup"
"78","2026-08-13T08:31:20.8169428Z","rollback_begin","csv_restore","数据/links.csv","dd0debe263bea2931acb64e14346e336521d00e8505ccb86b4de1320c43d18eb","reverse_index=5"
"79","2026-08-13T08:31:20.8327624Z","rollback_complete","csv_restore","数据/links.csv","71dc144abeae14c1607c75ef060f0305aa910e05823159ce4dca1b5105e9b51e","restored_premerge_backup"
"80","2026-08-13T08:31:20.8436884Z","rollback_begin","csv_restore","数据/field-requirements.csv","5c9acf64b111c2fc1fe353d4a27def3b224f91bbf4d3a17cab5a3ec6d705ef66","reverse_index=4"
"81","2026-08-13T08:31:20.8701579Z","rollback_complete","csv_restore","数据/field-requirements.csv","de19ee1e1a3beecdf3658d4c8b302e60d43eaaf9e58acfbd369388992eb9afb2","restored_premerge_backup"
"82","2026-08-13T08:31:20.8747778Z","rollback_begin","csv_restore","数据/facts.csv","cc8ced05dcf8058a26a34a9e18a6e4aa82753e8fce13303e167a3c5370760bc4","reverse_index=3"
"83","2026-08-13T08:31:20.8983898Z","rollback_complete","csv_restore","数据/facts.csv","7886e76bac608e8cfd0131a15d93922596bb5a0d8b16508a696c7d91877c50ea","restored_premerge_backup"
"84","2026-08-13T08:31:20.9045606Z","rollback_begin","csv_restore","数据/condition-sets.csv","445b92ad028e21570420cae626e89fdcae41548b4aaaed775381d26c3c26ae08","reverse_index=2"
"85","2026-08-13T08:31:20.9304934Z","rollback_complete","csv_restore","数据/condition-sets.csv","c80a2e5e5cf98e90a2902c871ca64093d3e9f572a871eedfa1f806d304bd94c3","restored_premerge_backup"
"86","2026-08-13T08:31:20.9343128Z","rollback_begin","csv_restore","数据/components.csv","d6f60a1cb98b6bf590f72fd10449cd803bc6112c4c80f39c3946e1b92ce59648","reverse_index=1"
"87","2026-08-13T08:31:20.9604839Z","rollback_complete","csv_restore","数据/components.csv","506243dd2d4f48b281197d5113133e6591f19d14c4c818e0ef140c5039088cd6","restored_premerge_backup"
"88","2026-08-13T08:31:20.9643167Z","rollback_begin","csv_restore","数据/card-completeness.csv","3b4637714a43bff5ab9ff1d6b11108c980b8a031d06ba71bc4f9085c413e7af6","reverse_index=0"
"89","2026-08-13T08:31:20.9847115Z","rollback_complete","csv_restore","数据/card-completeness.csv","a046bf3d9c7c88d1204a2f12e24c1ea654aa9ddd85115b2089c50f2de21c738b","restored_premerge_backup"
"90","2026-08-13T08:31:21.0856139Z","rollback_complete","transaction","","f1520907d54e406e7d82f591e3799f07f569218aff0c321ac3b836b6c649da10","all_registered_changes_reversed"
