"assertion_id","fact_id","source_id","claim_role","assertion_mode","assertion_relation","raw_value_text","raw_value_number","raw_unit","source_locator","quoted_context","extraction_status","extractor","reviewer","review_date","assertion_fingerprint","review_status","notes"
"ASSERT-M2W2-AMD-HELIOS-0011","FACT-M2W2-AMD-HELIOS-AI-EXAFLOPS-UNSPEC","SRC-M2NA-AMD-CES2026-RELEASE","core_spec","direct_statement","supports","","3","AI exaflops","最小参考资料库/快照/AMD/CDNA6/2026-08-12/amd-ces2026-cdna6-2026-08-12.html:290; The blueprint for yotta-scale compute","delivering up to 3 AI exaflops of performance in a single rack","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-AI-EXAFLOPS-UNSPEC|SRC-M2NA-AMD-CES2026-RELEASE|supports|line290-3AIexaFLOPS","needs_resolution","Datatype and operation-count definition are absent in the cited release."
"ASSERT-M2W2-AMD-HELIOS-0012","FACT-M2W2-AMD-HELIOS-MXFP4-PEAK","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","","2.9","exaFLOPS","fixed-candidates/amd-helios-rackscale-2026-08-13.html:11238; FAQ second answer; fixed-candidates/amd-helios-rackscale-2026-08-13.html:11722; MI400-005 calculation footnote","2.9 exaFLOPS of FP4 compute","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-MXFP4-PEAK|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line11238-FP4|line11722-footnote","draft","Unit-only normalization; dense versus sparse is not stated. Line 11722 says AMD Performance Labs calculated peak theoretical Helios OCP datatype performance in June 2026 and system-manufacturer configurations may vary."
"ASSERT-M2W2-AMD-HELIOS-0013","FACT-M2W2-AMD-HELIOS-MXFP8-PEAK","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","","1.4","exaFLOPS","fixed-candidates/amd-helios-rackscale-2026-08-13.html:11238; FAQ second answer; fixed-candidates/amd-helios-rackscale-2026-08-13.html:11722; MI400-005 calculation footnote","up to 1.4 exaFLOPS of FP8 compute","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-MXFP8-PEAK|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line11238-FP8|line11722-footnote","draft","Unit-only normalization; dense versus sparse is not stated. Line 11722 says AMD Performance Labs calculated peak theoretical Helios OCP datatype performance in June 2026 and system-manufacturer configurations may vary."
"ASSERT-M2W2-AMD-HELIOS-0014","FACT-M2W2-AMD-HELIOS-HBM4-CAP","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","","31","TB","fixed-candidates/amd-helios-rackscale-2026-08-13.html:11238; FAQ second answer","31 TB of HBM4 memory","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-HBM4-CAP|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line11238-HBM4","draft","Decimal TB normalization; direct rack total."
"ASSERT-M2W2-AMD-HELIOS-0015","FACT-M2W2-AMD-HELIOS-HBM4-BW","SRC-M2W2-AMD-MI400-LANDING-20260813","core_spec","direct_statement","supports","","1.67","PB/s","fixed-candidates/amd-instinct-mi400-2026-08-13.html:7531; AMD Helios rackscale paragraph; fixed-candidates/amd-instinct-mi400-2026-08-13.html:8252; product-card Peak Theoretical Memory Bandwidth qualifier","1.67 PB/s of memory bandwidth","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-HBM4-BW|SRC-M2W2-AMD-MI400-LANDING-20260813|supports|line7531-exact-value|line8252-peak-basis","draft","Line 7531 supplies the exact 1.67 PB/s rack value and remains the raw value. Line 8252 labels the same rack metric as up to 1.7 PB/s Peak Theoretical Memory Bandwidth; 1.7 is a rounded qualifier and does not replace 1.67. Direction is not stated."
"ASSERT-M2W2-AMD-HELIOS-0016","FACT-M2W2-AMD-HELIOS-SCALEUP-BW","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","","260","TB/s","fixed-candidates/amd-helios-rackscale-2026-08-13.html:9058; UALoE Scale Up Networks","up to 260 TB/s aggregate scale-up bandwidth","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-SCALEUP-BW|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line9058-bandwidth","draft","Direction is not stated."
"ASSERT-M2W2-AMD-HELIOS-0017","FACT-M2W2-AMD-HELIOS-SCALEOUT-BW","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","","43","TB/s","fixed-candidates/amd-helios-rackscale-2026-08-13.html:9068; Scale Out Networks","43 TB/s of scale out bandwidth","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-SCALEOUT-BW|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line9068-bandwidth","draft","Direction and payload basis are not stated."
"ASSERT-M2W2-AMD-HELIOS-0018","FACT-M2W2-AMD-HELIOS-SCALEUP-PROTOCOL","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","UALink over Ethernet (UALoE)","","","fixed-candidates/amd-helios-rackscale-2026-08-13.html:9058; UALoE Scale Up Networks","Four scale-up cartridges leverage UALink over Ethernet (UALoE).","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-SCALEUP-PROTOCOL|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line9058-protocol","draft","No payload-efficiency inference."
"ASSERT-M2W2-AMD-HELIOS-0019","FACT-M2W2-AMD-HELIOS-SCALEOUT-PROTOCOL","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","ethernet based Pensando networking","","","fixed-candidates/amd-helios-rackscale-2026-08-13.html:9068; Scale Out Networks","using industry standard ethernet based Pensando networking","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-SCALEOUT-PROTOCOL|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line9068-protocol","draft","Normalized capitalization only."
"ASSERT-M2W2-AMD-HELIOS-0020","FACT-M2W2-AMD-HELIOS-SCALEUP-TOPOLOGY","SRC-M2W2-AMD-HELIOS-PRODUCT-20260813","core_spec","direct_statement","supports","UALoE multi-plane network with all-to-all GPU connectivity","","","fixed-candidates/amd-helios-rackscale-2026-08-13.html:10414; system diagram popover","UALoE multi-plane network with all-to-all GPU connectivity","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-SCALEUP-TOPOLOGY|SRC-M2W2-AMD-HELIOS-PRODUCT-20260813|supports|line10414-multiplane-switched-fabric","draft","Normalized to topology_type switched_fabric from the source multi-plane network wording. All-to-all reachability is retained without inferring a physical complete graph, single hop or nonblocking behavior."
"ASSERT-M2W2-AMD-HELIOS-0021","FACT-M2W2-AMD-HELIOS-MXFP4-PEAK","SRC-M2W2-AMD-MI400-LANDING-20260813","core_spec","direct_statement","supports","","2.9","exaFLOPS (OCP MXFP4)","fixed-candidates/amd-instinct-mi400-2026-08-13.html:7531; AMD Helios rackscale paragraph; fixed-candidates/amd-instinct-mi400-2026-08-13.html:13098; MI400-005 calculation footnote","up to 2.9 exaFLOPS peak OCP MXFP4","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-MXFP4-PEAK|SRC-M2W2-AMD-MI400-LANDING-20260813|supports|line7531-MXFP4|line13098-footnote","draft","Provides the explicit OCP MXFP4 precision label. Line 13098 says AMD Performance Labs calculated peak theoretical Helios OCP datatype performance in June 2026 and system-manufacturer configurations may vary; dense versus sparse is not stated."
"ASSERT-M2W2-AMD-HELIOS-0022","FACT-M2W2-AMD-HELIOS-MXFP8-PEAK","SRC-M2W2-AMD-MI400-LANDING-20260813","core_spec","direct_statement","supports","","1.4","exaFLOPS (OCP MXFP8)","fixed-candidates/amd-instinct-mi400-2026-08-13.html:7531; AMD Helios rackscale paragraph; fixed-candidates/amd-instinct-mi400-2026-08-13.html:13098; MI400-005 calculation footnote","1.4 exaFLOPS peak OCP MXFP8","source_checked","m2_wave2_amd_helios_system","","2026-08-13","FACT-M2W2-AMD-HELIOS-MXFP8-PEAK|SRC-M2W2-AMD-MI400-LANDING-20260813|supports|line7531-MXFP8|line13098-footnote","draft","Provides the explicit OCP MXFP8 precision label. Line 13098 says AMD Performance Labs calculated peak theoretical Helios OCP datatype performance in June 2026 and system-manufacturer configurations may vary; dense versus sparse is not stated."
