"card_completeness_id","object_id","domain","completeness_status","assessed_date","assessor","review_status","notes"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-PHYSICAL","OBJ-AWS-TRN2-48XLARGE","physical","not_applicable","2026-08-13","m2_wave2_queue_audit","draft","package 与系统物理字段不在云实例卡"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-COMPUTE","OBJ-AWS-TRN2-48XLARGE","compute","partial","2026-08-13","m2_wave2_queue_audit","draft","稠密峰值完整；当前与历史稀疏值未裁决"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-NUMERICS","OBJ-AWS-TRN2-48XLARGE","numerics","partial","2026-08-13","m2_wave2_queue_audit","draft","格式峰值标签可确认；实现精度只引用架构事实"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-MEMORY","OBJ-AWS-TRN2-48XLARGE","memory","partial","2026-08-13","m2_wave2_queue_audit","draft","容量和带宽有值；容量存在被拒绝来源冲突"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-INTERCONNECT","OBJ-AWS-TRN2-48XLARGE","interconnect","partial","2026-08-13","m2_wave2_queue_audit","draft","torus、节点数、实例内带宽和 EFA 有值；方向、延迟和对分带宽缺失"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-SPECIAL_ENGINES","OBJ-AWS-TRN2-48XLARGE","special_engines","not_applicable","2026-08-13","m2_wave2_queue_audit","draft","架构和软件能力仅引用"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-SOFTWARE","OBJ-AWS-TRN2-48XLARGE","software","partial","2026-08-13","m2_wave2_queue_audit","draft","共享软件链可引用，未抽取实例专属版本"
"COMP-M2W2-TRN2INST-TRN2-48XLARGE-EVIDENCE","OBJ-AWS-TRN2-48XLARGE","evidence","complete","2026-08-13","m2_wave2_queue_audit","draft","S06、S09、S10 为固定版本，S07 有 2026-08-13 快照；S15 只作被拒绝审计来源"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-IDENTITY","OBJ-AWS-TRN2U-48XLARGE","identity","partial","2026-08-13","m2_wave2_queue_audit","draft","SKU、家族和 16 芯片组成已确认；首次可用日期和当前状态待核"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-PHYSICAL","OBJ-AWS-TRN2U-48XLARGE","physical","not_applicable","2026-08-13","m2_wave2_queue_audit","draft","package 与系统物理字段不在云实例卡"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-COMPUTE","OBJ-AWS-TRN2U-48XLARGE","compute","partial","2026-08-13","m2_wave2_queue_audit","draft","稠密峰值完整；当前与历史稀疏值未裁决"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-NUMERICS","OBJ-AWS-TRN2U-48XLARGE","numerics","partial","2026-08-13","m2_wave2_queue_audit","draft","格式峰值标签可确认；实现精度只引用架构事实"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-MEMORY","OBJ-AWS-TRN2U-48XLARGE","memory","partial","2026-08-13","m2_wave2_queue_audit","draft","容量和带宽有值；方向与持续性条件不完整"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-INTERCONNECT","OBJ-AWS-TRN2U-48XLARGE","interconnect","partial","2026-08-13","m2_wave2_queue_audit","draft","torus、节点数、实例内带宽和 EFA 有值；系统 ring 已排除"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-SPECIAL_ENGINES","OBJ-AWS-TRN2U-48XLARGE","special_engines","not_applicable","2026-08-13","m2_wave2_queue_audit","draft","架构和软件能力仅引用"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-SOFTWARE","OBJ-AWS-TRN2U-48XLARGE","software","partial","2026-08-13","m2_wave2_queue_audit","draft","共享软件链可引用，未抽取实例专属版本"
"COMP-M2W2-TRN2INST-TRN2U-48XLARGE-EVIDENCE","OBJ-AWS-TRN2U-48XLARGE","evidence","partial","2026-08-13","m2_wave2_queue_audit","draft","当日产品页已固定；固定首次可用日期证据仍缺失"
