"requirement_id","object_id","component_id","link_id","object_relation_id","precision_path_id","capability_id","topology_id","field_id","requirement_status","applicability_reason","search_status","last_searched_date","requirement_fingerprint","review_status","notes"
"REQ-M2W3-AMD-MI455X-RAS","OBJ-AMD-MI455X","","","","","","","FIELD-RAS-CAPABILITY","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-RAS-CAPABILITY value for OBJ-AMD-MI455X.","completed","2026-08-13","M2W3|MI455X|object_id|OBJ-AMD-MI455X|FIELD-RAS-CAPABILITY","draft","Canonical fact: FACT-M2W3-AMD-MI455X-RAS."
"REQ-M2W3-AMD-MI455X-WGP-COUNT","","COMP-M2W3-AMD-MI455X-WGP","","","","","","FIELD-COMP-UNIT-COUNT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-UNIT-COUNT value for COMP-M2W3-AMD-MI455X-WGP.","completed","2026-08-13","M2W3|MI455X|component_id|COMP-M2W3-AMD-MI455X-WGP|FIELD-COMP-UNIT-COUNT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-WGP-COUNT."
"REQ-M2W3-AMD-MI455X-HBM4-CAPACITY","","COMP-M2W3-AMD-MI455X-HBM4","","","","","","FIELD-MEM-CAPACITY","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-MEM-CAPACITY value for COMP-M2W3-AMD-MI455X-HBM4.","completed","2026-08-13","M2W3|MI455X|component_id|COMP-M2W3-AMD-MI455X-HBM4|FIELD-MEM-CAPACITY","draft","Canonical fact: FACT-M2W3-AMD-MI455X-HBM4-CAPACITY."
"REQ-M2W3-AMD-MI455X-L2-CAPACITY","","COMP-M2W3-AMD-MI455X-L2","","","","","","FIELD-MEM-CAPACITY","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-MEM-CAPACITY value for COMP-M2W3-AMD-MI455X-L2.","completed","2026-08-13","M2W3|MI455X|component_id|COMP-M2W3-AMD-MI455X-L2|FIELD-MEM-CAPACITY","draft","Canonical fact: FACT-M2W3-AMD-MI455X-L2-CAPACITY."
"REQ-M2W3-AMD-MI455X-HBM4-BW","","COMP-M2W3-AMD-MI455X-HBM4","","","","","","FIELD-MEM-BIDIR-BW","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-MEM-BIDIR-BW value for COMP-M2W3-AMD-MI455X-HBM4.","completed","2026-08-13","M2W3|MI455X|component_id|COMP-M2W3-AMD-MI455X-HBM4|FIELD-MEM-BIDIR-BW","draft","Canonical fact: FACT-M2W3-AMD-MI455X-HBM4-BW."
"REQ-M2W3-AMD-MI455X-MXFP4-PEAK","","","","","PPATH-M2W3-AMD-MI455X-OCP-MXFP4-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-OCP-MXFP4-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-OCP-MXFP4-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-MXFP4-PEAK."
"REQ-M2W3-AMD-MI455X-MXFP6-PEAK","","","","","PPATH-M2W3-AMD-MI455X-OCP-MXFP6-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-OCP-MXFP6-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-OCP-MXFP6-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-MXFP6-PEAK."
"REQ-M2W3-AMD-MI455X-MXFP8-PEAK","","","","","PPATH-M2W3-AMD-MI455X-OCP-MXFP8-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-OCP-MXFP8-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-OCP-MXFP8-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-MXFP8-PEAK."
"REQ-M2W3-AMD-MI455X-FP8-PEAK","","","","","PPATH-M2W3-AMD-MI455X-OCP-FP8-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-OCP-FP8-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-OCP-FP8-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP8-PEAK."
"REQ-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP16-VECTOR","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP16-VECTOR.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP16-VECTOR|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK."
"REQ-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP16-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP16-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP16-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK."
"REQ-M2W3-AMD-MI455X-FP32-MATRIX-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP32-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP32-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP32-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK."
"REQ-M2W3-AMD-MI455X-FP32-VECTOR-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP32-VECTOR","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP32-VECTOR.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP32-VECTOR|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK."
"REQ-M2W3-AMD-MI455X-FP64-MATRIX-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP64-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP64-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP64-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK."
"REQ-M2W3-AMD-MI455X-FP64-VECTOR-PEAK","","","","","PPATH-M2W3-AMD-MI455X-FP64-VECTOR","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-FP64-VECTOR.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-FP64-VECTOR|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK."
"REQ-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK","","","","","PPATH-M2W3-AMD-MI455X-INT8-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-INT8-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-INT8-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK."
"REQ-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK","","","","","PPATH-M2W3-AMD-MI455X-BF16-MATRIX","","","FIELD-COMP-THROUGHPUT","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-COMP-THROUGHPUT value for PPATH-M2W3-AMD-MI455X-BF16-MATRIX.","completed","2026-08-13","M2W3|MI455X|precision_path_id|PPATH-M2W3-AMD-MI455X-BF16-MATRIX|FIELD-COMP-THROUGHPUT","draft","Canonical fact: FACT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK."
"REQ-M2W3-AMD-MI455X-CPU-GPU-BW","","","LINK-M2W3-AMD-MI455X-CPU-GPU","","","","","FIELD-INT-AGGREGATE-BW","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-INT-AGGREGATE-BW value for LINK-M2W3-AMD-MI455X-CPU-GPU.","completed","2026-08-13","M2W3|MI455X|link_id|LINK-M2W3-AMD-MI455X-CPU-GPU|FIELD-INT-AGGREGATE-BW","draft","Canonical fact: FACT-M2W3-AMD-MI455X-CPU-GPU-BW."
"REQ-M2W3-AMD-MI455X-SCALEUP-BW","","","LINK-M2W3-AMD-MI455X-SCALEUP-UALOE","","","","","FIELD-INT-AGGREGATE-BW","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-INT-AGGREGATE-BW value for LINK-M2W3-AMD-MI455X-SCALEUP-UALOE.","completed","2026-08-13","M2W3|MI455X|link_id|LINK-M2W3-AMD-MI455X-SCALEUP-UALOE|FIELD-INT-AGGREGATE-BW","draft","Canonical fact: FACT-M2W3-AMD-MI455X-SCALEUP-BW."
"REQ-M2W3-AMD-MI455X-SCALEOUT-BW","","","LINK-M2W3-AMD-MI455X-SCALEOUT-UALINK","","","","","FIELD-INT-AGGREGATE-BW","value_available","Selected first-party evidence or a fully specified public derivation supports this FIELD-INT-AGGREGATE-BW value for LINK-M2W3-AMD-MI455X-SCALEOUT-UALINK.","completed","2026-08-13","M2W3|MI455X|link_id|LINK-M2W3-AMD-MI455X-SCALEOUT-UALINK|FIELD-INT-AGGREGATE-BW","draft","Canonical fact: FACT-M2W3-AMD-MI455X-SCALEOUT-BW."
"REQ-M2W3-AMD-MI455X-ARCH-RELATION","","","","OREL-AMD-MI455X-IMPLEMENTS-CDNA5","","","","FIELD-ID-ARCH","value_available","The existing reviewed implements_architecture relation projects CDNA 5 onto the MI455X module without duplicating architecture facts.","completed","2026-08-13","M2W3|MI455X|OREL-AMD-MI455X-IMPLEMENTS-CDNA5|FIELD-ID-ARCH","draft","Architecture mechanisms remain on OBJ-AMD-CDNA5-ARCH."
"REQ-M2W3-AMD-MI455X-STATUS","OBJ-AMD-MI455X","","","","","","","FIELD-ID-STATUS","value_available","The exact-object AMD product page and the reviewed range gate support the controlled cutoff-date status announced; this does not establish shipment or availability.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-ID-STATUS|announced-2026-08-13","draft","Canonical fact: FACT-M2W3-AMD-MI455X-STATUS. Availability remains a separate not_found requirement."
"REQ-M2W3-AMD-MI455X-AVAILABILITY","OBJ-AMD-MI455X","","","","","","","FIELD-ID-AVAILABILITY-DATE","not_found","An actual first-availability date is relevant, but the selected sources provide only a launch date and future deployment wording.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-ID-AVAILABILITY-DATE|not-found-2026-08-13","draft","No date is inferred from planned deployment."
"REQ-M2W3-AMD-MI455X-POWER","OBJ-AMD-MI455X","","","","","","","FIELD-PHY-POWER","not_found","Module power is needed for physical comparison, but no selected source gives a single-MI455X power value.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-PHY-POWER|not-found-2026-08-13","draft","Do not use rack power, cooling design or nearby-SKU values."
"REQ-M2W3-AMD-MI455X-ACCUMULATION","OBJ-AMD-MI455X","","","","","","","FIELD-NUM-ACCUMULATION","not_found","Programmer-visible accumulation semantics are needed, but the product sources do not state a module/path-specific accumulation format.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-NUM-ACCUMULATION|not-found-2026-08-13","draft","Architecture-level semantics are referenced through CDNA 5; they are not copied as product facts."
"REQ-M2W3-AMD-MI455X-PHYSICAL-ACCUM","OBJ-AMD-MI455X","","","","","","","FIELD-NUM-PHYSICAL-ACCUM","not_found","Physical internal accumulator width or semantics are needed, but no selected source predicates them on MI455X.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-NUM-PHYSICAL-ACCUM|not-found-2026-08-13","draft","Do not infer physical width from input or output format."
"REQ-M2W3-AMD-MI455X-SPECIAL-IMPLEMENTATION","OBJ-AMD-MI455X","","","","","","","FIELD-CAP-IMPLEMENTATION-DETAIL","not_found","A dedicated MoE routing, Top-K or related special implementation would be relevant, but no selected source identifies one on MI455X.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-CAP-IMPLEMENTATION-DETAIL|not-found-2026-08-13","draft","Generic CDNA 5 mechanisms are not promoted to module-specific special units."
"REQ-M2W3-AMD-MI455X-HBM-INTERFACE","OBJ-AMD-MI455X","","","","","","","FIELD-PHY-HBM-INTERFACE","not_found","The total HBM interface width is relevant, but capacity, stack count and bandwidth do not determine a published interface width.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-PHY-HBM-INTERFACE|not-found-2026-08-13","draft","No width is derived from HBM4 stacks."
"REQ-M2W3-AMD-MI455X-DIE-AREA","OBJ-AMD-MI455X","","","","","","","FIELD-PHY-DIE-AREA","not_found","Die or chiplet area is relevant, but the selected first-party sources give no area value.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-PHY-DIE-AREA|not-found-2026-08-13","draft","Do not estimate from package images."
"REQ-M2W3-AMD-MI455X-RUNTIME-VERSION","OBJ-AMD-MI455X","","","","","","","FIELD-SW-RUNTIME","not_found","A versioned runtime support floor is relevant, but the product sources name the ecosystem without a minimum supported version.","completed","2026-08-13","M2W3|MI455X|OBJ-AMD-MI455X|FIELD-SW-RUNTIME|not-found-2026-08-13","draft","No current ROCm version is inferred from architecture or marketing pages."
