"assertion_id","fact_id","source_id","claim_role","assertion_mode","assertion_relation","raw_value_text","raw_value_number","raw_unit","source_locator","quoted_context","extraction_status","extractor","reviewer","review_date","assertion_fingerprint","review_status","notes"
"ASSERT-M2W3-AMD-MI455X-IOD-COUNT-BROCHURE","FACT-M2W3-AMD-MI455X-IOD-COUNT","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","2","count","p. 1, Specifications, I/O Dies (IOD)","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-IOD-COUNT|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, I/O Dies (IOD)","draft",""
"ASSERT-M2W3-AMD-MI455X-TRANSISTORS-PRODUCT","FACT-M2W3-AMD-MI455X-TRANSISTORS","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","320","billion transistors","HTML, GPU Specifications, Transistor Count","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-TRANSISTORS|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, GPU Specifications, Transistor Count","draft","Normalized with decimal billion."
"ASSERT-M2W3-AMD-MI455X-CLOCK-BROCHURE","FACT-M2W3-AMD-MI455X-CLOCK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","2.4","GHz","p. 1, Specifications, Peak Engine Clock","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-CLOCK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, Peak Engine Clock","draft","Peak, not sustained."
"ASSERT-M2W3-AMD-MI455X-FORM-FACTOR-BROCHURE","FACT-M2W3-AMD-MI455X-FORM-FACTOR","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","EAM module","","","p. 1, Specifications, Form Factor","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FORM-FACTOR|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, Form Factor","draft",""
"ASSERT-M2W3-AMD-MI455X-COOLING-BROCHURE","FACT-M2W3-AMD-MI455X-COOLING","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","Liquid","","","p. 1, Specifications, Cooling","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-COOLING|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, Cooling","draft","Normalized to cooling_mode liquid."
"ASSERT-M2W3-AMD-MI455X-HBM-STACKS-PRODUCT","FACT-M2W3-AMD-MI455X-HBM-STACKS","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","12","count","HTML, Board Specifications, Stacks of Memory","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM-STACKS|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Stacks of Memory","draft","Per MI455X product page."
"ASSERT-M2W3-AMD-MI455X-RAS-BROCHURE","FACT-M2W3-AMD-MI455X-RAS","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","Full-chip ECC memory, page retirement","","","p. 1, Specifications, RAS Features","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-RAS|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, RAS Features","draft",""
"ASSERT-M2W3-AMD-MI455X-WGP-COUNT-PRODUCT","FACT-M2W3-AMD-MI455X-WGP-COUNT","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","256","count","HTML, GPU Specifications, Work Group Processors","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-WGP-COUNT|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, GPU Specifications, Work Group Processors","draft","Do not use brochure “Compute Units” as a terminology-equivalent corroboration."
"ASSERT-M2W3-AMD-MI455X-HBM4-CAPACITY-BROCHURE","FACT-M2W3-AMD-MI455X-HBM4-CAPACITY","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","432","GB","p. 1, Specifications, Memory Capacity","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM4-CAPACITY|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, Memory Capacity","draft","GB retained as decimal."
"ASSERT-M2W3-AMD-MI455X-L2-CAPACITY-PRODUCT","FACT-M2W3-AMD-MI455X-L2-CAPACITY","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","192","MB","HTML, GPU Specifications, L2 Cache","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-L2-CAPACITY|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, GPU Specifications, L2 Cache","draft","MB retained as decimal because MiB is not stated."
"ASSERT-M2W3-AMD-MI455X-HBM4-BW-BROCHURE","FACT-M2W3-AMD-MI455X-HBM4-BW","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","23.3","TB/s","p. 1, Specifications, Peak Memory Bandwidth","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM4-BW|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, Peak Memory Bandwidth","draft","Brochure narrative calls it peak theoretical bandwidth; direction is not stated."
"ASSERT-M2W3-AMD-MI455X-MXFP4-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-MXFP4-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","40265","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP4","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-MXFP4-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP4","draft","base TFLOPS column; OCP sparsity not stated"
"ASSERT-M2W3-AMD-MI455X-MXFP6-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-MXFP6-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","20133","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP6","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-MXFP6-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP6","draft","base TFLOPS column; OCP sparsity not stated"
"ASSERT-M2W3-AMD-MI455X-MXFP8-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-MXFP8-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","20133","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP8","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-MXFP8-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP MXFP8","draft","base TFLOPS column; OCP sparsity not stated"
"ASSERT-M2W3-AMD-MI455X-FP8-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP8-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","20133","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP FP8","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP8-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row OCP FP8","draft","base TFLOPS column; encoding and OCP sparsity not stated"
"ASSERT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","315","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP16","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP16-VECTOR-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP16","draft","vector row"
"ASSERT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","5033","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP16","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP16-MATRIX-BASE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP16","draft","base column; source does not print dense"
"ASSERT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","10066","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP16","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP16-MATRIX-SPARSE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP16","draft","W/STRUCTURED SPARSITY column; pattern not stated"
"ASSERT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","315","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP32","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP32-MATRIX-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP32","draft","base column; source does not print dense"
"ASSERT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","315","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP32","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP32-VECTOR-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP32","draft","vector row"
"ASSERT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","5","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP64","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP64-MATRIX-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX FP64","draft","base column; source does not print dense"
"ASSERT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","5","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP64","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FP64-VECTOR-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row VECTOR FP64","draft","vector row"
"ASSERT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","5033","TOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX INT8","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-INT8-MATRIX-BASE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX INT8","draft","base column; source does not print dense"
"ASSERT-M2W3-AMD-MI455X-INT8-MATRIX-SPARSE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-INT8-MATRIX-SPARSE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","10066","TOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX INT8","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-INT8-MATRIX-SPARSE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX INT8","draft","W/STRUCTURED SPARSITY column; pattern not stated"
"ASSERT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","5033","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX BF16","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-BF16-MATRIX-BASE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX BF16","draft","base column; source does not print dense"
"ASSERT-M2W3-AMD-MI455X-BF16-MATRIX-SPARSE-PEAK-BROCHURE","FACT-M2W3-AMD-MI455X-BF16-MATRIX-SPARSE-PEAK","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","10066","TFLOP/s","p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX BF16","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-BF16-MATRIX-SPARSE-PEAK|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, AI PEAK THEORETICAL PERFORMANCE, row MATRIX BF16","draft","W/STRUCTURED SPARSITY column; pattern not stated"
"ASSERT-M2W3-AMD-MI455X-CPU-GPU-BW-BROCHURE","FACT-M2W3-AMD-MI455X-CPU-GPU-BW","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","supports","","256","GB/s","p. 1, Specifications, CPU to GPU Interconnect","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-CPU-GPU-BW|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, Specifications, CPU to GPU Interconnect","draft","Direction, payload basis and sustained-versus-nameplate basis are not stated."
"ASSERT-M2W3-AMD-MI455X-SCALEUP-BW-PRODUCT","FACT-M2W3-AMD-MI455X-SCALEUP-BW","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","3.6","TB/s","HTML, Board Specifications, Scale-up (Peak) UALoE Bi-directional Bandwidth","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-SCALEUP-BW|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Scale-up (Peak) UALoE Bi-directional Bandwidth","draft","Product-scoped peak bidirectional value; link count and payload efficiency absent."
"ASSERT-M2W3-AMD-MI455X-SCALEOUT-BW-PRODUCT","FACT-M2W3-AMD-MI455X-SCALEOUT-BW","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","600","GB/s","HTML, Board Specifications, Scale-out (Peak) UALink™ Bi-directional Bandwidth","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-SCALEOUT-BW|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Scale-out (Peak) UALink™ Bi-directional Bandwidth","draft","Vendor protocol label retained; no topology or NIC fact inferred."
"ASSERT-M2W3-AMD-MI455X-FAMILY-BROCHURE","FACT-M2W3-AMD-MI455X-FAMILY","SRC-M2W3-AMD-MI455X-BROCHURE-202607","identity","direct_statement","supports","AMD Instinct","","","p. 1, title and AMD Instinct branding","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FAMILY|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, title and AMD Instinct branding","draft",""
"ASSERT-M2W3-AMD-MI455X-NAME-BROCHURE","FACT-M2W3-AMD-MI455X-NAME","SRC-M2W3-AMD-MI455X-BROCHURE-202607","identity","direct_statement","supports","AMD Instinct™ MI455X GPU","","","p. 1, title","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-NAME|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, title","draft","Normalized to singular product label."
"ASSERT-M2W3-AMD-MI455X-SKU-BROCHURE","FACT-M2W3-AMD-MI455X-SKU","SRC-M2W3-AMD-MI455X-BROCHURE-202607","identity","direct_statement","supports","MI455X","","","p. 1, title and specification heading","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-SKU|SRC-M2W3-AMD-MI455X-BROCHURE-202607|supports|p. 1, title and specification heading","draft",""
"ASSERT-M2W3-AMD-MI455X-PROCESS-BROCHURE","FACT-M2W3-AMD-MI455X-PROCESS","SRC-M2W3-AMD-MI455X-BROCHURE-202607","core_spec","direct_statement","qualifies","TSMC 2nm/3nm","","","p. 1, Specifications, Lithography","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-PROCESS|SRC-M2W3-AMD-MI455X-BROCHURE-202607|qualifies|p. 1, Specifications, Lithography","draft","Corroborates the two nodes; the product page supplies the FinFET wording."
"ASSERT-M2W3-AMD-MI455X-CLOCK-PRODUCT","FACT-M2W3-AMD-MI455X-CLOCK","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","2400","MHz","HTML, GPU Specifications, Peak Engine Clock","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-CLOCK|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, GPU Specifications, Peak Engine Clock","draft",""
"ASSERT-M2W3-AMD-MI455X-FORM-FACTOR-PRODUCT","FACT-M2W3-AMD-MI455X-FORM-FACTOR","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","Enhanced Accelerator Module (EAM)","","","HTML, Board Specifications, GPU Form Factor","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-FORM-FACTOR|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, GPU Form Factor","draft",""
"ASSERT-M2W3-AMD-MI455X-COOLING-PRODUCT","FACT-M2W3-AMD-MI455X-COOLING","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","Direct Liquid Cooling","","","HTML, Board Specifications, Cooling","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-COOLING|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Cooling","draft",""
"ASSERT-M2W3-AMD-MI455X-HBM-STACKS-MI400","FACT-M2W3-AMD-MI455X-HBM-STACKS","SRC-M2W2-AMD-MI400-LANDING-20260813","core_spec","direct_statement","supports","","12","count","fixed HTML snapshot, exact MI455X product paragraph","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM-STACKS|SRC-M2W2-AMD-MI400-LANDING-20260813|supports|fixed HTML snapshot, exact MI455X product paragraph","draft","No rack aggregation used."
"ASSERT-M2W3-AMD-MI455X-HBM4-CAPACITY-PRODUCT","FACT-M2W3-AMD-MI455X-HBM4-CAPACITY","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","432","GB","HTML, Board Specifications, Dedicated Memory Size","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM4-CAPACITY|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Dedicated Memory Size","draft",""
"ASSERT-M2W3-AMD-MI455X-HBM4-BW-PRODUCT","FACT-M2W3-AMD-MI455X-HBM4-BW","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","supports","","23.3","TB/s","HTML, Board Specifications, Peak Memory Bandwidth","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-HBM4-BW|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|supports|HTML, Board Specifications, Peak Memory Bandwidth","draft","Direction not stated."
"ASSERT-M2W3-AMD-MI455X-MXFP4-PEAK-PRODUCT","FACT-M2W3-AMD-MI455X-MXFP4-PEAK","SRC-M2W3-AMD-MI455X-PRODUCT-20260813","core_spec","direct_statement","qualifies","","40.3","PFLOP/s","HTML, GPU Specifications, Peak OCP MXFP4 Performance","","source_checked","m2_w3_mi455x_module","","2026-08-13","FACT-M2W3-AMD-MI455X-MXFP4-PEAK|SRC-M2W3-AMD-MI455X-PRODUCT-20260813|qualifies|HTML, GPU Specifications, Peak OCP MXFP4 Performance","draft","Rounded current-page value; fixed brochure gives 40,265 TFLOP/s."
